,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,baseOrder,compOrder,lev,jac,lcsseq
1447,ref-bible.0303.24.19.1-ref-bible.0303.24.19.8,ref-sifre-d.40.7.114-ref-sifre-d.40.7.121,1316494,1316528,225537,225544,ref-bible.303.24.19.1,ref-bible.303.24.19.8,66049,66084,11128,11135,ref-sifre-d.40.7.114,ref-sifre-d.40.7.121,ציה גם חם יגזלו מימי שלג שאול חטאו ,ציה גם חום יגזלו מימי שלג שאול חטאו ,8,8,1447,251,0.027777777777777776,0.02777777777777779,0.027777777777777776
1448,ref-bible.0303.27.9.5-ref-bible.0303.27.11.4,ref-sifre-d.27.4.6-ref-sifre-d.27.5.10,1317828,1317893,225798,225812,ref-bible.303.27.9.5,ref-bible.303.27.11.4,32156,32226,5412,5424,ref-sifre-d.27.4.6,ref-sifre-d.27.5.10,תבוא עליו צרה אם על שדי יתענג יקרא אלוה בכל עת אורה אתכם ביד אל ,"לכל גדלך שבתורה ואת ידך החזקה אלו י' מכות שהביא הקב""ה על המצרים ",15,13,1448,137,0.8125,0.3589743589743589,0.59375
1449,ref-bible.0303.28.4.1-ref-bible.0303.28.4.10,ref-sifre-d.43.10.52-ref-sifre-d.43.10.61,1318478,1318525,225924,225933,ref-bible.303.28.4.1,ref-bible.303.28.4.10,77945,77992,13101,13110,ref-sifre-d.43.10.52,ref-sifre-d.43.10.61,פרץ נחל מעם גר הנשכחים מני רגל דלו מאנוש נעו ,פרץ נחל מעם גר הנשכחים מני רגל דלו מאנוש נעו ,10,10,1449,318,0.0,0.0,0.0
1450,ref-bible.0303.28.5.1-ref-bible.0303.28.5.8,ref-sifre-d.43.10.13-ref-sifre-d.43.10.20,1318526,1318562,225934,225941,ref-bible.303.28.5.1,ref-bible.303.28.5.8,77740,77774,13066,13073,ref-sifre-d.43.10.13,ref-sifre-d.43.10.20,ארץ ממנה יצא לחם ותחתיה נהפך כמו אש ,ארץ ממנה יצא לחם תחתיה נהפך כמו אש ,8,8,1450,317,0.027777777777777776,0.02777777777777779,0.027777777777777776
1451,ref-bible.0303.28.17.1-ref-bible.0303.28.17.7,ref-sifre-d.48.1.61-ref-sifre-d.48.1.74,1318954,1318992,226020,226026,ref-bible.303.28.17.1,ref-bible.303.28.17.7,90197,90280,15129,15142,ref-sifre-d.48.1.61,ref-sifre-d.48.1.74,לא יערכנה זהב וזכוכית ותמורתה כלי פז ,לא יערכנה זהב וזכוכית קשים לקנותם כזהב ונוחים לאבדם ככלי זכוכית ותמורתה כלי פז ,7,14,1451,370,0.5316455696202531,0.5316455696202531,0.5316455696202531
1452,ref-bible.0303.37.11.1-ref-bible.0303.37.12.3,ref-sifre-d.39.9.25-ref-sifre-d.39.9.33,1328866,1328914,227952,227961,ref-bible.303.37.11.1,ref-bible.303.37.12.3,63601,63646,10708,10716,ref-sifre-d.39.9.25,ref-sifre-d.39.9.33,אף ברי יטריח עב יפיץ ענן אורו והוא מסבות מתהפך ,אף ברי יטריח יפיץ ענן אורו והוא מסבות מתהפך ,10,9,1452,235,0.06382978723404255,0.06382978723404253,0.06382978723404255
1453,ref-bible.0303.38.7.1-ref-bible.0303.38.7.8,ref-sifre-d.306.37.308-ref-sifre-d.306.37.317,1329660,1329698,228107,228114,ref-bible.303.38.7.1,ref-bible.303.38.7.8,310342,310388,51914,51923,ref-sifre-d.306.37.308,ref-sifre-d.306.37.317,ברן יחד כוכבי בקר ויריעו כל בני אלהים ,ברן יחד כל כוכבי בוקר והדר יריעו כל בני אלהים ,8,10,1453,1173,0.17391304347826086,0.17391304347826086,0.17391304347826086
1454,ref-bible.0303.38.10.1-ref-bible.0303.38.11.5,ref-sifre-d.306.8.73-ref-sifre-d.306.8.80,1329762,1329820,228126,228136,ref-bible.303.38.10.1,ref-bible.303.38.11.5,299900,299939,50209,50216,ref-sifre-d.306.8.73,ref-sifre-d.306.8.80,ואשבר עליו חקי ואשים בריח ודלתים ואמר עד פה תבוא ולא ,ואשבר עליו חוקי ואומר עד פה תבוא ולא ,11,8,1454,1150,0.33962264150943394,0.30188679245283023,0.32075471698113206
1455,ref-bible.0303.38.23.3-ref-bible.0303.38.25.4,ref-sifre-d.190.22.9-ref-sifre-d.191.1.7,1330266,1330347,228223,228240,ref-bible.303.38.23.3,ref-bible.303.38.25.4,204310,204408,34086,34104,ref-sifre-d.190.22.9,ref-sifre-d.191.1.7,לעת צר ליום קרב ומלחמה אי זה הדרך יחלק אור יפץ קדים עלי ארץ מי פלג לשטף תעלה ,המעלך מארץ מצרים מי שהעלך מארץ מצרים הוא עומד לך בעת צרה והיה כקרבכם אל המלחמה יכול זה יום ,18,19,1455,835,0.7362637362637363,0.3846153846153846,0.6153846153846154
1456,ref-bible.0303.38.26.1-ref-bible.0303.38.26.9,ref-sifre-d.40.1.20-ref-sifre-d.40.1.28,1330366,1330401,228244,228252,ref-bible.303.38.26.1,ref-bible.303.38.26.9,64349,64384,10848,10856,ref-sifre-d.40.1.20,ref-sifre-d.40.1.28,להמטיר על ארץ לא איש מדבר לא אדם בו ,להמטיר על ארץ לא איש מדבר לא אדם בו ,9,9,1456,242,0.0,0.0,0.0
1457,ref-bible.0304.1.3.1-ref-bible.0304.1.3.6,ref-sifre-d.48.7.15-ref-sifre-d.48.7.20,1335467,1335497,229201,229206,ref-bible.304.1.3.1,ref-bible.304.1.3.6,93328,93358,15675,15680,ref-sifre-d.48.7.15,ref-sifre-d.48.7.20,לריח שמניך טובים שמן תורק שמך ,לריח שמניך טובים שמן תורק שמך ,6,6,1457,378,0.0,0.0,0.0
1458,ref-bible.0304.1.8.1-ref-bible.0304.1.8.16,ref-sifre-d.305.3.132-ref-sifre-d.305.3.147,1335829,1335908,229265,229278,ref-bible.304.1.8.1,ref-bible.304.1.8.16,293211,293292,49090,49103,ref-sifre-d.305.3.132,ref-sifre-d.305.3.147,אם לא תדעי לך היפה בנשים צאי לך בעקבי הצאן ורעי את גדיתיך על משכנות הרעים ,אם לא תדעי לך היפה בנשים צאי לך בעקבי הצאן ורעי את גדיותיך על משכנות הרועים ,16,16,1458,1124,0.02631578947368421,0.02631578947368418,0.02631578947368421
1459,ref-bible.0304.1.11.1-ref-bible.0304.1.11.7,ref-sifre-d.120.2.1-ref-sifre-d.120.2.10,1335974,1336005,229289,229295,ref-bible.304.1.11.1,ref-bible.304.1.11.7,158633,158678,26538,26547,ref-sifre-d.120.2.1,ref-sifre-d.120.2.10,תורי זהב נעשה לך עם נקדות הכסף ,תורי זהב נעשה לך זו ביזת הים עם נקודות הכסף ,7,10,1459,644,0.29545454545454547,0.2954545454545454,0.29545454545454547
1460,ref-bible.0304.2.1.4-ref-bible.0304.2.3.3,ref-sifre-d.355.27.42-ref-sifre-d.355.27.50,1336228,1336300,229340,229351,ref-bible.304.2.1.4,ref-bible.304.2.3.3,380993,381050,64015,64023,ref-sifre-d.355.27.42,ref-sifre-d.355.27.50,שושנת העמקים כשושנה בין החוחים כן רעיתי בין הבנות כתפוח בעצי היער ,כתפוח בעצי היער ורוח הקודש משיבו כשושנה בין החוחים ,12,9,1460,1498,0.7575757575757576,0.3285714285714286,0.6212121212121212
1461,ref-bible.0304.4.6.6-ref-bible.0304.4.6.13,ref-sifre-d.353.5.11-ref-sifre-d.353.5.18,1338280,1338316,229700,229707,ref-bible.304.4.6.6,ref-bible.304.4.6.13,373842,373876,62779,62786,ref-sifre-d.353.5.11,ref-sifre-d.353.5.18,אלך לי אל הר המור ואל גבעת הלבונה ,אלך לי אל הר המור אל גבעת הלבונה ,8,8,1461,1482,0.029411764705882353,0.02941176470588236,0.029411764705882353
1462,ref-bible.0304.5.10.1-ref-bible.0304.5.11.3,ref-sifre-d.343.12.103-ref-sifre-d.343.12.110,1339541,1339579,229933,229939,ref-bible.304.5.10.1,ref-bible.304.5.11.3,359743,359781,60337,60343,ref-sifre-d.343.12.103,ref-sifre-d.343.12.110,דודי צח ואדום דגול מרבבה ראשו כתם פז ,דודי צח ואדום דגול מרבבה ראשו כתם פז ,8,8,1462,1405,0.0,0.0,0.0
1463,ref-bible.0304.5.13.1-ref-bible.0304.5.15.3,ref-sifre-d.343.12.113-ref-sifre-d.343.12.121,1339661,1339792,229954,229976,ref-bible.304.5.13.1,ref-bible.304.5.15.3,359796,359847,60346,60354,ref-sifre-d.343.12.113,ref-sifre-d.343.12.121,לחיו כערוגת הבשם מגדלות מרקחים שפתותיו שושנים נטפות מור עבר ידיו גלילי זהב ממלאים בתרשיש מעיו עשת שן מעלפת ספירים שוקיו עמודי שש ,לחייו כערוגות הבושם ידיו גלילי זהב שוקיו עמודי שש ,23,9,1463,1406,0.6434108527131783,0.6124031007751938,0.627906976744186
1464,ref-bible.0304.6.1.1-ref-bible.0304.6.1.5,ref-sifre-d.343.12.138-ref-sifre-d.343.12.142,1339891,1339916,229995,229999,ref-bible.304.6.1.1,ref-bible.304.6.1.5,359938,359963,60370,60374,ref-sifre-d.343.12.138,ref-sifre-d.343.12.142,אנה הלך דודך היפה בנשים ,אנה הלך דודך היפה בנשים ,5,5,1464,1407,0.0,0.0,0.0
1465,ref-bible.0304.7.5.4-ref-bible.0304.7.5.10,ref-sifre-d.41.18.5-ref-sifre-d.41.18.11,1340790,1340824,230151,230157,ref-bible.304.7.5.4,ref-bible.304.7.5.10,71066,71101,11957,11963,ref-sifre-d.41.18.5,ref-sifre-d.41.18.11,עיניך ברכות בחשבון על שער בת רבים ,עיניך בריכות בחשבון על שער בת רבים ,7,7,1465,284,0.02857142857142857,0.02857142857142858,0.02857142857142857
1466,ref-bible.0304.7.5.7-ref-bible.0304.7.5.15,ref-sifre-d.41.21.10-ref-sifre-d.41.22.8,1340810,1340852,230154,230162,ref-bible.304.7.5.7,ref-bible.304.7.5.15,71335,71391,11999,12008,ref-sifre-d.41.21.10,ref-sifre-d.41.22.8,על שער בת רבים אפך כמגדל הלבנון צופה פני ,על שער בת רבים וכן הוא אומר אפך כמגדל הלבנון צופה פני ,9,12,1466,286,0.24074074074074073,0.2407407407407407,0.24074074074074073
1467,ref-bible.0304.7.5.11-ref-bible.0304.7.5.15,ref-sifre-d.1.20.129-ref-sifre-d.1.20.133,1340825,1340852,230158,230162,ref-bible.304.7.5.11,ref-bible.304.7.5.15,5252,5279,870,874,ref-sifre-d.1.20.129,ref-sifre-d.1.20.133,אפך כמגדל הלבנון צופה פני ,אפך כמגדל הלבנון צופה פני ,5,5,1467,15,0.0,0.0,0.0
1468,ref-bible.0304.8.8.1-ref-bible.0304.8.9.4,ref-sifre-d.304.2.47-ref-sifre-d.304.2.60,1341804,1341880,230339,230353,ref-bible.304.8.8.1,ref-bible.304.8.9.4,290938,291011,48696,48708,ref-sifre-d.304.2.47,ref-sifre-d.304.2.60,אחות לנו קטנה ושדים אין לה מה נעשה לאחתנו ביום שידבר בה אם חומה היא נבנה ,אחות לנו קטנה ושדים אין לה ארבע מלכיות מושלות בהם בישראל ואין בהם נבון ,16,14,1468,1119,0.4657534246575342,0.2650602409638554,0.3561643835616438
1469,ref-bible.0305.2.21.7-ref-bible.0305.2.22.1,ref-sifre-d.322.8.21-ref-sifre-d.322.8.32,1345712,1345777,231047,231059,ref-bible.305.2.21.7,ref-bible.305.2.22.1,335933,335988,56283,56294,ref-sifre-d.322.8.21,ref-sifre-d.322.8.32,אלי עם הנערים אשר לי תדבקין עד אם כלו את כל הקציר אשר לי ותאמר ,אשר לך וכן חירם אמר לשלמה מה הערים האלה אשר נתתה לי ,15,12,1469,1290,0.6825396825396826,0.4027777777777778,0.5714285714285714
1470,ref-bible.0305.3.13.12-ref-bible.0305.3.13.19,ref-sifre-d.33.4.24-ref-sifre-d.33.4.30,1346816,1346857,231249,231256,ref-bible.305.3.13.12,ref-bible.305.3.13.19,45470,45504,7640,7646,ref-sifre-d.33.4.24,ref-sifre-d.33.4.30,לגאלך וגאלתיך אנכי חי יהוה שכבי עד הבקר ,וגאלתיך אנכי חי ה' שכבי עד הבוקר ,8,7,1470,191,0.25,0.2195121951219512,0.225
1471,ref-bible.0306.4.11.1-ref-bible.0306.4.11.7,ref-sifre-d.43.24.34-ref-sifre-d.43.24.43,1355412,1355441,232879,232884,ref-bible.306.4.11.1,ref-bible.306.4.11.7,82594,82637,13891,13897,ref-sifre-d.43.24.34,ref-sifre-d.43.24.43,כלה יהוה את חמתו שפך חרון אפו ,כלים וכן הוא אומר כלה את חמתו שפך חרון אפו ,7,10,1471,344,0.3488372093023256,0.34090909090909094,0.3488372093023256
1472,ref-bible.0306.5.17.1-ref-bible.0306.5.19.1,ref-sifre-d.43.13.59-ref-sifre-d.43.13.78,1356770,1356844,233131,233146,ref-bible.306.5.17.1,ref-bible.306.5.19.1,79342,79427,13332,13348,ref-sifre-d.43.13.59,ref-sifre-d.43.13.78,על זה היה דוה לבנו על אלה חשכו עינינו על הר ציון ששמם שועלים הלכו בו אתה ,על זה היה דוה לבנו על אלה חשכו עינינו על הר ציון ששמם שועלים הלכו בו אמר להם אף אני ,17,20,1472,322,0.14285714285714285,0.15294117647058825,0.14285714285714285
1473,ref-bible.0309.4.1.1-ref-bible.0309.4.1.9,ref-sifre-d.331.2.7-ref-sifre-d.331.2.15,1379006,1379056,236972,236980,ref-bible.309.4.1.1,ref-bible.309.4.1.9,343889,343941,57673,57681,ref-sifre-d.331.2.7,ref-sifre-d.331.2.15,וישמעו צרי יהודה ובנימן כי בני הגולה בונים היכל ,וישמעו שרי יהודה ובנימן כי בני הגולה בונים ההיכל ,9,9,1473,1330,0.04081632653061224,0.06000000000000005,0.04081632653061224
1474,ref-bible.0309.7.13.1-ref-bible.0309.7.13.7,ref-sifre-d.306.37.235-ref-sifre-d.306.37.242,1385939,1385971,238216,238222,ref-bible.309.7.13.1,ref-bible.309.7.13.7,309938,309974,51845,51852,ref-sifre-d.306.37.235,ref-sifre-d.306.37.242,מני שים טעם די כל מתנדב במלכותי ,מן קדמי שים טעם די בכל שולטן מלכותי ,7,8,1474,1170,0.3333333333333333,0.30000000000000004,0.3055555555555556
1475,ref-bible.0310.1.9.2-ref-bible.0310.1.9.6,ref-sifre-d.41.1.5-ref-sifre-d.41.1.15,1395410,1395439,239815,239819,ref-bible.310.1.9.2,ref-bible.310.1.9.6,68555,68614,11522,11528,ref-sifre-d.41.1.5,ref-sifre-d.41.1.15,אלי ושמרתם מצותי ועשיתם אתם ,אל מצותי למה נאמר לפי שהוא אומר ולמדתם אותם ושמרתם לעשותם ,5,11,1475,265,0.6724137931034483,0.5423728813559322,0.6379310344827587
1476,ref-bible.0310.7.22.1-ref-bible.0310.7.24.3,ref-sifre-d.357.33.2-ref-sifre-d.357.33.11,1406884,1406957,241806,241820,ref-bible.310.7.22.1,ref-bible.310.7.24.3,387908,387954,65195,65204,ref-sifre-d.357.33.2,ref-sifre-d.357.33.11,בני חשם שלש מאות עשרים ושמנה בני בצי שלש מאות עשרים וארבעה בני חריף מאה ,בן מאה ועשרים שנה זה אחד מארבעה שמתו בן מאה ,15,10,1476,1516,0.6111111111111112,0.5128205128205128,0.5833333333333334
1478,ref-bible.0310.9.22.7-ref-bible.0310.9.23.1,ref-sifre-d.80.3.23-ref-sifre-d.80.4.4,1413201,1413270,242906,242916,ref-bible.310.9.22.7,ref-bible.310.9.23.1,127362,127423,21268,21277,ref-sifre-d.80.3.23,ref-sifre-d.80.4.4,ויירשו את ארץ סיחון ואת ארץ מלך חשבון ואת ארץ עוג מלך הבשן ובניהם ,בארצם כל מקום שאתה רוצה לבנות בנה וירשת אותם וישבת בארצם ,14,11,1478,541,0.7272727272727273,0.4625,0.6212121212121212
1479,ref-bible.0310.13.5.12-ref-bible.0310.13.5.16,ref-sifre-d.72.5.21-ref-sifre-d.72.5.27,1422321,1422357,244395,244399,ref-bible.310.13.5.12,ref-bible.310.13.5.16,117648,117691,19694,19700,ref-sifre-d.72.5.21,ref-sifre-d.72.5.27,והכלים ומעשר הדגן התירוש והיצהר ,תוכל לאכול בשעריך מעשר דגנך תירושך ויצהרך ,5,7,1479,513,0.5,0.45833333333333337,0.40476190476190477
1480,ref-bible.0310.13.5.12-ref-bible.0310.13.5.16,ref-sifre-d.147.2.19-ref-sifre-d.147.2.25,1422321,1422357,244395,244399,ref-bible.310.13.5.12,ref-bible.310.13.5.16,176863,176906,29553,29559,ref-sifre-d.147.2.19,ref-sifre-d.147.2.25,והכלים ומעשר הדגן התירוש והיצהר ,תוכל לאכול בשעריך מעשר דגנך תירושך ויצהרך ,5,7,1480,714,0.5,0.45833333333333337,0.40476190476190477
1481,ref-bible.0311.3.32.5-ref-bible.0311.3.33.6,ref-sifre-d.306.37.275-ref-sifre-d.306.37.286,1434403,1434475,246452,246464,ref-bible.311.3.32.5,ref-bible.311.3.33.6,310158,310225,51882,51893,ref-sifre-d.306.37.275,ref-sifre-d.306.37.286,עמי אלהא עליא עלאה שפר קדמי להחויה אתוהי כמה רברבין ותמהוהי כמה תקיפין ,עם אלהא עילאה שפר קדמי להחויא אתוהי כמה רברבין ותמהוהי כמה תקיפין ,13,12,1481,1172,0.09859154929577464,0.09722222222222221,0.09859154929577464
1482,ref-bible.0311.4.30.17-ref-bible.0311.4.30.23,ref-sifre-d.212.4.36-ref-sifre-d.212.4.42,1437288,1437327,246991,246997,ref-bible.311.4.30.17,ref-bible.311.4.30.23,215954,215994,36074,36080,ref-sifre-d.212.4.36,ref-sifre-d.212.4.42,עד די שערה כנשרין רבה וטפרוהי כצפרין ,עד די שעריה כנשרין רבה וטפרוהי כצפרין ,7,7,1482,878,0.02631578947368421,0.02631578947368418,0.02631578947368421
1483,ref-bible.0311.6.11.2-ref-bible.0311.6.11.20,ref-sifre-d.41.27.3-ref-sifre-d.41.27.21,1441780,1441876,247787,247805,ref-bible.311.6.11.2,ref-bible.311.6.11.20,72262,72364,12166,12184,ref-sifre-d.41.27.3,ref-sifre-d.41.27.21,כדי ידע די רשים כתבא על לביתה וכוין פתיחן לה בעליתה נגד ירושלם וזמנין תלתה ביומא הוא ברך על ,כד ידיע די רשים כתבא על לביתיה וכוין פתיחין ליה בעוליתיה נגד ירושלם וזמנין תלתא ביומא הוה בריך על ,19,19,1483,290,0.10204081632653061,0.061224489795918324,0.09183673469387756
1484,ref-bible.0311.6.21.1-ref-bible.0311.6.21.22,ref-sifre-d.41.27.33-ref-sifre-d.41.27.53,1442876,1442990,247995,248014,ref-bible.311.6.21.1,ref-bible.311.6.21.22,72424,72541,12196,12216,ref-sifre-d.41.27.33,ref-sifre-d.41.27.53,וכמקרבה לגבא לדניאל בקל עציב זעק ענה מלכא ואמר לדניאל דניאל עבד אלהא חיא אלהך די אנתה אנת פלח לה בתדירא היכל ,ובמקרביה לגובא לדניאל בקל עציב זעיק ענא מלכא ואמר לדניאל דניאל עבד אלהא חייא אלהיך די אנת פלח ליה בתדירא היכל ,22,21,1484,291,0.11818181818181818,0.11206896551724133,0.07272727272727272
1485,ref-bible.0311.6.27.1-ref-bible.0311.6.27.16,ref-sifre-d.306.37.235-ref-sifre-d.306.37.249,1443507,1443583,248109,248124,ref-bible.311.6.27.1,ref-bible.311.6.27.16,309938,310011,51845,51859,ref-sifre-d.306.37.235,ref-sifre-d.306.37.249,מן קדמי שים טעם די בכל שלטן מלכותי להון זאעין זיעין ודחלין מן קדם אלהה די ,מן קדמי שים טעם די בכל שולטן מלכותי ליהוון זיעיא ודחולים מן קדם אלהא די ,16,15,1485,1171,0.16216216216216217,0.15189873417721522,0.12162162162162163
1486,ref-bible.0311.9.10.1-ref-bible.0311.9.10.10,ref-sifre-d.41.9.26-ref-sifre-d.41.9.33,1449430,1449487,249155,249164,ref-bible.311.9.10.1,ref-bible.311.9.10.10,69789,69831,11744,11751,ref-sifre-d.41.9.26,ref-sifre-d.41.9.33,ולא שמענו בקול יהוה אלהינו ללכת בתורתיו אשר נתן לפנינו ,אשר נתתי לפניהם ולא שמעו בקולי ולא הלכו ,10,8,1486,277,0.6909090909090909,0.3035714285714286,0.6
1487,ref-bible.0311.10.12.21-ref-bible.0311.10.13.5,ref-sifre-d.315.2.21-ref-sifre-d.315.2.26,1452346,1452384,249663,249669,ref-bible.311.10.12.21,ref-bible.311.10.13.5,323307,323336,54084,54089,ref-sifre-d.315.2.21,ref-sifre-d.315.2.26,באתי בדבריך ושר מלכות פרס עמד לנגדי ,בא ושר מלכות פרס עומד לנגדי ,7,6,1487,1214,0.2777777777777778,0.2702702702702703,0.25
1488,ref-bible.0311.10.20.12-ref-bible.0311.10.21.7,ref-sifre-d.315.2.16-ref-sifre-d.315.2.33,1452965,1453023,249779,249790,ref-bible.311.10.20.12,ref-bible.311.10.21.7,323283,323368,54079,54095,ref-sifre-d.315.2.16,ref-sifre-d.315.2.33,ואני יוצא והנה שר יון בא אבל אגיד לך את הרשום בכתב אמת ,ואני יוצא והנה שר יון בא ושר מלכות פרס עומד לנגדי אבל אגיד לך את הרשום בכתב אמת ,13,18,1488,1213,0.3125,0.3125,0.3125
