,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,baseWork
900,ref-mek.7.15.1.139-ref-mek.7.15.1.153,ref-sifra.11.02-00.2.10-ref-sifra.11.02-00.2.29,341336,341416,55196,55210,ref-mek.7.15.1.139,ref-mek.7.15.1.153,491141,491234,74810,74826,ref-sifra.11.2-00.2.10,ref-sifra.11.2-00.2.29,מאחר הגנב אם ימצא הגנב שנים ישלם הגנב משלם תשלומי כפל הגזלן אינו משלם תשלומי ,לשלם תשלומי כפל ולא על מנת לשלם תשלומי ארבעה וחמשה בן בג בג אומר לא תגנוב את שלך מאחר הגנב ,ref-sifra
901,ref-mek.7.15.2.83-ref-mek.7.15.2.92,ref-sifra.12.07-07.2.22-ref-sifra.12.07-07.2.40,342196,342254,55346,55354,ref-mek.7.15.2.83,ref-mek.7.15.2.92,563363,563443,85708,85723,ref-sifra.12.7-07.2.22,ref-sifra.12.7-07.2.40,אלהים שהם מרשיעין ונקרב בעל הבית אל האלהים לשבועה אתה ,תקריבו אלה לה'  אלה אין אתה מקריב אבל מקריב אתה את שנעבדה בה עבודה  אלה אין אתה ,ref-sifra
902,ref-mek.7.15.2.108-ref-mek.7.15.2.118,ref-sifra.12.04-00.2.9-ref-sifra.12.04-00.2.20,342331,342381,55364,55374,ref-mek.7.15.2.108,ref-mek.7.15.2.118,546869,546927,83383,83394,ref-sifra.12.4-00.2.9,ref-sifra.12.4-00.2.20,ונאמר להלן שליחת יד מה להלן שבועה אף כאן שבועה מה ,ונאמר להלן חילול מה חילול שנאמר להלן זמן אף כאן זמן ומה ,ref-mek
903,ref-mek.7.15.2.108-ref-mek.7.15.2.118,ref-sifra.12.04-00.2.9-ref-sifra.12.04-00.2.20,342331,342381,55364,55374,ref-mek.7.15.2.108,ref-mek.7.15.2.118,546869,546927,83383,83394,ref-sifra.12.4-00.2.9,ref-sifra.12.4-00.2.20,ונאמר להלן שליחת יד מה להלן שבועה אף כאן שבועה מה ,ונאמר להלן חילול מה חילול שנאמר להלן זמן אף כאן זמן ומה ,ref-sifra
904,ref-mek.7.15.2.217-ref-mek.7.15.2.222,ref-sifra.10.08-13.14.21-ref-sifra.10.08-13.14.26,342832,342861,55447,55452,ref-mek.7.15.2.217,ref-mek.7.15.2.222,480871,480900,73214,73219,ref-sifra.10.8-13.14.21,ref-sifra.10.8-13.14.26,פרט כלל ופרט אין בכלל אלא מה ,פרט כלל ופרט אין בכלל אלא מה ,ref-mek
905,ref-mek.7.15.2.217-ref-mek.7.15.2.222,ref-sifra.10.08-13.14.106-ref-sifra.10.08-13.14.123,342832,342861,55447,55452,ref-mek.7.15.2.217,ref-mek.7.15.2.222,481289,481367,73291,73299,ref-sifra.10.8-13.14.106,ref-sifra.10.8-13.14.123,פרט כלל ופרט אין בכלל אלא מה ,"אין בכלל אלא מה שבפרט אני_ה'_""_אני_דיין_ליפרע_ונאמן_לשלם_שכר ה' פרט כלל ופרט ",ref-mek
906,ref-mek.7.15.2.217-ref-mek.7.15.2.222,ref-sifra.10.08-13.14.21-ref-sifra.10.08-13.14.26,342832,342861,55447,55452,ref-mek.7.15.2.217,ref-mek.7.15.2.222,480871,480900,73214,73219,ref-sifra.10.8-13.14.21,ref-sifra.10.8-13.14.26,פרט כלל ופרט אין בכלל אלא מה ,פרט כלל ופרט אין בכלל אלא מה ,ref-sifra
907,ref-mek.7.15.2.217-ref-mek.7.15.2.224,ref-sifra.1.7.11-ref-sifra.1.8.1,342832,342868,55447,55453,ref-mek.7.15.2.217,ref-mek.7.15.2.224,1644,1688,270,278,ref-sifra.1.7.11,ref-sifra.1.8.1,פרט כלל ופרט אין בכלל אלא מה שבפרט ,פרט כלל ופרט' אין בכלל אלא מה שבפרט ח מפרט ,ref-mek
908,ref-mek.7.15.2.217-ref-mek.7.15.2.224,ref-sifra.10.08-13.14.95-ref-sifra.10.08-13.14.103,342832,342868,55447,55453,ref-mek.7.15.2.217,ref-mek.7.15.2.224,481238,481278,73281,73288,ref-sifra.10.8-13.14.95,ref-sifra.10.8-13.14.103,פרט כלל ופרט אין בכלל אלא מה שבפרט ,פרט כלל ופרט אין בכלל אלא מה שבפרט פרט ,ref-mek
909,ref-mek.7.15.2.217-ref-mek.7.15.2.224,ref-sifra.1.7.11-ref-sifra.1.8.1,342832,342868,55447,55453,ref-mek.7.15.2.217,ref-mek.7.15.2.224,1644,1688,270,278,ref-sifra.1.7.11,ref-sifra.1.8.1,פרט כלל ופרט אין בכלל אלא מה שבפרט ,פרט כלל ופרט' אין בכלל אלא מה שבפרט ח מפרט ,ref-sifra
910,ref-mek.7.15.2.217-ref-mek.7.15.2.224,ref-sifra.10.08-13.14.95-ref-sifra.10.08-13.14.103,342832,342868,55447,55453,ref-mek.7.15.2.217,ref-mek.7.15.2.224,481238,481278,73281,73288,ref-sifra.10.8-13.14.95,ref-sifra.10.8-13.14.103,פרט כלל ופרט אין בכלל אלא מה שבפרט ,פרט כלל ופרט אין בכלל אלא מה שבפרט פרט ,ref-sifra
911,ref-mek.7.15.2.230-ref-mek.7.15.2.249,ref-sifra.1.9.18-ref-sifra.1.9.31,342893,342985,55458,55476,ref-mek.7.15.2.230,ref-mek.7.15.2.249,1889,1956,320,332,ref-sifra.1.9.18,ref-sifra.1.9.31,אשר יאמר חזר וכלל או כלל כלל הראשון אמרת לאו אלא כלל ופרט וכלל אי אתה דן אלא כעין הפרט ,אשר תשאלך נפשך חזר וכלל כלל ופרט וכלל' אי אתה דן אלא כעין הפרט ,ref-mek
912,ref-mek.7.15.2.230-ref-mek.7.15.2.249,ref-sifra.1.9.18-ref-sifra.1.9.31,342893,342985,55458,55476,ref-mek.7.15.2.230,ref-mek.7.15.2.249,1889,1956,320,332,ref-sifra.1.9.18,ref-sifra.1.9.31,אשר יאמר חזר וכלל או כלל כלל הראשון אמרת לאו אלא כלל ופרט וכלל אי אתה דן אלא כעין הפרט ,אשר תשאלך נפשך חזר וכלל כלל ופרט וכלל' אי אתה דן אלא כעין הפרט ,ref-sifra
913,ref-mek.7.15.2.233-ref-mek.7.15.2.248,ref-sifra.1.2.18-ref-sifra.1.2.31,342906,342979,55461,55475,ref-mek.7.15.2.233,ref-mek.7.15.2.248,112,185,17,29,ref-sifra.1.2.18,ref-sifra.1.2.31,וכלל או כלל כלל הראשון אמרת לאו אלא כלל ופרט וכלל אי אתה דן אלא כעין ,מכלל ופרט מפרט וכלל מכלל ופרט וכלל אי אתה דן אלא כעין הפרט מכלל ,ref-mek
914,ref-mek.7.15.2.235-ref-mek.7.15.2.249,ref-sifra.1.2.18-ref-sifra.1.2.30,342915,342985,55463,55476,ref-mek.7.15.2.235,ref-mek.7.15.2.249,112,179,17,28,ref-sifra.1.2.18,ref-sifra.1.2.30,כלל כלל הראשון אמרת לאו אלא כלל ופרט וכלל אי אתה דן אלא כעין הפרט ,מכלל ופרט מפרט וכלל מכלל ופרט וכלל אי אתה דן אלא כעין הפרט ,ref-sifra
915,ref-mek.7.15.3.219-ref-mek.7.15.3.243,ref-sifra.3.13-00.11.26-ref-sifra.3.13-00.11.39,344168,344306,55651,55667,ref-mek.7.15.3.219,ref-mek.7.15.3.243,159086,159148,22972,22979,ref-sifra.3.13-00.11.26,ref-sifra.3.13-00.11.39,ושלם אותו בראשו וחמישתו יוסף עליו כיצד_יתקיימו_שני_מקראות_הללו כל המשלם את הקרן חייב לשלם את החומש ושאינו משלם את הקרן פטור מחומש ,שישלם חומש ואשם_תלמוד_לומר     המשלם בראש מוסיף חומש ואין ,ref-mek
916,ref-mek.7.16.1.1-ref-mek.7.16.1.9,ref-sifra.1.8.4-ref-sifra.1.8.13,344346,344381,55674,55682,ref-mek.7.16.1.1,ref-mek.7.16.1.9,1700,1736,281,290,ref-sifra.1.8.4,ref-sifra.1.8.13,וכי יתן איש אל רעהו חמור או שור שה ,כי יתן איש אל רעהו חמור או שור או שה ,ref-mek
917,ref-mek.7.16.1.1-ref-mek.7.16.1.9,ref-sifra.1.8.4-ref-sifra.1.8.13,344346,344381,55674,55682,ref-mek.7.16.1.1,ref-mek.7.16.1.9,1700,1736,281,290,ref-sifra.1.8.4,ref-sifra.1.8.13,וכי יתן איש אל רעהו חמור או שור שה ,כי יתן איש אל רעהו חמור או שור או שה ,ref-sifra
918,ref-mek.7.16.1.30-ref-mek.7.16.1.49,ref-sifra.1.8.9-ref-sifra.1.8.17,344471,344554,55698,55713,ref-mek.7.16.1.30,ref-mek.7.16.1.49,1719,1756,286,294,ref-sifra.1.8.9,ref-sifra.1.8.17,חמור או שור או שה אין_לי_אלא חמור או שה שאר כל בהמה מנין_תלמוד_לומר וכל בהמה לשמור ,חמור או שור או שה פרט וכל בהמה לשמור ,ref-mek
919,ref-mek.7.16.1.30-ref-mek.7.16.1.49,ref-sifra.1.8.9-ref-sifra.1.8.17,344471,344554,55698,55713,ref-mek.7.16.1.30,ref-mek.7.16.1.49,1719,1756,286,294,ref-sifra.1.8.9,ref-sifra.1.8.17,חמור או שור או שה אין_לי_אלא חמור או שה שאר כל בהמה מנין_תלמוד_לומר וכל בהמה לשמור ,חמור או שור או שה פרט וכל בהמה לשמור ,ref-sifra
920,ref-mek.7.16.2.69-ref-mek.7.16.2.77,ref-sifra.1.4.7-ref-sifra.1.4.13,345765,345807,55912,55919,ref-mek.7.16.2.69,ref-mek.7.16.2.77,923,955,144,149,ref-sifra.1.4.7,ref-sifra.1.4.13,אם לא שלח ידו במלאכת רעהו לצרכו אתה אומר ,אם לא שלח ידו במלאכת רעהו ונא' ,ref-sifra
921,ref-mek.7.16.2.69-ref-mek.7.16.2.96,ref-sifra.1.4.7-ref-sifra.1.4.22,345765,345901,55912,55932,ref-mek.7.16.2.69,ref-mek.7.16.2.96,923,995,144,157,ref-sifra.1.4.7,ref-sifra.1.4.22,אם לא שלח ידו במלאכת רעהו לצרכו אתה אומר לצרכו או_אינו_אלא לצרכה ושלא לצרכה הרי_אתה_דן_נאמר_כאן שליחות יד ונאמר להלן שליחות יד מה ,אם לא שלח ידו במלאכת רעהו ונא' בשומ' שכר אם לא שלח ידו במלאכת רעהו מה ,ref-mek
922,ref-mek.7.16.5.39-ref-mek.7.16.5.50,ref-sifra.12.03-03.11.72-ref-sifra.12.03-03.11.89,347751,347811,56212,56223,ref-mek.7.16.5.39,ref-mek.7.16.5.50,546028,546119,83267,83280,ref-sifra.12.3-03.11.72,ref-sifra.12.3-03.11.89,מיתה ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף כאן ,במיתה ר'_יהודה_אומר_נאמר_כאן חילול ונאמר להלן חילול מה חילול שנאמר להלן מיתה אף כאן מיתה ,ref-mek
923,ref-mek.7.16.5.39-ref-mek.7.16.5.50,ref-sifra.12.03-03.11.72-ref-sifra.12.03-03.11.88,347751,347811,56212,56223,ref-mek.7.16.5.39,ref-mek.7.16.5.50,546028,546114,83267,83279,ref-sifra.12.3-03.11.72,ref-sifra.12.3-03.11.88,מיתה ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף כאן ,במיתה ר'_יהודה_אומר_נאמר_כאן חילול ונאמר להלן חילול מה חילול שנאמר להלן מיתה אף כאן ,ref-sifra
924,ref-mek.7.16.5.40-ref-mek.7.16.5.49,ref-sifra.2.09-00.12.14-ref-sifra.2.09-00.12.23,347756,347807,56213,56222,ref-mek.7.16.5.40,ref-mek.7.16.5.49,51087,51142,7700,7709,ref-sifra.2.9-00.12.14,ref-sifra.2.9-00.12.23,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף ,ונאמר להלן אזכרה' מה אזכרה' האמורה להלן מלא הקומץ אף ,ref-mek
925,ref-mek.7.16.5.40-ref-mek.7.16.5.49,ref-sifra.3.04-06.4.11-ref-sifra.3.04-06.4.22,347756,347807,56213,56222,ref-mek.7.16.5.40,ref-mek.7.16.5.49,105993,106054,15343,15354,ref-sifra.3.4-06.4.11,ref-sifra.3.4-06.4.22,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף ,ונאמר להלן פני פרוכת' מה פני פרוכת' אמור להלן פרוכת הקדש אף ,ref-mek
926,ref-mek.7.16.5.40-ref-mek.7.16.5.49,ref-sifra.3.10-00.2.8-ref-sifra.3.10-00.2.17,347756,347807,56213,56222,ref-mek.7.16.5.40,ref-mek.7.16.5.49,136919,136971,19647,19656,ref-sifra.3.10-00.2.8,ref-sifra.3.10-00.2.17,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף ,ונאמר להלן עליה' מה עליה' האמור להלן טעון סמיכה אף ,ref-mek
927,ref-mek.7.16.5.40-ref-mek.7.16.5.49,ref-sifra.3.10-00.3.10-ref-sifra.3.10-00.3.19,347756,347807,56213,56222,ref-mek.7.16.5.40,ref-mek.7.16.5.49,137046,137096,19671,19680,ref-sifra.3.10-00.3.10,ref-sifra.3.10-00.3.19,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף ,ונאמר להלן אשמו' מה אשמו' אמור להלן מותרו נדבה אף ,ref-mek
928,ref-mek.7.16.5.40-ref-mek.7.16.5.49,ref-sifra.4.04-08.4.34-ref-sifra.4.04-08.4.43,347756,347807,56213,56222,ref-mek.7.16.5.40,ref-mek.7.16.5.49,185645,185697,26808,26817,ref-sifra.4.4-08.4.34,ref-sifra.4.4-08.4.43,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף ,ונאמר להלן וכפר' מה וכפר' האמור להלן שלא כפר אף ,ref-mek
929,ref-mek.7.16.5.40-ref-mek.7.16.5.49,ref-sifra.4.04-08.4.56-ref-sifra.4.04-08.4.67,347756,347807,56213,56222,ref-mek.7.16.5.40,ref-mek.7.16.5.49,185759,185820,26826,26837,ref-sifra.4.4-08.4.56,ref-sifra.4.4-08.4.67,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף ,ונאמר להלן לכפר בקדש מה לכפר בקדש האמור להלן שכבר כפר אף ,ref-mek
930,ref-mek.7.16.5.40-ref-mek.7.16.5.49,ref-sifra.5.1.11.10-ref-sifra.5.1.11.19,347756,347807,56213,56222,ref-mek.7.16.5.40,ref-mek.7.16.5.49,240174,240226,35170,35179,ref-sifra.5.1.11.10,ref-sifra.5.1.11.19,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף ,ונאמר להלן מילוי' מה מילוי האמור להלן מלא קומצו אף ,ref-mek
931,ref-mek.7.16.5.40-ref-mek.7.16.5.49,ref-sifra.5.1.40.18-ref-sifra.5.1.40.27,347756,347807,56213,56222,ref-mek.7.16.5.40,ref-mek.7.16.5.49,252702,252755,37185,37194,ref-sifra.5.1.40.18,ref-sifra.5.1.40.27,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף ,ונאמר להלן פריעה' מה פריעה האמורה להלן גידול שער אף ,ref-mek
932,ref-mek.7.16.5.40-ref-mek.7.16.5.49,ref-sifra.8.07-00.1.36-ref-sifra.8.07-00.1.45,347756,347807,56213,56222,ref-mek.7.16.5.40,ref-mek.7.16.5.49,388406,388454,58911,58920,ref-sifra.8.7-00.1.36,ref-sifra.8.7-00.1.45,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף ,ונאמר להלן נגע מה נגע האמור להלן כב' גריסין אף ,ref-mek
933,ref-mek.7.16.5.40-ref-mek.7.16.5.49,ref-sifra.10.05-07.4.10-ref-sifra.10.05-07.4.19,347756,347807,56213,56222,ref-mek.7.16.5.40,ref-mek.7.16.5.49,451842,451899,68840,68849,ref-sifra.10.5-07.4.10,ref-sifra.10.5-07.4.19,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף ,ונאמר להלן ויענך וירעיבך מה עינוי האמור להלן רעבון אף ,ref-mek
934,ref-mek.7.16.5.40-ref-mek.7.16.5.49,ref-sifra.11.04-00.3.80-ref-sifra.11.04-00.3.88,347756,347807,56213,56222,ref-mek.7.16.5.40,ref-mek.7.16.5.49,509319,509371,77653,77661,ref-sifra.11.4-00.3.80,ref-sifra.11.4-00.3.88,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף ,האמורה להלן למולך ומה העברה האמורה להלן באש אף ,ref-mek
935,ref-mek.7.16.5.40-ref-mek.7.16.5.49,ref-sifra.11.04-10.10.38-ref-sifra.11.04-10.10.48,347756,347807,56213,56222,ref-mek.7.16.5.40,ref-mek.7.16.5.49,516800,516857,78831,78841,ref-sifra.11.4-10.10.38,ref-sifra.11.4-10.10.48,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף ,ונאמר להלן דמיהם בם מה דמיהם בם האמורים להלן בסקילה אף ,ref-mek
936,ref-mek.7.16.5.40-ref-mek.7.16.5.49,ref-sifra.2.09-00.12.14-ref-sifra.2.09-00.12.23,347756,347807,56213,56222,ref-mek.7.16.5.40,ref-mek.7.16.5.49,51087,51142,7700,7709,ref-sifra.2.9-00.12.14,ref-sifra.2.9-00.12.23,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף ,ונאמר להלן אזכרה' מה אזכרה' האמורה להלן מלא הקומץ אף ,ref-sifra
937,ref-mek.7.16.5.40-ref-mek.7.16.5.49,ref-sifra.3.04-06.4.11-ref-sifra.3.04-06.4.22,347756,347807,56213,56222,ref-mek.7.16.5.40,ref-mek.7.16.5.49,105993,106054,15343,15354,ref-sifra.3.4-06.4.11,ref-sifra.3.4-06.4.22,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף ,ונאמר להלן פני פרוכת' מה פני פרוכת' אמור להלן פרוכת הקדש אף ,ref-sifra
938,ref-mek.7.16.5.40-ref-mek.7.16.5.49,ref-sifra.3.10-00.2.8-ref-sifra.3.10-00.2.17,347756,347807,56213,56222,ref-mek.7.16.5.40,ref-mek.7.16.5.49,136919,136971,19647,19656,ref-sifra.3.10-00.2.8,ref-sifra.3.10-00.2.17,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף ,ונאמר להלן עליה' מה עליה' האמור להלן טעון סמיכה אף ,ref-sifra
939,ref-mek.7.16.5.40-ref-mek.7.16.5.49,ref-sifra.3.10-00.3.10-ref-sifra.3.10-00.3.19,347756,347807,56213,56222,ref-mek.7.16.5.40,ref-mek.7.16.5.49,137046,137096,19671,19680,ref-sifra.3.10-00.3.10,ref-sifra.3.10-00.3.19,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף ,ונאמר להלן אשמו' מה אשמו' אמור להלן מותרו נדבה אף ,ref-sifra
940,ref-mek.7.16.5.40-ref-mek.7.16.5.49,ref-sifra.4.04-08.4.34-ref-sifra.4.04-08.4.43,347756,347807,56213,56222,ref-mek.7.16.5.40,ref-mek.7.16.5.49,185645,185697,26808,26817,ref-sifra.4.4-08.4.34,ref-sifra.4.4-08.4.43,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף ,ונאמר להלן וכפר' מה וכפר' האמור להלן שלא כפר אף ,ref-sifra
941,ref-mek.7.16.5.40-ref-mek.7.16.5.49,ref-sifra.4.04-08.4.56-ref-sifra.4.04-08.4.67,347756,347807,56213,56222,ref-mek.7.16.5.40,ref-mek.7.16.5.49,185759,185820,26826,26837,ref-sifra.4.4-08.4.56,ref-sifra.4.4-08.4.67,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף ,ונאמר להלן לכפר בקדש מה לכפר בקדש האמור להלן שכבר כפר אף ,ref-sifra
942,ref-mek.7.16.5.40-ref-mek.7.16.5.49,ref-sifra.5.1.11.10-ref-sifra.5.1.11.19,347756,347807,56213,56222,ref-mek.7.16.5.40,ref-mek.7.16.5.49,240174,240226,35170,35179,ref-sifra.5.1.11.10,ref-sifra.5.1.11.19,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף ,ונאמר להלן מילוי' מה מילוי האמור להלן מלא קומצו אף ,ref-sifra
943,ref-mek.7.16.5.40-ref-mek.7.16.5.49,ref-sifra.5.1.40.18-ref-sifra.5.1.40.27,347756,347807,56213,56222,ref-mek.7.16.5.40,ref-mek.7.16.5.49,252702,252755,37185,37194,ref-sifra.5.1.40.18,ref-sifra.5.1.40.27,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף ,ונאמר להלן פריעה' מה פריעה האמורה להלן גידול שער אף ,ref-sifra
944,ref-mek.7.16.5.40-ref-mek.7.16.5.49,ref-sifra.8.07-00.1.36-ref-sifra.8.07-00.1.45,347756,347807,56213,56222,ref-mek.7.16.5.40,ref-mek.7.16.5.49,388406,388454,58911,58920,ref-sifra.8.7-00.1.36,ref-sifra.8.7-00.1.45,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף ,ונאמר להלן נגע מה נגע האמור להלן כב' גריסין אף ,ref-sifra
945,ref-mek.7.16.5.40-ref-mek.7.16.5.49,ref-sifra.10.05-07.4.10-ref-sifra.10.05-07.4.19,347756,347807,56213,56222,ref-mek.7.16.5.40,ref-mek.7.16.5.49,451842,451899,68840,68849,ref-sifra.10.5-07.4.10,ref-sifra.10.5-07.4.19,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף ,ונאמר להלן ויענך וירעיבך מה עינוי האמור להלן רעבון אף ,ref-sifra
946,ref-mek.7.16.5.40-ref-mek.7.16.5.49,ref-sifra.11.04-00.3.80-ref-sifra.11.04-00.3.88,347756,347807,56213,56222,ref-mek.7.16.5.40,ref-mek.7.16.5.49,509319,509371,77653,77661,ref-sifra.11.4-00.3.80,ref-sifra.11.4-00.3.88,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף ,האמורה להלן למולך ומה העברה האמורה להלן באש אף ,ref-sifra
947,ref-mek.7.16.5.40-ref-mek.7.16.5.49,ref-sifra.11.04-10.10.38-ref-sifra.11.04-10.10.48,347756,347807,56213,56222,ref-mek.7.16.5.40,ref-mek.7.16.5.49,516800,516857,78831,78841,ref-sifra.11.4-10.10.38,ref-sifra.11.4-10.10.48,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף ,ונאמר להלן דמיהם בם מה דמיהם בם האמורים להלן בסקילה אף ,ref-sifra
948,ref-mek.7.16.5.40-ref-mek.7.16.5.50,ref-sifra.12.04-00.2.12-ref-sifra.12.04-00.2.27,347756,347811,56213,56223,ref-mek.7.16.5.40,ref-mek.7.16.5.50,546887,546962,83386,83401,ref-sifra.12.4-00.2.12,ref-sifra.12.4-00.2.27,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף כאן ,מה חילול שנאמר להלן זמן אף כאן זמן ומה חילול שנאמר להלן מיתה אף כאן מיתה ,ref-mek
949,ref-mek.7.16.5.40-ref-mek.7.16.5.50,ref-sifra.2.07-00.5.14-ref-sifra.2.07-00.5.24,347756,347811,56213,56223,ref-mek.7.16.5.40,ref-mek.7.16.5.50,40905,40964,6162,6172,ref-sifra.2.7-00.5.14,ref-sifra.2.7-00.5.24,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף כאן ,ונאמר להלן מליקה מה מליקה האמורה להלן ממול העורף אף כאן ,ref-mek
950,ref-mek.7.16.5.40-ref-mek.7.16.5.50,ref-sifra.3.03-00.5.5-ref-sifra.3.03-00.5.14,347756,347811,56213,56223,ref-mek.7.16.5.40,ref-mek.7.16.5.50,98172,98225,14109,14118,ref-sifra.3.3-00.5.5,ref-sifra.3.3-00.5.14,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף כאן ,ונאמרה להלן לקיחה' מה לקיחה' אמורה להלן בכלי אף כאן ,ref-mek
951,ref-mek.7.16.5.40-ref-mek.7.16.5.50,ref-sifra.11.02-05.6.15-ref-sifra.11.02-05.6.26,347756,347811,56213,56223,ref-mek.7.16.5.40,ref-mek.7.16.5.50,498224,498281,75969,75980,ref-sifra.11.2-05.6.15,ref-sifra.11.2-05.6.26,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף כאן ,ונאמר להלן איל אשם מה איל האמור להלן בכסף שקלים אף כאן ,ref-mek
952,ref-mek.7.16.5.40-ref-mek.7.16.5.50,ref-sifra.11.04-11.1.34-ref-sifra.11.04-11.1.43,347756,347811,56213,56223,ref-mek.7.16.5.40,ref-mek.7.16.5.50,518942,518994,79150,79159,ref-sifra.11.4-11.1.34,ref-sifra.11.4-11.1.43,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף כאן ,ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,ref-mek
953,ref-mek.7.16.5.40-ref-mek.7.16.5.50,ref-sifra.12.12-16.1.9-ref-sifra.12.12-16.1.18,347756,347811,56213,56223,ref-mek.7.16.5.40,ref-mek.7.16.5.50,596230,596284,90537,90546,ref-sifra.12.12-16.1.9,ref-sifra.12.12-16.1.18,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף כאן ,ונאמר להלן לקיחה' מה לקיחה' האמורה להלן אגודה אף כאן ,ref-mek
954,ref-mek.7.16.5.40-ref-mek.7.16.5.50,ref-sifra.12.13-18.7.8-ref-sifra.12.13-18.7.18,347756,347811,56213,56223,ref-mek.7.16.5.40,ref-mek.7.16.5.50,606185,606240,92096,92106,ref-sifra.12.13-18.7.8,ref-sifra.12.13-18.7.18,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף כאן ,ונאמר להלן אזכרה מה אזכרה אמורה להלן מלא הקומץ אף כאן ,ref-mek
955,ref-mek.7.16.5.40-ref-mek.7.16.5.50,ref-sifra.12.14-19.6.10-ref-sifra.12.14-19.6.21,347756,347811,56213,56223,ref-mek.7.16.5.40,ref-mek.7.16.5.50,609822,609879,92665,92676,ref-sifra.12.14-19.6.10,ref-sifra.12.14-19.6.21,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף כאן ,ונאמר להלן נשיאת חטא' מה נשיאת חטא' אמור להלן כרת אף כאן ,ref-mek
956,ref-mek.7.16.5.40-ref-mek.7.16.5.50,ref-sifra.2.07-00.5.14-ref-sifra.2.07-00.5.24,347756,347811,56213,56223,ref-mek.7.16.5.40,ref-mek.7.16.5.50,40905,40964,6162,6172,ref-sifra.2.7-00.5.14,ref-sifra.2.7-00.5.24,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף כאן ,ונאמר להלן מליקה מה מליקה האמורה להלן ממול העורף אף כאן ,ref-sifra
957,ref-mek.7.16.5.40-ref-mek.7.16.5.50,ref-sifra.3.03-00.5.5-ref-sifra.3.03-00.5.14,347756,347811,56213,56223,ref-mek.7.16.5.40,ref-mek.7.16.5.50,98172,98225,14109,14118,ref-sifra.3.3-00.5.5,ref-sifra.3.3-00.5.14,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף כאן ,ונאמרה להלן לקיחה' מה לקיחה' אמורה להלן בכלי אף כאן ,ref-sifra
958,ref-mek.7.16.5.40-ref-mek.7.16.5.50,ref-sifra.11.02-05.6.15-ref-sifra.11.02-05.6.26,347756,347811,56213,56223,ref-mek.7.16.5.40,ref-mek.7.16.5.50,498224,498281,75969,75980,ref-sifra.11.2-05.6.15,ref-sifra.11.2-05.6.26,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף כאן ,ונאמר להלן איל אשם מה איל האמור להלן בכסף שקלים אף כאן ,ref-sifra
