,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,baseWork
176,ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifra.8.07-00.1.33-ref-sifra.8.07-00.1.48,77183,77298,12040,12061,ref-mek.1.18.4.282,ref-mek.1.18.4.303,388393,388469,58908,58923,ref-sifra.8.7-00.1.33,ref-sifra.8.7-00.1.48,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן כב' גריסין אף נגע האמור כאן ,ref-mek
177,ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifra.10.05-07.4.5-ref-sifra.10.05-07.4.22,77183,77298,12040,12061,ref-mek.1.18.4.282,ref-mek.1.18.4.303,451816,451916,68836,68852,ref-sifra.10.5-07.4.5,ref-sifra.10.5-07.4.22,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,נאמר כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי האמור להלן רעבון אף עינוי האמור כאן ,ref-mek
178,ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifra.11.04-10.13.19-ref-sifra.11.04-10.13.37,77183,77298,12040,12061,ref-mek.1.18.4.282,ref-mek.1.18.4.303,518126,518218,79022,79040,ref-sifra.11.4-10.13.19,ref-sifra.11.4-10.13.37,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,אומר כאן זימה ונאמר להלן זימה מה זימה האמורה להלן בתה ובת בתה ובת בנה אף זימה שנאמר כאן ,ref-mek
179,ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifra.14.03-00.11.63-ref-sifra.14.03-00.11.79,77183,77298,12040,12061,ref-mek.1.18.4.282,ref-mek.1.18.4.303,669425,669512,101925,101941,ref-sifra.14.3-00.11.63,ref-sifra.14.3-00.11.79,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,נאמר כאן ומעלה ונאמר להלן ומעלה מה ומעלה האמור להלן חדש אחד ויום אחר החדש אף כאן ,ref-mek
180,ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifra.2.04-00.4.41-ref-sifra.2.04-00.4.58,77183,77298,12040,12061,ref-mek.1.18.4.282,ref-mek.1.18.4.303,24807,24904,3732,3749,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.58,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,ref-sifra
181,ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifra.3.03-00.8.11-ref-sifra.3.03-00.8.30,77183,77298,12040,12061,ref-mek.1.18.4.282,ref-mek.1.18.4.303,98669,98790,14191,14210,ref-sifra.3.3-00.8.11,ref-sifra.3.3-00.8.30,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,נאמר כאן אצבעו ונאמר להלן אצבעו מה אצבעו אמורה להלן הימנית המיומנת שבימין אף אצבעו אמורה כאן הימנית המיומנת שבימין ,ref-sifra
182,ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifra.3.04-06.4.7-ref-sifra.3.04-06.4.26,77183,77298,12040,12061,ref-mek.1.18.4.282,ref-mek.1.18.4.303,105973,106076,15339,15358,ref-sifra.3.4-06.4.7,ref-sifra.3.4-06.4.26,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,נאמר כאן פני פרוכת' ונאמר להלן פני פרוכת' מה פני פרוכת' אמור להלן פרוכת הקדש אף פני פרוכת' האמור כאן ,ref-sifra
183,ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifra.3.10-00.1.17-ref-sifra.3.10-00.1.33,77183,77298,12040,12061,ref-mek.1.18.4.282,ref-mek.1.18.4.303,136781,136868,19620,19636,ref-sifra.3.10-00.1.17,ref-sifra.3.10-00.1.33,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,נאמר כאן וידוי ונאמר להלן וידוי מה וידוי האמור להלן וידויו על חי אף וידוי האמור כאן ,ref-sifra
184,ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifra.3.10-00.2.5-ref-sifra.3.10-00.3.4,77183,77298,12040,12061,ref-mek.1.18.4.282,ref-mek.1.18.4.303,136905,137017,19644,19665,ref-sifra.3.10-00.2.5,ref-sifra.3.10-00.3.4,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,נאמר כאן עליה ונאמר להלן עליה' מה עליה' האמור להלן טעון סמיכה אף עליה האמור כאן טעון סמיכה והביא אף לאחר יום ,ref-sifra
185,ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifra.4.04-08.4.31-ref-sifra.4.04-08.4.46,77183,77298,12040,12061,ref-mek.1.18.4.282,ref-mek.1.18.4.303,185629,185715,26805,26820,ref-sifra.4.4-08.4.31,ref-sifra.4.4-08.4.46,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,נאמר כאן וכפר' ונאמר להלן וכפר' מה וכפר' האמור להלן שלא כפר אף וכפר' האמור כאן ,ref-sifra
186,ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifra.5.1.11.7-ref-sifra.5.1.11.22,77183,77298,12040,12061,ref-mek.1.18.4.282,ref-mek.1.18.4.303,240159,240244,35167,35182,ref-sifra.5.1.11.7,ref-sifra.5.1.11.22,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,נאמר כאן מלוי' ונאמר להלן מילוי' מה מילוי האמור להלן מלא קומצו אף מילוי' האמור כאן ,ref-sifra
187,ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifra.8.07-00.1.33-ref-sifra.8.07-00.1.48,77183,77298,12040,12061,ref-mek.1.18.4.282,ref-mek.1.18.4.303,388393,388469,58908,58923,ref-sifra.8.7-00.1.33,ref-sifra.8.7-00.1.48,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן כב' גריסין אף נגע האמור כאן ,ref-sifra
188,ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifra.10.02-03.11.16-ref-sifra.10.02-03.11.35,77183,77298,12040,12061,ref-mek.1.18.4.282,ref-mek.1.18.4.303,437022,437145,66502,66521,ref-sifra.10.2-03.11.16,ref-sifra.10.2-03.11.35,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,נאמר כאן אצבעו ונאמר להלן אצבעו מה אצבעו האמור להלן הימנית המיומנת שבימין אף אצבעו האמור כאן הימנית המיומנת שבימין ,ref-sifra
189,ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifra.10.05-07.4.5-ref-sifra.10.05-07.4.22,77183,77298,12040,12061,ref-mek.1.18.4.282,ref-mek.1.18.4.303,451816,451916,68836,68852,ref-sifra.10.5-07.4.5,ref-sifra.10.5-07.4.22,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,נאמר כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי האמור להלן רעבון אף עינוי האמור כאן ,ref-sifra
190,ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifra.11.04-10.13.19-ref-sifra.11.04-10.13.37,77183,77298,12040,12061,ref-mek.1.18.4.282,ref-mek.1.18.4.303,518126,518218,79022,79040,ref-sifra.11.4-10.13.19,ref-sifra.11.4-10.13.37,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,אומר כאן זימה ונאמר להלן זימה מה זימה האמורה להלן בתה ובת בתה ובת בנה אף זימה שנאמר כאן ,ref-sifra
191,ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifra.14.03-00.11.63-ref-sifra.14.03-00.11.79,77183,77298,12040,12061,ref-mek.1.18.4.282,ref-mek.1.18.4.303,669425,669512,101925,101941,ref-sifra.14.3-00.11.63,ref-sifra.14.3-00.11.79,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,נאמר כאן ומעלה ונאמר להלן ומעלה מה ומעלה האמור להלן חדש אחד ויום אחר החדש אף כאן ,ref-sifra
192,ref-mek.1.18.4.284-ref-mek.1.18.4.303,ref-sifra.12.12-17.8.38-ref-sifra.12.12-17.8.54,77192,77298,12042,12061,ref-mek.1.18.4.284,ref-mek.1.18.4.303,599108,599199,90989,91004,ref-sifra.12.12-17.8.38,ref-sifra.12.12-17.8.54,מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,ימים שבעת ימים שנאמר באהל מועד עשה בהם את הלילות כימים אף תשבו שבעת ימים האמורים כאן ,ref-mek
193,ref-mek.1.18.4.291-ref-mek.1.18.4.303,ref-sifra.12.12-17.5.33-ref-sifra.12.12-17.5.45,77234,77298,12049,12061,ref-mek.1.18.4.291,ref-mek.1.18.4.303,598533,598602,90902,90914,ref-sifra.12.12-17.5.33,ref-sifra.12.12-17.5.45,מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,מה שבעה' האמור באהל מועד עשה בהן לילות כימים אף שבעה' האמורים כאן ,ref-mek
194,ref-mek.1.18.4.291-ref-mek.1.18.4.303,ref-sifra.12.13-18.5.15-ref-sifra.12.13-18.5.25,77234,77298,12049,12061,ref-mek.1.18.4.291,ref-mek.1.18.4.303,605855,605912,92046,92056,ref-sifra.12.13-18.5.15,ref-sifra.12.13-18.5.25,מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,מה מערכת האמור להלן תופס שתים מערכות אף מערכת האמור כאן ,ref-mek
195,ref-mek.1.18.4.291-ref-mek.1.18.4.303,ref-sifra.12.12-17.5.33-ref-sifra.12.12-17.5.45,77234,77298,12049,12061,ref-mek.1.18.4.291,ref-mek.1.18.4.303,598533,598602,90902,90914,ref-sifra.12.12-17.5.33,ref-sifra.12.12-17.5.45,מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,מה שבעה' האמור באהל מועד עשה בהן לילות כימים אף שבעה' האמורים כאן ,ref-sifra
196,ref-mek.1.18.4.291-ref-mek.1.18.4.303,ref-sifra.12.13-18.5.15-ref-sifra.12.13-18.5.25,77234,77298,12049,12061,ref-mek.1.18.4.291,ref-mek.1.18.4.303,605855,605912,92046,92056,ref-sifra.12.13-18.5.15,ref-sifra.12.13-18.5.25,מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,מה מערכת האמור להלן תופס שתים מערכות אף מערכת האמור כאן ,ref-sifra
197,ref-mek.1.18.4.291-ref-mek.1.18.4.304,ref-sifra.4.04-08.4.60-ref-sifra.4.04-08.4.74,77234,77302,12049,12062,ref-mek.1.18.4.291,ref-mek.1.18.4.304,185782,185857,26830,26844,ref-sifra.4.4-08.4.60,ref-sifra.4.4-08.4.74,מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן אין ,מה לכפר בקדש האמור להלן שכבר כפר אף לכפר בקדש האמור כאן שכבר כפר ואם ,ref-mek
198,ref-mek.1.18.4.291-ref-mek.1.18.4.304,ref-sifra.4.04-08.4.60-ref-sifra.4.04-08.4.74,77234,77302,12049,12062,ref-mek.1.18.4.291,ref-mek.1.18.4.304,185782,185857,26830,26844,ref-sifra.4.4-08.4.60,ref-sifra.4.4-08.4.74,מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן אין ,מה לכפר בקדש האמור להלן שכבר כפר אף לכפר בקדש האמור כאן שכבר כפר ואם ,ref-sifra
199,ref-mek.1.18.4.292-ref-mek.1.18.4.303,ref-sifra.12.12-17.8.38-ref-sifra.12.12-17.8.54,77237,77298,12050,12061,ref-mek.1.18.4.292,ref-mek.1.18.4.303,599108,599199,90989,91004,ref-sifra.12.12-17.8.38,ref-sifra.12.12-17.8.54,ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,ימים שבעת ימים שנאמר באהל מועד עשה בהם את הלילות כימים אף תשבו שבעת ימים האמורים כאן ,ref-sifra
200,ref-mek.1.18.4.293-ref-mek.1.18.4.303,ref-sifra.4.07-00.4.18-ref-sifra.4.07-00.4.34,77242,77298,12051,12061,ref-mek.1.18.4.293,ref-mek.1.18.4.303,197091,197179,28554,28570,ref-sifra.4.7-00.4.18,ref-sifra.4.7-00.4.34,האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,ונאמר להלן חמץ' בשתי הלחם מה חמץ האמור בשתי הלחם עשרון לחלה אף לחם חמץ האמור כאן ,ref-mek
201,ref-mek.1.18.4.293-ref-mek.1.18.4.303,ref-sifra.4.07-00.4.18-ref-sifra.4.07-00.4.34,77242,77298,12051,12061,ref-mek.1.18.4.293,ref-mek.1.18.4.303,197091,197179,28554,28570,ref-sifra.4.7-00.4.18,ref-sifra.4.7-00.4.34,האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,ונאמר להלן חמץ' בשתי הלחם מה חמץ האמור בשתי הלחם עשרון לחלה אף לחם חמץ האמור כאן ,ref-sifra
202,ref-mek.1.19.1.24-ref-mek.1.19.1.40,ref-sifra.11.04-00.12.16-ref-sifra.11.04-00.13.6,77520,77602,12102,12117,ref-mek.1.19.1.24,ref-mek.1.19.1.40,510566,510599,77849,77854,ref-sifra.11.4-00.12.16,ref-sifra.11.4-00.13.6,"לארץ עמד ופנה מפניהם אמר לו הקב""ה אתה פנית מפני בני אני אקרא הארץ על שמך ואתן ",שירצו ושמתי אני את פני פונה אני ,ref-mek
203,ref-mek.1.19.1.34-ref-mek.1.19.1.45,ref-sifra.13.06-09.5.58-ref-sifra.13.06-09.5.71,77571,77625,12111,12122,ref-mek.1.19.1.34,ref-mek.1.19.1.45,643586,643665,97941,97954,ref-sifra.13.6-09.5.58,ref-sifra.13.6-09.5.71,בני אני אקרא הארץ על שמך ואתן לך ארץ יפה כארצך ואי ,תתנו בארצכם להשתחוות עליה בארצכם אי אתם משתחוים על האבנים אבל אתם משתחוים על ,ref-mek
204,ref-mek.1.19.1.34-ref-mek.1.19.1.45,ref-sifra.13.06-09.5.58-ref-sifra.13.06-09.5.71,77571,77625,12111,12122,ref-mek.1.19.1.34,ref-mek.1.19.1.45,643586,643665,97941,97954,ref-sifra.13.6-09.5.58,ref-sifra.13.6-09.5.71,בני אני אקרא הארץ על שמך ואתן לך ארץ יפה כארצך ואי ,תתנו בארצכם להשתחוות עליה בארצכם אי אתם משתחוים על האבנים אבל אתם משתחוים על ,ref-sifra
205,ref-mek.1.19.2.108-ref-mek.1.19.2.119,ref-sifra.11.04-12.6.31-ref-sifra.11.04-12.6.42,78686,78744,12296,12306,ref-mek.1.19.2.108,ref-mek.1.19.2.119,524620,524674,80028,80038,ref-sifra.11.4-12.6.31,ref-sifra.11.4-12.6.42,לא זכיתי מן הדין נאמר כאן עבודה ונאמר להלן עבודה מה להלן ,לא תקרב דדתך  נאמר כאן דודתך ונאמר להלן דודתך מה להלן ,ref-mek
206,ref-mek.1.19.2.108-ref-mek.1.19.2.119,ref-sifra.11.04-12.6.31-ref-sifra.11.04-12.6.42,78686,78744,12296,12306,ref-mek.1.19.2.108,ref-mek.1.19.2.119,524620,524674,80028,80038,ref-sifra.11.4-12.6.31,ref-sifra.11.4-12.6.42,לא זכיתי מן הדין נאמר כאן עבודה ונאמר להלן עבודה מה להלן ,לא תקרב דדתך  נאמר כאן דודתך ונאמר להלן דודתך מה להלן ,ref-sifra
207,ref-mek.1.19.2.112-ref-mek.1.19.2.130,ref-sifra.3.10-00.1.17-ref-sifra.3.10-00.1.33,78704,78798,12299,12317,ref-mek.1.19.2.112,ref-mek.1.19.2.130,136781,136868,19620,19636,ref-sifra.3.10-00.1.17,ref-sifra.3.10-00.1.33,נאמר כאן עבודה ונאמר להלן עבודה מה להלן אין קדושה חלה עליו אלא בחיי אמו אף עבודה האמורה כאן ,נאמר כאן וידוי ונאמר להלן וידוי מה וידוי האמור להלן וידויו על חי אף וידוי האמור כאן ,ref-mek
208,ref-mek.1.19.2.112-ref-mek.1.19.2.130,ref-sifra.3.10-00.1.17-ref-sifra.3.10-00.1.33,78704,78798,12299,12317,ref-mek.1.19.2.112,ref-mek.1.19.2.130,136781,136868,19620,19636,ref-sifra.3.10-00.1.17,ref-sifra.3.10-00.1.33,נאמר כאן עבודה ונאמר להלן עבודה מה להלן אין קדושה חלה עליו אלא בחיי אמו אף עבודה האמורה כאן ,נאמר כאן וידוי ונאמר להלן וידוי מה וידוי האמור להלן וידויו על חי אף וידוי האמור כאן ,ref-sifra
209,ref-mek.1.19.2.115-ref-mek.1.19.2.130,ref-sifra.5.03-05.3.7-ref-sifra.5.03-05.3.22,78719,78798,12302,12317,ref-mek.1.19.2.115,ref-mek.1.19.2.130,271577,271651,40123,40137,ref-sifra.5.3-05.3.7,ref-sifra.5.3-05.3.22,ונאמר להלן עבודה מה להלן אין קדושה חלה עליו אלא בחיי אמו אף עבודה האמורה כאן ,ונאמר להלן איה' מה איה האמור להלן עשה את הדאה מין איה אף איה האמור כאן ,ref-mek
210,ref-mek.1.19.2.115-ref-mek.1.19.2.130,ref-sifra.5.03-05.3.7-ref-sifra.5.03-05.3.22,78719,78798,12302,12317,ref-mek.1.19.2.115,ref-mek.1.19.2.130,271577,271651,40123,40137,ref-sifra.5.3-05.3.7,ref-sifra.5.3-05.3.22,ונאמר להלן עבודה מה להלן אין קדושה חלה עליו אלא בחיי אמו אף עבודה האמורה כאן ,ונאמר להלן איה' מה איה האמור להלן עשה את הדאה מין איה אף איה האמור כאן ,ref-sifra
211,ref-mek.1.19.2.118-ref-mek.1.19.2.130,ref-sifra.3.05-00.1.58-ref-sifra.3.05-00.1.71,78737,78798,12305,12317,ref-mek.1.19.2.118,ref-mek.1.19.2.130,107951,108014,15625,15638,ref-sifra.3.5-00.1.58,ref-sifra.3.5-00.1.71,מה להלן אין קדושה חלה עליו אלא בחיי אמו אף עבודה האמורה כאן ,מה אמור להלן נשיא שאין על גביו אלא ה' אלקיו אף נשיא האמור כאן ,ref-mek
212,ref-mek.1.19.2.118-ref-mek.1.19.2.130,ref-sifra.3.05-00.1.58-ref-sifra.3.05-00.1.71,78737,78798,12305,12317,ref-mek.1.19.2.118,ref-mek.1.19.2.130,107951,108014,15625,15638,ref-sifra.3.5-00.1.58,ref-sifra.3.5-00.1.71,מה להלן אין קדושה חלה עליו אלא בחיי אמו אף עבודה האמורה כאן ,מה אמור להלן נשיא שאין על גביו אלא ה' אלקיו אף נשיא האמור כאן ,ref-sifra
213,ref-mek.1.19.3.133-ref-mek.1.19.3.144,ref-sifra.11.02-05.6.11-ref-sifra.11.02-05.6.26,80010,80069,12517,12527,ref-mek.1.19.3.133,ref-mek.1.19.3.144,498207,498281,75965,75980,ref-sifra.11.2-05.6.11,ref-sifra.11.2-05.6.26,נאמר כאן עריפה ונאמר להלן עריפה מה להלן אסור בהנאה אף כאן ,נאמר כאן איל אשם ונאמר להלן איל אשם מה איל האמור להלן בכסף שקלים אף כאן ,ref-mek
214,ref-mek.1.19.3.133-ref-mek.1.19.3.144,ref-sifra.11.04-11.1.31-ref-sifra.11.04-11.1.43,80010,80069,12517,12527,ref-mek.1.19.3.133,ref-mek.1.19.3.144,518927,518994,79147,79159,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,נאמר כאן עריפה ונאמר להלן עריפה מה להלן אסור בהנאה אף כאן ,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,ref-mek
215,ref-mek.1.19.3.133-ref-mek.1.19.3.144,ref-sifra.12.04-00.2.6-ref-sifra.12.04-00.2.18,80010,80069,12517,12527,ref-mek.1.19.3.133,ref-mek.1.19.3.144,546854,546918,83380,83392,ref-sifra.12.4-00.2.6,ref-sifra.12.4-00.2.18,נאמר כאן עריפה ונאמר להלן עריפה מה להלן אסור בהנאה אף כאן ,נאמר כאן חילול ונאמר להלן חילול מה חילול שנאמר להלן זמן אף כאן ,ref-mek
216,ref-mek.1.19.3.133-ref-mek.1.19.3.144,ref-sifra.11.02-05.6.11-ref-sifra.11.02-05.6.26,80010,80069,12517,12527,ref-mek.1.19.3.133,ref-mek.1.19.3.144,498207,498281,75965,75980,ref-sifra.11.2-05.6.11,ref-sifra.11.2-05.6.26,נאמר כאן עריפה ונאמר להלן עריפה מה להלן אסור בהנאה אף כאן ,נאמר כאן איל אשם ונאמר להלן איל אשם מה איל האמור להלן בכסף שקלים אף כאן ,ref-sifra
217,ref-mek.1.19.3.133-ref-mek.1.19.3.144,ref-sifra.11.04-11.1.31-ref-sifra.11.04-11.1.43,80010,80069,12517,12527,ref-mek.1.19.3.133,ref-mek.1.19.3.144,518927,518994,79147,79159,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,נאמר כאן עריפה ונאמר להלן עריפה מה להלן אסור בהנאה אף כאן ,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,ref-sifra
218,ref-mek.1.19.3.133-ref-mek.1.19.3.144,ref-sifra.12.04-00.2.6-ref-sifra.12.04-00.2.18,80010,80069,12517,12527,ref-mek.1.19.3.133,ref-mek.1.19.3.144,546854,546918,83380,83392,ref-sifra.12.4-00.2.6,ref-sifra.12.4-00.2.18,נאמר כאן עריפה ונאמר להלן עריפה מה להלן אסור בהנאה אף כאן ,נאמר כאן חילול ונאמר להלן חילול מה חילול שנאמר להלן זמן אף כאן ,ref-sifra
219,ref-mek.1.19.3.133-ref-mek.1.19.3.147,ref-sifra.3.03-00.5.2-ref-sifra.3.03-00.5.15,80010,80084,12517,12529,ref-mek.1.19.3.133,ref-mek.1.19.3.147,98155,98231,14106,14119,ref-sifra.3.3-00.5.2,ref-sifra.3.3-00.5.15,נאמר כאן עריפה ונאמר להלן עריפה מה להלן אסור בהנאה אף כאן אסור בהנאה כל ,נאמרה כאן לקיחה' ונאמרה להלן לקיחה' מה לקיחה' אמורה להלן בכלי אף כאן בכלי ,ref-mek
220,ref-mek.1.19.3.133-ref-mek.1.19.3.147,ref-sifra.3.03-00.5.2-ref-sifra.3.03-00.5.15,80010,80084,12517,12529,ref-mek.1.19.3.133,ref-mek.1.19.3.147,98155,98231,14106,14119,ref-sifra.3.3-00.5.2,ref-sifra.3.3-00.5.15,נאמר כאן עריפה ונאמר להלן עריפה מה להלן אסור בהנאה אף כאן אסור בהנאה כל ,נאמרה כאן לקיחה' ונאמרה להלן לקיחה' מה לקיחה' אמורה להלן בכלי אף כאן בכלי ,ref-sifra
221,ref-mek.1.19.3.165-ref-mek.1.19.3.170,ref-sifra.10.08-13.14.21-ref-sifra.10.08-13.14.26,80173,80202,12543,12548,ref-mek.1.19.3.165,ref-mek.1.19.3.170,480871,480900,73214,73219,ref-sifra.10.8-13.14.21,ref-sifra.10.8-13.14.26,פרט כלל ופרט אין בכלל אלא מה ,פרט כלל ופרט אין בכלל אלא מה ,ref-mek
222,ref-mek.1.19.3.165-ref-mek.1.19.3.170,ref-sifra.10.08-13.14.106-ref-sifra.10.08-13.14.123,80173,80202,12543,12548,ref-mek.1.19.3.165,ref-mek.1.19.3.170,481289,481367,73291,73299,ref-sifra.10.8-13.14.106,ref-sifra.10.8-13.14.123,פרט כלל ופרט אין בכלל אלא מה ,"אין בכלל אלא מה שבפרט אני_ה'_""_אני_דיין_ליפרע_ונאמן_לשלם_שכר ה' פרט כלל ופרט ",ref-mek
223,ref-mek.1.19.3.165-ref-mek.1.19.3.170,ref-sifra.10.08-13.14.21-ref-sifra.10.08-13.14.26,80173,80202,12543,12548,ref-mek.1.19.3.165,ref-mek.1.19.3.170,480871,480900,73214,73219,ref-sifra.10.8-13.14.21,ref-sifra.10.8-13.14.26,פרט כלל ופרט אין בכלל אלא מה ,פרט כלל ופרט אין בכלל אלא מה ,ref-sifra
224,ref-mek.1.19.3.165-ref-mek.1.19.3.172,ref-sifra.1.7.11-ref-sifra.1.8.1,80173,80209,12543,12549,ref-mek.1.19.3.165,ref-mek.1.19.3.172,1644,1688,270,278,ref-sifra.1.7.11,ref-sifra.1.8.1,פרט כלל ופרט אין בכלל אלא מה שבפרט ,פרט כלל ופרט' אין בכלל אלא מה שבפרט ח מפרט ,ref-mek
225,ref-mek.1.19.3.165-ref-mek.1.19.3.172,ref-sifra.10.08-13.14.95-ref-sifra.10.08-13.14.103,80173,80209,12543,12549,ref-mek.1.19.3.165,ref-mek.1.19.3.172,481238,481278,73281,73288,ref-sifra.10.8-13.14.95,ref-sifra.10.8-13.14.103,פרט כלל ופרט אין בכלל אלא מה שבפרט ,פרט כלל ופרט אין בכלל אלא מה שבפרט פרט ,ref-mek
226,ref-mek.1.19.3.165-ref-mek.1.19.3.172,ref-sifra.1.7.11-ref-sifra.1.8.1,80173,80209,12543,12549,ref-mek.1.19.3.165,ref-mek.1.19.3.172,1644,1688,270,278,ref-sifra.1.7.11,ref-sifra.1.8.1,פרט כלל ופרט אין בכלל אלא מה שבפרט ,פרט כלל ופרט' אין בכלל אלא מה שבפרט ח מפרט ,ref-sifra
227,ref-mek.1.19.3.165-ref-mek.1.19.3.172,ref-sifra.10.08-13.14.95-ref-sifra.10.08-13.14.103,80173,80209,12543,12549,ref-mek.1.19.3.165,ref-mek.1.19.3.172,481238,481278,73281,73288,ref-sifra.10.8-13.14.95,ref-sifra.10.8-13.14.103,פרט כלל ופרט אין בכלל אלא מה שבפרט ,פרט כלל ופרט אין בכלל אלא מה שבפרט פרט ,ref-sifra
228,ref-mek.1.19.3.180-ref-mek.1.19.3.194,ref-sifra.1.9.21-ref-sifra.1.9.31,80247,80323,12557,12571,ref-mek.1.19.3.180,ref-mek.1.19.3.194,1904,1956,323,332,ref-sifra.1.9.21,ref-sifra.1.9.31,חזר וכלל או כלל בכלל הראשון ואמרת לאו אלא כלל ופרט וכלל אלא כעין הפרט ,חזר וכלל כלל ופרט וכלל' אי אתה דן אלא כעין הפרט ,ref-mek
