,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,compWork
1795,ref-b.2.11.10b.278-ref-b.2.11.10b.284,ref-bible.0101.38.15.1-ref-bible.0101.38.15.7,2455455,2455494,357140,357146,ref-b.00002.00011.0010b.00278,ref-b.00002.00011.0010b.00284,77010,77049,13788,13794,ref-bible.00101.00038.00015.00001,ref-bible.00101.00038.00015.00007,ויראה יהודה ויחשבה לזונה כי כסתה פניה ,ויראה יהודה ויחשבה לזונה כי כסתה פניה ,ref-bible
1796,ref-b.2.11.10b.347-ref-b.2.11.10b.351,ref-bible.0205.6.20.1-ref-bible.0205.6.20.5,2455825,2455853,357195,357199,ref-b.00002.00011.0010b.00347,ref-b.00002.00011.0010b.00351,661006,661033,111815,111819,ref-bible.00205.00006.00020.00001,ref-bible.00205.00006.00020.00005,ולפני הדביר עשרים אמה אורך ,ולפני הדביר עשרים אמה ארך ,ref-bible
1797,ref-b.2.11.10b.349-ref-b.2.11.10b.358,ref-bible.0205.6.24.4-ref-bible.0205.6.24.14,2455839,2455892,357197,357206,ref-b.00002.00011.0010b.00349,ref-b.00002.00011.0010b.00358,661319,661382,111871,111881,ref-bible.00205.00006.00024.00004,ref-bible.00205.00006.00024.00014,עשרים אמה אורך וכתיב כנף הכרוב האחד עשר אמות וכנף ,הכרוב האחת וחמש אמות כנף הכרוב השנית עשר אמות מקצות כנפיו ,ref-bible
1798,ref-b.2.11.10b.351-ref-b.2.11.10b.357,ref-bible.0313.3.11.2-ref-bible.0313.3.11.7,2455849,2455886,357199,357205,ref-b.00002.00011.0010b.00351,ref-b.00002.00011.0010b.00357,1521186,1521220,261180,261185,ref-bible.00313.00003.00011.00002,ref-bible.00313.00003.00011.00007,אורך וכתיב כנף הכרוב האחד עשר אמות ,הכרובים ארכם אמות עשרים כנף האחד ,ref-bible
1799,ref-b.2.11.10b.354-ref-b.2.11.10b.360,ref-bible.0205.6.25.6-ref-bible.0205.6.26.7,2455865,2455905,357202,357208,ref-b.00002.00011.0010b.00354,ref-b.00002.00011.0010b.00360,661428,661495,111890,111901,ref-bible.00205.00006.00025.00006,ref-bible.00205.00006.00026.00007,הכרוב האחד עשר אמות וכנף הכרוב האחד ,אחת וקצב אחד לשני הכרבים קומת הכרוב האחד עשר באמה וכן הכרוב ,ref-bible
1800,ref-b.2.11.10b.383-ref-b.2.11.10b.394,ref-bible.0207.14.22.1-ref-bible.0207.14.23.1,2456008,2456071,357223,357234,ref-b.00002.00011.0010b.00383,ref-b.00002.00011.0010b.00394,797544,797623,134625,134636,ref-bible.00207.00014.00022.00001,ref-bible.00207.00014.00023.00001,וקמתי עליהם וגו' והכרתי לבבל שם ושאר ונין ונכד נאם ה' שם ,וקמתי עליהם נאם_יהוה_צבאות והכרתי לבבל שם ושאר ונין ונכד נאם יהוה ושמתיה ,ref-bible
1801,ref-b.2.11.10b.416-ref-b.2.11.10b.426,ref-bible.0207.55.13.1-ref-bible.0207.55.13.9,2456169,2456229,357248,357258,ref-b.00002.00011.0010b.00416,ref-b.00002.00011.0010b.00426,852906,852954,144695,144703,ref-bible.00207.00055.00013.00001,ref-bible.00207.00055.00013.00009,תחת הנעצוץ יעלה ברוש ותחת הסרפד יעלה הדס תחת הנעצוץ תחת ,תחת הנעצוץ יעלה ברוש תחת ותחת הסרפד יעלה הדס ,ref-bible
1802,ref-b.2.11.10b.446-ref-b.2.11.10b.452,ref-bible.0102.30.23.1-ref-bible.0102.30.23.7,2456345,2456375,357278,357284,ref-b.00002.00011.0010b.00446,ref-b.00002.00011.0010b.00452,168131,168161,29472,29478,ref-bible.00102.00030.00023.00001,ref-bible.00102.00030.00023.00007,ואתה קח לך בשמים ראש מר דרור ,ואתה קח לך בשמים ראש מר דרור ,ref-bible
1803,ref-b.2.11.10b.484-ref-b.2.11.10b.494,ref-bible.0207.55.13.9-ref-bible.0207.55.13.16,2456542,2456593,357315,357324,ref-b.00002.00011.0010b.00484,ref-b.00002.00011.0010b.00494,852951,852990,144703,144710,ref-bible.00207.00055.00013.00009,ref-bible.00207.00055.00013.00016,הדסה והיה לה' לשם זו מקרא מגילה לאות עולם לא יכרת ,הדס והיה ליהוה לשם לאות עולם לא יכרת ,ref-bible
1804,ref-b.2.11.10b.508-ref-b.2.11.10b.516,ref-bible.0105.28.63.1-ref-bible.0105.28.63.11,2456653,2456695,357330,357338,ref-b.00002.00011.0010b.00508,ref-b.00002.00011.0010b.00516,398101,398159,66549,66559,ref-bible.00105.00028.00063.00001,ref-bible.00105.00028.00063.00011,והיה כאשר שש ה' עליכם להיטיב אתכם כן ישיש ,והיה כאשר שש יהוה עליכם להיטיב אתכם ולהרבות אתכם כן ישיש ,ref-bible
1805,ref-b.2.11.10b.648-ref-b.2.11.10b.654,ref-bible.0208.49.38.1-ref-bible.0208.49.38.7,2457357,2457399,357434,357440,ref-b.00002.00011.0010b.00648,ref-b.00002.00011.0010b.00654,969791,969833,164184,164190,ref-bible.00208.00049.00038.00001,ref-bible.00208.00049.00038.00007,ושמתי כסאי בעילם והאבדתי משם מלך ושרים ,ושמתי כסאי בעילם והאבדתי משם מלך ושרים ,ref-bible
1806,ref-b.2.11.10b.673-ref-b.2.11.10b.685,ref-bible.0309.9.9.1-ref-bible.0309.9.9.13,2457484,2457554,357452,357464,ref-b.00002.00011.0010b.00673,ref-b.00002.00011.0010b.00685,1391104,1391173,239089,239101,ref-bible.00309.00009.00009.00001,ref-bible.00309.00009.00009.00013,כי עבדים אנחנו ובעבדותנו לא עזבנו אלהינו ויט עלינו חסד לפני מלכי פרס ,כי עבדים אנחנו ובעבדתנו לא עזבנו אלהינו ויט עלינו חסד לפני מלכי פרס ,ref-bible
1807,ref-b.2.11.11a.11-ref-b.2.11.11a.25,ref-bible.0301.66.12.1-ref-bible.0301.66.12.8,2457616,2457712,357470,357484,ref-b.00002.00011.0011a.00011,ref-b.00002.00011.0011a.00025,1196357,1196409,203089,203096,ref-bible.00301.00066.00012.00001,ref-bible.00301.00066.00012.00008,הרכבת אנוש לראשנו באנו באש ובמים באש בימי נבוכדנצר הרשע ובמים בימי פרעה ותוציאנו לרויה ,הרכבת אנוש לראשנו באנו באש ובמים ותוציאנו לרויה ,ref-bible
1808,ref-b.2.11.11a.36-ref-b.2.11.11a.50,ref-bible.0301.98.3.1-ref-bible.0301.98.4.3,2457761,2457835,357489,357502,ref-b.00002.00011.0011a.00036,ref-b.00002.00011.0011a.00050,1222022,1222099,207805,207816,ref-bible.00301.00098.00003.00001,ref-bible.00301.00098.00004.00003,זכר חסדו ואמונתו לבית ישראל ראו כל אפסי ארץ את ישועת אלהינו אימתי ראו כל ,זכר חסדו ואמונתו לבית ישראל ראו כל_אפסי_ארץ את ישועת אלהינו הריעו ליהוה כל ,ref-bible
1809,ref-b.2.11.11a.67-ref-b.2.11.11a.75,ref-bible.0302.28.15.1-ref-bible.0302.28.15.9,2457916,2457953,357512,357520,ref-b.00002.00011.0011a.00067,ref-b.00002.00011.0011a.00075,1288429,1288463,220176,220184,ref-bible.00302.00028.00015.00001,ref-bible.00302.00028.00015.00009,ארי נוהם ודוב שוקק מושל רשע על עם דל ,ארי נהם ודב שוקק משל רשע על עם דל ,ref-bible
1810,ref-b.2.11.11a.92-ref-b.2.11.11a.97,ref-bible.0311.7.5.1-ref-bible.0311.7.5.6,2458040,2458073,357537,357542,ref-b.00002.00011.0011a.00092,ref-b.00002.00011.0011a.00097,1444118,1444149,248227,248232,ref-bible.00311.00007.00005.00001,ref-bible.00311.00007.00005.00006,וארו חיוה אחרי תניינה דמיה לדוב ,וארו חיוה אחרי תנינה דמיה לדב ,ref-bible
1811,ref-b.2.11.11a.113-ref-b.2.11.11a.122,ref-bible.0302.28.15.2-ref-bible.0302.28.15.9,2458168,2458208,357556,357565,ref-b.00002.00011.0011a.00113,ref-b.00002.00011.0011a.00122,1288433,1288463,220177,220184,ref-bible.00302.00028.00015.00002,ref-bible.00302.00028.00015.00009,להם מנוחה כדוב מושל רשע זה המן על עם דל ,נהם ודב שוקק משל רשע על עם דל ,ref-bible
1812,ref-b.2.11.11a.184-ref-b.2.11.11a.199,ref-bible.0301.124.1.1-ref-bible.0301.124.2.7,2458525,2458602,357608,357623,ref-b.00002.00011.0011a.00184,ref-b.00002.00011.0011a.00199,1244587,1244674,211887,211903,ref-bible.00301.00124.00001.00001,ref-bible.00301.00124.00002.00007,שיר המעלות לולי ה' שהיה לנו יאמר נא ישראל לולי ה' שהיה לנו בקום עלינו אדם ,שיר המעלות לדוד לולי יהוה שהיה לנו יאמר נא ישראל לולי יהוה שהיה לנו בקום עלינו אדם ,ref-bible
1813,ref-b.2.11.11a.210-ref-b.2.11.11a.217,ref-bible.0302.29.2.1-ref-bible.0302.29.2.8,2458647,2458690,357629,357636,ref-b.00002.00011.0011a.00210,ref-b.00002.00011.0011a.00217,1289049,1289091,220299,220306,ref-bible.00302.00029.00002.00001,ref-bible.00302.00029.00002.00008,ברבות צדיקים ישמח העם ובמשול רשע יאנח עם ,ברבות צדיקים ישמח העם ובמשל רשע יאנח עם ,ref-bible
