lemma,pointer_in_volume,provenance
 אסתרEsther,Vol-2-B_F-Biblical-Females-Esther-1,[Palestine?] 
 אסתרEsther,Vol-2-B_F-Biblical-Females-Esther-2,[Palestine?] 
 אסתרEsther,Vol-2-B_F-Biblical-Females-Esther-3,[Palestine?] 
 אסתרEsther,Vol-2-B_F-Biblical-Females-Esther-4,[Palestine?] 
 אסתרEsther,Vol-2-B_F-Biblical-Females-Esther-5,[Palestine?] 
 אסתרEsther,Vol-2-B_F-Biblical-Females-Esther-6,[Palestine?] 
 אסתרEsther,Vol-2-B_F-Biblical-Females-Esther-7,[Palestine?] 
 אסתרEsther,Vol-2-B_F-Biblical-Females-Esther-8,[Palestine?] 
 אסתרEsther,Vol-2-B_F-Biblical-Females-Esther-9,[Palestine?] 
 אסתרEsther,Vol-2-B_F-Biblical-Females-Esther-10,[Palestine?] 
 אסתרEsther,Vol-2-B_F-Biblical-Females-Esther-11,[Palestine?] 
 אסתרEsther,Vol-2-B_F-Biblical-Females-Esther-12,[Palestine?] 
 אסתרEsther,Vol-2-B_F-Biblical-Females-Esther-13,[Palestine?] 
 אסתרEsther,Vol-2-B_F-Biblical-Females-Esther-14,[Palestine?] 
 אסתרEsther,Vol-3-B_F-Biblical-Females-Esther-1,Egypt 
 אסתרEsther,Vol-3-B_F-Biblical-Females-Esther-2,Egypt 
 אסתרEsther,Vol-3-B_F-Biblical-Females-Esther-3,Italy 
 אסתרEsther,Vol-3-B_F-Biblical-Females-Esther-4,Rome 
 אסתרEsther,Vol-3-B_F-Biblical-Females-Esther-5,Rome 
 אסתרEsther,Vol-3-B_F-Biblical-Females-Esther-6,Asia 
 אסתרEsther,Vol-3-B_F-Biblical-Females-Esther-7,Egypt 
 אסתרEsther,Vol-4-B_F-Biblical-Females-Esther-1,Palmyra 
 עתעקבʿEtʿaqeb,Vol-4-S-H_M-Semitic-Hebrew-Males-ʿEtʿaqeb-1,Palmyra 
 EtetusEtetus,Vol-3-S-G_M-Semitic-Greek-Males-Etetus-1,Rome 
 ̓ΕθελούσιοςEthelusius,Vol-3-G_M-Greek-Males-Ethelusius-1,Asia 
 EthnaEthna,Vol-2-Vol-1-ADD-S-G_F-Semitic-Greek-Females-Ethna-1,[Palestine?] 
 Ε̓αγόραςEuagoras,Vol-1-G_M-Euagoras-1,[Palestine?] 
 Ε̓άγριοςEuagrius,Vol-2-G_M-Greek-Males-Euagrius-1,[Palestine?] 
 Ε̓άνδριοςEuandrius,Vol-3-G_M-Greek-Males-Euandrius-1,Egypt 
 Ε̓αγγέλιοςEuangelius,Vol-3-G_M-Greek-Males-Euangelius-1,Rome 
 Ε̓άρεστοςEuarestus,Vol-3-G_M-Greek-Males-Euarestus-1,Asia 
 Ε̓άριστοςEuaristus,Vol-2-Vol-1-ADD-G_M-Greek-Males-Euaristus-1,[Palestine?] 
 Ε̓βίοτοςEubiotus,Vol-3-G_M-Greek-Males-Eubiotus-1,Egypt 
 ΕὔβιοςEubius,Vol-3-G_M-Greek-Males-Eubius-1,Egypt 
 Ε̓βούληEuboule,Vol-2-Vol-1-ADD-G_F-Greek-Females-Euboule-1,[Palestine?] 
 ΕὔκαρποςEucarpus,Vol-3-G_M-Greek-Males-Eucarpus-1,Rome 
 Ε̓κλείδαςEucleidas,Vol-3-G_M-Greek-Males-Eucleidas-1,Cyrenaica 
 Ε̓κλείδαςEucleidas,Vol-3-G_M-Greek-Males-Eucleidas-2,Cyrenaica 
 Ε̓κλείδαςEucleidas,Vol-3-G_M-Greek-Males-Eucleidas-3,Cyrenaica 
 Ε̓κλείτηEucleite,Vol-4-Vol-3-Add-G_F-Greek-Females-Eucleite-1,Asia 
 ΕὔκολοςEucolus,Vol-3-G_M-Greek-Males-Eucolus-1,Asia 
 Ε̓κράτειαEucrateia,Vol-3-G_F-Greek-Females-Eucrateia-1,Greece 
 ΕὔκρατοςEucratus,Vol-3-G_M-Greek-Males-Eucratus-1,Greece 
 Ε̓κτῆςEuctes,Vol-3-G_M-Greek-Males-Euctes-1,Egypt 
 Ε̓κτῆςEuctes,Vol-3-G_M-Greek-Males-Euctes-2,Egypt 
 Ε̓δαμίδηςEudamides,Vol-3-G_M-Greek-Males-Eudamides-1,Cyrenaica 
 Ε̓δοκίαEudocia,Vol-3-G_F-Greek-Females-Eudocia-1,Egypt 
 Ε̓δόμοςEudomus,Vol-1-G_M-Eudomus-1,[Palestine?] 
 Ε̓δόξιοςEudoxius,Vol-2-G_M-Greek-Males-Eudoxius-1,[Palestine?] 
 Ε̓δόξιοςEudoxius,Vol-3-G_M-Greek-Males-Eudoxius-1,Rome 
 ΕὔελπιςEuelpis,Vol-2-G_M-Greek-Males-Euelpis-1,[Palestine?] 
 Ε̓ελπί́στηEuelpiste,Vol-3-G_F-Greek-Females-Euelpiste-1,Asia 
 Ε̓έλπιστοςEuelpistus,Vol-3-G_M-Greek-Males-Euelpistus-1,Asia 
 Ε̓έλθωνEuelthon,Vol-3-G_M-Greek-Males-Euelthon-1,Egypt 
 Ε̓γενίαEugenia,Vol-2-Vol-1-ADD-G_F-Greek-Females-Eugenia-1,[Palestine?] 
 Ε̓γενίαEugenia,Vol-3-G_F-Greek-Females-Eugenia-1,Rome 
 Ε̓γένιςEugenis,Vol-3-G_M-Greek-Males-Eugenis-1,Greece 
 Ε̓γένιοςEugenius,Vol-3-G_M-Greek-Males-Eugenius-1,Asia 
 Ε̓γένιοςEugenius,Vol-3-G_M-Greek-Males-Eugenius-2,Asia 
 Ε̓γένιοςEugenius,Vol-3-G_M-Greek-Males-Eugenius-3,Asia 
 Ε̓γένιοςEugenius,Vol-3-G_M-Greek-Males-Eugenius-4,Asia 
 Ε̓γλώσσινοςEuglossinus,Vol-3-G_M-Greek-Males-Euglossinus-1,Dalmatia 
 Ε̓γράφιοςEugraphius,Vol-3-G_M-Greek-Males-Eugraphius-1,Rome 
 Ε̓λάλιοςEulalius,Vol-4-G_M-Greek-Males-Eulalius-1,Dura-Europos 
 Ε̓λογίαEulogia,Vol-2-G_F-Greek-Females-Eulogia-1,[Palestine?] 
 Ε̓λογίαEulogia,Vol-3-G_F-Greek-Females-Eulogia-1,Rome 
 Ε̓λογίαEulogia,Vol-3-G_F-Greek-Females-Eulogia-2,Rome 
 Ε̓λογίαEulogia,Vol-3-G_F-Greek-Females-Eulogia-3,Rome 
 Ε̓λογίαEulogia,Vol-3-G_F-Greek-Females-Eulogia-4,Rome 
 Ε̓λογίαEulogia,Vol-3-G_F-Greek-Females-Eulogia-5,Malta 
 Ε̓λόγιοςEulogius,Vol-3-G_M-Greek-Males-Eulogius-1,Rome 
 Ε̓λόγιοςEulogius,Vol-3-G_M-Greek-Males-Eulogius-2,Rome 
 Ε̓λόγιοςEulogius,Vol-3-G_M-Greek-Males-Eulogius-3,Rome 
 Ε̓λόγιοςEulogius,Vol-3-G_M-Greek-Males-Eulogius-4,Rome 
 Ε̓λόγιοςEulogius,Vol-3-G_M-Greek-Males-Eulogius-5,Asia 
 ΕὔμαχοςEumachus,Vol-2-G_M-Greek-Males-Eumachus-1,[Palestine?] 
 ΕὔμαχοςEumachus,Vol-3-G_M-Greek-Males-Eumachus-1,Egypt 
 Ε̓μαθίαEumathia,Vol-2-G_F-Greek-Females-Eumathia-1,[Palestine?] 
 ΕὔμηλοςEumelus,Vol-3-G_M-Greek-Males-Eumelus-1,Egypt 
 ΕὔμηλοςEumelus,Vol-3-G_M-Greek-Males-Eumelus-2,Asia 
 Ε̓μένηςEumenes,Vol-3-G_M-Greek-Males-Eumenes-1,Rome 
 Ε̓μένηςEumenes,Vol-3-G_M-Greek-Males-Eumenes-2,Rome 
 Ε̓μένηςEumenes,Vol-3-G_M-Greek-Males-Eumenes-3,Cyrenaica 
 Ε̓μένηςEumenes,Vol-3-G_M-Greek-Males-Eumenes-4,Cyrenaica 
 ΕὔμοιροςEumoirus,Vol-2-G_M-Greek-Males-Eumoirus-1,[Palestine?] 
 Ε̓νίκηEunice,Vol-3-G_F-Greek-Females-Eunice-1,Asia 
 Ε̓νόμιοςEunomius,Vol-3-G_M-Greek-Males-Eunomius-1,Greece 
 ΕὔνομοςEunomus,Vol-1-G_M-Eunomus-1,[Palestine?] 
 ΕὔνουςEunous,Vol-3-G_M-Greek-Males-Eunous-1,Egypt 
 ΕὔνουςEunous,Vol-3-G_M-Greek-Males-Eunous-2,Egypt 
 Ε̓οδίαEuodia,Vol-3-G_F-Greek-Females-Euodia-1,Rome 
 Ε̓οδίαEuodia,Vol-3-G_F-Greek-Females-Euodia-2,Rome 
 Ε̓οδίαEuodia,Vol-3-G_F-Greek-Females-Euodia-3,Rome 
 Ε̓οδίαEuodia,Vol-3-G_F-Greek-Females-Euodia-4,Italy 
 Ε̓όδιοςEuodius,Vol-2-Vol-1-ADD-G_M-Greek-Males-Euodius-1,[Palestine?] 
 Ε̓όδιοςEuodius,Vol-2-Vol-1-ADD-G_M-Greek-Males-Euodius-2,[Palestine?] 
 ΕὔοδοςEuodus,Vol-1-G_M-Euodus-1,[Palestine?] 
 ΕὔοδοςEuodus,Vol-3-G_M-Greek-Males-Euodus-1,Egypt 
 ΕὔοδοςEuodus,Vol-3-G_M-Greek-Males-Euodus-2,Rome 
 ΕὔοδοςEuodus,Vol-3-G_M-Greek-Males-Euodus-3,Asia 
 ΕὔοδοςEuodus,Vol-3-G_M-Greek-Males-Euodus-4,Asia 
 ΕὔοδοςEuodus,Vol-3-G_M-Greek-Males-Euodus-5,Italy 
 Ε̓πείθιοςEupeithius,Vol-3-G_M-Greek-Males-Eupeithius-1,Asia 
 Ε̓πείθιοςEupeithius,Vol-3-G_M-Greek-Males-Eupeithius-2,Asia 
 Ε̓φάνηςEuphanes,Vol-2-Vol-1-ADD-G_M-Greek-Males-Euphanes-1,[Palestine?] 
 Ε̓φράνωρEuphranor,Vol-3-G_M-Greek-Males-Euphranor-1,Egypt 
 Ε̓φράνωρEuphranor,Vol-3-G_M-Greek-Males-Euphranor-2,Egypt 
 Ε̓φράνωρEuphranor,Vol-3-G_M-Greek-Males-Euphranor-3,Egypt 
 Ε̓φράνωρEuphranor,Vol-3-G_M-Greek-Males-Euphranor-4,Greece 
 Ε̓φράνωρEuphranor,Vol-3-G_M-Greek-Males-Euphranor-5,Cyrenaica 
 Ε̓φράνωρEuphranor,Vol-3-G_M-Greek-Males-Euphranor-6,Cyrenaica 
 Ε̓φράνωρEuphranor,Vol-3-G_M-Greek-Males-Euphranor-7,Cyrenaica 
 Ε̓φράνωρEuphranor,Vol-3-G_M-Greek-Males-Euphranor-8,Cyrenaica 
 Ε̓φράνωρEuphranor,Vol-3-G_M-Greek-Males-Euphranor-9,Cyrenaica 
 Ε̓φράνωρEuphranor,Vol-3-G_M-Greek-Males-Euphranor-10,Cyrenaica 
 Ε̓φράνωρEuphranor,Vol-3-G_M-Greek-Males-Euphranor-11,Cyrenaica 
 Ε̓φράνωρEuphranor,Vol-3-G_M-Greek-Males-Euphranor-12,Cyrenaica 
 Ε̓φράνωρEuphranor,Vol-3-G_M-Greek-Males-Euphranor-13,Greece 
 Ε̓φραντικόςEuphranticus,Vol-3-G_M-Greek-Males-Euphranticus-1,Rome 
 Ε̓φραντικόςEuphranticus,Vol-3-G_M-Greek-Males-Euphranticus-2,Greece 
 Ε̓φράσιςEuphrasis,Vol-3-G_M-Greek-Males-Euphrasis-1,Rome 
 Ε̓φράσιςEuphrasis,Vol-3-G_M-Greek-Males-Euphrasis-2,Rome 
 Ε̓φράσιοςEuphrasius,Vol-2-G_M-Greek-Males-Euphrasius-1,[Palestine?] 
 Ε̓φρένωνEuphrenon,Vol-3-G_M-Greek-Males-Euphrenon-1,Rome 
 Εὐ̃φριςEuphris,Vol-3-G_M-Greek-Males-Euphris-1,Egypt 
 Ε̓φρόνιοςEuphronius,Vol-1-G_M-Euphronius-1,[Palestine?] 
 Ε̓φροσύναEuphrosyna,Vol-3-G_F-Greek-Females-Euphrosyna-1,Greece 
 Ε̓φροσύναEuphrosyna,Vol-3-G_F-Greek-Females-Euphrosyna-2,Cyrenaica 
 Ε̓φροσύνηEuphrosyne,Vol-3-G_F-Greek-Females-Euphrosyne-1,Egypt 
 Ε̓φρόσυνοςEuphrosynus,Vol-3-G_M-Greek-Males-Euphrosynus-1,Asia 
 Ε̓φρόσυνοςEuphrosynus,Vol-3-G_M-Greek-Males-Euphrosynus-2,Asia 
 Ε̓φρόσυνοςEuphrosynus,Vol-3-G_M-Greek-Males-Euphrosynus-3,Cyrene 
 Ε̓φρόσυνοςEuphrosynus,Vol-3-G_M-Greek-Males-Euphrosynus-4,Cyrenaica 
 Ε̓φρόσυνοςEuphrosynus,Vol-3-G_M-Greek-Males-Euphrosynus-5,Cyrenaica 
 Ε̓πίθιςEupithis,Vol-2-G_F-Greek-Females-Eupithis-1,[Palestine?] 
 Ε̓πόλεμοςEupolemus,Vol-1-G_M-Eupolemus-1,[Palestine?] 
 Ε̓πόλεμοςEupolemus,Vol-1-G_M-Eupolemus-2,[Palestine?] 
 Ε̓πόλεμοςEupolemus,Vol-2-Vol-1-ADD-G_M-Greek-Males-Eupolemus-1,[Palestine?] 
 Ε̓πόλεμοςEupolemus,Vol-2-Vol-1-ADD-G_M-Greek-Males-Eupolemus-2,[Palestine?] 
 ΕὔπολιςEupolis,Vol-3-G_M-Greek-Males-Eupolis-1,Cyrenaica 
 Ε̓πορίαEuporia,Vol-3-G_F-Greek-Females-Euporia-1,Italy 
 ΕὔποροςEuporus,Vol-3-G_M-Greek-Males-Euporus-1,Rome 
 ΕὔποροςEuporus,Vol-3-G_M-Greek-Males-Euporus-2,Italy 
 Ε̓πραξίαEupraxia,Vol-3-G_F-Greek-Females-Eupraxia-1,Rome 
 ΕὔπραξιςEupraxis,Vol-3-G_F-Greek-Females-Eupraxis-1,Cyrenaica 
 Ε̓πράξιοςEupraxius,Vol-3-G_M-Greek-Males-Eupraxius-1,Rome 
 Ε̓πρέπιοςEuprepius,Vol-3-G_M-Greek-Males-Euprepius-1,Rome 
 ΕὔψυχοςEupsychus,Vol-3-G_M-Greek-Males-Eupsychus-1,Rome 
 Ε̓ρήμωνEuremon,Vol-2-Vol-1-ADD-G_M-Greek-Males-Euremon-1,[Palestine?] 
 Ε̓ρήμωνEuremon,Vol-3-G_M-Greek-Males-Euremon-1,Egypt 
 Ε̓ρήμωνEuremon,Vol-3-G_M-Greek-Males-Euremon-2,Greece 
 ΕὔρετοςEuretus,Vol-3-G_M-Greek-Males-Euretus-1,Asia 
 Ε̓σαββάθιοςEusabbathius,Vol-3-G_M-Greek-Males-Eusabbathius-1,Rome 
 Ε̓σαββάθιοςEusabbathius,Vol-3-G_M-Greek-Males-Eusabbathius-2,Asia 
 Ε̓σαββάθιοςEusabbathius,Vol-3-G_M-Greek-Males-Eusabbathius-3,Asia 
 Ε̓σαββάθιοςEusabbathius,Vol-3-G_M-Greek-Males-Eusabbathius-4,Asia 
 Ε̓σαββάθιοςEusabbathius,Vol-3-G_M-Greek-Males-Eusabbathius-5,Asia 
 Ε̓σαββάθιοςEusabbathius,Vol-3-G_M-Greek-Males-Eusabbathius-6,Asia 
 Ε̓σαββάθιοςEusabbathius,Vol-3-G_M-Greek-Males-Eusabbathius-7,Asia 
 Ε̓σαββάθιοςEusabbathius,Vol-3-G_M-Greek-Males-Eusabbathius-8,Asia 
 Ε̓σαββάθιοςEusabbathius,Vol-3-G_M-Greek-Males-Eusabbathius-9,Asia 
 Ε̓σαββάθιοςEusabbathius,Vol-3-G_M-Greek-Males-Eusabbathius-10,Asia 
 Ε̓σεβίαEusebia,Vol-3-G_F-Greek-Females-Eusebia-1,Rome 
 Ε̓σέβιςEusebis,Vol-2-G_F-Greek-Females-Eusebis-1,[Palestine?] 
 Ε̓σέβιςEusebis,Vol-3-G_M-Greek-Males-Eusebis-1,Rome 
 Ε̓σέβιςEusebis,Vol-3-G_M-Greek-Males-Eusebis-2,Rome 
 Ε̓σέβιςEusebis,Vol-3-G_M-Greek-Males-Eusebis-3,Rome 
 Ε̓σέβιςEusebis,Vol-3-G_M-Greek-Males-Eusebis-4,Rome 
 Ε̓σέβιοςEusebius,Vol-2-G_M-Greek-Males-Eusebius-1,[Palestine?] 
 Ε̓σέβιοςEusebius,Vol-2-G_M-Greek-Males-Eusebius-2,[Palestine?] 
 Ε̓σέβιοςEusebius,Vol-2-G_M-Greek-Males-Eusebius-3,[Palestine?] 
 Ε̓σέβιοςEusebius,Vol-2-G_M-Greek-Males-Eusebius-4,[Palestine?] 
 Ε̓σέβιοςEusebius,Vol-2-G_M-Greek-Males-Eusebius-5,[Palestine?] 
 Ε̓σέβιοςEusebius,Vol-2-G_M-Greek-Males-Eusebius-6,[Palestine?] 
 Ε̓σέβιοςEusebius,Vol-3-G_M-Greek-Males-Eusebius-1,Egypt 
 Ε̓σέβιοςEusebius,Vol-3-G_M-Greek-Males-Eusebius-2,Rome 
 Ε̓σέβιοςEusebius,Vol-3-G_M-Greek-Males-Eusebius-3,Rome 
 Ε̓σέβιοςEusebius,Vol-3-G_M-Greek-Males-Eusebius-4,Rome 
 Ε̓σέβιοςEusebius,Vol-3-G_M-Greek-Males-Eusebius-5,Rome 
 Ε̓σέβιοςEusebius,Vol-3-G_M-Greek-Males-Eusebius-6,Greece 
 Ε̓σέβιοςEusebius,Vol-3-G_M-Greek-Males-Eusebius-7,Asia 
 Ε̓σέβιοςEusebius,Vol-3-G_M-Greek-Males-Eusebius-8,Asia 
 Ε̓σέβιοςEusebius,Vol-3-G_M-Greek-Males-Eusebius-9,Asia 
 Ε̓σέβιοςEusebius,Vol-3-G_M-Greek-Males-Eusebius-10,Asia 
 Ε̓σέβιοςEusebius,Vol-3-G_M-Greek-Males-Eusebius-11,Sicily 
 Ε̓σταθίαEustathia,Vol-2-G_F-Greek-Females-Eustathia-1,[Palestine?] 
 Ε̓στάθιοςEustathius,Vol-3-G_M-Greek-Males-Eustathius-1,Asia 
 Ε̓στάθιοςEustathius,Vol-3-G_M-Greek-Males-Eustathius-2,Greece 
 Ε̓στόχιοςEustochius,Vol-2-G_M-Greek-Males-Eustochius-1,[Palestine?] 
 Ε̓τάρκιοςEutarcius,Vol-3-G_M-Greek-Males-Eutarcius-1,Asia 
 Ε̓τελίωνEutelion,Vol-1-G_M-Eutelion-1,[Palestine?] 
 Ε̓τέρπηEuterpe,Vol-3-G_F-Greek-Females-Euterpe-1,Egypt 
 Ε̓τέρπηEuterpe,Vol-3-G_F-Greek-Females-Euterpe-2,Cyrenaica 
 Ε̓θάλιοςEuthalius,Vol-2-G_M-Greek-Males-Euthalius-1,[Palestine?] 
 Ε̓θήριοςEutherius,Vol-2-Vol-1-ADD-G_M-Greek-Males-Eutherius-1,[Palestine?] 
 ΕὔτολμοςEutolmus,Vol-1-G_M-Eutolmus-1,[Palestine?] 
 ΕὔτολμοςEutolmus,Vol-1-G_M-Eutolmus-2,[Palestine?] 
 ΕὔτολμοςEutolmus,Vol-1-G_M-Eutolmus-3,[Palestine?] 
 ΕὔτολμοςEutolmus,Vol-1-G_M-Eutolmus-4,[Palestine?] 
 ΕὔτολμοςEutolmus,Vol-1-G_M-Eutolmus-5,[Palestine?] 
 ΕὔτολμοςEutolmus,Vol-1-G_M-Eutolmus-6,[Palestine?] 
 ΕὔτολμοςEutolmus,Vol-1-G_M-Eutolmus-7,[Palestine?] 
 ΕὔτολμοςEutolmus,Vol-2-G_M-Greek-Males-Eutolmus-1,[Palestine?] 
 ΕὔτολμοςEutolmus,Vol-2-Vol-1-ADD-G_M-Greek-Males-Eutolmus-1,[Palestine?] 
 Ε̓τόνιοςEutonius,Vol-1-G_M-Eutonius-1,[Palestine?] 
 Ε̓τραπέλοςEutrapelus,Vol-1-G_M-Eutrapelus-1,[Palestine?] 
 Ε̓τραπέλοςEutrapelus,Vol-1-G_M-Eutrapelus-2,[Palestine?] 
 Ε̓τροπίαEutropia,Vol-2-G_F-Greek-Females-Eutropia-1,[Palestine?] 
 Ε̓τρόπιςEutropis,Vol-3-G_M-Greek-Males-Eutropis-1,Rome 
 Ε̓τρόπιοςEutropius,Vol-3-G_M-Greek-Males-Eutropius-1,Asia 
 Ε̓τυχᾶςEutychas,Vol-3-G_M-Greek-Males-Eutychas-1,Egypt 
 Ε̓τυχᾶςEutychas,Vol-3-G_M-Greek-Males-Eutychas-2,Rome 
 Ε̓τύχηςEutyches,Vol-3-G_M-Greek-Males-Eutyches-1,Rome 
 Ε̓τύχηςEutyches,Vol-3-G_M-Greek-Males-Eutyches-2,Rome 
 Ε̓τύχηςEutyches,Vol-3-G_M-Greek-Males-Eutyches-3,Asia 
 Ε̓τύχηςEutyches,Vol-3-G_M-Greek-Males-Eutyches-4,Rome 
 Ε̓τυχίαEutychia,Vol-3-G_F-Greek-Females-Eutychia-1,Rome 
 Ε̓τυχίαEutychia,Vol-3-G_F-Greek-Females-Eutychia-2,Greece 
 Ε̓τυχίαEutychia,Vol-3-G_F-Greek-Females-Eutychia-3,Rome 
 Ε̓τυχίαEutychia,Vol-3-G_F-Greek-Females-Eutychia-4,Rome 
 Ε̓τυχίαEutychia,Vol-3-G_F-Greek-Females-Eutychia-5,Rome 
 Ε̓τυχίαEutychia,Vol-3-G_F-Greek-Females-Eutychia-6,Greece 
 Ε̓τυχίαEutychia,Vol-3-G_F-Greek-Females-Eutychia-7,Asia 
 Ε̓τυχιανήEutychiane,Vol-2-Vol-1-ADD-G_F-Greek-Females-Eutychiane-1,[Palestine?] 
 Ε̓τυχιανήEutychiane,Vol-3-G_F-Greek-Females-Eutychiane-1,Asia 
 Ε̓τυχιανόςEutychianus,Vol-2-G_M-Greek-Males-Eutychianus-1,[Palestine?] 
 Ε̓τυχιανόςEutychianus,Vol-3-G_M-Greek-Males-Eutychianus-1,Rome 
 Ε̓τυχιανόςEutychianus,Vol-3-G_M-Greek-Males-Eutychianus-2,Asia 
 Ε̓τυχιανόςEutychianus,Vol-3-G_M-Greek-Males-Eutychianus-3,Asia 
 Ε̓τυχίδηςEutychides,Vol-2-G_M-Greek-Males-Eutychides-1,[Palestine?] 
 Ε̓τύχιςEutychis,Vol-3-G_M-Greek-Males-Eutychis-1,Rome 
 Ε̓τύχιοςEutychius,Vol-2-G_M-Greek-Males-Eutychius-1,[Palestine?] 
 Ε̓τύχιοςEutychius,Vol-2-G_M-Greek-Males-Eutychius-2,[Palestine?] 
 Ε̓τύχιοςEutychius,Vol-2-G_M-Greek-Males-Eutychius-3,[Palestine?] 
 Ε̓τύχιοςEutychius,Vol-2-G_M-Greek-Males-Eutychius-4,[Palestine?] 
 Ε̓τύχιοςEutychius,Vol-2-G_M-Greek-Males-Eutychius-5,[Palestine?] 
 Ε̓τύχιοςEutychius,Vol-3-G_M-Greek-Males-Eutychius-1,Rome 
 Ε̓τύχιοςEutychius,Vol-3-G_M-Greek-Males-Eutychius-2,Greece 
 Ε̓τύχιοςEutychius,Vol-3-G_M-Greek-Males-Eutychius-3,Asia 
 Ε̓τύχιοςEutychius,Vol-3-G_M-Greek-Males-Eutychius-4,Asia 
 Ε̓τύχιοςEutychius,Vol-3-G_M-Greek-Males-Eutychius-5,Asia 
 ΕὔτυχοςEutychus,Vol-3-G_M-Greek-Males-Eutychus-1,Asia 
 ΕὔτυχοςEutychus,Vol-3-G_M-Greek-Males-Eutychus-2,Rome 
 ΕὔτυχοςEutychus,Vol-3-G_M-Greek-Males-Eutychus-3,Asia 
 ΕὔτυχοςEutychus,Vol-3-G_M-Greek-Males-Eutychus-4,Greece 
 Ε̓ξᾶEuxa,Vol-1-G_M-Euxa-1,[Palestine?] 
 חוהEve,Vol-4-B_F-Biblical-Females-Eve-1,Babylonia 
 ̓ΕξαίνεταExaineta,Vol-3-G_F-Greek-Females-Exaineta-1,Cyrenaica 
 חזקיהEzekiah,Vol-3-B_M-Biblical-Males-Ezekiah-1,Egypt 
 חזקיהEzekiah,Vol-3-B_M-Biblical-Males-Ezekiah-2,Egypt 
 חזקיהEzekiah,Vol-3-B_M-Biblical-Males-Ezekiah-3,Egypt 
 חזקיהḤezekiah,Vol-4-B_M-Biblical-Males-Ḥezekiah-1,Babylonia 
 חזקיהḤezekiah,Vol-4-B_M-Biblical-Males-Ḥezekiah-2,Babylonia 
 יחזקאלEzekiel,Vol-1-B_M-Ezekiel-1,[Palestine?] 
 יחזקאלEzekiel,Vol-1-B_M-Ezekiel-2,[Palestine?] 
 יחזקאלEzekiel,Vol-1-B_M-Ezekiel-3,[Palestine?] 
 יחזקאלEzekiel,Vol-4-B_M-Biblical-Males-Ezekiel-1,Babylonia 
 עזרEzer,Vol-2-B_M-Biblical-Males-Ezer-1,[Palestine?] 
 עזראEzra,Vol-1-B_M-Ezra-1,[Palestine?] 
 עזראEzra,Vol-1-B_M-Ezra-2,[Palestine?] 
 עזראEzra,Vol-1-B_M-Ezra-3,[Palestine?] 
 עזראEzra,Vol-1-B_M-Ezra-4,[Palestine?] 
 עזראEzra,Vol-2-B_M-Biblical-Males-Ezra-1,[Palestine?] 
 עזראEzra,Vol-2-B_M-Biblical-Males-Ezra-2,[Palestine?] 
 עזראEzra,Vol-3-B_M-Biblical-Males-Ezra-1,Greece 
 עזראʿEzra,Vol-4-B_M-Biblical-Males-ʿEzra-1,Arab. Pen. 
 עזראʿEzra,Vol-4-B_M-Biblical-Males-ʿEzra-2,Arab. Pen. 
 FabiaFabia,Vol-3-L_F-Latin-Females-Fabia-1,Rome 
 FabiaFabia,Vol-3-L_F-Latin-Females-Fabia-2,Rome 
 FabiusFabius,Vol-3-L_M-Latin-Males-Fabius-1,Asia 
 FabiusFabius,Vol-3-L_M-Latin-Males-Fabius-2,Italy 
 فكيهةFakīha,Vol-4-A_F-Arabic-Females-Fakīha-1,Arab. Pen. 
 FarāFarā,Vol-4-I_M-Iranian-Males-Farā-1,Persia 
 فردمFardam,Vol-4-A_M-Arabic-Males-Fardam-1,Arab. Pen. 
 فردمFardam,Vol-4-A_M-Arabic-Males-Fardam-2,Arab. Pen. 
 FarruχFarruχ,Vol-2-Vol-1-ADD-P_M-Persian-Males-Farruχ-1,[Palestine?] 
 FarruχFarruχ,Vol-4-I_M-Iranian-Males-Farruχ-1,Babylonia 
 FarruχFarruχ,Vol-4-I_M-Iranian-Males-Farruχ-2,Dura-Europos 
 FarruχFarruχ,Vol-4-I_M-Iranian-Males-Farruχ-3,Babylonia 
 FarruχFarruχ,Vol-4-I_M-Iranian-Males-Farruχ-4,Babylonia 
 FarruχFarruχ,Vol-4-I_M-Iranian-Males-Farruχ-5,Babylonia 
 FarruχFarruχ,Vol-4-I_M-Iranian-Males-Farruχ-6,Babylonia 
 FarruχFarruχ,Vol-4-I_M-Iranian-Males-Farruχ-7,Persia 
 FarruχoēFarruχoē,Vol-4-I_F-Iranian-Females-Farruχoē-1,Babylonia 
 FarruχoēFarruχoē,Vol-4-I_F-Iranian-Females-Farruχoē-2,Babylonia 
 FarruχwdādhFarruχwdādh,Vol-4-I_M-Iranian-Males-Farruχwdādh-1,Babylonia 
 FarruχwdādhFarruχwdādh,Vol-4-I_M-Iranian-Males-Farruχwdādh-2,Babylonia 
 FaustilaFaustila,Vol-3-L_F-Latin-Females-Faustila-1,Rome 
 FaustinaFaustina,Vol-2-L_F-Latin-Female-Faustina-1,[Palestine?] 
 FaustinaFaustina,Vol-3-L_F-Latin-Females-Faustina-1,Rome 
 FaustinaFaustina,Vol-3-L_F-Latin-Females-Faustina-2,Rome 
 FaustinaFaustina,Vol-3-L_F-Latin-Females-Faustina-3,Rome 
 FaustinaFaustina,Vol-3-L_F-Latin-Females-Faustina-4,Italy 
 FaustinaFaustina,Vol-3-L_F-Latin-Females-Faustina-5,Italy 
 FaustinaFaustina,Vol-3-L_F-Latin-Females-Faustina-6,Italy 
