lemma,pointer_in_volume,provenance
 יוחנןYohanan,Vol-1-B_M-Yohanan-8,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-9,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-10,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-11,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-12,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-13,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-14,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-15,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-16,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-17,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-18,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-19,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-20,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-21,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-22,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-23,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-24,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-25,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-26,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-27,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-28,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-29,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-30,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-31,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-32,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-33,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-34,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-35,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-36,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-37,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-38,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-39,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-40,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-41,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-42,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-43,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-44,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-45,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-46,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-47,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-48,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-49,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-50,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-51,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-52,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-53,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-54,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-55,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-56,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-57,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-58,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-59,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-60,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-61,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-62,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-63,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-64,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-65,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-66,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-67,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-68,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-69,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-70,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-71,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-72,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-73,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-74,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-75,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-76,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-77,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-78,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-79,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-80,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-81,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-82,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-83,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-84,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-85,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-86,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-87,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-88,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-89,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-90,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-91,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-92,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-93,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-94,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-95,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-96,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-97,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-98,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-99,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-100,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-101,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-102,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-103,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-104,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-105,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-106,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-107,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-108,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-109,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-110,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-111,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-112,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-113,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-114,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-115,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-116,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-117,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-118,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-119,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-120,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-121,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-122,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-123,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-124,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-125,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-126,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-127,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-128,[Palestine?] 
 יוחנןYohanan,Vol-1-B_M-Yohanan-129,[Palestine?] 
 יוחנןYohanan,Vol-2-B_M-Biblical-Males-Yohanan-1,[Palestine?] 
 יוחנןYohanan,Vol-2-B_M-Biblical-Males-Yohanan-2,[Palestine?] 
 יוחנןYohanan,Vol-2-B_M-Biblical-Males-Yohanan-3,[Palestine?] 
 יוחנןYohanan,Vol-2-B_M-Biblical-Males-Yohanan-4,[Palestine?] 
 יוחנןYohanan,Vol-2-B_M-Biblical-Males-Yohanan-5,[Palestine?] 
 יוחנןYohanan,Vol-2-B_M-Biblical-Males-Yohanan-6,[Palestine?] 
 יוחנןYohanan,Vol-2-B_M-Biblical-Males-Yohanan-7,[Palestine?] 
 יוחנןYohanan,Vol-2-B_M-Biblical-Males-Yohanan-8,[Palestine?] 
 יוחנןYohanan,Vol-2-B_M-Biblical-Males-Yohanan-9,[Palestine?] 
 יוחנןYohanan,Vol-2-B_M-Biblical-Males-Yohanan-10,[Palestine?] 
 יוחנןYohanan,Vol-2-B_M-Biblical-Males-Yohanan-11,[Palestine?] 
 יוחנןYohanan,Vol-2-B_M-Biblical-Males-Yohanan-12,[Palestine?] 
 יוחנןYohanan,Vol-2-B_M-Biblical-Males-Yohanan-13,[Palestine?] 
 יוחנןYohanan,Vol-2-B_M-Biblical-Males-Yohanan-14,[Palestine?] 
 יוחנןYohanan,Vol-2-B_M-Biblical-Males-Yohanan-15,[Palestine?] 
 יוחנןYohanan,Vol-2-B_M-Biblical-Males-Yohanan-16,[Palestine?] 
 יוחנןYohanan,Vol-2-B_M-Biblical-Males-Yohanan-17,[Palestine?] 
 יוחנןYohanan,Vol-2-B_M-Biblical-Males-Yohanan-18,[Palestine?] 
 יוחנןYohanan,Vol-2-B_M-Biblical-Males-Yohanan-19,[Palestine?] 
 יוחנןYohanan,Vol-2-B_M-Biblical-Males-Yohanan-20,[Palestine?] 
 יוחנןYohanan,Vol-2-B_M-Biblical-Males-Yohanan-21,[Palestine?] 
 יוחנןYohanan,Vol-2-B_M-Biblical-Males-Yohanan-22,[Palestine?] 
 יוחנןYohanan,Vol-2-B_M-Biblical-Males-Yohanan-23,[Palestine?] 
 יוחנןYohanan,Vol-2-B_M-Biblical-Males-Yohanan-24,[Palestine?] 
 יוחנןYohanan,Vol-2-B_M-Biblical-Males-Yohanan-25,[Palestine?] 
 יוחנןYohanan,Vol-2-B_M-Biblical-Males-Yohanan-26,[Palestine?] 
 יוחנןYohanan,Vol-2-B_M-Biblical-Males-Yohanan-27,[Palestine?] 
 יוחנןYohanan,Vol-2-B_M-Biblical-Males-Yohanan-28,[Palestine?] 
 יוחנןYohanan,Vol-2-B_M-Biblical-Males-Yohanan-29,[Palestine?] 
 יוחנןYohanan,Vol-2-B_M-Biblical-Males-Yohanan-30,[Palestine?] 
 יוחנןYohanan,Vol-2-B_M-Biblical-Males-Yohanan-31,[Palestine?] 
 יוחנןYohanan,Vol-2-B_M-Biblical-Males-Yohanan-32,[Palestine?] 
 יוחנןYohanan,Vol-2-B_M-Biblical-Males-Yohanan-33,[Palestine?] 
 יוחנןYohanan,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Yohanan-1,[Palestine?] 
 יוחנןYohanan,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Yohanan-2,[Palestine?] 
 יוחנןYohanan,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Yohanan-3,[Palestine?] 
 יוחנןYohanan,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Yohanan-4,[Palestine?] 
 יוחנןYohanan,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Yohanan-5,[Palestine?] 
 יוחנןYohanan,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Yohanan-6,[Palestine?] 
 יוחנןYohanan,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Yohanan-7,[Palestine?] 
 יוחנןYohanan,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Yohanan-8,[Palestine?] 
 יוחנןYohanan,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Yohanan-9,[Palestine?] 
 יוחנןYohanan,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Yohanan-10,[Palestine?] 
 יוחנןYohanan,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Yohanan-11,[Palestine?] 
 יוחנןYohanan,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Yohanan-12,[Palestine?] 
 יונהYonah,Vol-1-B_M-Yonah-1,[Palestine?] 
 יונהYonah,Vol-1-B_M-Yonah-2,[Palestine?] 
 יונהYonah,Vol-1-B_M-Yonah-3,[Palestine?] 
 יונהYonah,Vol-1-B_M-Yonah-4,[Palestine?] 
 יונהYonah,Vol-2-B_M-Biblical-Males-Yonah-1,[Palestine?] 
 יונהYonah,Vol-2-B_M-Biblical-Males-Yonah-2,[Palestine?] 
 יונהYonah,Vol-2-B_M-Biblical-Males-Yonah-3,[Palestine?] 
 יונהYonah,Vol-2-B_M-Biblical-Males-Yonah-4,[Palestine?] 
 יונהYonah,Vol-2-B_M-Biblical-Males-Yonah-5,[Palestine?] 
 יונהYonah,Vol-2-B_M-Biblical-Males-Yonah-6,[Palestine?] 
 יונהYonah,Vol-2-B_M-Biblical-Males-Yonah-7,[Palestine?] 
 יונהYonah,Vol-2-B_M-Biblical-Males-Yonah-8,[Palestine?] 
 יונהYonah,Vol-2-B_M-Biblical-Males-Yonah-9,[Palestine?] 
 יונהYonah,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Yonah-1,[Palestine?] 
 יושעטבYoshʿaṭav,Vol-4-S-H_M-Semitic-Hebrew-Males-Yoshʿaṭav-1,[Palestine?] 
 יאזניהYoziniah,Vol-1-B_M-Yoziniah-1,[Palestine?] 
 ياسرYāsir,Vol-4-A_M-Arabic-Males-Yāsir-1,Arab. Pen. 
 ياسرYāsir,Vol-4-A_M-Arabic-Males-Yāsir-2,Arab. Pen. 
 ياسرYāsir,Vol-4-A_M-Arabic-Males-Yāsir-3,Arab. Pen. 
 ياسرYāsir,Vol-4-A_M-Arabic-Males-Yāsir-4,Arab. Pen. 
 YāsmīnehYāsmīneh,Vol-4-I_F-Iranian-Females-Yāsmīneh-1,Babylonia 
 YāsmīnehYāsmīneh,Vol-4-I_F-Iranian-Females-Yāsmīneh-2,Babylonia 
 YuχBurzōēYuχBurzōē,Vol-4-I_M-Iranian-Males-YuχBurzōē-1,Babylonia 
 يهامنYuha’min,Vol-2-Vol-4-ADD-A_M-Arabic-Males-Yuha’min-1,Arabia 
 ينعمYun‘im,Vol-2-Vol-4-ADD-A_M-Arabic-Males-Yun‘im-1,Arabia 
 ينعمYun‘im,Vol-2-Vol-4-ADD-A_M-Arabic-Males-Yun‘im-2,Arabia 
 ينعمYun‘im,Vol-2-Vol-4-ADD-A_M-Arabic-Males-Yun‘im-3,Arabia 
 YāwehYāweh,Vol-4-I_M-Iranian-Males-Yāweh-1,Babylonia 
 YāwitaiYāwitai,Vol-4-I_F-Iranian-Females-Yāwitai-1,Babylonia 
 YāwitaiYāwitai,Vol-4-I_F-Iranian-Females-Yāwitai-2,Babylonia 
 זביZabbi,Vol-1-B_M-Zabbi-1,[Palestine?] 
 זבדיאלZabdiel,Vol-3-B_M-Biblical-Males-Zabdiel-1,Egypt 
 זבינאZabina,Vol-3-B_M-Biblical-Males-Zabina-1,Egypt 
 זבינאZabina,Vol-3-B_M-Biblical-Males-Zabina-2,Egypt 
 ZabouttasZabouttas,Vol-3-S-G_M-Semitic-Greek-Males-Zabouttas-1,Rome 
 ZabouttasZabouttas,Vol-3-S-G_M-Semitic-Greek-Males-Zabouttas-2,Rome 
 זכריהZachariah,Vol-1-B_M-Zachariah-1,[Palestine?] 
 זכריהZachariah,Vol-1-B_M-Zachariah-2,[Palestine?] 
 זכריהZachariah,Vol-1-B_M-Zachariah-3,[Palestine?] 
 זכריהZachariah,Vol-1-B_M-Zachariah-4,[Palestine?] 
 זכריהZachariah,Vol-1-B_M-Zachariah-5,[Palestine?] 
 זכריהZachariah,Vol-1-B_M-Zachariah-6,[Palestine?] 
 זכריהZachariah,Vol-1-B_M-Zachariah-7,[Palestine?] 
 זכריהZachariah,Vol-1-B_M-Zachariah-8,[Palestine?] 
 זכריהZachariah,Vol-1-B_M-Zachariah-9,[Palestine?] 
 זכריהZachariah,Vol-1-B_M-Zachariah-10,[Palestine?] 
 זכריהZachariah,Vol-1-B_M-Zachariah-11,[Palestine?] 
 זכריהZachariah,Vol-1-B_M-Zachariah-12,[Palestine?] 
 זכריהZachariah,Vol-1-B_M-Zachariah-13,[Palestine?] 
 זכריהZachariah,Vol-1-B_M-Zachariah-14,[Palestine?] 
 זכריהZachariah,Vol-1-B_M-Zachariah-15,[Palestine?] 
 זכריהZachariah,Vol-1-B_M-Zachariah-16,[Palestine?] 
 זכריהZachariah,Vol-1-B_M-Zachariah-17,[Palestine?] 
 זכריהZachariah,Vol-1-B_M-Zachariah-18,[Palestine?] 
 זכריהZachariah,Vol-1-B_M-Zachariah-19,[Palestine?] 
 זכריהZachariah,Vol-1-B_M-Zachariah-20,[Palestine?] 
 זכריהZachariah,Vol-1-B_M-Zachariah-21,[Palestine?] 
 זכריהZachariah,Vol-1-B_M-Zachariah-22,[Palestine?] 
 זכריהZachariah,Vol-1-B_M-Zachariah-23,[Palestine?] 
 זכריהZachariah,Vol-1-B_M-Zachariah-24,[Palestine?] 
 זכריהZachariah,Vol-1-B_M-Zachariah-25,[Palestine?] 
 זכריהZachariah,Vol-1-B_M-Zachariah-26,[Palestine?] 
 זכריהZachariah,Vol-1-B_M-Zachariah-27,[Palestine?] 
 זכריהZachariah,Vol-1-B_M-Zachariah-28,[Palestine?] 
 זכריהZachariah,Vol-1-B_M-Zachariah-29,[Palestine?] 
 זכריהZachariah,Vol-1-B_M-Zachariah-30,[Palestine?] 
 זכריהZachariah,Vol-1-B_M-Zachariah-31,[Palestine?] 
 זכריהZachariah,Vol-2-B_M-Biblical-Males-Zachariah-1,[Palestine?] 
 זכריהZachariah,Vol-2-B_M-Biblical-Males-Zachariah-2,[Palestine?] 
 זכריהZachariah,Vol-2-B_M-Biblical-Males-Zachariah-3,[Palestine?] 
 זכריהZachariah,Vol-2-B_M-Biblical-Males-Zachariah-4,[Palestine?] 
 זכריהZachariah,Vol-2-B_M-Biblical-Males-Zachariah-5,[Palestine?] 
 זכריהZachariah,Vol-2-B_M-Biblical-Males-Zachariah-6,[Palestine?] 
 זכריהZachariah,Vol-2-B_M-Biblical-Males-Zachariah-7,[Palestine?] 
 זכריהZachariah,Vol-2-B_M-Biblical-Males-Zachariah-8,[Palestine?] 
 זכריהZachariah,Vol-2-B_M-Biblical-Males-Zachariah-9,[Palestine?] 
 זכריהZachariah,Vol-2-B_M-Biblical-Males-Zachariah-10,[Palestine?] 
 זכריהZachariah,Vol-2-B_M-Biblical-Males-Zachariah-11,[Palestine?] 
 זכריהZachariah,Vol-2-B_M-Biblical-Males-Zachariah-12,[Palestine?] 
 זכריהZachariah,Vol-2-B_M-Biblical-Males-Zachariah-13,[Palestine?] 
 זכריהZachariah,Vol-2-B_M-Biblical-Males-Zachariah-14,[Palestine?] 
 זכריהZachariah,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Zachariah-1,[Palestine?] 
 זכריהZachariah,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Zachariah-2,[Palestine?] 
 זכריהZachariah,Vol-3-B_M-Biblical-Males-Zachariah-1,Egypt 
 זכריהZachariah,Vol-3-B_M-Biblical-Males-Zachariah-2,Egypt 
 זכריהZachariah,Vol-3-B_M-Biblical-Males-Zachariah-3,Egypt 
 זכריהZachariah,Vol-3-B_M-Biblical-Males-Zachariah-4,Sicily 
 זכריהZachariah,Vol-3-B_M-Biblical-Males-Zachariah-5,Egypt 
 זכריהZachariah,Vol-3-B_M-Biblical-Males-Zachariah-6,Asia 
 זכריהZachariah,Vol-4-B_M-Biblical-Males-Zachariah-1,Babylonia 
 זכריהZachariah,Vol-4-B_M-Biblical-Males-Zachariah-2,Babylonia? 
 זכורZachur,Vol-3-B_M-Biblical-Males-Zachur-1,Egypt 
 צדוקZadok,Vol-1-B_M-Zadok-1,[Palestine?] 
 צדוקZadok,Vol-1-B_M-Zadok-2,[Palestine?] 
 צדוקZadok,Vol-1-B_M-Zadok-3,[Palestine?] 
 צדוקZadok,Vol-1-B_M-Zadok-4,[Palestine?] 
 צדוקZadok,Vol-2-B_M-Biblical-Males-Zadok-1,[Palestine?] 
 צדוקZadok,Vol-2-B_M-Biblical-Males-Zadok-2,[Palestine?] 
 צדוקZadok,Vol-2-B_M-Biblical-Males-Zadok-3,[Palestine?] 
 צדוקZadok,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Zadok-1,[Palestine?] 
 צדוקZadok,Vol-4-B_M-Biblical-Males-Zadok-1,Palmyra 
 צדוקZadok,Vol-4-B_M-Biblical-Males-Zadok-2,Arab. Pen. 
 צדוקZadok,Vol-4-B_M-Biblical-Males-Zadok-3,Babylonia? 
 ΖαελZael,Vol-1-S-G_F-Zael-1,[Palestine?] 
 זעראZaera,Vol-1-S-H_M-Zaera-1,[Palestine?] 
 זעראZaera,Vol-1-S-H_M-Zaera-2,[Palestine?] 
 זעראZaera,Vol-3-S-H_M-Semitic-Hebrew-Males-Zaera-1,Egypt 
 זעראZaera,Vol-3-S-H_M-Semitic-Hebrew-Males-Zaera-2,Egypt 
 זעראZaera,Vol-3-S-H_M-Semitic-Hebrew-Males-Zaera-3,Egypt 
 ZaharonaZaharona,Vol-3-S-G_M-Semitic-Greek-Males-Zaharona-1,Rome 
 זכותZakhut,Vol-4-S-H_F-Semitic-Hebrew-Females-Zakhut-1,Babylonia 
 זמריZamari,Vol-1-B_M-Zamari-1,[Palestine?] 
 זמריZamari,Vol-1-B_M-Zamari-2,[Palestine?] 
 זמריZamari,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Zamari-1,[Palestine?] 
 זמריZamari,Vol-4-B_M-Biblical-Males-Zamari-1,Babylonia 
 ΖάνναςZannas,Vol-2-G_M-Greek-Males-Zannas-1,[Palestine?] 
 ΖανναςZannas,Vol-3-G_M-Greek-Males-Zannas-1,Egypt 
 זקהZaqah,Vol-2-S-H_M-Semitic-Hebrew-Males-Zaqah-1,[Palestine?] 
 ĀzarmīDūχtĀzarmīDūχt,Vol-4-I_F-Iranian-Females-ĀzarmīDūχt-1,Babylonia 
 ZarmzadZarmzad,Vol-4-I_M-Iranian-Males-Zarmzad-1,Babylonia 
 ZarīnkašZarīnkaš,Vol-4-I_F-Iranian-Females-Zarīnkaš-1,Babylonia 
 זרנוקיZarnuqi,Vol-2-S-H_M-Semitic-Hebrew-Males-Zarnuqi-1,[Palestine?] 
 ZarrakZarrak,Vol-4-I_F-Iranian-Females-Zarrak-1,Babylonia 
 זויתאZavita,Vol-4-S-H_F-Semitic-Hebrew-Females-Zavita-1,Babylonia 
 زيدZayd,Vol-4-A_M-Arabic-Males-Zayd-1,Arab. Pen. 
 زيدZayd,Vol-4-A_M-Arabic-Males-Zayd-2,Arab. Pen. 
 زيدZayd,Vol-4-A_M-Arabic-Males-Zayd-3,Arab. Pen. 
 زيدZayd,Vol-4-A_M-Arabic-Males-Zayd-4,Arab. Pen. 
 زيدZayd,Vol-4-A_M-Arabic-Males-Zayd-5,Arab. Pen. 
 زيدZayd,Vol-4-A_M-Arabic-Males-Zayd-6,Arab. Pen. 
 زيدZayd,Vol-4-A_M-Arabic-Males-Zayd-7,Arab. Pen. 
 زيدZayd,Vol-4-A_M-Arabic-Males-Zayd-8,Arab. Pen. 
 زيدZayd,Vol-4-A_M-Arabic-Males-Zayd-9,Arab. Pen. 
 زيدZayd,Vol-4-A_M-Arabic-Males-Zayd-10,Arab. Pen. 
 زيدZayd,Vol-4-A_M-Arabic-Males-Zayd-11,Arab. Pen. 
 زيدZayd,Vol-4-A_M-Arabic-Males-Zayd-12,Arab. Pen. 
 زيدZayd,Vol-4-A_M-Arabic-Males-Zayd-13,Arab. Pen. 
 زيدZayd,Vol-4-A_M-Arabic-Males-Zayd-14,Arab. Pen. 
 זייגZayg,Vol-2-S-H_M-Semitic-Hebrew-Males-Zayg-1,[Palestine?] 
 زينبZaynab,Vol-4-A_F-Arabic-Females-Zaynab-1,Arab. Pen. 
 זיתZayt,Vol-2-S-H_M-Semitic-Hebrew-Males-Zayt-1,[Palestine?] 
 זיתZayt,Vol-2-S-H_M-Semitic-Hebrew-Males-Zayt-2,[Palestine?] 
 זייויZayvi,Vol-4-S-H_F-Semitic-Hebrew-Females-Zayvi-1,Babylonia 
 זזאZaza,Vol-1-B_M-Zaza-1,[Palestine?] 
 זזאZaza,Vol-2-B_M-Biblical-Males-Zaza-1,[Palestine?] 
 זזאZaza,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Zaza-1,[Palestine?] 
 ĀzādyārĀzādyār,Vol-4-I_F-Iranian-Females-Āzādyār-1,Babylonia 
 ΖήαιναZeaina,Vol-3-G_F-Greek-Females-Zeaina-1,Cyrenaica 
 זבדיZebadi,Vol-2-B_M-Biblical-Males-Zebadi-1,[Palestine?] 
 זבדיZebadi,Vol-2-B_M-Biblical-Males-Zebadi-2,[Palestine?] 
 זבדיZebadi,Vol-2-B_M-Biblical-Males-Zebadi-3,[Palestine?] 
 זבדיZebadi,Vol-2-B_M-Biblical-Males-Zebadi-4,[Palestine?] 
 זבדיZebadi,Vol-2-B_M-Biblical-Males-Zebadi-5,[Palestine?] 
 זבדיZebadi,Vol-2-B_M-Biblical-Males-Zebadi-6,[Palestine?] 
 זבדיZebadi,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Zebadi-1,[Palestine?] 
 זבדיZebadi,Vol-3-B_M-Biblical-Males-Zebadi-1,Egypt 
 זבדיהZebadiah,Vol-2-B_M-Biblical-Males-Zebadiah-1,[Palestine?] 
 זבדיהZebadiah,Vol-2-B_M-Biblical-Males-Zebadiah-2,[Palestine?] 
 זבדיהZebadiah,Vol-2-B_M-Biblical-Males-Zebadiah-3,[Palestine?] 
 זבדיהZebadiah,Vol-2-B_M-Biblical-Males-Zebadiah-4,[Palestine?] 
 זבדיהZebadiah,Vol-2-B_M-Biblical-Males-Zebadiah-5,[Palestine?] 
 זבדיהZebadiah,Vol-2-B_M-Biblical-Males-Zebadiah-6,[Palestine?] 
 זבדיהZebadiah,Vol-2-B_M-Biblical-Males-Zebadiah-7,[Palestine?] 
 זבדיהZebadiah,Vol-2-B_M-Biblical-Males-Zebadiah-8,[Palestine?] 
