lemma	pointer_in_volume	details								
 ?????????Theodorus	Vol-3-G_M-d8e44701-person	Synagogue inscription	 Sardis	 Kroll 						
 ?????????Theodorus	Vol-3-G_M-d8e44742-person	Epitaph	 Teucheira	 Robinson 						
 ?????????Theodorus	Vol-3-G_M-d8e44774-person	Epitaph	 Teucheira	 Gray 						
 ?????????Theodorus	Vol-3-G_M-d8e44809-person	Epitaph	 Teucheira	 Oliverio 						
 ?????????Theodorus	Vol-3-G_M-d8e44846-person	Epitaph	 Ptolemais 							
 ?????????Theodorus	Vol-3-G_M-d8e44879-person	Epitaph	 Teucheira 							
 ?????????Theodorus	Vol-3-G_M-d8e44921-person	Collegium inscription	 Chios 							
 ?????????Theodorus	Vol-3-G_M-d8e44977-person	Dedicatory inscription	 Leptis Magna 							
 ?????????Theodorus	Vol-3-G_M-d8e45014-person	Epitaph	 Luxor?							
                   										
 ?????????Theodorus	Vol-4-G_M-d8e913-person	Ossuary	 Jerusalem	 Abel 						
 ?????????Theodorus	Vol-4-G_M-d8e961-person	Epitaphs	 catacomb 1	CIJ1027	1028					
 ?????????Theodosia	Vol-2-G_F-d8e2266-person	Epitaph	 Beth She‘arim	 catacomb 21 						
 ?????????Theodosia	Vol-3-G_F-d8e10886-person	Epitaph	 Kaibel 							
 ?????????Theodosia	Vol-3-G_F-d8e10944-person	Epitaph	 Teucheira	 Pacho 						
 ??????????Theodosius	Vol-1-G_M-d2e9282-person	Graffiti	 Herodium	 Testa 						
 ??????????Theodosius	Vol-1-G_M-d2e9312-person	Ostracon	 Jerusalem 							
 ??????????Theodosius	Vol-1-G_M-d2e9341-person	Papyrus	 letter	 Heber 						
 ??????????Theodosius	Vol-2-G_M-d8e8708-person	Amulet	 Bible Lands Museum 							
 ??????????Theodosius	Vol-3-G_M-d8e40308-person	Papyrus	 Fayum	 Wilcken 						
 ??????????Theodosius	Vol-3-G_M-d8e40342-person	Papyrus	 Fayum	 Wilcken 						
 ??????????Theodosius	Vol-3-G_M-d8e40373-person	Ostracon	 Edfu	 Manteuffel 						
 ??????????Theodosius	Vol-3-G_M-d8e40418-person	Ostracon	 Edfu	 Wessely 						
 ??????????Theodosius	Vol-3-G_M-d8e40462-person	Papyrus	 Heracleopolis 							
 ??????????Theodosius	Vol-3-G_M-d8e40494-person	Papyrus	 Arsinoe 							
 ??????????Theodosius	Vol-3-G_M-d8e40540-person	Epitaph	 Leontopolis	 Norsa 						
 ??????????Theodosius	Vol-3-G_M-d8e40584-person	Epitaph	 Beroea	 Kokouvou 						
 ??????????Theodosius	Vol-3-G_M-d8e40625-person	Epitaph 								
 ??????????Theodosius	Vol-3-G_M-d8e40658-person	Epitaph	 Sedment el-Gebel 							
 ??????????Theodosius	Vol-4-Vol-3-Add-G_M-d8e352-person	Synagogue inscription	 Andriake 							
 ????????Theodote	Vol-2-G_F-d8e2313-person	Epitaph 								
 ????????Theodote	Vol-3-G_F-d8e10995-person	Papyrus	 Alexandria	 Schubart 						
 ????????Theodote	Vol-3-G_F-d8e11028-person	Papyrus	 Arsinoe	 Wessely 						
 ????????Theodote	Vol-3-G_F-d8e11069-person	Papyrus	 Trikomia	 						
 ????????Theodote	Vol-3-G_F-d8e11104-person	Papyrus	 Heracleopolis 							
 ????????Theodote	Vol-3-G_F-d8e11136-person	Epitaph	 Thessalonica	 Reinach 						
 ????????Theodote	Vol-3-G_F-d8e11168-person	Epitaph	 Argos	 Vollgraff 						
 ????????Theodote	Vol-4-Vol-3-Add-G_F-d8e102-person	Synagogue inscription	 Andriake 							
 ?????????Theodotus	Vol-1-G_M-d2e9582-person	Ossuary	 Augusta Victoria	 Sukenik	1930					
 ?????????Theodotus	Vol-1-G_M-d2e9610-person	Ossuary	 Augusta Victoria	 Sukenik	1930					
 ?????????Theodotus	Vol-1-G_M-d2e9633-person	Ossuary	 Jericho	 Hachlili	1979					
 ?????????Theodotus	Vol-1-G_M-d2e9665-person	Inscription	 Ophel	 Weill	1914					
 ?????????Theodotus	Vol-2-G_M-d8e8784-person	Epitaph	 Beth She‘arim	catacomb 11 						
 ?????????Theodotus	Vol-2-G_M-d8e8815-person	Epitaph	 Zoar 							
 ?????????Theodotus	Vol-2-G_M-d8e8844-person	Epitaph	 Athens 							
 ?????????Theodotus	Vol-2-G_M-d8e8879-person	Graffito	 Wadi Hajaj							
                   										
 ?????????Theodotus	Vol-3-G_M-d8e40805-person	Papyrus	 Fayum	 Preaux 						
 ?????????Theodotus	Vol-3-G_M-d8e40845-person	Papyrus	 Fayum	 Preaux 						
 ?????????Theodotus	Vol-3-G_M-d8e40879-person	Papyrus	 Fayum	 Preaux 						
 ?????????Theodotus	Vol-3-G_M-d8e40911-person	Papyrus	 Samaria	 Wilcken 						
 ?????????Theodotus	Vol-3-G_M-d8e40945-person	Papyrus	 Fayum	 Wilcken 						
 ?????????Theodotus	Vol-3-G_M-d8e40980-person	Papyrus	 Fayum	 Wilcken 						
 ?????????Theodotus	Vol-3-G_M-d8e41012-person	Papyrus	 Fayum	 Smyly 						
 ?????????Theodotus	Vol-3-G_M-d8e41044-person	Papyrus	 Heracleia	 Jouguet & Lefèbvre 						
 ?????????Theodotus	Vol-3-G_M-d8e41075-person	Papyrus	 Arsinoe	 Schürer 						
 ?????????Theodotus	Vol-3-G_M-d8e41108-person	Papyrus	 Arsinoe	 Schürer 						
 ?????????Theodotus	Vol-3-G_M-d8e41150-person	Papyrus	 Arsinoe	 Schürer 						
 ?????????Theodotus	Vol-3-G_M-d8e41184-person	Papyrus	 Fayum 							
 ?????????Theodotus	Vol-3-G_M-d8e41216-person	Papyrus	 Alexandria	 Schubart 						
 ?????????Theodotus	Vol-3-G_M-d8e41248-person	Ostraca	 Edfu	 Manteuffel 						
 ?????????Theodotus	Vol-3-G_M-d8e41326-person	Ostraca	 Edfu	 Manteuffel 						
 ?????????Theodotus	Vol-3-G_M-d8e41361-person	Ostraca	 Edfu	 Manteuffel 						
 ?????????Theodotus	Vol-3-G_M-d8e41396-person	Ostracon	 Edfu	 Manteuffel 						
 ?????????Theodotus	Vol-3-G_M-d8e41443-person	Papyrus	 Oxyrhynchus	 Kase 						
 ?????????Theodotus	Vol-3-G_M-d8e41478-person	Papyrus	 Fayum	 Wessely 						
 ?????????Theodotus	Vol-3-G_M-d8e41516-person	Papyrus	 Trikomia 							
 ?????????Theodotus	Vol-3-G_M-d8e41555-person	Papyrus	 Trikomia 							
 ?????????Theodotus	Vol-3-G_M-d8e41597-person	Papyrus	 Theogenis	 Kramer 						
 ?????????Theodotus	Vol-3-G_M-d8e41641-person	Papyrus	 Heracleopolis 							
 ?????????Theodotus	Vol-3-G_M-d8e41680-person	Papyrus	 Vienna 							
 ?????????Theodotus	Vol-3-G_M-d8e41713-person	Papyrus	 Vienna 							
 ?????????Theodotus	Vol-3-G_M-d8e41746-person	Papyrus	 Vienna 							
 ?????????Theodotus	Vol-3-G_M-d8e41779-person	Papyrus	 Vienna 							
 ?????????Theodotus	Vol-3-G_M-d8e41818-person	Papyrus	 Vienna 							
 ?????????Theodotus	Vol-3-G_M-d8e41851-person	Papyrus	 Vienna 							
 ?????????Theodotus	Vol-3-G_M-d8e41884-person	Papyrus	 Heracleopolis 							
 ?????????Theodotus	Vol-3-G_M-d8e41919-person	Papyrus	 Heracleopolis 							
 ?????????Theodotus	Vol-3-G_M-d8e41951-person	Papyrus	 Heracleopolis 							
 ?????????Theodotus	Vol-3-G_M-d8e41999-person	Papyrus	 Heracleopolis 							
 ?????????Theodotus	Vol-3-G_M-d8e42034-person	Papyrus	 Heracleopolis 							
 ?????????Theodotus	Vol-3-G_M-d8e42072-person	Papyrus	 Heracleopolis 							
 ?????????Theodotus	Vol-3-G_M-d8e42104-person	Epitaph	 Monteverde	 Schneider Graziosi 						
 ?????????Theodotus	Vol-3-G_M-d8e42139-person	Epitaph	 Haifa (Israel)	 Savignac 						
 ?????????Theodotus	Vol-3-G_M-d8e42177-person	Dedicatory inscription	 Edfu	 Letronne 						
 ?????????Theodotus	Vol-3-G_M-d8e42221-person	Dedicatory inscription	 Hermopolis	 Zucker 						
 ?????????Theodotus	Vol-3-G_M-d8e42252-person	Epitaph	 Thessaly	 Dina 						
 ?????????Theodotus	Vol-3-G_M-d8e42284-person	Dedicatory inscription	 Aphrodisias	 Reynolds & Tannenbaum 						
 ?????????Theodotus	Vol-3-G_M-d8e42316-person	Epitaph	 Corycus	 Williams 						
 ?????????Theodotus	Vol-3-G_M-d8e42351-person	Epitaph	 el-Beida	 Oliverio 						
 ?????????Theodotus	Vol-3-G_M-d8e42389-person	Epitaph	 Ptolemais	 Pacho 						
 ?????????Theodotus	Vol-3-G_M-d8e42423-person	Epitaph	 Ptolemais	 Oliverio 						
 ?????????Theodotus	Vol-3-G_M-d8e42466-person	Graffito	 Teucheira	 Oliverio 						
 ?????????Theodotus	Vol-3-G_M-d8e42497-person	Epitaph	 Teucheira	 Oliverio 						
 ?????????Theodotus	Vol-3-G_M-d8e42532-person	Epitaph	 Teucheira	 Oliverio 						
 ?????????Theodotus	Vol-3-G_M-d8e42570-person	Epitaphs	 Teucheira	 Oliverio 						
 ?????????Theodotus	Vol-3-G_M-d8e42611-person	Epitaph	 Pacho 							
 ?????????Theodotus	Vol-3-G_M-d8e42649-person	Politeuma inscription	 Berenice	 Roux 						
 ?????????Theodotus	Vol-3-G_M-d8e42681-person	Epitaphs	 Teucheira	 Oliverio 						
 ?????????Theodotus	Vol-3-G_M-d8e42720-person	Epitaph 								
 ?????????Theodula	Vol-3-G_F-d8e11218-person	Epitaph	 Athens	 Koumanoudis 						
 ??????????Theogeiton	Vol-3-G_M-d8e39895-person	Epitaphs	 Teucheira	 Oliverio 						
 ????????Theogene	Vol-2-Vol-1-ADD-G_F-d8e881-person	Pagan altar	 Beit She’an 							
 ?????????Theogenes	Vol-3-G_M-d8e40000-person	Ostracon	 Edfu	 Wessely 						
 ?????????Theogenes	Vol-3-G_M-d8e40052-person	Ostracon	 Edfu	 Manteuffel 						
 ?????????Theogenes	Vol-3-G_M-d8e40090-person	Papyrus	 Arsinoe	 Wessely 						
 ?????????Theogenes	Vol-3-G_M-d8e40128-person	Papyrus	 Theogenis	 Kramer 						
 ?????????Theogenes	Vol-3-G_M-d8e40163-person	Papyrus	 Heracleides 							
 ?????????Theogenes	Vol-3-G_M-d8e40196-person	Synagogue inscription	 Nysa	 Robert 						
 ?????????Theologus	Vol-3-G_M-d8e45308-person	Epitaph	 Teucheira	 Applebaum 						
 ???????????Theomnastus	Vol-3-G_M-d8e45350-person	Papyrus	 Fayum	 Smyly 						
 ???????????Theomnastus	Vol-3-G_M-d8e45394-person	Papyrus	 Arsinoe	 Schürer 						
 ???????????Theomnastus	Vol-3-G_M-d8e45431-person	Papyrus	 Fayum	 Viereck 						
 ???????????Theomnastus	Vol-3-G_M-d8e45469-person	Papyrus	 Trikomia 							
 ???????????Theomnastus	Vol-3-G_M-d8e45504-person	Papyrus	 Heracleopolis 							
 ???????????Theomnastus	Vol-3-G_M-d8e45542-person	Papyrus	 Heracleopolis 							
 ?????Theon	Vol-3-G_M-d8e46535-person	Papyrus	 Vienna 							
 ?????Theon	Vol-3-G_M-d8e46564-person	Papyrus Vienna 								
 ?????Theon	Vol-3-G_M-d8e46593-person	Papyrus	 Vienna 							
 ?????Theon	Vol-3-G_M-d8e46623-person	Epitaph	 Demerdesh	 Edgar 						
 ?????Theon	Vol-3-G_M-d8e46658-person	Sarcophagus	 Hierapolis	 Miranda 						
 ?????Theon	Vol-3-G_M-d8e46693-person	Epitaph	 Teucheira	 Applebaum 						
 ?????Theon	Vol-4-G_M-d8e1015-person	Epitaph	 Mtskheta 							
 ??????????Theopempte	Vol-3-G_F-d8e11660-person	Epitaph	 Myndos	 Reinach 						
 ???????????Theopemptus	Vol-2-G_M-d8e9683-person	Epitaph	 Caesarea 							
 ????????Theophila	Vol-1-G_F-d2e2254-person	Ossuary	 Isawiyya	 Sukenik	1930					
 ????????Theophila	Vol-2-G_F-d8e2471-person	Epitaph	 Athens 							
 ????????Theophila	Vol-3-G_F-d8e11825-person	Epitaph	 Larissa 							
 ????????Theophila	Vol-3-G_F-d8e11859-person	Epitaph	 Leontopolis	 Edgar 						
 ????????Theophila	Vol-3-G_F-d8e11903-person	Epitaph	 Leontopolis	 Edgar 						
 ?????????Theophilus	Vol-1-G_M-d2e10254-person	Ossuary	 Barag- Flusser	 Hizmeh	1986					
 ?????????Theophilus	Vol-2-G_M-d8e9922-person	Sarcophagus	 Ischar 							
 ?????????Theophilus	Vol-2-Vol-1-ADD-G_M-d8e2675-person	Epitaph	 Athens 							
 ?????????Theophilus	Vol-3-Add-G_M-d8e167-person	Synagogue inscription	 New York 							
 ?????????Theophilus	Vol-3-G_M-d8e45731-person	Papyrus	 Apollnias	 Smyly 						
 ?????????Theophilus	Vol-3-G_M-d8e45774-person	Ostracon	 Edfu	 Wessely 						
 ?????????Theophilus	Vol-3-G_M-d8e45815-person	Papyrus	 Theogenis	 Kramer 						
 ?????????Theophilus	Vol-3-G_M-d8e45850-person	Papyri	 Fayum 							
 ?????????Theophilus	Vol-3-G_M-d8e45909-person	Papyrus	 Strasbourg 							
 ?????????Theophilus	Vol-3-G_M-d8e45946-person	Papyrus	 Strasbourg 							
 ?????????Theophilus	Vol-3-G_M-d8e45976-person	Papyrus	 Heracleas 							
 ?????????Theophilus	Vol-3-G_M-d8e46013-person	Epitaph	 Vigna Randanini	 Garrucci 						
 ?????????Theophilus	Vol-3-G_M-d8e46065-person	Epitaph	 Vigna Randanini	 Garrucci 						
 ?????????Theophilus	Vol-3-G_M-d8e46109-person	Sarcophagus	 Hierapolis	 Judeich 						
 ?????????Theophilus	Vol-3-G_M-d8e46144-person	Dedicatory inscription	 Aphrodisias	 Reynolds & Tannenbaum 						
 ?????????Theophilus	Vol-3-G_M-d8e46176-person	Sarcophagus	 Hierapolis	 Miranda 						
 ?????????Theophilus	Vol-3-G_M-d8e46220-person	Epitaph	 Ptolemais	 Pacho 						
 ?????????Theophilus	Vol-3-G_M-d8e46260-person	Donors inscription	 Berenice	 Caputo 						
 ?????????Theophilus	Vol-3-G_M-d8e46295-person	Dedicatory inscription	 Pydna	 Cormack 						
 ?????????Theophilus	Vol-3-G_M-d8e46334-person	Epitaph	 Laodicea 							
 ????????????Theophylactus	Vol-2-G_M-d8e9971-person	Inscription	 Temple Mount	 Jerusalem	 Mayer 					
 ?????????Theotecna	Vol-3-G_F-d8e11777-person	Epitaph	 Argos	 Vollgraff 						
 ?????????Theotimus	Vol-2-G_M-d8e9788-person	Epitaph	 Beth She‘arim	catacomb 1 						
 ????????Theoxena	Vol-3-G_F-d8e11611-person	Papyrus	 Samaria	 Wilcken 						
 ????????Theoxius	Vol-3-G_M-d8e45590-person	Ostracon	 Edfu	 Manteuffel 						
 ThermouthisThermouthis	Vol-3-E_F-d8e1880-person	Ostracon	 Edfu	 Manteuffel 						
 ThermouthisThermouthis	Vol-3-E_F-d8e1921-person	Ostracon	 Edfu	 Manteuffel 						
 ThermouthisThermouthis	Vol-3-E_F-d8e1956-person	Papyrus	 Fayum	 Kenyon & Bell 						
 ThermouthisThermouthis	Vol-3-E_F-d8e1991-person	Papyrus	 Philadelphia	 Johnson & Goodrich 						
 ThermouthisThermouthis	Vol-3-E_F-d8e2026-person	Papyrus	 Karanis	 Winter & Youtie 						
 ThetsasThetsas	Vol-3-S-G_M-d8e3896-person	Papyrus	 Vienna 							
 ????????Theudion	Vol-3-G_M-d8e46484-person	Epitaph	 Traianopolis	 Bean 						
 ???????????Theumnastus	Vol-1-G_M-d2e10304-person	Ossuary	 Augusta Victoria	 Sukenik	1930					
 ???????????Theumnastus	Vol-1-G_M-d2e10348-person	Ossuary	 Augusta Victoria	 Sukenik	1930					
 T?hm?nD??tT?hm?nD??t	Vol-4-I_F-d8e14083-person	Incantation bowl	 Moussyaieff collection 							
 ????????Thraseas	Vol-3-G_M-d8e46744-person	Papyrus	 Trikomia	 Wilcken 						
 ???????Thrason	Vol-3-G_M-d8e46791-person	Dedicatory inscription	 Hermopolis	 Jouguet 						
 ????????Threptus	Vol-1-G_M-d2e10443-person	Ossuary	 Abu-Tor	 Sukenik	1932					
 ThubesThubes	Vol-3-S-G_F-d8e552-person	Amulet	 Sofiana	 Sciacca 						
 ??????Thymus	Vol-2-G_M-d8e10017-person	Inscription	 Elijah’s Cave 							
 TiberiusTiberius	Vol-1-L_M-d2e5223-person	Tomb Inscription	 Jatt 							
 TiberiusTiberius	Vol-2-L_M-d8e10877-person	Synagogue inscription	 Alma	 Ben Zvi 						
 TiberiusTiberius	Vol-2-L_M-d8e10906-person	Curse amulet	 Beth She’an 							
 TiberiusTiberius	Vol-3-L_M-d8e39354-person	Papyri 								
 TiberiusTiberius	Vol-3-L_M-d8e39411-person	Papyrus	 Karanis	 Pearl & Youtie 						
 TiberiusTiberius	Vol-3-L_M-d8e39449-person	Epitaph	 Naples	 Guistiniani 						
 TiberiusTiberius	Vol-3-L_M-d8e39490-person	Dedicatory inscription	 Pouzzoles	 Garrucci 						
 TiberiusTiberius	Vol-3-L_M-d8e39528-person	Synagogue inscription	 Stobi	 Petrovi? 						
 TiberiusTiberius	Vol-3-L_M-d8e39578-person	Epitaph	 Acmonia	 Keil & Premerstein 						
 TiberiusTiberius	Vol-3-L_M-d8e39617-person	Sarcophagus	 Hierapolis	 Judeich 						
 TiberiusTiberius	Vol-3-L_M-d8e39653-person	Epitaph	 Perinthus 							
 TilulaTilula	Vol-4-I_F-d8e14032-person	Incantation bowl	 Schøyen collection 							
 ?????Tim?a	Vol-4-S-H_M-d8e34678-person	Epitaph	 Palmyra	 Chabot 						
 ????????Timaius	Vol-3-G_M-d8e75324-person	Papyrus	 Apollonias	 Smyly 						
 ?????????Timandra	Vol-3-G_F-d8e18394-person	Papyrus	 Trikomia 							
 ?????????Timarchus	Vol-3-G_M-d8e75381-person	Epitaph	 Teucheira	 Gray 						
 ??????Timar?u	Vol-4-S-H_M-d8e34727-person	Epitaph	 Palmyra	 Lidzbarski 						
 ??????Timar?u	Vol-4-S-H_M-d8e34761-person	Burial cave contract	 Palmyra 							
 ?????????Timesius	Vol-1-G_M-d2e16546-person	Ossuary	 Jerusalem 							
 ??????Timia	Vol-2-G_F-d8e4756-person	Inscription	 Elijah’s Cave 							
 ???????????Timocrates	Vol-3-G_M-d8e75693-person	Papyrus	 Theadelphia	 Vitelli 						
 ???????????Timocrates	Vol-3-G_M-d8e75725-person	Epitaph	 Teucheira	 Oliviero 						
 ?????????Timotheus	Vol-2-G_M-d8e17584-person	Epitaph	 Zoar 							
 ?????????Timotheus	Vol-3-G_M-d8e75517-person	Papyrus	 Fayum	 Preaux 						
 ?????????Timotheus	Vol-3-G_M-d8e75552-person	Papyrus	 Heracleopolis 							
 ?????????Timotheus	Vol-3-G_M-d8e75592-person	Papyrus	 Oxyrhynchus 							
 ?????????Timotheus	Vol-3-G_M-d8e75622-person	Manumission inscription	 Gorgippia	Stephani 						
 TineiusTineius	Vol-3-L_M-d8e39716-person	Convicts list	 De Rossi 							
 ?????????Tisiphone	Vol-3-G_F-d8e18438-person	Epitaph	 Tortona	 Oehler 						
 TitediusTitedius	Vol-3-L_M-d8e39765-person	Epitaph	 Acmonia	 Ramsay 						
 TithoesTithoes	Vol-3-E_M-d8e9810-person	Papyrus	 Hermopolis Magna	 Meyer 						
 TitianusTitianus	Vol-3-L_M-d8e39809-person	Epitaph	 Larissa	 Oehler 						
 TitiniaTitinia	Vol-3-L_F-d8e33660-person	Epitaph	 Monteverde	 Schneider Graziosi 						
 TitiusTitius	Vol-3-L_M-d8e39900-person	Epitaph	 Acmonia	 Legrand & Chamonard 						
 TitiusTitius	Vol-3-L_M-d8e39948-person	Politeuma inscription	 Berenice	 Roux 						
 TitiusTitius	Vol-3-L_M-d8e39987-person	Epitaph	 Pisidia 							
 TitiusTitius	Vol-3-L_M-d8e40027-person	Epitaph	 Capadocia 							
 TitusTitus	Vol-2-Vol-1-ADD-L_M-d8e1909-person	Inscription	 Habonim 							
 ?t?n?t?n	Vol-4-I_M-d8e1716-person	Incantation bowl	 Nippur	 Gordon 						
 ?????Tobiah	Vol-1-B_M-d2e16103-person	Papyri	 Zenon archive	 Egypt 						
 ?????Tobiah	Vol-1-B_M-d2e16311-person	Ossuary	 Bagatti 							
 ?????Tobiah	Vol-1-B_M-d2e16330-person	Ostracon	 Masada 							
 ?????Tobiah	Vol-1-B_M-d2e16365-person	Ostracon	 Masada 							
 ?????Tobiah	Vol-2-B_M-d8e13545-person	Dedicatory inscription	 Dama	Waddington 						
 ?????Tobiah	Vol-2-B_M-d8e13584-person	Epitaph	 Mourdouk							
                   										
 ?????Tobiah	Vol-2-Vol-1-ADD-B_M-d8e3192-person	Dedicatory inscription	 Mt. Gerizim 							
 ?????Tobiah	Vol-2-Vol-1-ADD-B_M-d8e3229-person	Pagan altar	 Beit She’an 							
 ?????Tobiah	Vol-3-B_M-d8e8274-person	Papyrus	 Zenon archive 							
 ?????Tobiah	Vol-3-B_M-d8e8309-person	Ostracon	 Karanis	 Amundsen 						
 ?????Tobiah	Vol-3-B_M-d8e8344-person	Ostracon	 Berlin 							
 ?????Tobiah	Vol-3-B_M-d8e8387-person	Epitaph	 Via Anicia	 Garrucci 						
 ?????Tobiah	Vol-3-B_M-d8e8431-person	Epheboi inscription	 Cyrene	 Oliverio & Pugliese Carratelli 						
 ?????Tobiah	Vol-3-B_M-d8e8472-person	Epheboi inscription	 Cyrene	 Oliverio & Pugliese Carratelli 						
 ?????Tobiah	Vol-3-B_M-d8e8510-person	Epheboi inscription	 Cyrene	 Oliverio & Pugliese Carratelli 						
 ?????Tobiah	Vol-3-B_M-d8e8545-person	Epheboi inscription	 Cyrene	 Oliverio & Pugliese Carratelli 						
 ?????Tobiah	Vol-3-B_M-d8e8580-person	Epitaph	 Teucheira	 Gray 						
 ?????Tobiah	Vol-3-B_M-d8e8618-person	Epitaph	 Dareioukome 							
 ????Toma	Vol-2-S-H_M-d8e25635-person	Epitaph	 Lod’ 							
 ????Toma	Vol-4-S-H_M-d8e34059-person	Pagan inscription	 Dura-Europos	 du Mesnil 						
 TouthesTouthes	Vol-3-E_M-d8e9856-person	Papyrus	 Hermopolis Magna	 Meyer 						
 TouthesTouthes	Vol-3-E_M-d8e9894-person	Papyrus (amulet)	 Berlin 							
 ???????Tozomus	Vol-1-S-G_M-d2e2858-person	Weight-stone	 Jaffa 							
 TraiaTraia	Vol-3-L_F-d8e33707-person	Sarcophagus	 Hierapolis 							
 TranquillianusTranquillianus	Vol-2-Vol-1-ADD-L_M-d8e1969-person	POiv/5	534							
 TriariusTriarius	Vol-3-L_M-d8e40078-person	Epitaph	 Laconia 							
 ??????????Triccaius	Vol-3-G_M-d8e75779-person	Papyrus	 Trikomia 							
 TrioTrio	Vol-3-L_M-d8e40124-person	Epitaph	 Carthage 							
 ????????Troila	Vol-2-G_F-d8e4861-person	Epitaph	 Zoar 							
 ????????Trophime	Vol-3-G_F-d8e18496-person	Epitaph	 Vigna Randanini	 Garrucci 						
 ????????Trophime	Vol-3-G_F-d8e18536-person	Epitaph	 Acmonia	 Ramsay 						
 ?????????Trophimus	Vol-3-G_M-d8e75871-person	Epitaph	 Vigna Randanini	 Garrucci 						
 ?????????Trophimus	Vol-3-G_M-d8e75905-person	Epitaph	 Vigna Randanini	 Frey 						
 ?????????Trophimus	Vol-3-G_M-d8e75942-person	Epitaph	 Yalnizasaray 							
 ?????????Trophimus	Vol-3-G_M-d8e75979-person	Epitaph	 Zemme 							
 ?????????Trophimus	Vol-3-G_M-d8e76011-person	Epitaph	 Pisidia 							
 ?????????Troxallis	Vol-1-S-G_F-d2e333-person	Ossuary 								
 TrullosTrullos	Vol-3-E_M-d8e9960-person	Epitaph	 Vigna Randanini	 Marucchi 						
 TrullosTrullos	Vol-3-E_M-d8e9998-person	Amphorae	 Pompeii	 Sogliano	CIJ563 					
 TruphasTruphas	Vol-3-E_M-d8e10062-person	Ostraca	 Edfu	 Manteuffel 						
 ?????????Tryphaina	Vol-3-G_F-d8e18580-person	Papyrus	 Arsinoe	 Wessely 						
 ?????????Tryphaina	Vol-3-G_F-d8e18619-person	Papyrus	 Hermopolis	 Wilcken 						
 ?????????Tryphaina	Vol-3-G_F-d8e18653-person	Epitaph	 Leontopolis	 Naville 						
 ?????????Tryphaina	Vol-3-G_F-d8e18687-person	Epitaph	 Teucheira	 Gray 						
 ??????Tryphe	Vol-4-Vol-3-Add-G_F-d8e281-person	Papyrus	 Arsinoe?							
                   										
 ??????Tryphe	Vol-4-Vol-3-Add-G_F-d8e314-person	Papyrus	 Arsinoe?							
                   										
 ????????Tryphera	Vol-2-G_F-d8e4809-person	Epitaph	 Beth She‘arim	 catacomb 1	CIJ1067 					
 ????????Tryphera	Vol-3-G_F-d8e18734-person	Epitaph	 Villa Torlonia	 Paribeni 						
 ???????Tryphon	Vol-1-G_M-d2e16768-person	Ossuary	 Mt Olives	 Clermont-Ganneau	1874					
 ???????Tryphon	Vol-1-G_M-d2e16797-person	Ossuary	 Silwan	 Spoer	1907					
 ???????Tryphon	Vol-2-G_M-d8e17767-person	Epitaph	 Jaffa	 Clermont Ganneau 						
 ???????Tryphon	Vol-2-Vol-1-ADD-G_M-d8e4434-person	Dedicatory inscription	 Mt. Gerizim 							
 ???????Tryphon	Vol-3-G_M-d8e76101-person	Ostracon	 Upper Egypt	 Préaux 						
 ???????Tryphon	Vol-3-G_M-d8e76134-person	Papyrus	 Alexandria	 Schubart 						
 ???????Tryphon	Vol-3-G_M-d8e76175-person	Papyrus	 Alexandria	 Schubart 						
 ???????Tryphon	Vol-3-G_M-d8e76219-person	Papyrus	 Alexandria	 Schubart 						
 ???????Tryphon	Vol-3-G_M-d8e76257-person	Papyrus 								
 ???????Tryphon	Vol-3-G_M-d8e76289-person	Papyrus	 Heracleopolis 							
 ???????Tryphon	Vol-3-G_M-d8e76324-person	Papyrus	 Vienna 							
 ???????Tryphon	Vol-3-G_M-d8e76357-person	Papyrus	 Vienna 							
 ???????Tryphon	Vol-3-G_M-d8e76390-person	Papyrus	 Fayum 							
 ???????Tryphon	Vol-3-G_M-d8e76423-person	Sarcophagus	 Hierapolis	 Miranda 						
 ???????Tryphon	Vol-3-G_M-d8e76462-person	Sarcophagus	 Hierapolis	 Miranda 						
 ???????Tryphon	Vol-3-G_M-d8e76497-person	Epitaph	 Apollinia	 Applebaum 						
 ???????Tryphon	Vol-3-G_M-d8e76526-person	Dedicatory inscription	 Thessalonica	 Petsas 						
 ???????Tryphon	Vol-3-G_M-d8e76562-person	Epitaph	 Jaffa (Israel) 							
 ???????Tryphon	Vol-3-G_M-d8e76608-person	Coin	 Phrygia 							
 TulaTula	Vol-1-L_M-d2e5337-person	Ossuary	 Sanhedria	 Rahmani	1961					
 TullianusTullianus	Vol-3-L_M-d8e40168-person	Epitaph	 Via Nomentana	 Marucchi 						
 TullianusTullianus	Vol-3-L_M-d8e40206-person	Epitaph	 Venosa	 Lifshitz 						
 TulliusTullius	Vol-3-L_M-d8e40251-person	Epitaph	 Vigna Randanini	 Garrucci 						
 TulliusTullius	Vol-3-L_M-d8e40290-person	Epitaph	 Sassari	 Maetzke 						
 ?????Tyche	Vol-3-G_F-d8e18840-person	Epitaph	 Acmonia	 Ramsay 						
 ?????Tyche	Vol-3-G_F-d8e18874-person	Epitaph	 Dareioukome 							
 ????????Tychicus	Vol-2-Vol-1-ADD-G_M-d8e4486-person	Epiphanius Monachus	PG120	225						
 ????????Tychicus	Vol-3-G_M-d8e76960-person	Epitaph	 Monteverde	 Schneider Graziosi 						
