person:nym,person:lemma_en,person:lemma_ancient,person:orthography,person:sex,person:hebrew,person:greek,person:checkme,person:id,person:pointer_in_volume,name:id,name:form,name:language_type,name:gender_type
 Bilga-בלגה,Bilga,בלגה,,M,[ב]לגה,Βελγᾶς,,Vol-1-B_M-d2e6991-person,Vol-1-B_M-Bilga-1,name-Bilga-d1e38738,Bilga-בלגה,B,M 
 Billiena-Billiena,Billiena,Billiena,Βιλλιήνα,F,,,,Vol-3-L_F-d8e4305-person,Vol-3-L_F-Latin-Females-Billiena-1,name-Billiena-d1e557366,Billiena-Billiena,L,F 
 Billiena-Billiena,Billiena,Billiena,Βιλλιήνας,F,,,,Vol-3-L_F-d8e4348-person,Vol-3-L_F-Latin-Females-Billiena-2,name-Billiena-d1e557366,Billiena-Billiena,L,F 
 Billiena-Billiena,Billiena,Billiena,Βιλλιήνα,F,,,,Vol-3-L_F-d8e4388-person,Vol-3-L_F-Latin-Females-Billiena-3,name-Billiena-d1e557366,Billiena-Billiena,L,F 
 Billienus-Billienus,Billienus,Billienus,Βι[λλι]ήνας,M,,,,Vol-3-L_M-d8e9690-person,Vol-3-L_M-Latin-Males-Billienus-1,name-Billienus-d1e574487,Billienus-Billienus,L,M 
 Billienus-Billienus,Billienus,Billienus,Βιλλιῆνος,M,,,,Vol-3-L_M-d8e9733-person,Vol-3-L_M-Latin-Males-Billienus-2,name-Billienus-d1e574487,Billienus-Billienus,L,M 
 Bioticus-Βιωτικός,Bioticus,Βιωτικός,–,M,,,,Vol-3-G_M-d8e14917-person,Vol-3-G_M-Greek-Males-Bioticus-1,name-Bioticus-d1e515159,Bioticus-Βιωτικός,G,M 
 Biotus-Βίοτος,Biotus,Βίοτος,–,M,,,,Vol-3-G_M-d8e14870-person,Vol-3-G_M-Greek-Males-Biotus-1,name-Biotus-d1e515109,Biotus-Βίοτος,G,M 
 Birai-ביריי,Birai,ביריי,–,M,,,,Vol-2-S-H_M-d8e7804-person,Vol-2-S-H_M-Semitic-Hebrew-Males-Birai-1,name-Birai-d1e428659,Birai-ביריי,S-H,M 
 Birros-Birros,Birros,Birros,ⲛⲃⲓⲣⲣⲟⲥ,M,,,,Vol-2-Vol-1-ADD-S-G_M-d8e160-person,Vol-2-Vol-1-ADD-S-G_M-Semitic-Greek-Males-Birros-1,name-Birros-d1e469280,Birros-Birros,S-G,M 
 Bisef-Bisef,Bisef,Bisef,,M,,,,Vol-4-I_M-d8e2392-person,Vol-4-I_M-Iranian-Males-Bisef-1,name-Bisef-d1e654916,Bisef-Bisef,I,M 
 Bisna-ביסנא,Bisna,ביסנא,–,M,,,,Vol-2-S-H_M-d8e7510-person,Vol-2-S-H_M-Semitic-Hebrew-Males-Bisna-1,name-Bisna-d1e428335,Bisna-ביסנא,S-H,M 
 Bisna-ביסנא,Bisna,ביסנא,–,M,,,,Vol-2-S-H_M-d8e7541-person,Vol-2-S-H_M-Semitic-Hebrew-Males-Bisna-2,name-Bisna-d1e428335,Bisna-ביסנא,S-H,M 
 Bisna-ביסנא,Bisna,ביסנא,–,M,,,,Vol-2-S-H_M-d8e7575-person,Vol-2-S-H_M-Semitic-Hebrew-Males-Bisna-3,name-Bisna-d1e428335,Bisna-ביסנא,S-H,M 
 Bisna-ביסנא,Bisna,ביסנא,ביזנא,M,,,,Vol-2-S-H_M-d8e7609-person,Vol-2-S-H_M-Semitic-Hebrew-Males-Bisna-4,name-Bisna-d1e428335,Bisna-ביסנא,S-H,M 
 Bisna-ביסנא,Bisna,ביסנא,ביזנא,M,,,,Vol-2-S-H_M-d8e7643-person,Vol-2-S-H_M-Semitic-Hebrew-Males-Bisna-5,name-Bisna-d1e428335,Bisna-ביסנא,S-H,M 
 Bisna-ביסנא,Bisna,ביסנא,ביזנא,M,,,,Vol-2-S-H_M-d8e7678-person,Vol-2-S-H_M-Semitic-Hebrew-Males-Bisna-6,name-Bisna-d1e428335,Bisna-ביסנא,S-H,M 
 Bisna-ביסנא,Bisna,ביסנא,ביסא,M,,,,Vol-2-S-H_M-d8e7713-person,Vol-2-S-H_M-Semitic-Hebrew-Males-Bisna-7,name-Bisna-d1e428335,Bisna-ביסנא,S-H,M 
 Bisna-ביסנא,Bisna,ביסנא,[ב]יסנא,M,,,,Vol-2-S-H_M-d8e7754-person,Vol-2-S-H_M-Semitic-Hebrew-Males-Bisna-8,name-Bisna-d1e428335,Bisna-ביסנא,S-H,M 
 Bitak-Bitak,Bitak,Bitak,ביתא,F,,,,Vol-4-I_F-d8e1808-person,Vol-4-I_F-Iranian-Females-Bitak-1,name-Bitak-d1e638382,Bitak-Bitak,I,F 
 Bizes-Bizes,Bizes,Bizes,Βίζης,M,,,,Vol-2-Vol-1-ADD-S-G_M-d8e229-person,Vol-2-Vol-1-ADD-S-G_M-Semitic-Greek-Males-Bizes-1,name-Bizes-d1e469334,Bizes-Bizes,S-G,M 
 Bizna-ביזנא,Bizna,ביזנא,–,M,,,,Vol-4-S-H_M-d8e11461-person,Vol-4-S-H_M-Semitic-Hebrew-Males-Bizna-1,name-Bizna-d1e672999,Bizna-ביזנא,S-H,M 
 Bizna-ביזנא,Bizna,ביזנא,ביסא /ביבא /ביסנא,M,,,,Vol-4-S-H_M-d8e11501-person,Vol-4-S-H_M-Semitic-Hebrew-Males-Bizna-2,name-Bizna-d1e672999,Bizna-ביזנא,S-H,M 
 Bizna-ביזנא,Bizna,ביזנא,ביסנא,M,,,,Vol-4-S-H_M-d8e11553-person,Vol-4-S-H_M-Semitic-Hebrew-Males-Bizna-3,name-Bizna-d1e672999,Bizna-ביזנא,S-H,M 
 Blastos-Βλάστος,Blastos,Βλάστος,,M,,,—,Vol-1-G_M-d2e4135-person,Vol-1-G_M-Blastos-1,name-Blastos-d1e213384,Blastos-Βλάστος,G,M 
 Blerra-Blerra,Blerra,Blerra,Βλερινος,M,,,,Vol-3-L_M-d8e9787-person,Vol-3-L_M-Latin-Males-Blerra-1,name-Blerra-d1e574588,Blerra-Blerra,L,M 
 ĀbānDūχt-ĀbānDūχt,ĀbānDūχt,ĀbānDūχt,אבנדוך,F,,,,Vol-4-I_F-d8e14-person,Vol-4-I_F-Iranian-Females-ĀbānDūχt-1,name-bnDt-d1e636299,ĀbānDūχt-ĀbānDūχt,I,F 
 Boanerges-Βοανηργες,Boanerges,Βοανηργες,,M,,,—,Vol-1-S-G_M-d2e461-person,Vol-1-S-G_M-Boanerges-1,name-Boanerges-d1e293932,Boanerges-Βοανηργες,S-G,M 
 Boethus-Βοηθός,Boethus,Βοηθός,,M,ביתוס,,,Vol-1-G_M-d2e4174-person,Vol-1-G_M-Boethus-1,name-Boethus-d1e213433,Boethus-Βοηθός,G,M 
 Boethus-Βοηθός,Boethus,Βοηθός,,M,ביתוס,,,Vol-1-G_M-d2e4222-person,Vol-1-G_M-Boethus-2,name-Boethus-d1e213433,Boethus-Βοηθός,G,M 
 Boethus-Βοηθός,Boethus,Βοηθός,,M,ביתוס,,,Vol-1-G_M-d2e4251-person,Vol-1-G_M-Boethus-3,name-Boethus-d1e213433,Boethus-Βοηθός,G,M 
 Boethus-Βοηθός,Boethus,Βοηθός,,M,ביתוס,,,Vol-1-G_M-d2e4279-person,Vol-1-G_M-Boethus-4,name-Boethus-d1e213433,Boethus-Βοηθός,G,M 
 Boethus-Βοηθός,Boethus,Βοηθός,בייתוס,M,,,,Vol-2-G_M-d8e3418-person,Vol-2-G_M-Greek-Males-Boethus-1,name-Boethus-d1e213433,Boethus-Βοηθός,G,M 
 Boethus-Βοηθός,Boethus,Βοηθός,בויתס /בייתוס /ביתוס,M,,,,Vol-2-G_M-d8e3449-person,Vol-2-G_M-Greek-Males-Boethus-2,name-Boethus-d1e213433,Boethus-Βοηθός,G,M 
 Boethus-Βοηθός,Boethus,Βοηθός,–,M,,,,Vol-2-G_M-d8e3497-person,Vol-2-G_M-Greek-Males-Boethus-3,name-Boethus-d1e213433,Boethus-Βοηθός,G,M 
 Boethus-Βοηθός,Boethus,Βοηθός,ביתוס,M,,,,Vol-3-G_M-d8e14962-person,Vol-3-G_M-Greek-Males-Boethus-1,name-Boethus-d1e213433,Boethus-Βοηθός,G,M 
 Boethus-Βοηθός,Boethus,Βοηθός,Bo[e]to,M,,,,Vol-3-G_M-d8e15027-person,Vol-3-G_M-Greek-Males-Boethus-2,name-Boethus-d1e213433,Boethus-Βοηθός,G,M 
 Boethus-Βοηθός,Boethus,Βοηθός,Βώηθο[ς],M,,,,Vol-3-G_M-d8e15073-person,Vol-3-G_M-Greek-Males-Boethus-3,name-Boethus-d1e213433,Boethus-Βοηθός,G,M 
 Boethus-Βοηθός,Boethus,Βοηθός,–,M,,,,Vol-4-G_M-d8e275-person,Vol-4-G_M-Greek-Males-Boethus-1,name-Boethus-d1e213433,Boethus-Βοηθός,G,M 
 Bona-Bona,Bona,Bona,Βώννη,F,,,,Vol-4-L_F-d8e67-person,Vol-4-L_F-Latin-Females-Bona-1,name-Bona-d1e664928,Bona-Bona,L,F 
 Bonifatia-Bonifatia,Bonifatia,Bonifatia,Βονιφατία,F,,,,Vol-3-L_F-d8e4438-person,Vol-3-L_F-Latin-Females-Bonifatia-1,name-Bonifatia-d1e557518,Bonifatia-Bonifatia,L,F 
 Bonifatia-Bonifatia,Bonifatia,Bonifatia,Βονιφάτης,F,,,,Vol-3-L_F-d8e4471-person,Vol-3-L_F-Latin-Females-Bonifatia-2,name-Bonifatia-d1e557518,Bonifatia-Bonifatia,L,F 
 Bonitus-Bonitus,Bonitus,Bonitus,–,M,,,,Vol-3-L_M-d8e9837-person,Vol-3-L_M-Latin-Males-Bonitus-1,name-Bonitus-d1e574641,Bonitus-Bonitus,L,M 
 Bonus-Bonus,Bonus,Bonus,Boni / Bon[e]ni,M,,,,Vol-3-L_M-d8e9888-person,Vol-3-L_M-Latin-Males-Bonus-1,name-Bonus-d1e574694,Bonus-Bonus,L,M 
 Bonus-Bonus,Bonus,Bonus,–,M,,,,Vol-3-L_M-d8e9935-person,Vol-3-L_M-Latin-Males-Bonus-2,name-Bonus-d1e574694,Bonus-Bonus,L,M 
 Bonus-Bonus,Bonus,Bonus,Boni,M,,,,Vol-3-L_M-d8e9980-person,Vol-3-L_M-Latin-Males-Bonus-3,name-Bonus-d1e574694,Bonus-Bonus,L,M 
 Bonus-Bonus,Bonus,Bonus,Βοννέους,M,,,,Vol-4-L_M-d8e519-person,Vol-4-L_M-Latin-Males-Bonus-1,name-Bonus-d1e574694,Bonus-Bonus,L,M 
 Borkius-Βορκιος,Borkius,Βορκιος,,M,,,—,Vol-1-S-G_M-d2e521-person,Vol-1-S-G_M-Borkius-1,name-Borkius-d1e293981,Borkius-Βορκιος,S-G,M 
 Borkius-Βορκιος,Borkius,Βορκιος,,M,,Βορκεου,,Vol-1-S-G_M-d2e540-person,Vol-1-S-G_M-Borkius-2,name-Borkius-d1e293981,Borkius-Βορκιος,S-G,M 
 Borkius-Βορκιος,Borkius,Βορκιος,,M,,Βορκ̓́..̓̀,,Vol-1-S-G_M-d2e570-person,Vol-1-S-G_M-Borkius-3,name-Borkius-d1e293981,Borkius-Βορκιος,S-G,M 
 Bothylis-Βοθύλις,Bothylis,Βοθύλις,Βοθύλι,M,,,,Vol-3-G_M-d8e15131-person,Vol-3-G_M-Greek-Males-Bothylis-1,name-Bothylis-d1e515210,Bothylis-Βοθύλις,G,M 
 Botnit-בטנית,Botnit,בטנית,,M,,,—,Vol-1-S-H_M-d2e1865-person,Vol-1-S-H_M-Botnit-1,name-Botnit-d1e316308,Botnit-בטנית,S-H,M 
 Botnit-בטנית,Botnit,בטנית,,M,,,—,Vol-1-S-H_M-d2e1896-person,Vol-1-S-H_M-Botnit-2,name-Botnit-d1e316308,Botnit-בטנית,S-H,M 
 Bouleutinus-Βουλευτῖνος,Bouleutinus,Βουλευτῖνος,בילוטו /בילוטי /בי לוי /בילומי /בילוסי /בילטי /בלווטי /בלוטי /כי לווטי /כילוטי /פלטי,M,,,,Vol-2-G_M-d8e3543-person,Vol-2-G_M-Greek-Males-Bouleutinus-1,name-Bouleutinus-d1e369934,Bouleutinus-Βουλευτῖνος,G,M 
 Brasidas-Βρασίδας,Brasidas,Βρασίδας,[Β]ρασίδας,M,,,,Vol-3-G_M-d8e15183-person,Vol-3-G_M-Greek-Males-Brasidas-1,name-Brasidas-d1e515266,Brasidas-Βρασίδας,G,M 
 Brasidia-Βρασιδία,Brasidia,Βρασιδία,–,F,,,,Vol-2-G_F-d8e774-person,Vol-2-G_F-Greek-Females-Brasidia-1,name-Brasidia-d1e361370,Brasidia-Βρασιδία,G,F 
 Brevis-Brevis,Brevis,Brevis,Βραβεύς,M,,,,Vol-3-L_M-d8e10022-person,Vol-3-L_M-Latin-Males-Brevis-1,name-Brevis-d1e574893,Brevis-Brevis,L,M 
 Bārgīlī-Bārgīlī,Bārgīlī,Bārgīlī,ברגלל,M,,,,Vol-4-I_M-d8e2199-person,Vol-4-I_M-Iranian-Males-Bārgīlī-1,name-Brgl-d1e654691,Bārgīlī-Bārgīlī,I,M 
 Briunos-Briunos,Briunos,Briunos,Briu[nos],M,,,,Vol-3-S-G_M-d8e1668-person,Vol-3-S-G_M-Semitic-Greek-Males-Briunos-1,name-Briunos-d1e598156,Briunos-Briunos,S-G,M 
 BūrānDūχt-BūrānDūχt,BūrānDūχt,BūrānDūχt,בודונדוך,F,,,,Vol-4-I_F-d8e1861-person,Vol-4-I_F-Iranian-Females-BūrānDūχt-1,name-BrnDt-d1e638438,BūrānDūχt-BūrānDūχt,I,F 
 Bromius-Βρόμιος,Bromius,Βρόμιος,Βρομίου,M,,,,Vol-3-G_M-d8e15241-person,Vol-3-G_M-Greek-Males-Bromius-1,name-Bromius-d1e515322,Bromius-Βρόμιος,G,M 
 Bucculius-Bucculius,Bucculius,Bucculius,Βουκολίουν,M,,,,Vol-3-L_M-d8e10077-person,Vol-3-L_M-Latin-Males-Bucculius-1,name-Bucculius-d1e574946,Bucculius-Bucculius,L,M 
 Budia-بديه,Budia,بديه,/בר הדיה /בוריא /בר בי רב /ברי /בריא /חד קא /בודאי /ביריא,M,,,,Vol-4-A_M-d8e1360-person,Vol-4-A_M-Arabic-Males-Budia-1,name-Budia-d1e608167,Budia-بديه,A,M 
 Buheiš-Buheiš,Buheiš,Buheiš,,M,בוהיין,,,Vol-1-P_M-d2e513-person,Vol-1-P_M-Buheiš-1,name-Buhei-d1e290818,Buheiš-Buheiš,P,M 
 Buheiš-Buheiš,Buheiš,Buheiš,ברבוהיין,M,,,,Vol-2-P_M-d8e170-person,Vol-2-P_M-Persian-Males-Buheiš-1,name-Buhei-d1e290818,Buheiš-Buheiš,P,M 
 Bukhri-בוכרי,Bukhri,בוכרי,,M,,,—,Vol-1-S-H_M-d2e1673-person,Vol-1-S-H_M-Bukhri-1,name-Bukhri-d1e315886,Bukhri-בוכרי,S-H,M 
 Bukhri-בוכרי,Bukhri,בוכרי,Βόκχωρις,M,,,,Vol-3-S-H_M-d8e1497-person,Vol-3-S-H_M-Semitic-Hebrew-Males-Bukhri-1,name-Bukhri-d1e315886,Bukhri-בוכרי,S-H,M 
 Bukhri-בוכרי,Bukhri,בוכרי,[Βό]κχωρις,M,,,,Vol-3-S-H_M-d8e1536-person,Vol-3-S-H_M-Semitic-Hebrew-Males-Bukhri-2,name-Bukhri-d1e315886,Bukhri-בוכרי,S-H,M 
 Bukhri-בוכרי,Bukhri,בוכרי,Βοκχώρεω,M,,,,Vol-3-S-H_M-d8e1578-person,Vol-3-S-H_M-Semitic-Hebrew-Males-Bukhri-3,name-Bukhri-d1e315886,Bukhri-בוכרי,S-H,M 
 Bukhri-בוכרי,Bukhri,בוכרי,Βοκχ,M,,,,Vol-3-S-H_M-d8e1613-person,Vol-3-S-H_M-Semitic-Hebrew-Males-Bukhri-4,name-Bukhri-d1e315886,Bukhri-בוכרי,S-H,M 
 Bukhri-בוכרי,Bukhri,בוכרי,Βοκχ,M,,,,Vol-3-S-H_M-d8e1649-person,Vol-3-S-H_M-Semitic-Hebrew-Males-Bukhri-5,name-Bukhri-d1e315886,Bukhri-בוכרי,S-H,M 
 Buneim-בוניים,Buneim,בוניים,,M,,,—,Vol-1-S-H_M-d2e1714-person,Vol-1-S-H_M-Buneim-1,name-Buneim-d1e316169,Buneim-בוניים,S-H,M 
 Buneim-בוניים,Buneim,בוניים,,M,נוניים,,,Vol-1-S-H_M-d2e1739-person,Vol-1-S-H_M-Buneim-2,name-Buneim-d1e316169,Buneim-בוניים,S-H,M 
 Burfa-בורפא,Burfa,בורפא,–,M,,,,Vol-4-S-H_M-d8e11306-person,Vol-4-S-H_M-Semitic-Hebrew-Males-Burfa-1,name-Burfa-d1e672834,Burfa-בורפא,S-H,M 
 Burfa-בורפא,Burfa,בורפא,ברפא,M,,,,Vol-4-S-H_M-d8e11344-person,Vol-4-S-H_M-Semitic-Hebrew-Males-Burfa-2,name-Burfa-d1e672834,Burfa-בורפא,S-H,M 
 Burqai-בורקי,Burqai,בורקי,–,M,,,,Vol-2-S-H_M-d8e7342-person,Vol-2-S-H_M-Semitic-Hebrew-Males-Burqai-1,name-Burqai-d1e428152,Burqai-בורקי,S-H,M 
 Burqai-בורקי,Burqai,בורקי,ברקי,M,,,,Vol-2-S-H_M-d8e7373-person,Vol-2-S-H_M-Semitic-Hebrew-Males-Burqai-2,name-Burqai-d1e428152,Burqai-בורקי,S-H,M 
 Burqai-בורקי,Burqai,בורקי,ברקי,M,,,,Vol-2-S-H_M-d8e7408-person,Vol-2-S-H_M-Semitic-Hebrew-Males-Burqai-3,name-Burqai-d1e428152,Burqai-בורקי,S-H,M 
 Burzan-Burzan,Burzan,Burzan,בורזני,M,,,,Vol-4-I_M-d8e2494-person,Vol-4-I_M-Iranian-Males-Burzan-1,name-Burzan-d1e655031,Burzan-Burzan,I,M 
 BurzBahrām-BurzBahrām,BurzBahrām,BurzBahrām,בורזבהרם,M,,,,Vol-4-I_M-d8e2546-person,Vol-4-I_M-Iranian-Males-BurzBahrām-1,name-BurzBahrm-d1e655087,BurzBahrām-BurzBahrām,I,M 
 BurzĀdhur-BurzĀdhur,BurzĀdhur,BurzĀdhur,בורזאדו[ר],M,,,,Vol-4-I_M-d8e2444-person,Vol-4-I_M-Iranian-Males-BurzĀdhur-1,name-Burzdhur-d1e654975,BurzĀdhur-BurzĀdhur,I,M 
 BurzMāhāndād-BurzMāhāndād,BurzMāhāndād,BurzMāhāndād,בוזמנדד,M,,,,Vol-4-I_M-d8e2605-person,Vol-4-I_M-Iranian-Males-BurzMāhāndād-1,name-BurzMhndd-d1e655143,BurzMāhāndād-BurzMāhāndād,I,M 
 Burzīn-Burzīn,Burzīn,Burzīn,בורזין,F,,,,Vol-4-I_F-d8e1909-person,Vol-4-I_F-Iranian-Females-Burzīn-1,name-Burzn-d1e638494,Burzīn-Burzīn,I,F 
 Burzīn-Burzīn,Burzīn,Burzīn,בורזין,F,,,,Vol-4-I_F-d8e1944-person,Vol-4-I_F-Iranian-Females-Burzīn-2,name-Burzn-d1e638494,Burzīn-Burzīn,I,F 
 Burzīn-Burzīn,Burzīn,Burzīn,בורזוי,F,,,,Vol-4-I_F-d8e1982-person,Vol-4-I_F-Iranian-Females-Burzīn-3,name-Burzn-d1e638494,Burzīn-Burzīn,I,F 
 Busi-Busi,Busi,Busi,,M,,,,Vol-4-I_M-d8e2650-person,Vol-4-I_M-Iranian-Males-Busi-1,name-Busi-d1e655200,Busi-Busi,I,M 
 Busi-Busi,Busi,Busi,בוסאי,M,,,,Vol-4-I_M-d8e2686-person,Vol-4-I_M-Iranian-Males-Busi-2,name-Busi-d1e655200,Busi-Busi,I,M 
 Bustān-Bustān,Bustān,Bustān,בוסתי,M,,,,Vol-4-I_M-d8e2738-person,Vol-4-I_M-Iranian-Males-Bustān-1,name-Bustn-d1e655304,Bustān-Bustān,I,M 
 Butes-Butes,Butes,Butes,,M,בוטא,,,Vol-1-P_M-d2e566-person,Vol-1-P_M-Butes-1,name-Butes-d1e290914,Butes-Butes,P,M 
 Butes-Butes,Butes,Butes,,M,בוטון,,,Vol-1-P_M-d2e615-person,Vol-1-P_M-Butes-2,name-Butes-d1e290914,Butes-Butes,P,M 
 Butes-Butes,Butes,Butes,,M,בוטא,,,Vol-1-P_M-d2e650-person,Vol-1-P_M-Butes-3,name-Butes-d1e290914,Butes-Butes,P,M 
 Butes-Butes,Butes,Butes,בוטה,M,,,,Vol-2-P_M-d8e115-person,Vol-2-P_M-Persian-Males-Butes-1,name-Butes-d1e290914,Butes-Butes,P,M 
 Buzi-בוזי,Buzi,בוזי,–,M,,,,Vol-4-B_M-d8e3552-person,Vol-4-B_M-Biblical-Males-Buzi-1,name-Buzi-d1e625613,Buzi-בוזי,B,M 
 Buzia-בוזיא,Buzia,בוזיא,ܒܘܙܝܐ,F,,,,Vol-2-Vol-1-ADD-S-H_F-d8e148-person,Vol-2-Vol-1-ADD-S-H_F-Semitic-Greek-Females-Buzia-1,name-Buzia-d1e469634,Buzia-בוזיא,S-H,F 
 Caecilianus-Caecilianus,Caecilianus,Caecilianus,–,M,,,,Vol-3-L_M-d8e10138-person,Vol-3-L_M-Latin-Males-Caecilianus-1,name-Caecilianus-d1e574999,Caecilianus-Caecilianus,L,M 
 Caecilianus-Caecilianus,Caecilianus,Caecilianus,Καικιλιανός,M,,,,Vol-3-L_M-d8e10174-person,Vol-3-L_M-Latin-Males-Caecilianus-2,name-Caecilianus-d1e574999,Caecilianus-Caecilianus,L,M 
 Caecilius-Caecilius,Caecilius,Caecilius,Κεκίλιος,M,,,,Vol-3-L_M-d8e10230-person,Vol-3-L_M-Latin-Males-Caecilius-1,name-Caecilius-d1e575100,Caecilius-Caecilius,L,M 
 Caecilius-Caecilius,Caecilius,Caecilius,Κεκίλιος,M,,,,Vol-3-L_M-d8e10284-person,Vol-3-L_M-Latin-Males-Caecilius-2,name-Caecilius-d1e575100,Caecilius-Caecilius,L,M 
 Caecilius-Caecilius,Caecilius,Caecilius,Καικιλλίας,M,,,,Vol-3-L_M-d8e10336-person,Vol-3-L_M-Latin-Males-Caecilius-3,name-Caecilius-d1e575100,Caecilius-Caecilius,L,M 
 Caelia-Caelia,Caelia,Caelia,Καιλλία,F,,,,Vol-3-L_F-d8e4518-person,Vol-3-L_F-Latin-Females-Caelia-1,name-Caelia-d1e557620,Caelia-Caelia,L,F 
 Caelia-Caelia,Caelia,Caelia,Καιλία,F,,,,Vol-3-L_F-d8e4556-person,Vol-3-L_F-Latin-Females-Caelia-2,name-Caelia-d1e557620,Caelia-Caelia,L,F 
 Caelia-Caelia,Caelia,Caelia,Caeliae,F,,,,Vol-3-L_F-d8e4592-person,Vol-3-L_F-Latin-Females-Caelia-3,name-Caelia-d1e557620,Caelia-Caelia,L,F 
 Caelia-Caelia,Caelia,Caelia,–,F,,,,Vol-3-L_F-d8e4626-person,Vol-3-L_F-Latin-Females-Caelia-4,name-Caelia-d1e557620,Caelia-Caelia,L,F 
 Caelius-Caelius,Caelius,Caelius,Καίλιος,M,,,,Vol-3-L_M-d8e10389-person,Vol-3-L_M-Latin-Males-Caelius-1,name-Caelius-d1e575261,Caelius-Caelius,L,M 
 Caelius-Caelius,Caelius,Caelius,Καίλις,M,,,,Vol-3-L_M-d8e10431-person,Vol-3-L_M-Latin-Males-Caelius-2,name-Caelius-d1e575261,Caelius-Caelius,L,M 
 Caelius-Caelius,Caelius,Caelius,Καίλις,M,,,,Vol-3-L_M-d8e10475-person,Vol-3-L_M-Latin-Males-Caelius-3,name-Caelius-d1e575261,Caelius-Caelius,L,M 
 Caepius-Caepius,Caepius,Caepius,ⲅⲁⲓⲡⲓⲟⲥ,M,,,,Vol-4-Vol-3-Add-L_M-d8e74-person,Vol-4-Vol-3-Add-L_M-Latin-Males-Caepius-1,name-Caepius-d1e692376,Caepius-Caepius,Add-L,M 
 Caimion-Caimion,Caimion,Caimion,Καιμίω,M,,,,Vol-3-E_M-d8e1171-person,Vol-3-E_M-Egyptian-Males-Caimion-1,name-Caimion-d1e480227,Caimion-Caimion,E,M 
 Cainon-Καίνων,Cainon,Καίνων,–,M,,,,Vol-3-G_M-d8e49302-person,Vol-3-G_M-Greek-Males-Cainon-1,name-Cainon-d1e532013,Cainon-Καίνων,G,M 
 Cairus-Καῖρος,Cairus,Καῖρος,,M,,Καίρας,,Vol-1-G_M-d2e10992-person,Vol-1-G_M-Cairus-1,name-Cairus-d1e238560,Cairus-Καῖρος,G,M 
 Calabrica-Calabrica,Calabrica,Calabrica,קלבריה,M,,,,Vol-3-L_M-d8e10542-person,Vol-3-L_M-Latin-Males-Calabrica-1,name-Calabrica-d1e575410,Calabrica-Calabrica,L,M 
 Calandina-Calandina,Calandina,Calandina,Καλανδία,F,,,,Vol-3-L_F-d8e4676-person,Vol-3-L_F-Latin-Females-Calandina-1,name-Calandina-d1e557805,Calandina-Calandina,L,F 
 Calandinus-Calandinus,Calandinus,Calandinus,Καλανδίω,M,,,,Vol-3-L_M-d8e10608-person,Vol-3-L_M-Latin-Males-Calandinus-1,name-Calandinus-d1e575471,Calandinus-Calandinus,L,M 
 Cale-Κάλη,,,F,,,,Vol-2-Vol-1-ADD-G_F-d8e926-person,Vol-2-Vol-1-ADD-G_F-Greek-Females-Cale-1,name-Cale-d1e455864,Cale-Κάλη,G,F 
 Cale-Καλή,Cale,Καλή,Καλήν,F,,,,Vol-3-G_F-d8e12927-person,Vol-3-G_F-Greek-Females-Cale-1,name-Cale-d1e500570,Cale-Καλή,G,F 
 Caleb-כלב,Caleb,כלב,,M,,Χαβεῦ,,Vol-1-B_M-d2e41260-person,Vol-1-B_M-Caleb-1,name-Caleb-d1e125434,Caleb-כלב,B,M 
 Caleb-כלב,Caleb,כלב,,M,,,—,Vol-1-B_M-d2e41333-person,Vol-1-B_M-Caleb-2,name-Caleb-d1e125434,Caleb-כלב,B,M 
 Caleb-כלב,Caleb,כלב,,M,כלבא,,,Vol-1-B_M-d2e41370-person,Vol-1-B_M-Caleb-3,name-Caleb-d1e125434,Caleb-כלב,B,M 
 Caleb-כלב,Caleb,כלב,–,M,,,,Vol-2-B_M-d8e33389-person,Vol-2-B_M-Biblical-Males-Caleb-1,name-Caleb-d1e125434,Caleb-כלב,B,M 
 Caleb-כלב,Caleb,כלב,כלבא,M,,,,Vol-3-B_M-d8e8689-person,Vol-3-B_M-Biblical-Males-Caleb-1,name-Caleb-d1e125434,Caleb-כלב,B,M 
 Calebius-Calebius,Calebius,Calebius,Calevius,M,,,,Vol-3-L_M-d8e10706-person,Vol-3-L_M-Latin-Males-Calebius-1,name-Calebius-d1e575583,Calebius-Calebius,L,M 
 Calemera-Καλημέρα,Calemera,Καλημέρα,Καλαμερα,F,,,,Vol-3-G_F-d8e12985-person,Vol-3-G_F-Greek-Females-Calemera-1,name-Calemera-d1e500626,Calemera-Καλημέρα,G,F 
 Calendinus-Calendinus,Calendinus,Calendinus,Kalenzonis,M,,,,Vol-3-L_M-d8e10657-person,Vol-3-L_M-Latin-Males-Calendinus-1,name-Calendinus-d1e575524,Calendinus-Calendinus,L,M 
 Cales-Κάλης,Cales,Κάλης,Καλῆτος,M,,,,Vol-3-G_M-d8e49346-person,Vol-3-G_M-Greek-Males-Cales-1,name-Cales-d1e532067,Cales-Κάλης,G,M 
 Calinicus-Καλίνικος,Calinicus,Καλίνικος,Καλλίνικος,M,,,,Vol-2-G_M-d8e10730-person,Vol-2-G_M-Greek-Males-Calinicus-1,name-Calinicus-d1e378246,Calinicus-Καλίνικος,G,M 
 Calinicus-Καλίνικος,Calinicus,Καλίνικος,[Καλλι]νείκου,M,,,,Vol-3-G_M-d8e49391-person,Vol-3-G_M-Greek-Males-Calinicus-1,name-Calinicus-d1e378246,Calinicus-Καλίνικος,G,M 
