person:nym,person:lemma_en,person:lemma_ancient,person:orthography,person:sex,person:hebrew,person:greek,person:checkme,person:id,person:pointer_in_volume,name:id,name:form,name:language_type,name:gender_type
 Likhlukhit-לכלוכית,Likhlukhit,לכלוכית,,F,,,—,Vol-1-S-H_F-d2e1132-person,Vol-1-S-H_F-Likhlukhit-1,name-Likhlukhit-d1e300887,Likhlukhit-לכלוכית,S-H,F 
 Lili-לילי,Lili,לילי,–,M,,,,Vol-4-S-H_M-d8e24562-person,Vol-4-S-H_M-Semitic-Hebrew-Males-Lili-1,name-Lili-d1e683079,Lili-לילי,S-H,M 
 Lima-לימא,Lima,לימא,–,M,,,,Vol-4-S-H_M-d8e24612-person,Vol-4-S-H_M-Semitic-Hebrew-Males-Lima-1,name-Lima-d1e683132,Lima-לימא,S-H,M 
 Litorius-Litorius,Litorius,Litorius,Lectorius,M,,,,Vol-3-L_M-d8e23180-person,Vol-3-L_M-Latin-Males-Litorius-1,name-Litorius-d1e580772,Litorius-Litorius,L,M 
 Livia-Livia,Livia,Livia,Λειβι,F,,,,Vol-3-L_F-d8e24516-person,Vol-3-L_F-Latin-Females-Livia-1,name-Livia-d1e561905,Livia-Livia,L,F 
 Livianus-Livianus,Livianus,Livianus,לויאנוס,M,,,,Vol-3-L_M-d8e23232-person,Vol-3-L_M-Latin-Males-Livianus-1,name-Livianus-d1e580828,Livianus-Livianus,L,M 
 Livianus-Livianus,Livianus,Livianus,Libianus,M,,,,Vol-3-L_M-d8e23276-person,Vol-3-L_M-Latin-Males-Livianus-2,name-Livianus-d1e580828,Livianus-Livianus,L,M 
 Livius-Livius,Livius,Livius,Livio,M,,,,Vol-3-L_M-d8e23330-person,Vol-3-L_M-Latin-Males-Livius-1,name-Livius-d1e580931,Livius-Livius,L,M 
 Lāleh-Lāleh,Lāleh,Lāleh,לאלי,F,,,,Vol-4-I_F-d8e7591-person,Vol-4-I_F-Iranian-Females-Lāleh-1,name-Lleh-d1e644036,Lāleh-Lāleh,I,F 
 Lāleh-Lāleh,Lāleh,Lāleh,לאלה,F,,,,Vol-4-I_F-d8e7628-person,Vol-4-I_F-Iranian-Females-Lāleh-2,name-Lleh-d1e644036,Lāleh-Lāleh,I,F 
 Lāleh-Lāleh,Lāleh,Lāleh,לילי,F,,,,Vol-4-I_F-d8e7668-person,Vol-4-I_F-Iranian-Females-Lāleh-3,name-Lleh-d1e644036,Lāleh-Lāleh,I,F 
 Lāleh-Lāleh,Lāleh,Lāleh,לאלו,F,,,,Vol-4-I_F-d8e7706-person,Vol-4-I_F-Iranian-Females-Lāleh-4,name-Lleh-d1e644036,Lāleh-Lāleh,I,F 
 Lāleh-Lāleh,Lāleh,Lāleh,לאלי,F,,,,Vol-4-I_F-d8e7748-person,Vol-4-I_F-Iranian-Females-Lāleh-5,name-Lleh-d1e644036,Lāleh-Lāleh,I,F 
 Lofiyani-לופייני,Lofiyani,לופייני,–,M,,,,Vol-2-S-H_M-d8e16587-person,Vol-2-S-H_M-Semitic-Hebrew-Males-Lofiyani-1,name-Lofiyani-d1e440167,Lofiyani-לופייני,S-H,M 
 Logas-Λογάς,Logas,Λογάς,,M,לוגא,,,Vol-1-G_M-d2e12191-person,Vol-1-G_M-Logas-1,name-Logas-d1e240399,Logas-Λογάς,G,M 
 Logas-Λογάς,Logas,Λογάς,Λογά,M,,,,Vol-2-G_M-d8e12165-person,Vol-2-G_M-Greek-Males-Logas-1,name-Logas-d1e240399,Logas-Λογάς,G,M 
 Lois-Λωΐς,Lois,Λωΐς,–,F,,,,Vol-3-G_F-d8e14523-person,Vol-3-G_F-Greek-Females-Lois-1,name-Lois-d1e501794,Lois-Λωΐς,G,F 
 Lollia-Lollia,Lollia,Lollia,Λολία,F,,,,Vol-3-L_F-d8e24571-person,Vol-3-L_F-Latin-Females-Lollia-1,name-Lollia-d1e561961,Lollia-Lollia,L,F 
 Lollianus-Lollianus,Lollianus,Lollianus,,M,לוליינוס,,,Vol-1-L_M-d2e3231-person,Vol-1-L_M-Lollianus-1,name-Lollianus-d1e278739,Lollianus-Lollianus,L,M 
 Lollianus-Lollianus,Lollianus,Lollianus,,M,לוליא,,,Vol-1-L_M-d2e3266-person,Vol-1-L_M-Lollianus-2,name-Lollianus-d1e278739,Lollianus-Lollianus,L,M 
 Lollianus-Lollianus,Lollianus,Lollianus,לוליבא /לולייני,M,,,,Vol-2-L_M-d8e6343-person,Vol-2-L_M-Latin-Males-Lollianus-1,name-Lollianus-d1e278739,Lollianus-Lollianus,L,M 
 Lollianus-Lollianus,Lollianus,Lollianus,לוליתא,M,,,,Vol-2-L_M-d8e6389-person,Vol-2-L_M-Latin-Males-Lollianus-2,name-Lollianus-d1e278739,Lollianus-Lollianus,L,M 
 Lollianus-Lollianus,Lollianus,Lollianus,לוליאני /לוליינו /לוליני,M,,,,Vol-2-L_M-d8e6426-person,Vol-2-L_M-Latin-Males-Lollianus-3,name-Lollianus-d1e278739,Lollianus-Lollianus,L,M 
 Lollianus-Lollianus,Lollianus,Lollianus,לוליני,M,,,,Vol-2-L_M-d8e6475-person,Vol-2-L_M-Latin-Males-Lollianus-4,name-Lollianus-d1e278739,Lollianus-Lollianus,L,M 
 Lollianus-Lollianus,Lollianus,Lollianus,Λουλιανοῦ,M,,,,Vol-2-L_M-d8e6512-person,Vol-2-L_M-Latin-Males-Lollianus-5,name-Lollianus-d1e278739,Lollianus-Lollianus,L,M 
 Lollianus-Lollianus,Lollianus,Lollianus,לולינא,M,,,,Vol-2-L_M-d8e6544-person,Vol-2-L_M-Latin-Males-Lollianus-6,name-Lollianus-d1e278739,Lollianus-Lollianus,L,M 
 Lollianus-Lollianus,Lollianus,Lollianus,Λολιανοῦ,M,,,,Vol-2-L_M-d8e6575-person,Vol-2-L_M-Latin-Males-Lollianus-7,name-Lollianus-d1e278739,Lollianus-Lollianus,L,M 
 Lollianus-Lollianus,Lollianus,Lollianus,לוליאנא,M,,,,Vol-2-L_M-d8e6607-person,Vol-2-L_M-Latin-Males-Lollianus-8,name-Lollianus-d1e278739,Lollianus-Lollianus,L,M 
 Lollianus-Lollianus,Lollianus,Lollianus,לוליינוס,M,,,,Vol-3-L_M-d8e23376-person,Vol-3-L_M-Latin-Males-Lollianus-1,name-Lollianus-d1e278739,Lollianus-Lollianus,L,M 
 Lollianus-Lollianus,Lollianus,Lollianus,לולינוס,M,,,,Vol-3-L_M-d8e23416-person,Vol-3-L_M-Latin-Males-Lollianus-2,name-Lollianus-d1e278739,Lollianus-Lollianus,L,M 
 Lollius-Lollius,Lollius,Lollius,Λόλλου,M,,,,Vol-2-L_M-d8e6651-person,Vol-2-L_M-Latin-Males-Lollius-1,name-Lollius-d1e404650,Lollius-Lollius,L,M 
 Lollius-Lollius,Lollius,Lollius,לול[י]א,M,,,,Vol-2-L_M-d8e6683-person,Vol-2-L_M-Latin-Males-Lollius-2,name-Lollius-d1e404650,Lollius-Lollius,L,M 
 Lollius-Lollius,Lollius,Lollius,Lollium,M,,,,Vol-3-L_M-d8e23473-person,Vol-3-L_M-Latin-Males-Lollius-1,name-Lollius-d1e404650,Lollius-Lollius,L,M 
 Lollius-Lollius,Lollius,Lollius,Λόλλιος,M,,,,Vol-3-L_M-d8e23516-person,Vol-3-L_M-Latin-Males-Lollius-2,name-Lollius-d1e404650,Lollius-Lollius,L,M 
 Lolous-Lolous,Lolous,Lolous,Λολοῦ,M,,,,Vol-3-E_M-d8e3366-person,Vol-3-E_M-Egyptian-Males-Lolous-1,name-Lolous-d1e482693,Lolous-Lolous,E,M 
 Longia-Longia,Longia,Longia,Λογγῖνα,F,,,,Vol-3-L_F-d8e24619-person,Vol-3-L_F-Latin-Females-Longia-1,name-Longia-d1e562017,Longia-Longia,L,F 
 Longia-Longia,Longia,Longia,Longeia,F,,,,Vol-3-L_F-d8e24655-person,Vol-3-L_F-Latin-Females-Longia-2,name-Longia-d1e562017,Longia-Longia,L,F 
 Longinus-Longinus,Longinus,Longinus,Λονγ[ίνου] /Λονγίνι,M,,,,Vol-3-L_M-d8e23570-person,Vol-3-L_M-Latin-Males-Longinus-1,name-Longinus-d1e580984,Longinus-Longinus,L,M 
 Longinus-Longinus,Longinus,Longinus,Λονγι,M,,,,Vol-3-L_M-d8e23646-person,Vol-3-L_M-Latin-Males-Longinus-2,name-Longinus-d1e580984,Longinus-Longinus,L,M 
 Longinus-Longinus,Longinus,Longinus,Longinoz,M,,,,Vol-4-L_M-d8e941-person,Vol-4-L_M-Latin-Males-Longinus-1,name-Longinus-d1e580984,Longinus-Longinus,L,M 
 Loppius-Loppius,Loppius,Loppius,Λωπου,M,,,,Vol-3-L_M-d8e23692-person,Vol-3-L_M-Latin-Males-Loppius-1,name-Loppius-d1e581147,Loppius-Loppius,L,M 
 Lot-לוט,Lot,לוט,Λότκις,M,,,,Vol-3-B_M-d8e8787-person,Vol-3-B_M-Biblical-Males-Lot-1,name-Lot-d1e475112,Lot-לוט,B,M 
 Loteia-Loteia,Loteia,Loteia,Λοτηΐς,F,,,,Vol-3-L_F-d8e24705-person,Vol-3-L_F-Latin-Females-Loteia-1,name-Loteia-d1e562118,Loteia-Loteia,L,F 
 Luca-Luca,Luca,Luca,Λύκα,F,,,,Vol-3-L_F-d8e24754-person,Vol-3-L_F-Latin-Females-Luca-1,name-Luca-d1e562174,Luca-Luca,L,F 
 Luca-Luca,Luca,Luca,Λύκα,F,,,,Vol-3-L_F-d8e24795-person,Vol-3-L_F-Latin-Females-Luca-2,name-Luca-d1e562174,Luca-Luca,L,F 
 Luca-Luca,Luca,Luca,Λύκα,F,,,,Vol-3-L_F-d8e24827-person,Vol-3-L_F-Latin-Females-Luca-3,name-Luca-d1e562174,Luca-Luca,L,F 
 Lucas-Lucas,Lucas,Lucas,Λουκούα,M,,,,Vol-3-L_M-d8e23739-person,Vol-3-L_M-Latin-Males-Lucas-1,name-Lucas-d1e581200,Lucas-Lucas,L,M 
 Lucas-Lucas,Lucas,Lucas,Λουκᾶ,M,,,,Vol-3-L_M-d8e23782-person,Vol-3-L_M-Latin-Males-Lucas-2,name-Lucas-d1e581200,Lucas-Lucas,L,M 
 Lucas-Lucas,Lucas,Lucas,Λῦκ,M,,,,Vol-3-L_M-d8e23814-person,Vol-3-L_M-Latin-Males-Lucas-3,name-Lucas-d1e581200,Lucas-Lucas,L,M 
 Lucas-Lucas,Lucas,Lucas,Λύκου /Λούκος,M,,,,Vol-3-L_M-d8e23849-person,Vol-3-L_M-Latin-Males-Lucas-4,name-Lucas-d1e581200,Lucas-Lucas,L,M 
 Lucia-Lucia,Lucia,Lucia,L,F,,,,Vol-3-L_F-d8e24877-person,Vol-3-L_F-Latin-Females-Lucia-1,name-Lucia-d1e562323,Lucia-Lucia,L,F 
 Lucia-Lucia,Lucia,Lucia,L,F,,,,Vol-3-L_F-d8e24918-person,Vol-3-L_F-Latin-Females-Lucia-2,name-Lucia-d1e562323,Lucia-Lucia,L,F 
 Lucia-Lucia,Lucia,Lucia,L,F,,,,Vol-3-L_F-d8e24956-person,Vol-3-L_F-Latin-Females-Lucia-3,name-Lucia-d1e562323,Lucia-Lucia,L,F 
 Lucianis-Lucianis,Lucianis,Lucianis,Lucianidi,M,,,,Vol-3-L_M-d8e23907-person,Vol-3-L_M-Latin-Males-Lucianis-1,name-Lucianis-d1e581399,Lucianis-Lucianis,L,M 
 Lucianis-Lucianis,Lucianis,Lucianis,Λουκιανοῦ,M,,,,Vol-3-L_M-d8e23944-person,Vol-3-L_M-Latin-Males-Lucianis-2,name-Lucianis-d1e581399,Lucianis-Lucianis,L,M 
 Lucianus-Lucianus,Lucianus,Lucianus,Λουκιανός,M,,,,Vol-2-L_M-d8e6729-person,Vol-2-L_M-Latin-Males-Lucianus-1,name-Lucianus-d1e404834,Lucianus-Lucianus,L,M 
 Lucidus-Lucidus,Lucidus,Lucidus,Λυκίδα,M,,,,Vol-3-L_M-d8e24002-person,Vol-3-L_M-Latin-Males-Lucidus-1,name-Lucidus-d1e581494,Lucidus-Lucidus,L,M 
 Lucila-Lucila,Lucila,Lucila,Λουκίλλα,F,,,,Vol-3-L_F-d8e25011-person,Vol-3-L_F-Latin-Females-Lucila-1,name-Lucila-d1e562473,Lucila-Lucila,L,F 
 Lucilius-Lucilius,Lucilius,Lucilius,Λουκίλλις,M,,,,Vol-2-L_M-d8e6769-person,Vol-2-L_M-Latin-Males-Lucilius-1,name-Lucilius-d1e404879,Lucilius-Lucilius,L,M 
 Lucilius-Lucilius,Lucilius,Lucilius,Λουκειλίας,M,,,,Vol-3-L_M-d8e24055-person,Vol-3-L_M-Latin-Males-Lucilius-1,name-Lucilius-d1e404879,Lucilius-Lucilius,L,M 
 Lucina-Lucina,Lucina,Lucina,Λουκίνῃ,F,,,,Vol-3-L_F-d8e25060-person,Vol-3-L_F-Latin-Females-Lucina-1,name-Lucina-d1e562526,Lucina-Lucina,L,F 
 Lucinus-Lucinus,Lucinus,Lucinus,–,M,,,,Vol-3-L_M-d8e24111-person,Vol-3-L_M-Latin-Males-Lucinus-1,name-Lucinus-d1e581547,Lucinus-Lucinus,L,M 
 Luciolus-Luciolus,Luciolus,Luciolus,Λουκιολουμ,M,,,,Vol-3-L_M-d8e24156-person,Vol-3-L_M-Latin-Males-Luciolus-1,name-Luciolus-d1e581597,Luciolus-Luciolus,L,M 
 Lucius-Lucius,Lucius,Lucius,,M,,Λούκιος,,Vol-1-L_M-d2e3313-person,Vol-1-L_M-Lucius-1,name-Lucius-d1e279279,Lucius-Lucius,L,M 
 Lucius-Lucius,Lucius,Lucius,,M,,,Leucius,Vol-1-L_M-d2e3357-person,Vol-1-L_M-Lucius-2,name-Lucius-d1e279279,Lucius-Lucius,L,M 
 Lucius-Lucius,Lucius,Lucius,,M,,Λυκιας,,Vol-1-L_M-d2e3402-person,Vol-1-L_M-Lucius-3,name-Lucius-d1e279279,Lucius-Lucius,L,M 
 Lucius-Lucius,Lucius,Lucius,Λούκιος,M,,,,Vol-2-L_M-d8e6816-person,Vol-2-L_M-Latin-Males-Lucius-1,name-Lucius-d1e279279,Lucius-Lucius,L,M 
 Lucius-Lucius,Lucius,Lucius,Λούκιο[ς],M,,,,Vol-2-L_M-d8e6849-person,Vol-2-L_M-Latin-Males-Lucius-2,name-Lucius-d1e279279,Lucius-Lucius,L,M 
 Lucius-Lucius,Lucius,Lucius,Λούκιο[υ],M,,,,Vol-2-L_M-d8e6886-person,Vol-2-L_M-Latin-Males-Lucius-3,name-Lucius-d1e279279,Lucius-Lucius,L,M 
 Lucius-Lucius,Lucius,Lucius,Λουκίος,M,,,,Vol-2-Vol-1-ADD-L_M-d8e1219-person,Vol-2-Vol-1-ADD-L_M-Latin-Males-Lucius-1,name-Lucius-d1e279279,Lucius-Lucius,L,M 
 Lucius-Lucius,Lucius,Lucius,לקיס,M,,,,Vol-2-Vol-1-ADD-L_M-d8e1255-person,Vol-2-Vol-1-ADD-L_M-Latin-Males-Lucius-2,name-Lucius-d1e279279,Lucius-Lucius,L,M 
 Lucius-Lucius,Lucius,Lucius,Λούκιος,M,,,,Vol-3-L_M-d8e24208-person,Vol-3-L_M-Latin-Males-Lucius-1,name-Lucius-d1e279279,Lucius-Lucius,L,M 
 Lucius-Lucius,Lucius,Lucius,Λούκιος,M,,,,Vol-3-L_M-d8e24256-person,Vol-3-L_M-Latin-Males-Lucius-2,name-Lucius-d1e279279,Lucius-Lucius,L,M 
 Lucius-Lucius,Lucius,Lucius,Λούκιος,M,,,,Vol-3-L_M-d8e24292-person,Vol-3-L_M-Latin-Males-Lucius-3,name-Lucius-d1e279279,Lucius-Lucius,L,M 
 Lucius-Lucius,Lucius,Lucius,L,M,,,,Vol-3-L_M-d8e24327-person,Vol-3-L_M-Latin-Males-Lucius-4,name-Lucius-d1e279279,Lucius-Lucius,L,M 
 Lucius-Lucius,Lucius,Lucius,L,M,,,,Vol-3-L_M-d8e24365-person,Vol-3-L_M-Latin-Males-Lucius-5,name-Lucius-d1e279279,Lucius-Lucius,L,M 
 Lucius-Lucius,Lucius,Lucius,L,M,,,,Vol-3-L_M-d8e24412-person,Vol-3-L_M-Latin-Males-Lucius-6,name-Lucius-d1e279279,Lucius-Lucius,L,M 
 Lucius-Lucius,Lucius,Lucius,L,M,,,,Vol-3-L_M-d8e24450-person,Vol-3-L_M-Latin-Males-Lucius-7,name-Lucius-d1e279279,Lucius-Lucius,L,M 
 Lucius-Lucius,Lucius,Lucius,L,M,,,,Vol-3-L_M-d8e24488-person,Vol-3-L_M-Latin-Males-Lucius-8,name-Lucius-d1e279279,Lucius-Lucius,L,M 
 Lucius-Lucius,Lucius,Lucius,Λούκιος,M,,,,Vol-3-L_M-d8e24526-person,Vol-3-L_M-Latin-Males-Lucius-9,name-Lucius-d1e279279,Lucius-Lucius,L,M 
 Lucius-Lucius,Lucius,Lucius,Λουκίου,M,,,,Vol-3-L_M-d8e24564-person,Vol-3-L_M-Latin-Males-Lucius-10,name-Lucius-d1e279279,Lucius-Lucius,L,M 
 Lucius-Lucius,Lucius,Lucius,L,M,,,,Vol-3-L_M-d8e24596-person,Vol-3-L_M-Latin-Males-Lucius-11,name-Lucius-d1e279279,Lucius-Lucius,L,M 
 Lucius-Lucius,Lucius,Lucius,L,M,,,,Vol-3-L_M-d8e24635-person,Vol-3-L_M-Latin-Males-Lucius-12,name-Lucius-d1e279279,Lucius-Lucius,L,M 
 Lucius-Lucius,Lucius,Lucius,L,M,,,,Vol-3-L_M-d8e24679-person,Vol-3-L_M-Latin-Males-Lucius-13,name-Lucius-d1e279279,Lucius-Lucius,L,M 
 Lucius-Lucius,Lucius,Lucius,Λ,M,,,,Vol-3-L_M-d8e24717-person,Vol-3-L_M-Latin-Males-Lucius-14,name-Lucius-d1e279279,Lucius-Lucius,L,M 
 Lucius-Lucius,Lucius,Lucius,L,M,,,,Vol-3-L_M-d8e24759-person,Vol-3-L_M-Latin-Males-Lucius-15,name-Lucius-d1e279279,Lucius-Lucius,L,M 
 Lucius-Lucius,Lucius,Lucius,–,M,,,,Vol-3-L_M-d8e24797-person,Vol-3-L_M-Latin-Males-Lucius-16,name-Lucius-d1e279279,Lucius-Lucius,L,M 
 Lucius-Lucius,Lucius,Lucius,L,M,,,,Vol-3-L_M-d8e24828-person,Vol-3-L_M-Latin-Males-Lucius-17,name-Lucius-d1e279279,Lucius-Lucius,L,M 
 Lucius-Lucius,Lucius,Lucius,Λούκιος,M,,,,Vol-3-L_M-d8e24869-person,Vol-3-L_M-Latin-Males-Lucius-18,name-Lucius-d1e279279,Lucius-Lucius,L,M 
 Lucius-Lucius,Lucius,Lucius,Λ,M,,,,Vol-3-L_M-d8e24911-person,Vol-3-L_M-Latin-Males-Lucius-19,name-Lucius-d1e279279,Lucius-Lucius,L,M 
 Lucius-Lucius,Lucius,Lucius,Λουκίου,M,,,,Vol-3-L_M-d8e24953-person,Vol-3-L_M-Latin-Males-Lucius-20,name-Lucius-d1e279279,Lucius-Lucius,L,M 
 Lucius-Lucius,Lucius,Lucius,Λούκιος,M,,,,Vol-3-L_M-d8e24994-person,Vol-3-L_M-Latin-Males-Lucius-21,name-Lucius-d1e279279,Lucius-Lucius,L,M 
 Lucius-Lucius,Lucius,Lucius,Λουκίω,M,,,,Vol-3-L_M-d8e25033-person,Vol-3-L_M-Latin-Males-Lucius-22,name-Lucius-d1e279279,Lucius-Lucius,L,M 
 Lucius-Lucius,Lucius,Lucius,Luci[us],M,,,,Vol-3-L_M-d8e25063-person,Vol-3-L_M-Latin-Males-Lucius-23,name-Lucius-d1e279279,Lucius-Lucius,L,M 
 Lucius-Lucius,Lucius,Lucius,[L]ucios,M,,,,Vol-3-L_M-d8e25098-person,Vol-3-L_M-Latin-Males-Lucius-24,name-Lucius-d1e279279,Lucius-Lucius,L,M 
 Lucius-Lucius,Lucius,Lucius,L,M,,,,Vol-3-L_M-d8e25133-person,Vol-3-L_M-Latin-Males-Lucius-25,name-Lucius-d1e279279,Lucius-Lucius,L,M 
 Lucretia-Lucretia,Lucretia,Lucretia,Lucretiae,F,,,,Vol-3-L_F-d8e25109-person,Vol-3-L_F-Latin-Females-Lucretia-1,name-Lucretia-d1e562579,Lucretia-Lucretia,L,F 
 Lucretius-Lucretius,Lucretius,Lucretius,Λουκρη́ου,M,,,,Vol-3-L_M-d8e25179-person,Vol-3-L_M-Latin-Males-Lucretius-1,name-Lucretius-d1e581654,Lucretius-Lucretius,L,M 
 Luda-לודא,Luda,לודא,,M,,,—,Vol-1-S-H_M-d2e8333-person,Vol-1-S-H_M-Luda-1,name-Luda-d1e326861,Luda-לודא,S-H,M 
 Luda-לודא,Luda,לודא,לודה,M,,,,Vol-2-S-H_M-d8e16538-person,Vol-2-S-H_M-Semitic-Hebrew-Males-Luda-1,name-Luda-d1e326861,Luda-לודא,S-H,M 
 ΛούλαβοςLulab-ΛούλαβοςLulab,ΛούλαβοςLulab,ΛούλαβοςLulab,Λουλάβου,M,,,,Vol-2-S-G_M-d8e1654-person,Vol-2-S-G_M-Semitic-Greek-Males-ΛούλαβοςLulab-1,name-Lulab-d1e413355,ΛούλαβοςLulab-ΛούλαβοςLulab,S-G,M 
 Lusas-Lusas,Lusas,Lusas,Λυσᾶτο,M,,,,Vol-3-E_M-d8e3419-person,Vol-3-E_M-Egyptian-Males-Lusas-1,name-Lusas-d1e482743,Lusas-Lusas,E,M 
 Lusius-Lusius,Lusius,Lusius,Λούσ,M,,,,Vol-3-L_M-d8e25233-person,Vol-3-L_M-Latin-Males-Lusius-1,name-Lusius-d1e581710,Lusius-Lusius,L,M 
 Īlīyafa‘-اليفع,Īlīyafa‘,اليفع,אליפע,M,,,,Vol-2-Vol-4-ADD-A_M-d8e203-person,Vol-2-Vol-4-ADD-A_M-Arabic-Males-Īlīyafa‘-1,name-lyafa-d1e470073,Īlīyafa‘-اليفع,A,M 
 Lycus-Λύκος,Lycus,Λύκος,Λύκον,M,,,,Vol-3-G_M-d8e53387-person,Vol-3-G_M-Greek-Males-Lycus-1,name-Lycus-d1e535423,Lycus-Λύκος,G,M 
 Lydia-Λυδία,Lydia,Λυδία,,F,,ΛγΔια,Lydia,Vol-1-G_F-d2e2946-person,Vol-1-G_F-Lydia-1,name-Lydia-d1e198943,Lydia-Λυδία,G,F 
 Lydia-Λυδία,Lydia,Λυδία,–,F,,,,Vol-3-G_F-d8e14427-person,Vol-3-G_F-Greek-Females-Lydia-1,name-Lydia-d1e198943,Lydia-Λυδία,G,F 
 Lysanias-Λυσανΐας,Lysanias,Λυσανΐας,–,M,,,,Vol-3-G_M-d8e53435-person,Vol-3-G_M-Greek-Males-Lysanias-1,name-Lysanias-d1e535473,Lysanias-Λυσανΐας,G,M 
 Lysanias-Λυσανΐας,Lysanias,Λυσανΐας,–,M,,,,Vol-3-G_M-d8e53465-person,Vol-3-G_M-Greek-Males-Lysanias-2,name-Lysanias-d1e535473,Lysanias-Λυσανΐας,G,M 
 Lysanias-Λυσανΐας,Lysanias,Λυσανΐας,[Λ]υσανίας,M,,,,Vol-3-G_M-d8e53499-person,Vol-3-G_M-Greek-Males-Lysanias-3,name-Lysanias-d1e535473,Lysanias-Λυσανΐας,G,M 
 Lysanias-Λυσανΐας,Lysanias,Λυσανΐας,–,M,,,,Vol-3-G_M-d8e53535-person,Vol-3-G_M-Greek-Males-Lysanias-4,name-Lysanias-d1e535473,Lysanias-Λυσανΐας,G,M 
 Lysanias-Λυσανΐας,Lysanias,Λυσανΐας,Λυσανία,M,,,,Vol-3-G_M-d8e53566-person,Vol-3-G_M-Greek-Males-Lysanias-5,name-Lysanias-d1e535473,Lysanias-Λυσανΐας,G,M 
 Lysanias-Λυσανΐας,Lysanias,Λυσανΐας,Λυσανία,M,,,,Vol-3-G_M-d8e53601-person,Vol-3-G_M-Greek-Males-Lysanias-6,name-Lysanias-d1e535473,Lysanias-Λυσανΐας,G,M 
 Lysanias-Λυσανΐας,Lysanias,Λυσανΐας,Λυσανία,M,,,,Vol-3-G_M-d8e53637-person,Vol-3-G_M-Greek-Males-Lysanias-7,name-Lysanias-d1e535473,Lysanias-Λυσανΐας,G,M 
 Lysanias-Λυσανΐας,Lysanias,Λυσανΐας,[Λ]υσανίας,M,,,,Vol-3-G_M-d8e53673-person,Vol-3-G_M-Greek-Males-Lysanias-8,name-Lysanias-d1e535473,Lysanias-Λυσανΐας,G,M 
 Lysanias-Λυσανΐας,Lysanias,Λυσανΐας,Λυσ[ανία]ς,M,,,,Vol-3-G_M-d8e53710-person,Vol-3-G_M-Greek-Males-Lysanias-9,name-Lysanias-d1e535473,Lysanias-Λυσανΐας,G,M 
 Lysanias-Λυσανίας,Lysanias,Λυσανίας,Λυσανίου,M,,,,Vol-4-G_M-d8e1240-person,Vol-4-G_M-Greek-Males-Lysanias-1,name-Lysanias-d1e635949,Lysanias-Λυσανίας,G,M 
 Lysia-Λυσίας,Lysia,Λυσίας,,F,,Λγсια,Assia,Vol-1-G_F-d2e3011-person,Vol-1-G_F-Lysia-1,name-Lysia-d1e199052,Lysia-Λυσίας,G,F 
 Lysias-Λυσίας,Lysias,Λυσίας,Λυσᾶ,M,,,,Vol-2-G_M-d8e12227-person,Vol-2-G_M-Greek-Males-Lysias-1,name-Lysias-d1e380470,Lysias-Λυσίας,G,M 
 Lysias-Λυσίας,Lysias,Λυσίας,–,M,,,,Vol-2-G_M-d8e12262-person,Vol-2-G_M-Greek-Males-Lysias-2,name-Lysias-d1e380470,Lysias-Λυσίας,G,M 
 Lysias-Λυσίας,Lysias,Λυσίας,Λυσίου /Λυσία,M,,,,Vol-2-Vol-1-ADD-G_M-d8e3272-person,Vol-2-Vol-1-ADD-G_M-Greek-Males-Lysias-1,name-Lysias-d1e380470,Lysias-Λυσίας,G,M 
 Lysias-Λυσίας,Lysias,Λυσίας,Λῦσας,M,,,,Vol-2-Vol-1-ADD-G_M-d8e3322-person,Vol-2-Vol-1-ADD-G_M-Greek-Males-Lysias-2,name-Lysias-d1e380470,Lysias-Λυσίας,G,M 
 Lysias-Λυσίας,Lysias,Λυσίας,Λυσία,M,,,,Vol-3-G_M-d8e53768-person,Vol-3-G_M-Greek-Males-Lysias-1,name-Lysias-d1e380470,Lysias-Λυσίας,G,M 
 Lysimachus-Λυσίμαχος,Lysimachus,Λυσίμαχος,,M,,,—,Vol-1-G_M-d2e12242-person,Vol-1-G_M-Lysimachus-1,name-Lysimachus-d1e240495,Lysimachus-Λυσίμαχος,G,M 
 Lysimachus-Λυσίμαχος,Lysimachus,Λυσίμαχος,,M,,,—,Vol-1-G_M-d2e12266-person,Vol-1-G_M-Lysimachus-2,name-Lysimachus-d1e240495,Lysimachus-Λυσίμαχος,G,M 
 Lysimachus-Λυσίμαχος,Lysimachus,Λυσίμαχος,,M,,,—,Vol-1-G_M-d2e12286-person,Vol-1-G_M-Lysimachus-3,name-Lysimachus-d1e240495,Lysimachus-Λυσίμαχος,G,M 
 Lysimachus-Λυσίμαχος,Lysimachus,Λυσίμαχος,,M,,,—,Vol-1-G_M-d2e12308-person,Vol-1-G_M-Lysimachus-4,name-Lysimachus-d1e240495,Lysimachus-Λυσίμαχος,G,M 
 Lysimachus-Λυσίμαχος,Lysimachus,Λυσίμαχος,–,M,,,,Vol-3-G_M-d8e53827-person,Vol-3-G_M-Greek-Males-Lysimachus-1,name-Lysimachus-d1e240495,Lysimachus-Λυσίμαχος,G,M 
 Lysimachus-Λυσίμαχος,Lysimachus,Λυσίμαχος,לסמקס,M,,,,Vol-3-G_M-d8e53892-person,Vol-3-G_M-Greek-Males-Lysimachus-2,name-Lysimachus-d1e240495,Lysimachus-Λυσίμαχος,G,M 
