,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,compWork
10378,ref-m.1.11.1.10.16-ref-m.1.11.1.10.26,ref-bible.0104.32.19.5-ref-bible.0104.32.19.13,123275,123338,18955,18962,ref-m.00001.00011.00001.00010.00016,ref-m.00001.00011.00001.00010.00026,328349,328399,55040,55048,ref-bible.00104.00032.00019.00005,ref-bible.00104.00032.00019.00013,מעבר הירדן רבי_יוסי_הגלילי_אומר אין מביאין בכורים מעבר הירדן ,מעבר לירדן והלאה כי באה נחלתנו אלינו מעבר הירדן ,ref-bible
10379,ref-m.1.11.3.4.27-ref-m.1.11.3.4.34,ref-bible.0301.30.2.1-ref-bible.0301.30.2.8,126366,126404,19414,19421,ref-m.00001.00011.00003.00004.00027,ref-m.00001.00011.00003.00004.00034,1170730,1170769,198310,198317,ref-bible.00301.00030.00002.00001,ref-bible.00301.00030.00002.00008,ארוממך ה' כי דליתני ולא שמחת אויבי לי ,ארוממך יהוה כי דליתני ולא שמחת איבי לי ,ref-bible
10380,ref-m.1.11.4.3.38-ref-m.1.11.4.4.20,ref-bible.0102.40.18.2-ref-bible.0102.40.19.10,128164,128296,19693,19713,ref-m.00001.00011.00004.00003.00038,ref-m.00001.00011.00004.00004.00020,190491,190618,33143,33160,ref-bible.00102.00040.00018.00002,ref-bible.00102.00040.00019.00010,כנשים כיצד שוה לאנשים ולנשים חייבים על מכתו ועל קללתו כאנשים וכנשים וההורגו שוגג גולה ומזיד נהרג כאנשים ונשים ויושבת עליו ,משה את המשכן ויתן את אדניו וישם את קרשיו ויתן את בריחיו ויקם את עמודיו ויפרש את האהל על המשכן וישם את מכסה האהל עליו ,ref-bible
10381,ref-m.2.1.6.4.30-ref-m.2.1.6.4.44,ref-bible.0207.2.4.7-ref-bible.0207.2.4.21,135955,136039,20901,20915,ref-m.00002.00001.00006.00004.00030,ref-m.00002.00001.00006.00004.00044,780510,780594,131568,131582,ref-bible.00207.00002.00004.00007,ref-bible.00207.00002.00004.00021,וכתתו חרבותם לאתים וחניתותיהם למזמרות לא ישא גוי אל גוי חרב ולא ילמדו עוד מלחמה ,וכתתו חרבותם לאתים וחניתותיהם למזמרות לא ישא גוי אל גוי חרב ולא ילמדו עוד מלחמה ,ref-bible
10382,ref-m.2.1.6.4.30-ref-m.2.1.6.4.44,ref-bible.0215.4.3.10-ref-bible.0215.4.3.24,135955,136039,20901,20915,ref-m.00002.00001.00006.00004.00030,ref-m.00002.00001.00006.00004.00044,1118017,1118103,189040,189054,ref-bible.00215.00004.00003.00010,ref-bible.00215.00004.00003.00024,וכתתו חרבותם לאתים וחניתותיהם למזמרות לא ישא גוי אל גוי חרב ולא ילמדו עוד מלחמה ,וכתתו חרבתיהם לאתים וחניתתיהם למזמרות לא ישאו גוי אל גוי חרב ולא ילמדון עוד מלחמה ,ref-bible
10383,ref-m.2.1.8.7.36-ref-m.2.1.8.7.51,ref-bible.0207.30.14.6-ref-bible.0207.30.14.17,139840,139919,21519,21532,ref-m.00002.00001.00008.00007.00036,ref-m.00002.00001.00008.00007.00051,816312,816373,138057,138068,ref-bible.00207.00030.00014.00006,ref-bible.00207.00030.00014.00017,ולא ימצא במכתתו חרס לחתות אש מיקוד אמר_לו_רבי יוסי משם ראיה ולחשוף מים מגבא ,לא יחמל ולא ימצא במכתתו חרש לחתות אש מיקוד ולחשף מים מגבא ,ref-bible
10384,ref-m.2.1.9.1.11-ref-m.2.1.9.1.15,ref-bible.0207.30.22.10-ref-bible.0207.30.22.14,139981,140001,21541,21545,ref-m.00002.00001.00009.00001.00011,ref-m.00002.00001.00009.00001.00015,816966,816986,138178,138182,ref-bible.00207.00030.00022.00010,ref-bible.00207.00030.00022.00014,תזרם כמו דוה צא תאמר ,תזרם כמו דוה צא תאמר ,ref-bible
10385,ref-m.2.1.9.2.28-ref-m.2.1.9.2.34,ref-bible.0207.61.11.1-ref-bible.0207.61.11.7,140212,140251,21581,21587,ref-m.00002.00001.00009.00002.00028,ref-m.00002.00001.00009.00002.00034,860415,860454,146055,146061,ref-bible.00207.00061.00011.00001,ref-bible.00207.00061.00011.00007,כי כארץ תוציא צמחה וכגנה זרועיה תצמיח ,כי כארץ תוציא צמחה וכגנה זרועיה תצמיח ,ref-bible
10386,ref-m.2.1.9.3.39-ref-m.2.1.9.3.43,ref-bible.0207.1.18.7-ref-bible.0207.1.18.11,140508,140539,21625,21629,ref-m.00002.00001.00009.00003.00039,ref-m.00002.00001.00009.00003.00043,779451,779482,131383,131387,ref-bible.00207.00001.00018.00007,ref-bible.00207.00001.00018.00011,יהיו חטאיכם כשנים כשלג ילבינו ,יהיו חטאיכם כשנים כשלג ילבינו ,ref-bible
10387,ref-m.2.1.9.6.37-ref-m.2.1.9.6.42,ref-bible.0105.13.18.1-ref-bible.0105.13.18.6,141109,141137,21715,21720,ref-m.00002.00001.00009.00006.00037,ref-m.00002.00001.00009.00006.00042,369484,369514,61721,61726,ref-bible.00105.00013.00018.00001,ref-bible.00105.00013.00018.00006,לא ידבק בידך מאומה מן החרם ,ולא ידבק בידך מאומה מן החרם ,ref-bible
10388,ref-m.2.1.19.4.6-ref-m.2.1.19.4.25,ref-bible.0201.12.9.1-ref-bible.0201.12.10.4,152667,152768,23477,23493,ref-m.00002.00001.00019.00004.00006,ref-m.00002.00001.00019.00004.00025,437928,437989,73111,73123,ref-bible.00201.00012.00009.00001,ref-bible.00201.00012.00010.00004,אחד למול אחר השבת ואחד למול בשבת ושכח ומל את של אחר השבת בשבת חייב אחד למול בערב שבת ואחד ,מלך יריחו אחד מלך העי אשר מצד בית אל אחד מלך ירושלם אחד מלך ,ref-bible
10389,ref-m.2.1.19.5.3-ref-m.2.1.19.5.9,ref-bible.0312.24.15.5-ref-bible.0312.24.17.6,152859,152904,23505,23511,ref-m.00002.00001.00019.00005.00003,ref-m.00002.00001.00019.00005.00009,1505363,1505444,258651,258663,ref-bible.00312.00024.00015.00005,ref-bible.00312.00024.00017.00006,לשמונה לתשעה ולעשרה ולאחד עשר ולשנים עשר ,שמונה עשר לפתחיה תשעה עשר ליחזקאל העשרים ליכין אחד ועשרים לגמול שנים ועשרים ,ref-bible
10390,ref-m.2.1.19.5.3-ref-m.2.1.19.5.9,ref-bible.0312.24.10.4-ref-bible.0312.24.12.6,152859,152904,23505,23511,ref-m.00002.00001.00019.00005.00003,ref-m.00002.00001.00019.00005.00009,1505206,1505277,258624,258634,ref-bible.00312.00024.00010.00004,ref-bible.00312.00024.00012.00006,לשמונה לתשעה ולעשרה ולאחד עשר ולשנים עשר ,השמיני לישוע התשעי לשכניהו העשרי לאלישיב עשתי עשר ליקים שנים עשר ,ref-bible
10391,ref-m.2.1.19.5.4-ref-m.2.1.19.5.9,ref-bible.0312.25.26.1-ref-bible.0312.25.29.2,152867,152904,23506,23511,ref-m.00002.00001.00019.00005.00004,ref-m.00002.00001.00019.00005.00009,1507546,1507676,258968,258980,ref-bible.00312.00025.00026.00001,ref-bible.00312.00025.00029.00002,לתשעה ולעשרה ולאחד עשר ולשנים עשר ,לתשעה עשר למלותי בניו_ואחיו_שנים_עשר לעשרים לאליתה בניו_ואחיו_שנים_עשר לאחד ועשרים להותיר בניו_ואחיו_שנים_עשר לשנים ועשרים ,ref-bible
10392,ref-m.2.3.5.3.2-ref-m.2.3.5.3.12,ref-bible.0105.26.14.1-ref-bible.0105.26.14.8,186423,186506,28614,28624,ref-m.00002.00003.00005.00003.00002,ref-m.00002.00003.00005.00003.00012,391405,391445,65485,65492,ref-bible.00105.00026.00014.00001,ref-bible.00105.00026.00014.00008,שלא לאוכליו ושלא למנוייו לערלים ולטמאים פסול לאוכליו ושלא לאוכליו למנוייו ,לא אכלתי באני ממנו ולא בערתי ממנו בטמא ,ref-bible
10393,ref-m.2.3.5.3.9-ref-m.2.3.5.3.14,ref-bible.0208.51.34.1-ref-bible.0208.51.34.4,186474,186521,28621,28626,ref-m.00002.00003.00005.00003.00009,ref-m.00002.00003.00005.00003.00014,975793,975818,165269,165272,ref-bible.00208.00051.00034.00001,ref-bible.00208.00051.00034.00004,לאוכליו ושלא לאוכליו למנוייו ושלא למנוייו ,אכלנו אכלני הממנו הממני ,ref-bible
10394,ref-m.2.3.5.7.22-ref-m.2.3.5.7.31,ref-bible.0205.18.34.12-ref-bible.0205.18.35.2,187535,187577,28795,28801,ref-m.00002.00003.00005.00007.00022,ref-m.00002.00003.00005.00007.00031,700055,700098,118322,118328,ref-bible.00205.00018.00034.00012,ref-bible.00205.00018.00035.00002,שנו ואם שנו שלשו אף_על_פי_שלא שלשו מימיהם ,שנו וישנו ויאמר שלשו וישלשו וילכו המים ,ref-bible
10395,ref-m.2.3.6.4.2-ref-m.2.3.6.4.13,ref-bible.0103.1.9.14-ref-bible.0103.1.10.11,189467,189527,29088,29099,ref-m.00002.00003.00006.00004.00002,ref-m.00002.00003.00006.00004.00013,192412,192472,33432,33443,ref-bible.00103.00001.00009.00014,ref-bible.00103.00001.00010.00011,היתה באה מן הצאן מן הבקר מן הכבשים ומן העזים מן הזכרים ,ליהוה ואם מן הצאן קרבנו מן הכשבים או מן העזים לעלה זכר ,ref-bible
