baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-bible,baseOrder,grp-ref-mek,dam-lev,jac,id
ref-mek.7.10.2.293-ref-mek.7.10.2.303,ref-bible.0104.35.18.8-ref-bible.104.35.18.13,325317,325375,ref-mek.7.10.2.293,ref-mek.7.10.2.303,334997,335024,ref-bible.0104.35.18.8,ref-bible.0104.35.18.13,למומתין בידי אדם ומה תלמוד לומר מות יומת המכה רוצח הוא ,הכהו וימת רצח הוא מות יומת ,11,6,797,797.0,1440,1439.0,0.7090909090909091,0.8,3090001220
ref-mek.7.10.2.293-ref-mek.7.10.2.307,ref-bible.0104.35.21.5-ref-bible.104.35.21.13,325317,325397,ref-mek.7.10.2.293,ref-mek.7.10.2.307,335146,335188,ref-bible.0104.35.21.5,ref-bible.0104.35.21.13,למומתין בידי אדם ומה תלמוד לומר מות יומת המכה רוצח הוא ועדיין אני אומר יומת ,וימת מות יומת המכה רצח הוא גאל הדם ימית ,15,9,798,798.0,1441,1439.0,0.5657894736842105,0.6666666666666667,3090001221
ref-mek.7.10.2.293-ref-mek.7.10.2.329,ref-bible.0104.35.31.2-ref-bible.0104.35.31.12,325317,325503,ref-mek.7.10.2.293,ref-mek.7.10.2.329,335854,335901,ref-bible.0104.35.31.2,ref-bible.0104.35.31.12,תקחו כפר לנפש רצח אשר הוא רשע למות כי מות יומת,תקחו כפר לנפש רצח אשר הוא רשע למות כי מות יומת,36,11,800,799.0,1442,1442.0,0.0,0.0,3090001222
ref-mek.7.10.2.340-ref-mek.7.10.3.7,ref-bible.0102.21.29.19-ref-bible.102.21.30.7,325560,325614,ref-mek.7.10.2.340,ref-mek.7.10.3.7,147950,147987,ref-bible.0102.21.29.19,ref-bible.0102.21.30.7,למומתין בידי שמים אם כופר יושת עליו ונתן פדיון נפשו ,יומת אם כפר יושת עליו ונתן פדין נפשו ,10,8,524,524.0,1445,1445.0,0.3076923076923077,0.5,3090001223
ref-mek.7.10.3.38-ref-mek.7.10.3.47,ref-bible.0103.27.29.1-ref-bible.103.27.29.10,325769,325810,ref-mek.7.10.3.38,ref-mek.7.10.3.47,251841,251882,ref-bible.0103.27.29.1,ref-bible.0103.27.29.10,כל חרם אשר יחרם מן האדם לא יפדה מות יומת ,כל חרם אשר יחרם מן האדם לא יפדה מות יומת ,10,10,713,713.0,1446,1446.0,0.0,0.0,3090001224
ref-mek.7.10.3.75-ref-mek.7.10.3.84,ref-bible.0102.30.12.1-ref-bible.102.30.12.9,325943,325992,ref-mek.7.10.3.75,ref-mek.7.10.3.84,167163,167206,ref-bible.0102.30.12.1,ref-bible.0102.30.12.9,כי תשא את ראש בני ישראל לפקודיהם וגו' ואומר איש ,כי תשא את ראש בני ישראל לפקדיהם ונתנו איש ,10,9,623,623.0,1447,1447.0,0.1875,0.30000000000000004,3090001225
ref-mek.7.10.3.94-ref-mek.7.10.3.101,ref-bible.0311.4.24.1-ref-bible.311.4.24.10,326040,326081,ref-mek.7.10.3.94,ref-mek.7.10.3.101,1435076,1435128,ref-bible.0311.4.24.1,ref-bible.0311.4.24.10,להן מלכא מלכי ישפר עלך וחטאך בצדקה פרוק ,להן מלכא מלכי ישפר עליך עלך וחטיך וחטאך בצדקה פרק ,8,10,1594,1594.0,1448,1448.0,0.24,0.0,3090001226
ref-mek.7.10.3.103-ref-mek.7.10.3.121,ref-bible.0303.33.23.1-ref-bible.303.33.24.7,326089,326187,ref-mek.7.10.3.103,ref-mek.7.10.3.121,1323419,1323508,ref-bible.0303.33.23.1,ref-bible.0303.33.24.7,אם יש עליו מלאך מליץ אחד מני אלף להגיד לאדם ישרו ואומר ויחוננו ויאמר פדעהו מרדת שחת מצאתי כופר ,אם יש עליו מלאך מליץ אחד מני אלף להגיד לאדם ישרו ויחננו ויאמר פדעהו מרדת שחת מצאתי כפר ,19,18,1533,1533.0,1449,1449.0,0.08421052631578947,0.0,3090001227
ref-mek.7.10.3.161-ref-mek.7.10.3.172,ref-bible.0301.49.8.1-ref-bible.301.49.9.3,326396,326451,ref-mek.7.10.3.161,ref-mek.7.10.3.172,1184442,1184497,ref-bible.0301.49.8.1,ref-bible.0301.49.9.3,אח לא פדה יפדה איש ולא יתן אלהים כפרו ויקר פדיון נפשם ,אח לא פדה יפדה איש לא יתן לאלהים כפרו ויקר פדיון נפשם ,12,12,1395,1395.0,1450,1450.0,0.037037037037037035,0.0,3090001228
ref-mek.7.10.3.181-ref-mek.7.10.3.202,ref-bible.0207.43.3.8-ref-bible.0207.43.4.12,326500,326625,ref-mek.7.10.3.181,ref-mek.7.10.3.202,834746,834846,ref-bible.0207.43.3.8,ref-bible.0207.43.4.12,מאשר יקרת בעיני נכבדת ואני אהבתיך ואתן אדם תחתיך ולאמים תחת נפשך,נתתי כפרך מצרים כוש וסבא תחתיך מאשר יקרת בעיני נכבדת ואני אהבתיך ואתן אדם תחתיך ולאמים תחת נפשך,20,18,1125,1125.0,1451,1451.0,0.3263157894736842,0.2941176470588235,3090001229
ref-mek.7.11.1.27-ref-mek.7.11.2.6,ref-bible.0102.21.31.2-ref-bible.0102.21.32.6,326737,327023,ref-mek.7.11.1.27,ref-mek.7.11.2.6,148010,148070,ref-bible.0102.21.31.2,ref-bible.0102.21.32.6,בן יגח או בת יגח כמשפט הזה יעשה לו אם עבד יגח השור או אמה,בן יגח או בת יגח כמשפט הזה יעשה לו אם עבד יגח השור או אמה,67,15,526,526.0,1453,1453.0,0.0,0.0,3090001230
ref-mek.7.11.2.44-ref-mek.7.11.2.80,ref-bible.0102.21.32.1-ref-bible.0102.21.32.11,327211,327385,ref-mek.7.11.2.44,ref-mek.7.11.2.80,148047,148098,ref-bible.0102.21.32.1,ref-bible.0102.21.32.11,אם עבד יגח השור או אמה כסף שלשים שקלים יתן לאדניו,אם עבד יגח השור או אמה כסף שלשים שקלים יתן לאדניו,37,11,528,528.0,1455,1455.0,0.0,0.0,3090001231
ref-mek.7.11.3.64-ref-mek.7.11.3.69,ref-bible.0102.21.33.2-ref-bible.102.21.33.8,328302,328325,ref-mek.7.11.3.64,ref-mek.7.11.3.69,148116,148143,ref-bible.0102.21.33.2,ref-bible.0102.21.33.8,יפתח איש או כי יכרה איש ,יפתח איש בור או כי יכרה איש ,6,7,530,530.0,1457,1457.0,0.14285714285714285,0.25,3090001232
ref-mek.7.11.3.347-ref-mek.7.11.4.3,ref-bible.0102.21.34.1-ref-bible.102.21.34.6,329693,329734,ref-mek.7.11.3.347,ref-mek.7.11.4.3,148180,148211,ref-bible.0102.21.34.1,ref-bible.0102.21.34.6,בעל הבור ישלם מכל מקום כסף ישיב לבעליו ,בעל הבור ישלם כסף ישיב לבעליו ,8,6,531,531.0,1458,1458.0,0.23076923076923078,0.25,3090001233
ref-mek.7.12.1.64-ref-mek.7.12.1.97,ref-bible.0102.21.35.3-ref-bible.0102.21.35.13,330348,330501,ref-mek.7.12.1.64,ref-mek.7.12.1.97,148235,148286,ref-bible.0102.21.35.3,ref-bible.0102.21.35.13,שור איש את שור רעהו ומת ומכרו את השור החי וחצו,שור איש את שור רעהו ומת ומכרו את השור החי וחצו,34,11,532,532.0,1459,1459.0,0.0,0.0,3090001234
ref-mek.7.12.1.196-ref-mek.7.12.1.213,ref-bible.0102.21.35.9-ref-bible.102.21.35.19,330987,331069,ref-mek.7.12.1.196,ref-mek.7.12.1.213,148260,148313,ref-bible.0102.21.35.9,ref-bible.0102.21.35.19,ומכרו את השור החי וכו' אמר לו ר' עקיבא קרא את כל המקרא הזה וגם את המת יחצון ,ומכרו את השור החי וחצו את כספו וגם את המת יחצון ,18,11,534,532.0,1461,1461.0,0.4342105263157895,0.5882352941176471,3090001235
ref-mek.7.12.2.408-ref-mek.7.13.1.4,ref-bible.0102.21.37.13-ref-bible.102.22.1.4,333302,333349,ref-mek.7.12.2.408,ref-mek.7.13.1.4,148456,148507,ref-bible.0102.21.37.13,ref-bible.0102.22.1.4,תחת שור תחת שה להוציא חיה אם במחתרת ימצא הגנב ,תחת השור וארבע צאן תחת השה אם במחתרת ימצא הגנב ,10,10,535,535.0,1462,1462.0,0.3404255319148936,0.36363636363636365,3090001236
ref-mek.7.13.2.168-ref-mek.7.13.2.176,ref-bible.0102.22.2.5-ref-bible.102.22.2.13,334581,334625,ref-mek.7.13.2.168,ref-mek.7.13.2.176,148550,148591,ref-bible.0102.22.2.5,ref-bible.0102.22.2.13,דמים לו שלם ישלם ואם אין לו ונמכר בגניבתו ,דמים לו שלם ישלם אם אין לו ונמכר בגנבתו ,9,9,536,536.0,1463,1463.0,0.047619047619047616,0.0,3090001237
ref-mek.7.13.3.37-ref-mek.7.13.3.57,ref-bible.0102.22.3.4-ref-bible.102.22.3.13,335136,335238,ref-mek.7.13.3.37,ref-mek.7.13.3.57,148605,148652,ref-bible.0102.22.3.4,ref-bible.0102.22.3.13,"ידו בכל מקום אלא רשותו משור עד חמור שאין תלמוד לומר חיים אלא מה ת""ל חיים להביא החיה חיים שנים ישלם ",בידו הגנבה משור עד חמור עד שה חיים שנים ישלם ,21,10,537,537.0,1464,1464.0,0.6363636363636364,0.5294117647058824,3090001238
ref-mek.7.13.3.197-ref-mek.7.13.3.210,ref-bible.0301.78.36.1-ref-bible.301.78.38.4,336033,336100,ref-mek.7.13.3.197,ref-mek.7.13.3.210,1206445,1206535,ref-bible.0301.78.36.1,ref-bible.0301.78.38.4,ויפתוהו בפיהם ולבם לא נכון עמו ואף על פי כן והוא רחום יכפר עון ,ויפתוהו בפיהם ובלשונם יכזבו לו ולבם לא נכון עמו ולא נאמנו בבריתו והוא רחום יכפר עון ,14,16,1427,1426.0,1465,1465.0,0.35714285714285715,0.5,3090001239
ref-mek.7.13.3.212-ref-mek.7.13.3.220,ref-bible.0302.26.23.1-ref-bible.302.26.23.9,336108,336151,ref-mek.7.13.3.212,ref-mek.7.13.3.220,1285106,1285147,ref-bible.0302.26.23.1,ref-bible.0302.26.23.9,כסף סיגים מצופה על חרש שפתים דולקים ולב רע ,כסף סיגים מצפה על חרש שפתים דלקים ולב רע ,9,9,1508,1508.0,1466,1466.0,0.046511627906976744,0.0,3090001240
ref-mek.7.13.3.386-ref-mek.7.13.3.401,ref-bible.0302.6.30.2-ref-bible.302.6.31.8,336981,337065,ref-mek.7.13.3.386,ref-mek.7.13.3.401,1262290,1262366,ref-bible.0302.6.30.2,ref-bible.0302.6.31.8,יבוזו לגנב כי יגנוב לסוף נמצא מתמנה על הצבור וישלם שבעתים שנאמר כל הון ביתו יתן ,יבוזו לגנב כי יגנוב למלא נפשו כי ירעב ונמצא ישלם שבעתים את כל הון ביתו יתן ,16,16,1503,1503.0,1467,1467.0,0.2875,0.5555555555555556,3090001241
ref-mek.7.13.3.407-ref-mek.7.13.3.417,ref-bible.0301.12.7.1-ref-bible.0301.12.7.10,337093,337156,ref-mek.7.13.3.407,ref-mek.7.13.3.417,1158392,1158448,ref-bible.0301.12.7.1,ref-bible.0301.12.7.10,אמרות יהוה אמרות טהרות כסף צרוף בעליל לארץ מזקק שבעתים,אמרות יהוה אמרות טהרות כסף צרוף בעליל לארץ מזקק שבעתים,11,10,1371,1371.0,1468,1468.0,0.0,0.0,3090001242
ref-mek.7.14.1.70-ref-mek.7.14.1.97,ref-bible.0102.22.4.2-ref-bible.102.22.4.9,337510,337628,ref-mek.7.14.1.70,ref-mek.7.14.1.97,148656,148691,ref-bible.0102.22.4.2,ref-bible.0102.22.4.9,יבער איש שדה או כרם לחייב זה בפני עצמו וזה בפני עצמו שדה או כרם מה כרם יש בו פירות אף שדה יש בו פירות ושלח את בעירו ,יבער איש שדה או כרם ושלח את בעירה ,28,8,538,538.0,1470,1470.0,0.7155172413793104,0.46153846153846156,3090001243
ref-mek.7.14.1.132-ref-mek.7.14.1.150,ref-bible.0102.22.4.7-ref-bible.102.22.4.18,337811,337903,ref-mek.7.14.1.132,ref-mek.7.14.1.150,148676,148741,ref-bible.0102.22.4.7,ref-bible.0102.22.4.18,ושלח את בעירה לכך נאמר וביער בשדה אחר אלא אחר הוא זה מיטב שדהו ומיטב כרמו מיטב שדהו של ,ושלח את בעירה בעירו ובער בשדה אחר מיטב שדהו ומיטב כרמו ישלם ,19,12,539,538.0,1471,1471.0,0.39080459770114945,0.4,3090001244
ref-mek.7.14.2.185-ref-mek.7.14.2.198,ref-bible.0102.22.5.9-ref-bible.102.22.5.16,338958,339025,ref-mek.7.14.2.185,ref-mek.7.14.2.198,148779,148818,ref-bible.0102.22.5.9,ref-bible.0102.22.5.16,קמה או שדה מה השדה בגלוי אף הקמה בגלוי שלם ישלם המבעיר את הבערה ,הקמה או השדה שלם ישלם המבער את הבערה ,14,8,540,540.0,1472,1472.0,0.453125,0.25,3090001245
ref-mek.7.15.1.77-ref-mek.7.15.1.102,ref-bible.0102.22.6.7-ref-bible.0102.22.6.17,340161,340300,ref-mek.7.15.1.77,ref-mek.7.15.1.102,148842,148896,ref-bible.0102.22.6.7,ref-bible.0102.22.6.17,או כלים לשמר וגנב מבית האיש אם ימצא הגנב ישלם שנים,או כלים לשמר וגנב מבית האיש אם ימצא הגנב ישלם שנים,26,11,541,541.0,1473,1473.0,0.0,0.0,3090001246
ref-mek.7.15.1.134-ref-mek.7.15.1.145,ref-bible.0102.22.6.10-ref-bible.0102.22.6.17,340469,340535,ref-mek.7.15.1.134,ref-mek.7.15.1.145,148855,148896,ref-bible.0102.22.6.10,ref-bible.0102.22.6.17,וגנב מבית האיש אם ימצא הגנב ישלם שנים,וגנב מבית האיש אם ימצא הגנב ישלם שנים,11,8,544,543.0,1475,1475.0,0.0,0.0,3090001247
ref-mek.7.15.1.197-ref-mek.7.15.1.209,ref-bible.0207.29.15.1-ref-bible.207.29.15.13,340812,340888,ref-mek.7.15.1.197,ref-mek.7.15.1.209,813812,813889,ref-bible.0207.29.15.1,ref-bible.0207.29.15.13,הוי המעמיקים בה' לסתור עצה והיה במחשך מעשיהם ויאמרו מי רואנו ומי יודענו ,הוי המעמיקים מיהוה לסתר עצה והיה במחשך מעשיהם ויאמרו מי ראנו ומי יודענו ,13,13,1097,1097.0,1477,1477.0,0.08333333333333333,0.09999999999999998,3090001248
ref-mek.7.15.2.1-ref-mek.7.15.2.40,ref-bible.0102.22.6.10-ref-bible.0102.22.7.8,340962,341148,ref-mek.7.15.2.1,ref-mek.7.15.2.40,148855,148933,ref-bible.0102.22.6.10,ref-bible.0102.22.7.8,אם ימצא הגנב ישלם שנים אם לא ימצא הגנב,וגנב מבית האיש אם ימצא הגנב ישלם שנים אם לא ימצא הגנב ונקרב בעל הבית אל,13,16,545,545.0,1478,1478.0,0.4647887323943662,0.5,3090001249
ref-mek.7.15.2.55-ref-mek.7.15.2.63,ref-bible.0102.22.6.10-ref-bible.0102.22.7.8,341213,341253,ref-mek.7.15.2.55,ref-mek.7.15.2.63,148855,148933,ref-bible.0102.22.6.10,ref-bible.0102.22.7.8,וגנב מבית האיש אם ימצא הגנב ישלם שנים אם לא ימצא הגנב ונקרב בעל הבית אל,וגנב מבית האיש אם ימצא הגנב ישלם שנים אם לא ימצא הגנב ונקרב בעל הבית אל,9,16,546,546.0,1481,1481.0,0.0,0.0,3090001250
ref-mek.7.15.2.192-ref-mek.7.15.2.216,ref-bible.0102.22.7.8-ref-bible.102.22.8.12,341892,341995,ref-mek.7.15.2.192,ref-mek.7.15.2.216,148931,149011,ref-bible.0102.22.7.8,ref-bible.0102.22.8.12,אלא משעה ששלח בה יד לכך נאמר אם לא שלח ידו לצרכה על כל דבר פשע כלל על שור ועל חמור על שה ועל שלמה ,אל האלהים אם לא שלח ידו במלאכת רעהו על כל דבר פשע על שור על חמור על שה על שלמה ,25,20,550,541.0,1483,1483.0,0.35714285714285715,0.42105263157894735,3090001251
ref-mek.7.15.3.219-ref-mek.7.15.3.224,ref-bible.0103.5.24.7-ref-bible.103.5.24.12,343330,343366,ref-mek.7.15.3.219,ref-mek.7.15.3.224,199755,199789,ref-bible.0103.5.24.7,ref-bible.0103.5.24.12,ושלם אותו בראשו וחמישתו יוסף עליו ,ושלם אתו בראשו וחמשתיו יסף עליו ,6,6,668,668.0,1484,1484.0,0.11764705882352941,0.0,3090001252
ref-mek.7.15.3.247-ref-mek.7.16.1.9,ref-bible.0102.22.8.31-ref-bible.102.22.9.10,343488,343543,ref-mek.7.15.3.247,ref-mek.7.16.1.9,149094,149137,ref-bible.0102.22.8.31,ref-bible.0102.22.9.10,לרעהו ולא לאחרים וכי יתן איש אל רעהו חמור או שור שה ,לרעהו כי יתן איש אל רעהו חמור או שור או שה ,12,11,551,551.0,1485,1485.0,0.28846153846153844,0.25,3090001253
ref-mek.7.16.1.30-ref-mek.7.16.1.58,ref-bible.0102.22.9.6-ref-bible.0102.22.9.15,343633,343757,ref-mek.7.16.1.30,ref-mek.7.16.1.58,149120,149160,ref-bible.0102.22.9.6,ref-bible.0102.22.9.15,חמור או שור או שה וכל בהמה לשמר ומת או,חמור או שור או שה וכל בהמה לשמר ומת או,20,8,552,552.0,1486,1486.0,0.0,0.0,3090001254
ref-mek.7.16.2.49-ref-mek.7.16.2.74,ref-bible.0102.22.10.1-ref-bible.0102.22.10.11,344823,344953,ref-mek.7.16.2.49,ref-mek.7.16.2.74,149182,149233,ref-bible.0102.22.10.1,ref-bible.0102.22.10.11,שבעת יהוה תהיה בין שניהם אם לא שלח ידו במלאכת רעהו,שבעת יהוה תהיה בין שניהם אם לא שלח ידו במלאכת רעהו,26,11,554,554.0,1488,1488.0,0.0,0.0,3090001255
ref-mek.7.16.4.19-ref-mek.7.16.4.28,ref-bible.0212.3.12.4-ref-bible.212.3.12.13,345909,345958,ref-mek.7.16.4.19,ref-mek.7.16.4.28,1100721,1100768,ref-bible.0212.3.12.4,ref-bible.0212.3.12.13,כאשר יציל הרועה מפי הארי שתי כרעים או בדל אוזן ,כאשר יציל הרעה מפי הארי שתי כרעים או בדל אזן ,10,10,1333,1333.0,1490,1490.0,0.0425531914893617,0.0,3090001256
ref-mek.7.16.4.35-ref-mek.7.16.4.45,ref-bible.0102.22.12.1-ref-bible.102.22.12.8,345988,346045,ref-mek.7.16.4.35,ref-mek.7.16.4.45,149289,149324,ref-bible.0102.22.12.1,ref-bible.0102.22.12.8,אם טרוף יטרף יבאהו עד יביא עדים שנטרפה ויהא פטור מלשלם ,אם טרף יטרף יבאהו עד הטרפה לא ישלם ,11,8,557,556.0,1491,1491.0,0.41818181818181815,0.5,3090001257
ref-mek.7.16.4.169-ref-mek.7.16.5.5,ref-bible.0102.22.12.6-ref-bible.102.22.13.5,346699,346738,ref-mek.7.16.4.169,ref-mek.7.16.5.5,149310,149348,ref-bible.0102.22.12.6,ref-bible.0102.22.13.5,והטרפה לא ישלם וכי ישאל איש מעם רעהו ,הטרפה לא ישלם וכי ישאל איש מעם רעהו ,8,8,558,556.0,1492,1492.0,0.02702702702702703,0.0,3090001258
ref-mek.7.16.5.76-ref-mek.7.16.5.87,ref-bible.0102.22.10.13-ref-bible.102.22.12.1,347097,347156,ref-mek.7.16.5.76,ref-mek.7.16.5.87,149240,149291,ref-bible.0102.22.10.13,ref-bible.0102.22.12.1,הגנבה ועל האבדה בעליו אין עמו שלם ישלם אם בעליו עמו ולא ,בעליו ולא ישלם ואם גנב יגנב מעמו ישלם לבעליו אם ,12,10,556,556.0,1493,1493.0,0.6785714285714286,0.25,3090001259
ref-mek.7.16.5.79-ref-mek.7.16.5.88,ref-bible.0102.22.13.9-ref-bible.102.22.14.5,347116,347161,ref-mek.7.16.5.79,ref-mek.7.16.5.88,149362,149405,ref-bible.0102.22.13.9,ref-bible.0102.22.14.5,בעליו אין עמו שלם ישלם אם בעליו עמו ולא ישלם ,בעליו אין עמו שלם ישלם אם בעליו עמו לא ישלם ,10,10,559,559.0,1494,1493.0,0.022222222222222223,0.19999999999999996,3090001260
ref-mek.7.16.6.104-ref-mek.7.17.1.4,ref-bible.0102.22.14.6-ref-bible.102.22.15.4,347806,347847,ref-mek.7.16.6.104,ref-mek.7.17.1.4,149406,149447,ref-bible.0102.22.14.6,ref-bible.0102.22.15.4,אם שכיר הוא בא בשכרו וכי יפתה איש בתולה ,אם שכיר הוא בא בשכרו וכי יפתה איש בתולה ,9,9,560,560.0,1495,1495.0,0.0,0.0,3090001261
ref-mek.7.17.1.153-ref-mek.7.17.1.165,ref-bible.0105.22.29.1-ref-bible.105.22.29.12,348614,348682,ref-mek.7.17.1.153,ref-mek.7.17.1.165,385009,385074,ref-bible.0105.22.29.1,ref-bible.0105.22.29.12,בכסף מהור ימהרנה לו לאשה למה נאמר לפי שנאמר ונתן האיש השוכב עמה ,ונתן האיש השכב עמה לאבי הנער הנערה חמשים כסף ולו תהיה לאשה ,13,12,892,892.0,1496,1496.0,0.765625,0.7647058823529411,3090001262
ref-mek.7.17.1.190-ref-mek.7.17.1.203,ref-bible.0101.34.11.11-ref-bible.0101.34.12.14,348810,348883,ref-mek.7.17.1.190,ref-mek.7.17.1.203,67533,67615,ref-bible.0101.34.11.11,ref-bible.0101.34.12.14,תאמרו אלי אתן הרבו עלי מאד מהר ומתן ואתנה כאשר תאמרו אלי ותנו לי את הנער לאשה,תאמרו אלי אתן הרבו עלי מאד מהר ומתן ואתנה כאשר תאמרו אלי ותנו לי את הנער לאשה,14,17,66,66.0,1497,1497.0,0.0,0.0,3090001263
ref-mek.7.17.1.191-ref-mek.7.17.1.198,ref-bible.0101.48.4.1-ref-bible.101.48.4.9,348817,348858,ref-mek.7.17.1.191,ref-mek.7.17.1.198,100292,100347,ref-bible.0101.48.4.1,ref-bible.0101.48.4.9,הרבו עלי מוהר ומתן ואתנה כאשר תאמרו אלי ,ויאמר אלי הנני מפרך והרביתך ונתתיך לקהל עמים ונתתי ,8,9,86,86.0,1498,1497.0,0.6862745098039216,0.9375,3090001264
ref-mek.7.17.1.199-ref-mek.7.17.1.207,ref-bible.0102.22.15.10-ref-bible.0102.22.16.9,348859,348904,ref-mek.7.17.1.199,ref-mek.7.17.1.207,149470,149529,ref-bible.0102.22.15.10,ref-bible.0102.22.16.9,מהר ימהרנה לו לאשה אם מאן ימאן אביה לתתה לו כסף ישקל כמהר,מהר ימהרנה לו לאשה אם מאן ימאן אביה לתתה לו כסף ישקל כמהר,9,10,561,561.0,1501,1501.0,0.0,0.0,3090001265
