baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-bible,baseOrder,grp-ref-b,dam-lev,jac,id
ref-b.5.5.2.12a.7.11-ref-b.5.5.2.12a.7.16,ref-bible.0209.40.1.4-ref-bible.209.40.1.9,8151132,8151171,ref-b.5.5.2.12a.7.11,ref-b.5.5.2.12a.7.16,1058278,1058318,ref-bible.0209.40.1.4,ref-bible.0209.40.1.9,לגלותנו בראש השנה בעשור לחדש בארבע ,לגלותנו בראש השנה בעשור לחדש בארבע ,6,6,6189,6189.0,8606,8604.0,0.0,0.0,8090007446
ref-b.5.5.2.13a.3.10-ref-b.5.5.2.13a.3.23,ref-bible.0309.6.15.1-ref-bible.309.6.15.15,8153207,8153278,ref-b.5.5.2.13a.3.10,ref-b.5.5.2.13a.3.23,1382920,1382991,ref-bible.0309.6.15.1,ref-bible.0309.6.15.15,ושיציא ביתא דנא עד יום תלתא לירח אדר דהיא שנת שית למלכות דריוש מלכא ,ושיציא ביתה דנה עד יום תלתה לירח אדר די היא שנת שת למלכות דריוש מלכא ,14,15,8305,8304.0,8607,8607.0,0.08695652173913043,0.0,8090007447
ref-b.5.5.2.13a.4.11-ref-b.5.5.2.13a.4.18,ref-bible.0309.7.7.12-ref-bible.0309.7.8.8,8153336,8153389,ref-b.5.5.2.13a.4.11,ref-b.5.5.2.13a.4.18,1384011,1384087,ref-bible.0309.7.7.12,ref-bible.0309.7.8.8,בשנת שבע לארתחשסתא המלך ויבא ירושלם בחדש החמישי היא שנת השביעית למלך,בשנת שבע לארתחשסתא המלך ויבא ירושלם בחדש החמישי היא שנת השביעית למלך,8,9,8310,8310.0,8608,8608.0,0.0,0.0,8090007448
ref-b.5.5.2.13a.6.6-ref-b.5.5.2.13a.6.19,ref-bible.0201.14.7.1-ref-bible.201.14.7.14,8153614,8153679,ref-b.5.5.2.13a.6.6,ref-b.5.5.2.13a.6.19,440757,440823,ref-bible.0201.14.7.1,ref-bible.0201.14.7.14,בן ארבעים שנה אנכי בשלח משה עבד ה' אותי מקדש ברנע לרגל את הארץ ,בן ארבעים שנה אנכי בשלח משה עבד יהוה אתי מקדש ברנע לרגל את הארץ ,14,14,3577,3577.0,8610,8610.0,0.0625,0.07692307692307687,8090007449
ref-b.5.5.2.13a.6.21-ref-b.5.5.2.13a.6.28,ref-bible.0201.14.10.24-ref-bible.201.14.10.31,8153685,8153725,ref-b.5.5.2.13a.6.21,ref-b.5.5.2.13a.6.28,441132,441172,ref-bible.0201.14.10.24,ref-bible.0201.14.10.31,ועתה הנה אנכי היום בן חמש ושמונים שנה ,ועתה הנה אנכי היום בן חמש ושמונים שנה ,8,8,3582,3579.0,8611,8611.0,0.0,0.0,8090007450
ref-b.5.5.2.13b.4.22-ref-b.5.5.2.13b.4.27,ref-bible.0313.5.12.17-ref-bible.313.5.12.23,8154601,8154645,ref-b.5.5.2.13b.4.22,ref-b.5.5.2.13b.4.27,1522857,1522908,ref-bible.0313.5.12.17,ref-bible.0313.5.12.23,ועמהם כהנים למאה ועשרים מחצרים בחצוצרות ,ועמהם כהנים למאה ועשרים מחצררים מחצרים בחצצרות ,6,7,8875,8875.0,8612,8612.0,0.19148936170212766,0.1428571428571429,8090007451
ref-b.5.5.2.13b.9.20-ref-b.5.5.2.13b.10.4,ref-bible.0210.2.1.16-ref-bible.210.2.2.6,8154994,8155091,ref-b.5.5.2.13b.9.20,ref-b.5.5.2.13b.10.4,1080875,1080943,ref-bible.0210.2.1.16,ref-bible.0210.2.2.6,בניו ואחיו קדמיאל ובניו בני יהודה כאחד לנצח על עשה המלאכה בבית האלהים וגו' לא היו אומרים לא ,להם לא עמי אתם יאמר להם בני אל חי ונקבצו בני יהודה ובני ישראל יחדו ,18,15,6343,6326.0,8618,8613.0,0.7065217391304348,0.631578947368421,8090007452
ref-b.5.5.2.13b.9.18-ref-b.5.5.2.13b.9.32,ref-bible.0309.3.8.32-ref-bible.0309.3.9.15,8154981,8155069,ref-b.5.5.2.13b.9.18,ref-b.5.5.2.13b.9.32,1376876,1376988,ref-bible.0309.3.8.32,ref-bible.0309.3.9.15,לנצח על מלאכת בית יהוה ויעמד ישוע בניו ואחיו קדמיאל ובניו בני יהודה כאחד לנצח על עשה המלאכה בבית האלהים,לנצח על מלאכת בית יהוה ויעמד ישוע בניו ואחיו קדמיאל ובניו בני יהודה כאחד לנצח על עשה המלאכה בבית האלהים,15,20,8291,8291.0,8616,8616.0,0.0,0.0,8090007453
ref-b.5.5.2.13b.9.8-ref-b.5.5.2.13b.9.24,ref-bible.0310.9.4.4-ref-bible.0310.9.4.9,8154933,8155023,ref-b.5.5.2.13b.9.8,ref-b.5.5.2.13b.9.24,1409842,1409877,ref-bible.0310.9.4.4,ref-bible.0310.9.4.9,הלוים ישוע ובני קדמיאל שבניה בני,הלוים ישוע ובני קדמיאל שבניה בני,17,5,8436,8436.0,8613,8613.0,0.0,0.0,8090007454
ref-b.5.5.2.13b.9.8-ref-b.5.5.2.13b.9.24,ref-bible.0310.10.10.1-ref-bible.310.10.11.2,8154933,8155023,ref-b.5.5.2.13b.9.8,ref-b.5.5.2.13b.9.24,1413543,1413604,ref-bible.0310.10.10.1,ref-bible.0310.10.11.2,שהלוים כו' מנא הני מילי אמר רבי יוחנן דאמר קרא ויעמוד ישוע בניו ואחיו קדמיאל ובניו בני ,והלוים וישוע בן אזניה בנוי מבני חנדד קדמיאל ואחיהם שבניה ,17,10,8450,8450.0,8615,8613.0,0.632183908045977,0.7222222222222222,8090007455
ref-b.5.5.2.13b.12.4-ref-b.5.5.2.13b.12.12,ref-bible.0301.92.4.1-ref-bible.0301.92.4.7,8155356,8155402,ref-b.5.5.2.13b.12.4,ref-b.5.5.2.13b.12.12,1217435,1217470,ref-bible.0301.92.4.1,ref-bible.0301.92.4.7,עשור ועלי נבל עלי הגיון בכנור,עלי עשור ועלי נבל עלי הגיון בכנור,9,7,7154,7154.0,8619,8619.0,0.12121212121212122,0.0,8090007456
ref-b.5.5.2.13b.13.2-ref-b.5.5.2.13b.13.12,ref-bible.0301.33.2.1-ref-bible.301.33.3.4,8155410,8155460,ref-b.5.5.2.13b.13.2,ref-b.5.5.2.13b.13.12,1171704,1171757,ref-bible.0301.33.2.1,ref-bible.0301.33.3.4,הודו לה' בכנור בנבל עשור זמרו לו שירו לו שיר חדש ,הודו ליהוה בכנור בנבל עשור זמרו לו שירו לו שיר חדש ,11,11,6867,6867.0,8621,8621.0,0.058823529411764705,0.125,8090007457
ref-b.5.5.3.14b.24.5-ref-b.5.5.3.14b.25.8,ref-bible.0204.14.9.6-ref-bible.204.14.10.2,8160164,8160237,ref-b.5.5.3.14b.24.5,ref-b.5.5.3.14b.25.8,615423,615487,ref-bible.0204.14.9.6,ref-bible.0204.14.10.2,"בעל בת מלכים חמשים בעל בת הדיוטות חמשים אל אביי א""ה גבי עבד נמי יאמרו עבד ",עלי אדני המלך העון ועל בית אבי והמלך וכסאו נקי ויאמר המלך ,16,12,4187,4186.0,8622,8622.0,0.6621621621621622,0.7647058823529411,8090007458
ref-b.5.5.3.15a.9.31-ref-b.5.5.3.15a.10.9,ref-bible.0104.14.22.11-ref-bible.104.14.22.17,8160906,8160953,ref-b.5.5.3.15a.9.31,ref-b.5.5.3.15a.10.9,286445,286484,ref-bible.0104.14.22.11,ref-bible.0104.14.22.17,"יצר לו אמר ר""ל אמר קרא וינסו אותי זה עשר פעמים ",במצרים ובמדבר וינסו אתי זה עשר פעמים ,11,7,2470,2470.0,8623,8623.0,0.40425531914893614,0.5454545454545454,8090007459
ref-b.5.5.3.15a.13.8-ref-b.5.5.3.15a.13.13,ref-bible.0104.14.37.1-ref-bible.104.14.37.6,8161340,8161377,ref-b.5.5.3.15a.13.8,ref-b.5.5.3.15a.13.13,287526,287561,ref-bible.0104.14.37.1,ref-bible.0104.14.37.6,וימותו האנשים מוציאי דבת הארץ רעה ,וימתו האנשים מוצאי דבת הארץ רעה ,6,6,2474,2474.0,8624,8624.0,0.058823529411764705,0.0,8090007460
ref-b.5.5.3.15a.16.24-ref-b.5.5.3.15a.16.31,ref-bible.0301.106.7.11-ref-bible.301.106.8.3,8161715,8161754,ref-b.5.5.3.15a.16.24,ref-b.5.5.3.15a.16.31,1227330,1227369,ref-bible.0301.106.7.11,ref-bible.0301.106.8.3,וימרו על ים בים סוף ויושיעם למען שמו ,וימרו על ים בים סוף ויושיעם למען שמו ,8,8,7241,7241.0,8625,8625.0,0.0,0.0,8090007461
ref-b.5.5.3.15a.19.2-ref-b.5.5.3.15a.19.16,ref-bible.0102.15.23.1-ref-bible.102.15.24.4,8162120,8162208,ref-b.5.5.3.15a.19.2,ref-b.5.5.3.15a.19.16,136393,136475,ref-bible.0102.15.23.1,ref-bible.0102.15.24.4,במים במרה וברפידים במרה דכתיב ויבואו מרתה ולא יכלו לשתות וכתיב וילן העם על משה ,ויבאו מרתה ולא יכלו לשתת מים ממרה כי מרים הם על כן קרא שמה מרה וילנו העם על משה ,15,19,778,777.0,8626,8626.0,0.625,0.4736842105263158,8090007462
ref-b.5.5.3.15a.20.3-ref-b.5.5.3.15a.20.12,ref-bible.0102.17.1.12-ref-bible.102.17.2.4,8162225,8162281,ref-b.5.5.3.15a.20.3,ref-b.5.5.3.15a.20.12,139649,139702,ref-bible.0102.17.1.12,ref-bible.0102.17.2.4,ויחנו ברפידים ואין מים לשתות וכתיב וירב העם עם משה ,ויחנו ברפידים ואין מים לשתת העם וירב העם עם משה ,10,10,794,794.0,8627,8627.0,0.11764705882352941,0.375,8090007463
ref-b.5.5.3.15b.5.11-ref-b.5.5.3.15b.5.18,ref-bible.0301.120.3.1-ref-bible.301.120.3.8,8162529,8162562,ref-b.5.5.3.15b.5.11,ref-b.5.5.3.15b.5.18,1242262,1242294,ref-bible.0301.120.3.1,ref-bible.0301.120.3.8,מה יתן לך ומה יוסיף לך לשון רמיה ,מה יתן לך ומה יסיף לך לשון רמיה ,8,8,7327,7327.0,8628,8628.0,0.030303030303030304,0.0,8090007464
ref-b.5.5.3.15b.5.50-ref-b.5.5.3.15b.5.57,ref-bible.0301.120.3.1-ref-bible.301.120.3.8,8162711,8162744,ref-b.5.5.3.15b.5.50,ref-b.5.5.3.15b.5.57,1242262,1242294,ref-bible.0301.120.3.1,ref-bible.0301.120.3.8,מה יתן לך ומה יוסיף לך לשון רמיה ,מה יתן לך ומה יסיף לך לשון רמיה ,8,8,7328,7327.0,8629,8629.0,0.030303030303030304,0.0,8090007465
ref-b.5.5.3.15b.6.17-ref-b.5.5.3.15b.6.25,ref-bible.0301.12.5.1-ref-bible.301.12.5.9,8162821,8162868,ref-b.5.5.3.15b.6.17,ref-b.5.5.3.15b.6.25,1158281,1158327,ref-bible.0301.12.5.1,ref-bible.0301.12.5.9,אשר אמרו ללשוננו נגביר שפתינו אתנו מי אדון לנו ,אשר אמרו ללשננו נגביר שפתינו אתנו מי אדון לנו ,9,9,6787,6787.0,8630,8630.0,0.02127659574468085,0.0,8090007466
ref-b.5.5.3.15b.7.14-ref-b.5.5.3.15b.7.18,ref-bible.0301.101.5.1-ref-bible.0301.101.5.6,8162933,8162960,ref-b.5.5.3.15b.7.14,ref-b.5.5.3.15b.7.18,1221835,1221869,ref-bible.0301.101.5.1,ref-bible.0301.101.5.6,מלושני מלשני בסתר רעהו אותו אצמית,מלושני מלשני בסתר רעהו אותו אצמית,5,6,7184,7184.0,8631,8631.0,0.0,0.0,8090007467
ref-b.5.5.3.15b.11.13-ref-b.5.5.3.15b.11.18,ref-bible.0301.73.9.1-ref-bible.301.73.9.6,8163412,8163445,ref-b.5.5.3.15b.11.13,ref-b.5.5.3.15b.11.18,1201427,1201460,ref-bible.0301.73.9.1,ref-bible.0301.73.9.6,שתו בשמים פיהם ולשונם תהלך בארץ ,שתו בשמים פיהם ולשונם תהלך בארץ ,6,6,7069,7069.0,8633,8633.0,0.0,0.0,8090007468
ref-b.5.5.3.15b.12.20-ref-b.5.5.3.15b.12.25,ref-bible.0306.3.53.1-ref-bible.306.3.53.6,8163538,8163565,ref-b.5.5.3.15b.12.20,ref-b.5.5.3.15b.12.25,1352922,1352949,ref-bible.0306.3.53.1,ref-bible.0306.3.53.6,צמתו בבור חיי וידו אבן בי ,צמתו בבור חיי וידו אבן בי ,6,6,8126,8125.0,8634,8634.0,0.0,0.0,8090007469
ref-b.5.5.3.15b.13.29-ref-b.5.5.3.15b.13.40,ref-bible.0205.13.15.2-ref-bible.205.13.16.9,8163709,8163759,ref-b.5.5.3.15b.13.29,ref-b.5.5.3.15b.13.40,684659,684730,ref-bible.0205.13.15.2,ref-bible.0205.13.16.9,אותו לא אוכל אל תיקרי אותו לא אוכל אלא אתו לא אוכל ,אליו לך אתי הביתה ואכל לחם ויאמר לא אוכל לשוב אתך ולבוא אתך ולא אכל ,12,15,4593,4592.0,8637,8635.0,0.5294117647058824,0.7272727272727273,8090007470
ref-b.5.5.3.15b.13.20-ref-b.5.5.3.15b.13.31,ref-bible.0301.101.5.1-ref-bible.0301.101.5.13,8163661,8163721,ref-b.5.5.3.15b.13.20,ref-b.5.5.3.15b.13.31,1221835,1221901,ref-bible.0301.101.5.1,ref-bible.0301.101.5.13,מלושני מלשני בסתר רעהו אותו אצמית גבה עינים ורחב לבב אתו לא אוכל,מלושני מלשני בסתר רעהו אותו אצמית גבה עינים ורחב לבב אתו לא אוכל,12,13,7188,7188.0,8635,8635.0,0.0,0.0,8090007471
ref-b.5.5.3.15b.14.24-ref-b.5.5.3.15b.14.29,ref-bible.0301.120.4.1-ref-bible.301.120.4.6,8163906,8163935,ref-b.5.5.3.15b.14.24,ref-b.5.5.3.15b.14.29,1242295,1242324,ref-bible.0301.120.4.1,ref-bible.0301.120.4.6,חצי גבור שנונים עם גחלי רתמים ,חצי גבור שנונים עם גחלי רתמים ,6,6,7329,7329.0,8638,8638.0,0.0,0.0,8090007472
ref-b.5.5.3.15b.16.37-ref-b.5.5.3.15b.16.52,ref-bible.0302.15.4.3-ref-bible.302.15.4.8,8164220,8164297,ref-b.5.5.3.15b.16.37,ref-b.5.5.3.15b.16.52,1271273,1271299,ref-bible.0302.15.4.3,ref-bible.0302.15.4.8,עץ חיים היא למחזיקים בה ואם עם הארץ הוא ישפיל דעתו שנאמר וסלף בה שבר רוח ,עץ חיים וסלף בה שבר ברוח ,16,6,7551,7551.0,8639,8639.0,0.684931506849315,0.5833333333333333,8090007473
ref-b.5.5.3.15b.17.16-ref-b.5.5.3.15b.17.23,ref-bible.0301.12.4.1-ref-bible.301.12.4.8,8164373,8164412,ref-b.5.5.3.15b.17.16,ref-b.5.5.3.15b.17.23,1158240,1158280,ref-bible.0301.12.4.1,ref-bible.0301.12.4.8,יכרת ה' כל שפתי חלקות לשון מדברת גדולות ,יכרת יהוה כל שפתי חלקות לשון מדברת גדלות ,8,8,6786,6786.0,8640,8640.0,0.0975609756097561,0.125,8090007474
ref-b.5.5.3.15b.18.28-ref-b.5.5.3.15b.18.33,ref-bible.0102.32.31.6-ref-bible.102.32.31.11,8164683,8164711,ref-b.5.5.3.15b.18.28,ref-b.5.5.3.15b.18.33,172488,172515,ref-bible.0102.32.31.6,ref-bible.0102.32.31.11,אנא חטא העם הזה חטאה גדולה ,אנא חטא העם הזה חטאה גדלה ,6,6,1177,1177.0,8641,8641.0,0.037037037037037035,0.0,8090007475
ref-b.5.5.3.15b.23.16-ref-b.5.5.3.15b.23.21,ref-bible.0301.73.9.1-ref-bible.301.73.9.6,8165159,8165192,ref-b.5.5.3.15b.23.16,ref-b.5.5.3.15b.23.21,1201427,1201460,ref-bible.0301.73.9.1,ref-bible.0301.73.9.6,שתו בשמים פיהם ולשונם תהלך בארץ ,שתו בשמים פיהם ולשונם תהלך בארץ ,6,6,7070,7069.0,8642,8642.0,0.0,0.0,8090007476
ref-b.5.5.3.16a.2.8-ref-b.5.5.3.16a.2.16,ref-bible.0302.27.14.1-ref-bible.302.27.14.9,8165881,8165926,ref-b.5.5.3.16a.2.8,ref-b.5.5.3.16a.2.16,1285874,1285919,ref-bible.0302.27.14.1,ref-bible.0302.27.14.9,מברך רעהו בקול גדול בבוקר השכם קללה תחשב לו ,מברך רעהו בקול גדול בבקר השכים קללה תחשב לו ,9,9,7702,7702.0,8643,8643.0,0.045454545454545456,0.2222222222222222,8090007477
ref-b.5.5.3.16a.6.5-ref-b.5.5.3.16a.6.9,ref-bible.0301.101.5.1-ref-bible.0301.101.5.6,8166559,8166586,ref-b.5.5.3.16a.6.5,ref-b.5.5.3.16a.6.9,1221835,1221869,ref-bible.0301.101.5.1,ref-bible.0301.101.5.6,מלושני מלשני בסתר רעהו אותו אצמית,מלושני מלשני בסתר רעהו אותו אצמית,5,6,7185,7185.0,8644,8644.0,0.0,0.0,8090007478
ref-b.5.5.3.16a.7.5-ref-b.5.5.3.16a.7.10,ref-bible.0204.3.29.7-ref-bible.0204.3.29.14,8166609,8166640,ref-b.5.5.3.16a.7.5,ref-b.5.5.3.16a.7.10,593872,593911,ref-bible.0204.3.29.7,ref-bible.0204.3.29.14,בית אביו ואל יכרת מבית יואב זב ומצרע,בית אביו ואל יכרת מבית יואב זב ומצרע,6,8,4093,4093.0,8646,8646.0,0.0,0.0,8090007479
ref-b.5.5.3.16a.8.5-ref-b.5.5.3.16a.8.9,ref-bible.0206.5.23.1-ref-bible.206.5.23.5,8166668,8166693,ref-b.5.5.3.16a.8.5,ref-b.5.5.3.16a.8.9,724921,724946,ref-bible.0206.5.23.1,ref-bible.0206.5.23.5,ויאמר נעמן הואל קח ככרים ,ויאמר נעמן הואל קח ככרים ,5,5,4798,4797.0,8648,8648.0,0.0,0.0,8090007480
ref-b.5.5.3.16a.10.5-ref-b.5.5.3.16a.10.12,ref-bible.0313.26.15.24-ref-bible.313.26.16.8,8166802,8166846,ref-b.5.5.3.16a.10.5,ref-b.5.5.3.16a.10.12,1564020,1564070,ref-bible.0313.26.15.24,ref-bible.0313.26.16.8,ובחזקתו גבה לבו עד להשחית וימעול בה' אלהיו ,חזק וכחזקתו גבה לבו עד להשחית וימעל ביהוה אלהיו ,8,9,8991,8991.0,8649,8649.0,0.1875,0.4,8090007481
ref-b.5.5.3.16a.10.13-ref-b.5.5.3.16a.11.10,ref-bible.0313.26.19.9-ref-bible.313.26.19.15,8166847,8166919,ref-b.5.5.3.16a.10.13,ref-b.5.5.3.16a.11.10,1564368,1564411,ref-bible.0313.26.19.9,ref-bible.0313.26.19.15,והצרעת זרחה במצחו ועל הגזל דכתיב וצוה הכהן ופנו את הבית תנא הוא ,והצרעת זרחה במצחו לפני הכהנים בבית יהוה ,13,7,8993,8993.0,8650,8650.0,0.484375,0.5,8090007482
ref-b.5.5.3.16a.13.40-ref-b.5.5.3.16a.13.46,ref-bible.0102.28.42.1-ref-bible.102.28.42.7,8167257,8167290,ref-b.5.5.3.16a.13.40,ref-b.5.5.3.16a.13.46,162905,162938,ref-bible.0102.28.42.1,ref-bible.0102.28.42.7,ועשה להם מכנסי בד לכסות בשר ערוה ,ועשה להם מכנסי בד לכסות בשר ערוה ,7,7,1070,1069.0,8651,8651.0,0.0,0.0,8090007483
ref-b.5.5.3.16b.2.31-ref-b.5.5.3.16b.2.35,ref-bible.0103.13.46.9-ref-bible.103.13.46.13,8168499,8168525,ref-b.5.5.3.16b.2.31,ref-b.5.5.3.16b.2.35,217146,217172,ref-bible.0103.13.46.9,ref-bible.0103.13.46.13,בדד ישב מחוץ למחנה מושבו ,בדד ישב מחוץ למחנה מושבו ,5,5,1690,1688.0,8652,8652.0,0.0,0.0,8090007484
ref-b.5.5.3.16b.7.30-ref-b.5.5.3.16b.7.37,ref-bible.0302.9.8.1-ref-bible.302.9.8.8,8169324,8169362,ref-b.5.5.3.16b.7.30,ref-b.5.5.3.16b.7.37,1265118,1265156,ref-bible.0302.9.8.1,ref-bible.0302.9.8.8,אל תוכח לץ פן ישנאך הוכח לחכם ויאהבך ,אל תוכח לץ פן ישנאך הוכח לחכם ויאהבך ,8,8,7523,7522.0,8653,8653.0,0.0,0.0,8090007485
ref-b.5.5.3.16b.11.14-ref-b.5.5.3.16b.11.22,ref-bible.0203.20.30.1-ref-bible.203.20.30.9,8170088,8170136,ref-b.5.5.3.16b.11.14,ref-b.5.5.3.16b.11.22,563393,563441,ref-bible.0203.20.30.1,ref-bible.0203.20.30.9,ויחר אף שאול ביהונתן ויאמר לו בן נעות המרדות ,ויחר אף שאול ביהונתן ויאמר לו בן נעות המרדות ,9,9,3992,3992.0,8654,8654.0,0.0,0.0,8090007486
ref-b.5.5.3.16b.11.28-ref-b.5.5.3.16b.11.33,ref-bible.0203.20.33.1-ref-bible.203.20.33.6,8170155,8170187,ref-b.5.5.3.16b.11.28,ref-b.5.5.3.16b.11.33,563644,563675,ref-bible.0203.20.33.1,ref-bible.0203.20.33.6,ויטל שאול את החנית עליו להכותו ,ויטל שאול את החנית עליו להכתו ,6,6,3993,3993.0,8655,8655.0,0.03225806451612903,0.0,8090007487
ref-b.5.5.3.16b.19.12-ref-b.5.5.3.16b.19.29,ref-bible.0205.7.13.1-ref-bible.205.7.14.11,8170989,8171078,ref-b.5.5.3.16b.19.12,ref-b.5.5.3.16b.19.29,662491,662579,ref-bible.0205.7.13.1,ref-bible.0205.7.14.11,וישלח המלך שלמה ויקח את חירם מצר בן אשה אלמנה הוא ממטה נפתלי ואביו איש צרי חרש נחושת ,וישלח המלך שלמה ויקח את חירם מצר בן אשה אלמנה הוא ממטה נפתלי ואביו איש צרי חרש נחשת ,18,18,4500,4500.0,8656,8656.0,0.011764705882352941,0.0,8090007488
ref-b.5.5.3.16b.19.17-ref-b.5.5.3.16b.19.27,ref-bible.0313.2.12.7-ref-bible.313.2.13.8,8171016,8171068,ref-b.5.5.3.16b.19.17,ref-b.5.5.3.16b.19.27,1518067,1518110,ref-bible.0313.2.12.7,ref-bible.0313.2.13.8,חירם מצר בן אשה אלמנה הוא ממטה נפתלי ואביו איש צרי ,לחורם אבי בן אשה מן בנות דן ואביו איש צרי ,11,10,8828,8828.0,8657,8656.0,0.43137254901960786,0.4444444444444444,8090007489
ref-b.5.5.3.16b.20.10-ref-b.5.5.3.16b.20.16,ref-bible.0102.31.6.4-ref-bible.102.31.6.10,8171121,8171152,ref-b.5.5.3.16b.20.10,ref-b.5.5.3.16b.20.16,169064,169095,ref-bible.0102.31.6.4,ref-bible.0102.31.6.10,אתו את אהליאב בן אחיסמך למטה דן ,אתו את אהליאב בן אחיסמך למטה דן ,7,7,1158,1158.0,8658,8658.0,0.0,0.0,8090007490
ref-b.5.5.3.16b.20.12-ref-b.5.5.3.16b.20.16,ref-bible.0102.35.34.5-ref-bible.102.35.34.9,8171128,8171152,ref-b.5.5.3.16b.20.12,ref-b.5.5.3.16b.20.16,179333,179359,ref-bible.0102.35.34.5,ref-bible.0102.35.34.9,אהליאב בן אחיסמך למטה דן ,ואהליאב בן אחיסמך למטה דן ,5,5,1230,1230.0,8660,8658.0,0.038461538461538464,0.0,8090007491
ref-b.5.5.3.16b.20.10-ref-b.5.5.3.16b.20.16,ref-bible.0102.38.23.1-ref-bible.102.38.23.6,8171121,8171152,ref-b.5.5.3.16b.20.10,ref-b.5.5.3.16b.20.16,185627,185657,ref-bible.0102.38.23.1,ref-bible.0102.38.23.6,אתו את אהליאב בן אחיסמך למטה דן ,ואתו אהליאב בן אחיסמך למטה דן ,7,6,1311,1311.0,8659,8658.0,0.125,0.0,8090007492
ref-b.5.5.3.17a.2.20-ref-b.5.5.3.17a.2.34,ref-bible.0203.12.7.1-ref-bible.203.12.7.15,8171819,8171893,ref-b.5.5.3.17a.2.20,ref-b.5.5.3.17a.2.34,538884,538962,ref-bible.0203.12.7.1,ref-bible.0203.12.7.15,ועתה התיצבו ואשפטה אתכם לפני ה' את כל צדקות ה' אשר עשה אתכם ואת אבותיכם ,ועתה התיצבו ואשפטה אתכם לפני יהוה את כל צדקות יהוה אשר עשה אתכם ואת אבותיכם ,15,15,3923,3923.0,8661,8661.0,0.07894736842105263,0.08333333333333337,8090007493
ref-b.5.5.3.17a.3.1-ref-b.5.5.3.17a.3.7,ref-bible.0301.24.6.1-ref-bible.301.24.6.8,8171894,8171927,ref-b.5.5.3.17a.3.1,ref-b.5.5.3.17a.3.7,1166172,1166209,ref-bible.0301.24.6.1,ref-bible.0301.24.6.8,זה דור דורשיו מבקשי פניך יעקב סלה ,זה דור דרשו דרשיו מבקשי פניך יעקב סלה ,7,8,6830,6830.0,8662,8662.0,0.10526315789473684,0.0,8090007494
