baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-bible,baseOrder,grp-ref-sifra,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-sifra.1.3.8-ref-sifra.1.3.18,ref-bible.0104.12.14.5-ref-bible.104.12.14.15,717,773,ref-sifra.1.3.8,ref-sifra.1.3.18,282733,282788,ref-bible.0104.12.14.5,ref-bible.0104.12.14.15,ואביה ירק ירק בפניה הלא תכלם שבעת ימים תסגר שבעת ימים' ,ואביה ירק ירק בפניה הלא תכלם שבעת ימים תסגר שבעת ימים ,11,11,1497,1497.0,0,0.0,0.0181818181818181,0.1111111111111111,10,ואביה ירק ירק בפניה הלא תכלם שבעת ימים תסגר שבעת,4090000001,11,11
ref-sifra.1.3.32-ref-sifra.1.3.39,ref-bible.0104.12.14.13-ref-bible.0104.12.15.6,840,882,ref-sifra.1.3.32,ref-sifra.1.3.39,282774,282846,ref-bible.0104.12.14.13,ref-bible.0104.12.15.6,תסגר שבעת ימים מחוץ למחנה ואחר תאסף ותסגר מרים מחוץ למחנה שבעת ימים,תסגר שבעת ימים מחוץ למחנה ואחר תאסף ותסגר מרים מחוץ למחנה שבעת ימים,13,13,1499,1499.0,1,1.0,0.0,0.0,13,תסגר שבעת ימים מחוץ למחנה ואחר תאסף ותסגר מרים מחוץ למחנה שבעת ימים,4090000002,13,13
ref-sifra.1.8.9-ref-sifra.1.8.17,ref-bible.0102.22.9.6-ref-bible.102.22.9.13,1715,1752,ref-sifra.1.8.9,ref-sifra.1.8.17,149120,149152,ref-bible.0102.22.9.6,ref-bible.0102.22.9.13,חמור או שור או שה פרט וכל בהמה לשמור ,חמור או שור או שה וכל בהמה לשמר ,9,8,55,55.0,3,3.0,0.1351351351351351,0.1428571428571429,7,חמור או שור או שה וכל בהמה,4090000003,9,8
ref-sifra.1.9.5-ref-sifra.1.9.20,ref-bible.0105.14.26.1-ref-bible.105.14.26.14,1814,1899,ref-sifra.1.9.5,ref-sifra.1.9.20,370627,370706,ref-bible.0105.14.26.1,ref-bible.0105.14.26.14,ונתת הכסף בכל אשר תאוה נפשך כלל בבקר ובצאן ביין ובשכר פרט ובכל אשר תשאלך נפשך ,ונתתה הכסף בכל אשר תאוה נפשך בבקר ובצאן וביין ובשכר ובכל אשר תשאלך נפשך ,16,14,1609,1609.0,4,4.0,0.1282051282051282,0.2666666666666667,12,הכסף בכל אשר תאוה נפשך בבקר ובצאן ובשכר ובכל אשר תשאלך נפשך,4090000004,16,14
ref-sifra.1.11.21-ref-sifra.1.11.32,ref-bible.0103.7.19.13-ref-bible.0103.7.21.1,2422,2491,ref-sifra.1.11.21,ref-sifra.1.11.32,202709,202804,ref-bible.0103.7.19.13,ref-bible.0103.7.21.1,יאכל בשר והנפש אשר תאכל בשר מזבח השלמים אשר ליהוה וטמאתו עליו ונכרתה הנפש ההוא מעמיה ונפש,יאכל בשר והנפש אשר תאכל בשר מזבח השלמים אשר ליהוה וטמאתו עליו ונכרתה הנפש ההוא מעמיה ונפש,17,17,346,346.0,5,5.0,0.0,0.0,14,יאכל בשר והנפש אשר תאכל בשר מזבח השלמים אשר ליהוה וטמאתו עליו ונכרתה_הנפש_ההוא_מעמיה ונפש,4090000005,17,17
ref-sifra.1.11.41-ref-sifra.1.11.49,ref-bible.0103.7.37.1-ref-bible.103.7.37.9,2537,2600,ref-sifra.1.11.41,ref-sifra.1.11.49,203843,203906,ref-bible.0103.7.37.1,ref-bible.0103.7.37.9,זאת התורה לעולה ולמנחה לחטאת ולאשם ולמלוא' ולזבח השלמים ,זאת התורה לעלה למנחה ולחטאת ולאשם ולמלואים ולזבח השלמים ,9,9,373,372.0,7,7.0,0.0892857142857142,0.5,5,זאת התורה ולאשם ולזבח השלמים,4090000006,9,9
ref-sifra.1.14.22-ref-sifra.1.14.41,ref-bible.0103.4.24.6-ref-bible.0103.4.25.2,3512,3616,ref-sifra.1.14.22,ref-sifra.1.14.41,196868,196931,ref-bible.0103.4.24.6,ref-bible.0103.4.25.2,ושחט אתו במקום אשר ישחט את העלה לפני יהוה חטאת הוא ולקח הכהן,ושחט אתו במקום אשר ישחט את העלה לפני יהוה חטאת הוא ולקח הכהן,13,13,250,250.0,9,9.0,0.0,0.0,13,ושחט אתו במקום אשר ישחט את העלה לפני יהוה חטאת הוא ולקח הכהן,4090000007,13,13
ref-sifra.1.14.22-ref-sifra.1.14.32,ref-bible.0103.4.33.6-ref-bible.0103.4.33.14,3512,3569,ref-sifra.1.14.22,ref-sifra.1.14.32,197554,197600,ref-bible.0103.4.33.6,ref-bible.0103.4.33.14,ושחט אתה לחטאת במקום אשר ישחט את העלה,החטאת ושחט אתה לחטאת במקום אשר ישחט את העלה,8,9,255,255.0,8,8.0,0.1395348837209302,0.0,8,ושחט אתה לחטאת במקום אשר ישחט את העלה,4090000008,8,9
ref-sifra.1.14.25-ref-sifra.1.14.41,ref-bible.0103.6.18.10-ref-bible.103.6.19.6,3527,3616,ref-sifra.1.14.25,ref-sifra.1.14.41,201142,201231,ref-bible.0103.6.18.10,ref-bible.0103.6.19.6,במקום אשר ישחט את החטאת ואת העולה במקו' הקדש שאין תלמוד לו' כי כחטאת האשם הוא לכהן ,במקום אשר תשחט העלה תשחט החטאת לפני יהוה קדש קדשים הוא הכהן המחטא אתה יאכלנה במקום קדש ,17,17,305,305.0,11,8.0,0.632183908045977,0.6111111111111112,3,במקום אשר החטאת,4090000009,17,17
ref-sifra.1.14.22-ref-sifra.1.14.41,ref-bible.0103.14.13.1-ref-bible.103.14.13.17,3512,3616,ref-sifra.1.14.22,ref-sifra.1.14.41,219267,219354,ref-bible.0103.14.13.1,ref-bible.0103.14.13.17,ושחט את הכבש במקום אשר ישחט את החטאת ואת העולה במקו' הקדש שאין תלמוד לו' כי כחטאת האשם הוא לכהן ,ושחט את הכבש במקום אשר ישחט את החטאת ואת העלה במקום הקדש כי כחטאת האשם הוא לכהן ,12,9,720,718.0,10,8.0,0.1770833333333333,0.2857142857142857,15,ושחט את הכבש במקום אשר ישחט את החטאת ואת הקדש כי כחטאת האשם הוא לכהן,4090000010,20,17
ref-sifra.1.14.49-ref-sifra.1.14.70,ref-bible.0103.14.13.14-ref-bible.103.14.14.19,3654,3765,ref-sifra.1.14.49,ref-sifra.1.14.70,219332,219471,ref-bible.0103.14.13.14,ref-bible.0103.14.14.19,"יד ובבוהן רגל ובאזן ימנית יכול יהא טעון מתן דמים למזכח תל ל ""כי כחטאת כאשם הוא לכהן כחטאת כאשם הוא לכהן ",כחטאת האשם הוא לכהן קדש קדשים הוא ולקח הכהן מדם האשם ונתן הכהן על תנוך אזן המטהר הימנית ועל בהן ידו הימנית ועל בהן רגלו הימנית ,22,26,725,718.0,14,14.0,0.7637795275590551,0.7142857142857143,3,כחטאת הוא לכהן,4090000011,22,26
ref-sifra.1.15.20-ref-sifra.1.15.27,ref-bible.0103.13.42.1-ref-bible.103.13.42.8,3945,3985,ref-sifra.1.15.20,ref-sifra.1.15.27,216821,216861,ref-bible.0103.13.42.1,ref-bible.0103.13.42.8,וכי יהיה בקרחת או בגבחת נגע לבן אדמדם ,וכי יהיה בקרחת או בגבחת נגע לבן אדמדם ,8,8,632,632.0,15,15.0,0.0,0.0,8,וכי יהיה בקרחת או בגבחת נגע לבן אדמדם,4090000012,8,8
ref-sifra.1.15.22-ref-sifra.1.15.27,ref-bible.0103.13.42.12-ref-bible.103.13.43.8,3955,3985,ref-sifra.1.15.22,ref-sifra.1.15.27,216876,216939,ref-bible.0103.13.42.12,ref-bible.0103.13.43.8,בקרחת או בגבחת נגע לבן אדמדם ,בקרחתו או בגבחתו וראה אתו הכהן והנה שאת הנגע לבנה אדמדמת ,6,11,636,636.0,16,15.0,0.5263157894736842,0.75,1,או,4090000013,6,11
ref-sifra.1.16.12-ref-sifra.1.16.39,ref-bible.0103.14.44.12-ref-bible.0103.14.45.11,4107,4247,ref-sifra.1.16.12,ref-sifra.1.16.39,221727,221786,ref-bible.0103.14.44.12,ref-bible.0103.14.45.11,טמא הוא ונתץ את הבית את אבניו ואת עציו ואת כל עפר הבית,טמא הוא ונתץ את הבית את אבניו ואת עציו ואת כל עפר הבית,13,13,761,761.0,17,17.0,0.0,0.0,13,טמא הוא ונתץ את הבית את אבניו ואת עציו ואת כל עפר הבית,4090000014,13,13
ref-sifra.1.17.27-ref-sifra.1.17.32,ref-bible.0105.4.36.1-ref-bible.105.4.36.6,4439,4469,ref-sifra.1.17.27,ref-sifra.1.17.32,348947,348977,ref-bible.0105.4.36.1,ref-bible.0105.4.36.6,מן השמים השמיעך את קולו ליסרך ,מן השמים השמיעך את קלו ליסרך ,6,6,1575,1575.0,19,19.0,0.0333333333333333,0.0,5,מן השמים השמיעך את ליסרך,4090000015,6,6
ref-sifra.1.17.35-ref-sifra.1.17.40,ref-bible.0105.4.36.1-ref-bible.105.4.36.6,4484,4514,ref-sifra.1.17.35,ref-sifra.1.17.40,348947,348977,ref-bible.0105.4.36.1,ref-bible.0105.4.36.6,מן השמים השמיעך את קולו ליסרך ,מן השמים השמיעך את קלו ליסרך ,6,6,1576,1575.0,20,20.0,0.0333333333333333,0.0,5,מן השמים השמיעך את ליסרך,4090000016,6,6
ref-sifra.1.17.71-ref-sifra.1.17.76,ref-bible.0204.22.10.1-ref-bible.204.22.10.6,4670,4702,ref-sifra.1.17.71,ref-sifra.1.17.76,637994,638026,ref-bible.0204.22.10.1,ref-bible.0204.22.10.6,ויט שמים וירד וערפל תחת רגליו ,ויט שמים וירד וערפל תחת רגליו ,6,6,1683,1683.0,21,21.0,0.0,0.0,6,ויט שמים וירד וערפל תחת רגליו,4090000017,6,6
ref-sifra.1.17.71-ref-sifra.1.17.76,ref-bible.0301.18.10.1-ref-bible.301.18.10.6,4670,4702,ref-sifra.1.17.71,ref-sifra.1.17.76,1161079,1161111,ref-bible.0301.18.10.1,ref-bible.0301.18.10.6,ויט שמים וירד וערפל תחת רגליו ,ויט שמים וירד וערפל תחת רגליו ,6,6,1843,1843.0,22,21.0,0.0,0.0,6,ויט שמים וירד וערפל תחת רגליו,4090000018,6,6
ref-sifra.1.18.14-ref-sifra.1.18.25,ref-bible.0102.40.35.1-ref-bible.102.40.35.11,4936,4989,ref-sifra.1.18.14,ref-sifra.1.18.25,191286,191333,ref-bible.0102.40.35.1,ref-bible.0102.40.35.11,ולא יכול משח לבא אל אהל מועד הכריע כי שכן עליו הענן ,ולא יכל משה לבוא אל אהל מועד כי שכן עליו הענן ,12,11,169,169.0,23,23.0,0.173076923076923,0.3,6,ולא אל_אהל_מועד כי שכן עליו הענן,4090000019,12,11
ref-sifra.1.18.51-ref-sifra.1.18.60,ref-bible.0205.8.11.1-ref-bible.205.8.11.10,5109,5160,ref-sifra.1.18.51,ref-sifra.1.18.60,666847,666897,ref-bible.0205.8.11.1,ref-bible.0205.8.11.10,ולא יכלו הכהנים לעמוד לשרת מפני הענן כי מלא כבוד ,ולא יכלו הכהנים לעמד לשרת מפני הענן כי מלא כבוד ,10,10,1697,1697.0,24,24.0,0.0204081632653061,0.0,9,ולא יכלו הכהנים לשרת מפני הענן כי מלא כבוד,4090000020,10,10
ref-sifra.1.18.52-ref-sifra.1.18.60,ref-bible.0313.5.14.2-ref-bible.313.5.14.10,5114,5160,ref-sifra.1.18.52,ref-sifra.1.18.60,1523092,1523138,ref-bible.0313.5.14.2,ref-bible.0313.5.14.10,יכלו הכהנים לעמוד לשרת מפני הענן כי מלא כבוד ,יכלו הכהנים לעמוד לשרת מפני הענן כי מלא כבוד ,9,9,1967,1967.0,25,24.0,0.0,0.0,9,יכלו הכהנים לעמוד לשרת מפני הענן כי מלא כבוד,4090000021,9,9
ref-sifra.1.18.73-ref-sifra.1.18.77,ref-bible.0102.33.22.7-ref-bible.102.33.22.11,5222,5246,ref-sifra.1.18.73,ref-sifra.1.18.77,174456,174479,ref-bible.0102.33.22.7,ref-bible.0102.33.22.11,ושכותי כפי עליך עד עברי ,ושכתי כפי עליך עד עברי ,5,5,140,140.0,26,26.0,0.0416666666666666,0.0,4,כפי עליך עד עברי,4090000022,5,5
ref-sifra.1.18.86-ref-sifra.1.18.92,ref-bible.0301.95.11.1-ref-bible.301.95.11.7,5295,5330,ref-sifra.1.18.86,ref-sifra.1.18.92,1219448,1219482,ref-bible.0301.95.11.1,ref-bible.0301.95.11.7,אשר נשבעתי באפי אם יבואון אל מנוחתי ,אשר נשבעתי באפי אם יבאון אל מנוחתי ,7,7,1855,1855.0,27,27.0,0.0277777777777777,0.0,6,אשר נשבעתי באפי אם אל מנוחתי,4090000023,7,7
ref-sifra.2.1-01.10.9-ref-sifra.2.1-01.10.24,ref-bible.0102.3.4.6-ref-bible.102.3.5.1,6846,6935,ref-sifra.2.1-01.10.9,ref-sifra.2.1-01.10.24,109008,109069,ref-bible.0102.3.4.6,ref-bible.0102.3.5.1,ויקרא אליו אלקים מתוך הסנה ויאמר משה משה שאין תלמוד לומר ויאמר ומה תלמוד לומר ויאמר ,ויקרא אליו אלהים מתוך הסנה ויאמר משה משה ויאמר הנני ויאמר ,16,11,40,40.0,28,28.0,0.3571428571428571,0.4545454545454546,9,ויקרא אליו מתוך הסנה ויאמר משה משה ויאמר ויאמר,4090000024,16,11
ref-sifra.2.1-02.3.4-ref-sifra.2.1-02.3.17,ref-bible.0102.31.18.2-ref-bible.0102.31.18.11,7494,7562,ref-sifra.2.1-02.3.4,ref-sifra.2.1-02.3.17,169933,169978,ref-bible.0102.31.18.2,ref-bible.0102.31.18.11,אל משה ככלתו לדבר אתו בהר סיני שני לחת העדת,אל משה ככלתו לדבר אתו בהר סיני שני לחת העדת,10,10,136,136.0,29,29.0,0.0,0.0,10,אל משה ככלתו לדבר אתו בהר סיני שני לחת העדת,4090000025,10,10
ref-sifra.2.1-02.4.35-ref-sifra.2.1-02.4.74,ref-bible.0102.31.18.2-ref-bible.102.31.18.11,7721,7855,ref-sifra.2.1-02.4.35,ref-sifra.2.1-02.4.74,169933,169978,ref-bible.0102.31.18.2,ref-bible.0102.31.18.11,מדברות ארץ מצרים בהר סיני מהו אומר            מיעט את אהרן מדברות הר סיני באהל מועד מהו אומר     מיעט את אהרן מדברות אהל מועד אל משה ,אל משה ככלתו לדבר אתו בהר סיני שני לחת העדת ,25,10,138,136.0,31,31.0,0.7819548872180451,0.7058823529411764,2,אל משה,4090000026,25,10
ref-sifra.2.1-02.5.35-ref-sifra.2.1-02.5.47,ref-bible.0102.29.42.10-ref-bible.102.29.43.1,8021,8068,ref-sifra.2.1-02.5.35,ref-sifra.2.1-02.5.47,166207,166240,ref-bible.0102.29.42.10,ref-bible.0102.29.43.1,להם יעידה לדברות תלמוד לומר      לך היתה יעידה ,אועד לכם שמה לדבר אליך שם ונעדתי ,8,7,120,120.0,32,32.0,0.7021276595744681,0.9166666666666666,0,,4090000027,8,7
ref-sifra.2.1-02.12.14-ref-sifra.2.1-02.12.21,ref-bible.0102.25.22.6-ref-bible.102.25.22.10,9527,9572,ref-sifra.2.1-02.12.14,ref-sifra.2.1-02.12.21,154707,154734,ref-bible.0102.25.22.6,ref-bible.0102.25.22.10,מעל הכפורת כולה תלמוד לומר מבין שני הכרובים ,מעל הכפרת מבין שני הכרבים ,8,5,71,70.0,34,33.0,0.4090909090909091,0.375,3,מעל מבין שני,4090000028,8,5
ref-sifra.2.1-02.12.8-ref-sifra.2.1-02.12.21,ref-bible.0104.7.89.13-ref-bible.104.7.89.21,9495,9572,ref-sifra.2.1-02.12.8,ref-sifra.2.1-02.12.21,273341,273384,ref-bible.0104.7.89.13,ref-bible.0104.7.89.21,מעל הכפורת אי מעל הכפורת יכול מעל הכפורת כולה תלמוד לומר מבין שני הכרובים ,מעל הכפרת אשר על ארן העדת מבין שני הכרבים ,14,9,1482,1481.0,33,33.0,0.5,0.5833333333333333,3,מעל מבין שני,4090000029,14,9
ref-sifra.2.1-02.12.60-ref-sifra.2.1-02.12.65,ref-bible.0102.25.22.4-ref-bible.102.25.22.10,9761,9795,ref-sifra.2.1-02.12.60,ref-sifra.2.1-02.12.65,154695,154734,ref-bible.0102.25.22.4,ref-bible.0102.25.22.10,מדבר מעל הכפורת מבין שני הכרובים ,ודברתי אתך מעל הכפרת מבין שני הכרבים ,6,7,70,70.0,35,35.0,0.2432432432432432,0.375,3,מעל מבין שני,4090000030,6,7
ref-sifra.2.1-02.12.60-ref-sifra.2.1-02.12.65,ref-bible.0104.7.89.11-ref-bible.104.7.89.21,9761,9795,ref-sifra.2.1-02.12.60,ref-sifra.2.1-02.12.65,273331,273384,ref-bible.0104.7.89.11,ref-bible.0104.7.89.21,מדבר מעל הכפורת מבין שני הכרובים ,מדבר אליו מעל הכפרת אשר על ארן העדת מבין שני הכרבים ,6,11,1481,1481.0,36,35.0,0.4230769230769231,0.4,4,מדבר מעל מבין שני,4090000031,6,11
ref-sifra.2.1-02.13.23-ref-sifra.2.1-02.13.29,ref-bible.0105.2.16.1-ref-bible.105.2.16.7,10221,10256,ref-sifra.2.1-02.13.23,ref-sifra.2.1-02.13.29,341863,341898,ref-bible.0105.2.16.1,ref-bible.0105.2.16.7,ויהי כאשר תמו כל אנשי המלחמה למות ,ויהי כאשר תמו כל אנשי המלחמה למות ,1,1,1573,1573.0,38,37.0,0.0,0.0,7,ויהי כאשר תמו כל אנשי המלחמה למות,4090000032,7,7
ref-sifra.2.1-02.13.19-ref-sifra.2.1-02.13.26,ref-bible.0201.4.10.16-ref-bible.201.4.11.4,10202,10238,ref-sifra.2.1-02.13.19,ref-sifra.2.1-02.13.26,417164,417240,ref-bible.0201.4.10.16,ref-bible.0201.4.11.4,מדבר עם משה שנאמר ויהי כאשר תמו כל ,לדבר אל העם ככל אשר צוה משה את יהושע וימהרו העם ויעברו ויהי כאשר תם כל ,8,16,1647,1647.0,37,37.0,0.5915492957746479,0.5,4,משה ויהי כאשר כל,4090000033,8,16
ref-sifra.2.2-00.6.11-ref-sifra.2.2-00.6.19,ref-bible.0105.14.4.1-ref-bible.105.14.5.3,13196,13241,ref-sifra.2.2-00.6.11,ref-sifra.2.2-00.6.19,369354,369415,ref-bible.0105.14.4.1,ref-bible.0105.14.5.3,זאת הבהמה אשר תאכלו שור שה איל וצבי ויחמור ,זאת הבהמה אשר תאכלו שור שה כשבים ושה עזים איל וצבי ויחמור ,9,3,1593,1593.0,39,39.0,0.2586206896551724,0.1999999999999999,9,זאת הבהמה אשר תאכלו שור שה איל וצבי ויחמור,4090000034,9,12
ref-sifra.2.2-00.9.41-ref-sifra.2.2-00.9.54,ref-bible.0105.7.25.5-ref-bible.105.7.25.11,14563,14632,ref-sifra.2.2-00.9.41,ref-sifra.2.2-00.9.54,356159,356192,ref-bible.0105.7.25.5,ref-bible.0105.7.25.11,לא תחמד כסף וזהב עליה ואני אקיימנו לא תחמד כסף וזהב עליה ולקחת לן ,לא תחמד כסף וזהב עליהם ולקחת לך ,14,7,1579,1579.0,40,40.0,0.5454545454545454,0.5555555555555556,5,לא תחמד כסף וזהב ולקחת,4090000035,14,7
ref-sifra.2.3-04.5.6-ref-sifra.2.3-04.5.20,ref-bible.0204.13.9.9-ref-bible.204.13.10.5,22424,22497,ref-sifra.2.3-04.5.6,ref-sifra.2.3-04.5.20,612171,612241,ref-bible.0204.13.9.9,ref-bible.0204.13.10.5,עולת הצאן מנין ודין הוא נאמר הבא עולה מן הבקר ונאמר הבא עולה מן הצאן ,אמנון הוציאו כל איש מעלי ויצאו כל איש מעליו ויאמר אמנון אל תמר הביאי ,15,14,1677,1676.0,41,41.0,0.7681159420289855,0.8571428571428572,0,,4090000036,15,14
ref-sifra.2.3-04.9.39-ref-sifra.2.3-04.9.53,ref-bible.0103.19.7.6-ref-bible.103.19.8.3,23283,23350,ref-sifra.2.3-04.9.39,ref-sifra.2.3-04.9.53,230937,230970,ref-bible.0103.19.7.6,ref-bible.0103.19.8.3,פיגול הוא לא יחשב' אם עון נותר כבר נאמר לא ירצה ואיזה עון הוא נושא ,פגול הוא לא ירצה ואכליו עונו ישא ,15,7,1023,1019.0,42,42.0,0.5970149253731343,0.6363636363636364,3,הוא לא ירצה,4090000037,15,7
ref-sifra.2.4-00.2.26-ref-sifra.2.4-00.2.42,ref-bible.0102.28.1.7-ref-bible.102.28.1.21,24051,24145,ref-sifra.2.4-00.2.26,ref-sifra.2.4-00.2.42,160018,160097,ref-bible.0102.28.1.7,ref-bible.0102.28.1.21,ואתה ובניך אתך תשמרו את כהנתכם לכל דבר המזבח יכול אף לשחיטה כשהוא אומר והקריבו בני אהרן ,ואת בניו אתו מתוך בני ישראל לכהנו לי אהרן נדב ואביהוא אלעזר ואיתמר בני אהרן ,17,15,75,75.0,43,43.0,0.5795454545454546,0.8571428571428572,2,בני אהרן,4090000038,17,15
ref-sifra.2.4-00.2.27-ref-sifra.2.4-00.2.34,ref-bible.0104.18.7.2-ref-bible.104.18.7.9,24057,24099,ref-sifra.2.4-00.2.27,ref-sifra.2.4-00.2.34,295783,295825,ref-bible.0104.18.7.2,ref-bible.0104.18.7.9,ובניך אתך תשמרו את כהנתכם לכל דבר המזבח ,ובניך אתך תשמרו את כהנתכם לכל דבר המזבח ,8,8,1523,1523.0,44,43.0,0.0,0.0,8,ובניך אתך תשמרו את כהנתכם לכל דבר המזבח,4090000039,8,8
ref-sifra.2.4-00.14.27-ref-sifra.2.4-00.14.43,ref-bible.0102.30.18.7-ref-bible.102.30.18.14,27152,27235,ref-sifra.2.4-00.14.27,ref-sifra.2.4-00.14.43,167658,167699,ref-bible.0102.30.18.7,ref-bible.0102.30.18.14,ונתת את  בין אהל מועד ובין המזבח יכול בין אהל מועד ובין המזבח יהיה הכיור נתון ,ונתת אתו בין אהל מועד ובין המזבח ונתת ,16,8,128,128.0,45,45.0,0.5256410256410257,0.3,6,ונתת בין אהל מועד ובין המזבח,4090000040,16,8
ref-sifra.2.4-00.14.27-ref-sifra.2.4-00.14.43,ref-bible.0102.40.6.8-ref-bible.0102.40.7.9,27152,27235,ref-sifra.2.4-00.14.27,ref-sifra.2.4-00.14.43,189612,189666,ref-bible.0102.40.6.8,ref-bible.0102.40.7.9,אהל מועד ונתת את הכיר בין אהל מועד ובין המזבח ונתת את הכיר בין אהל מועד ובין המזבח ונתת,אהל מועד ונתת את הכיר בין אהל מועד ובין המזבח ונתת את הכיר בין אהל מועד ובין המזבח ונתת,19,19,155,155.0,46,46.0,0.0,0.0,19,אהל מועד ונתת את הכיר בין אהל מועד ובין המזבח ונתת את הכיר בין אהל מועד ובין המזבח ונתת,4090000041,19,19
ref-sifra.2.4-05.3.6-ref-sifra.2.4-05.3.22,ref-bible.0204.13.9.8-ref-bible.0204.13.10.5,27634,27715,ref-sifra.2.4-05.3.6,ref-sifra.2.4-05.3.22,612164,612241,ref-bible.0204.13.9.8,ref-bible.0204.13.10.5,אמנון הוציאו כל איש מעלי ויצאו כל איש מעליו ויאמר אמנון אל תמר הביאי,ויאמר אמנון הוציאו כל איש מעלי ויצאו כל איש מעליו ויאמר אמנון אל תמר הביאי,14,15,1676,1676.0,48,48.0,0.081081081081081,0.0,14,אמנון הוציאו כל איש מעלי ויצאו כל איש מעליו ויאמר אמנון אל תמר הביאי,4090000042,14,15
ref-sifra.2.4-05.8.1-ref-sifra.2.4-05.8.7,ref-bible.0103.1.7.1-ref-bible.103.1.7.7,28571,28605,ref-sifra.2.4-05.8.1,ref-sifra.2.4-05.8.7,191947,191981,ref-bible.0103.1.7.1,ref-bible.0103.1.7.7,ונתנו בני אהרן הכהן אש על המזבח ,ונתנו בני אהרן הכהן אש על המזבח ,7,7,172,171.0,50,50.0,0.0,0.0,7,ונתנו בני אהרן הכהן אש על המזבח,4090000043,7,7
ref-sifra.2.4-05.8.23-ref-sifra.2.4-05.8.34,ref-bible.0103.1.7.1-ref-bible.103.1.7.10,28685,28741,ref-sifra.2.4-05.8.23,ref-sifra.2.4-05.8.34,191947,191996,ref-bible.0103.1.7.1,ref-bible.0103.1.7.10,ונתנו בני אהרן הכהן אש על המזבח אמר ר' שמעון וכי עלה ,ונתנו בני אהרן הכהן אש על המזבח וערכו עצים על ,12,10,174,171.0,51,51.0,0.2641509433962264,0.3636363636363636,7,ונתנו בני אהרן הכהן אש על המזבח,4090000044,12,10
ref-sifra.2.4-05.8.46-ref-sifra.2.4-05.8.54,ref-bible.0103.1.7.1-ref-bible.103.1.7.10,28788,28829,ref-sifra.2.4-05.8.46,ref-sifra.2.4-05.8.54,191947,191996,ref-bible.0103.1.7.1,ref-bible.0103.1.7.10,ונתנו בני אהרן הכהן אש על המזבח למד על ,ונתנו בני אהרן הכהן אש על המזבח וערכו עצים על ,9,10,175,171.0,52,52.0,0.217391304347826,0.3,8,ונתנו בני אהרן הכהן אש על המזבח על,4090000045,9,10
ref-sifra.2.4-05.10.1-ref-sifra.2.4-05.10.7,ref-bible.0103.1.7.1-ref-bible.103.1.7.7,29200,29234,ref-sifra.2.4-05.10.1,ref-sifra.2.4-05.10.7,191947,191981,ref-bible.0103.1.7.1,ref-bible.0103.1.7.7,ונתנו בני אהרן הכהן אש על המזבח ,ונתנו בני אהרן הכהן אש על המזבח ,7,7,173,171.0,53,53.0,0.0,0.0,7,ונתנו בני אהרן הכהן אש על המזבח,4090000046,7,7
ref-sifra.2.4-06.2.42-ref-sifra.2.4-06.2.50,ref-bible.0103.1.12.4-ref-bible.0103.1.12.10,30146,30196,ref-sifra.2.4-06.2.42,ref-sifra.2.4-06.2.50,192341,192376,ref-bible.0103.1.12.4,ref-bible.0103.1.12.10,ראשו ואת פדרו וערך הכהן אתם,ואת ראשו ואת פדרו וערך הכהן אתם,6,7,194,194.0,54,54.0,0.1290322580645161,0.0,6,ראשו ואת פדרו וערך הכהן אתם,4090000047,6,7
ref-sifra.2.4-06.3.40-ref-sifra.2.4-06.3.49,ref-bible.0103.1.6.1-ref-bible.103.1.7.4,30424,30484,ref-sifra.2.4-06.3.40,ref-sifra.2.4-06.3.49,191912,191968,ref-bible.0103.1.6.1,ref-bible.0103.1.7.4,והפשיט את העולה ונתח אותה לנתחיה וערכו בני אהרן הכהנים ,והפשיט את העלה ונתח אתה לנתחיה ונתנו בני אהרן הכהן ,10,10,171,171.0,58,56.0,0.1454545454545454,0.4,6,והפשיט את ונתח לנתחיה בני אהרן,4090000048,10,10
ref-sifra.2.4-06.3.15-ref-sifra.2.4-06.3.45,ref-bible.0103.1.12.1-ref-bible.0103.1.12.7,30290,30460,ref-sifra.2.4-06.3.15,ref-sifra.2.4-06.3.45,192323,192360,ref-bible.0103.1.12.1,ref-bible.0103.1.12.7,ונתח אתו לנתחיו ואת ראשו ואת פדרו,ונתח אתו לנתחיו ואת ראשו ואת פדרו,7,7,188,188.0,56,56.0,0.0,0.0,7,ונתח אתו לנתחיו ואת ראשו ואת פדרו,4090000049,7,7
ref-sifra.2.4-06.3.64-ref-sifra.2.4-06.4.5,ref-bible.0103.1.7.6-ref-bible.0103.1.8.15,30568,30604,ref-sifra.2.4-06.3.64,ref-sifra.2.4-06.4.5,191972,192077,ref-bible.0103.1.7.6,ref-bible.0103.1.8.15,על המזבח וערכו עצים על האש וערכו בני אהרן הכהנים את הנתחים את הראש ואת הפדר על העצים אשר על האש,על המזבח וערכו עצים על האש וערכו בני אהרן הכהנים את הנתחים את הראש ואת הפדר על העצים אשר על האש,21,21,179,179.0,59,59.0,0.0,0.0,19,על המזבח וערכו עצים על האש וערכו בני_אהרן_הכהנים את הנתחים את הראש ואת הפדר על העצים אשר על האש,4090000050,21,21
