baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-bible,baseOrder,grp-ref-sifra,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-sifra.10.1-00.5.48-ref-sifra.10.1-00.5.56,ref-bible.0103.10.6.20-ref-bible.103.10.6.28,426170,426214,ref-sifra.10.1-00.5.48,ref-sifra.10.1-00.5.56,209066,209109,ref-bible.0103.10.6.20,ref-bible.0103.10.6.28,ואחיכם כל בית ישראל יבכו את השריפה אשר שרף ,ואחיכם כל בית ישראל יבכו את השרפה אשר שרף ,9,9,445,439.0,1036,1036.0,0.0697674418604651,0.375,5,ואחיכם יבכו את אשר שרף,4090000806,9,9
ref-sifra.10.1-00.5.61-ref-sifra.10.1-00.5.66,ref-bible.0103.10.8.4-ref-bible.103.10.9.4,426231,426257,ref-sifra.10.1-00.5.61,ref-sifra.10.1-00.5.66,209202,209228,ref-bible.0103.10.8.4,ref-bible.0103.10.9.4,אהרן לאמר יין ושכר אל תשת ,אהרן לאמר יין ושכר אל תשת ,6,6,446,446.0,1037,1037.0,0.0,0.0,6,אהרן לאמר יין ושכר אל תשת,4090000807,6,6
ref-sifra.10.1-00.7.34-ref-sifra.10.1-00.8.9,ref-bible.0103.16.2.8-ref-bible.103.16.2.14,426655,426717,ref-sifra.10.1-00.7.34,ref-sifra.10.1-00.8.9,224880,224910,ref-bible.0103.16.2.8,ref-bible.0103.16.2.14,אחיך לרבות את הבנים ואל יבא בכל עת זה יום הכפורים אל הקדש ,אחיך ואל יבא בכל עת אל הקדש ,13,7,868,868.0,1042,1038.0,0.5172413793103449,0.5,7,אחיך ואל יבא בכל עת אל הקדש,4090000808,13,7
ref-sifra.10.1-00.7.21-ref-sifra.10.1-00.7.37,ref-bible.0209.18.9.9-ref-bible.209.18.10.9,426591,426675,ref-sifra.10.1-00.7.21,ref-sifra.10.1-00.7.37,1011016,1011082,ref-bible.0209.18.9.9,ref-bible.0209.18.10.9,אל אהרן אחיך אל אהרן אחיך שאין תלמור לומר אחיך ומה תלמוד לומר אחיך לרבות את הבנים ,חיה יחיה נאם אדני יהוה והוליד בן פריץ שפך דם ועשה אח מאחד מאלה ,17,14,1774,1774.0,1039,1038.0,0.7560975609756098,0.9473684210526316,0,,4090000809,17,14
ref-sifra.10.1-00.7.21-ref-sifra.10.1-00.8.2,ref-bible.0302.27.10.5-ref-bible.0302.27.11.2,426591,426684,ref-sifra.10.1-00.7.21,ref-sifra.10.1-00.8.2,1285707,1285775,ref-bible.0302.27.10.5,ref-bible.0302.27.11.2,אל תעזב ובית אחיך אל תבוא ביום אידך טוב שכן קרוב מאח רחוק חכם בני,אל תעזב ובית אחיך אל תבוא ביום אידך טוב שכן קרוב מאח רחוק חכם בני,15,15,1871,1871.0,1040,1040.0,0.0,0.0,15,אל תעזב ובית אחיך אל תבוא ביום אידך טוב שכן קרוב מאח רחוק חכם בני,4090000810,15,15
ref-sifra.10.1-00.7.20-ref-sifra.10.1-00.8.1,ref-bible.0303.40.26.6-ref-bible.303.40.28.2,426587,426680,ref-sifra.10.1-00.7.20,ref-sifra.10.1-00.8.1,1331570,1331622,ref-bible.0303.40.26.6,ref-bible.0303.40.28.2,דבר אל אהרן אחיך אל אהרן אחיך שאין תלמור לומר אחיך ומה תלמוד לומר אחיך לרבות את הבנים ואל ,לחיו הירבה אליך תחנונים אם ידבר אליך רכות היכרת ברית ,19,10,1879,1879.0,1038,1038.0,0.6888888888888889,0.9473684210526316,0,,4090000811,19,10
ref-sifra.10.1-00.10.15-ref-sifra.10.1-00.11.26,ref-bible.0102.30.6.3-ref-bible.0102.30.6.14,427094,427329,ref-sifra.10.1-00.10.15,ref-sifra.10.1-00.11.26,166781,166836,ref-bible.0102.30.6.3,ref-bible.0102.30.6.14,לפני הפרכת אשר על ארן העדת לפני הכפרת,לפני הפרכת אשר על ארן העדת לפני הכפרת אשר על העדת אשר על ארן העדת לפני הכפרת אשר על ארן העדת לפני הכפרת אשר על,8,25,122,122.0,1045,1045.0,0.6636363636363637,0.0,8,לפני הפרכת אשר על ארן העדת לפני הכפרת,4090000812,8,25
ref-sifra.10.1-00.11.23-ref-sifra.10.1-00.11.29,ref-bible.0102.40.20.6-ref-bible.102.40.20.16,427313,427349,ref-sifra.10.1-00.11.23,ref-sifra.10.1-00.11.29,190424,190479,ref-bible.0102.40.20.6,ref-bible.0102.40.20.16,על הארון אשר על הארון כפורת לארון ,הארן וישם את הבדים על הארן ויתן את הכפרת על הארן ,7,11,167,166.0,1050,1043.0,0.5714285714285714,0.7777777777777778,2,על על,4090000813,7,11
ref-sifra.10.1-00.10.1-ref-sifra.10.1-00.11.2,ref-bible.0103.16.2.11-ref-bible.0103.16.2.24,427030,427220,ref-sifra.10.1-00.10.1,ref-sifra.10.1-00.11.2,224894,224960,ref-bible.0103.16.2.11,ref-bible.0103.16.2.24,אל הקדש מבית לפרכת אל פני הכפרת אשר,בכל עת אל הקדש מבית לפרכת אל פני הכפרת אשר על הארן ולא ימות,8,14,871,871.0,1043,1043.0,0.4067796610169492,0.4166666666666666,8,אל הקדש מבית לפרכת אל פני הכפרת אשר,4090000814,8,14
ref-sifra.10.1-00.12.15-ref-sifra.10.1-00.13.2,ref-bible.0103.16.13.8-ref-bible.103.16.13.17,427440,427525,ref-sifra.10.1-00.12.15,ref-sifra.10.1-00.13.2,225754,225804,ref-bible.0103.16.13.8,ref-bible.0103.16.13.17,וכסה ענן הקטורת את הכפורת אשר על העדות הא אין דבר חוצץ בין כפורת לעדות ולא ימות ,וכסה ענן הקטרת את הכפרת אשר על העדות ולא ימות ,17,10,888,888.0,1051,1051.0,0.425,0.2857142857142857,8,וכסה ענן את אשר על העדות ולא ימות,4090000815,17,10
ref-sifra.10.1-01.1.1-ref-sifra.10.1-01.1.18,ref-bible.0103.16.2.10-ref-bible.0103.16.3.10,427823,427907,ref-sifra.10.1-01.1.1,ref-sifra.10.1-01.1.18,224890,225033,ref-bible.0103.16.2.10,ref-bible.0103.16.3.10,יבא בכל עת אל הקדש מבית לפרכת אל פני הכפרת אשר על הארן ולא ימות כי בענן אראה על הכפרת בזאת יבא אהרן,יבא בכל עת אל הקדש מבית לפרכת אל פני הכפרת אשר,23,11,870,869.0,1052,1052.0,0.5353535353535354,0.375,11,יבא בכל עת אל הקדש מבית לפרכת אל פני הכפרת אשר,4090000816,23,11
ref-sifra.10.1-01.1.31-ref-sifra.10.1-01.1.42,ref-bible.0103.16.2.29-ref-bible.103.16.3.10,427963,428016,ref-sifra.10.1-01.1.31,ref-sifra.10.1-01.1.42,224978,225033,ref-bible.0103.16.2.29,ref-bible.0103.16.3.10,וכפורת מנין תל ל בזאת יבא אהרן אל הקדש יבא אהרן אל ,הכפרת בזאת יבא אהרן אל הקדש בפר בן בקר לחטאת ואיל ,12,11,875,868.0,1055,1055.0,0.5490196078431373,0.3333333333333333,5,בזאת יבא אהרן אל הקדש,4090000817,12,11
ref-sifra.10.1-01.4.24-ref-sifra.10.1-01.4.30,ref-bible.0102.30.9.1-ref-bible.102.30.9.7,428523,428556,ref-sifra.10.1-01.4.24,ref-sifra.10.1-01.4.30,166986,167020,ref-bible.0102.30.9.1,ref-bible.0102.30.9.7,לא תעלו עליו קטרת זרה עולה ומנחה ,לא תעלו עליו קטרת זרה ועלה ומנחה ,7,7,126,126.0,1056,1056.0,0.0303030303030303,0.0,6,לא תעלו עליו קטרת זרה ומנחה,4090000818,7,7
ref-sifra.10.1-01.7.4-ref-sifra.10.1-01.7.13,ref-bible.0102.28.12.12-ref-bible.102.28.12.21,429206,429254,ref-sifra.10.1-01.7.4,ref-sifra.10.1-01.7.13,160853,160902,ref-bible.0102.28.12.12,ref-bible.0102.28.12.21,ונשא אהרן את שמותם לפני ה' על שתי כתפיו לזכרון ,ונשא אהרן את שמותם לפני יהוה על שתי כתפיו לזכרן ,10,10,78,78.0,1060,1057.0,0.125,0.3636363636363636,6,ונשא אהרן את שמותם שתי כתפיו,4090000819,10,10
ref-sifra.10.1-01.6.3-ref-sifra.10.1-01.7.7,ref-bible.0102.28.28.15-ref-bible.0102.28.29.17,429068,429225,ref-sifra.10.1-01.6.3,ref-sifra.10.1-01.7.7,161904,162014,ref-bible.0102.28.28.15,ref-bible.0102.28.29.17,החשן מעל האפוד ונשא אהרן את שמות בני ישראל בחשן המשפט על לבו בבאו אל הקדש לזכרן לפני יהוה תמיד,ולא יזח החשן מעל האפוד ונשא אהרן את שמות,20,9,80,79.0,1057,1057.0,0.7446808510638298,0.5294117647058824,7,החשן מעל האפוד ונשא אהרן את שמות,4090000820,20,9
ref-sifra.10.1-01.8.3-ref-sifra.10.1-01.8.13,ref-bible.0102.28.34.9-ref-bible.102.28.35.10,429312,429370,ref-sifra.10.1-01.8.3,ref-sifra.10.1-01.8.13,162368,162429,ref-bible.0102.28.34.9,ref-bible.0102.28.35.10,במעיל והיה על אהרן לשרת ונשמע קולו בבואו אל הקדש לפני ,המעיל סביב והיה על אהרן לשרת ונשמע קולו בבאו אל הקדש לפני ,11,12,82,82.0,1061,1061.0,0.1206896551724138,0.0909090909090909,9,והיה על אהרן לשרת ונשמע קולו אל הקדש לפני,4090000821,11,12
ref-sifra.10.1-01.8.15-ref-sifra.10.1-01.8.24,ref-bible.0102.28.35.1-ref-bible.102.28.35.10,429374,429425,ref-sifra.10.1-01.8.15,ref-sifra.10.1-01.8.24,162380,162429,ref-bible.0102.28.35.1,ref-bible.0102.28.35.10,והיה על אהרן לשרת ונשמע קולו בבואו אל הקדש לפני ,והיה על אהרן לשרת ונשמע קולו בבאו אל הקדש לפני ,10,10,83,82.0,1062,1062.0,0.0208333333333333,0.0,9,והיה על אהרן לשרת ונשמע קולו אל הקדש לפני,4090000822,10,10
ref-sifra.10.1-01.9.4-ref-sifra.10.1-01.9.9,ref-bible.0102.28.38.17-ref-bible.102.28.38.23,429517,429547,ref-sifra.10.1-01.9.4,ref-sifra.10.1-01.9.9,162652,162686,ref-bible.0102.28.38.17,ref-bible.0102.28.38.23,והיה על מצחו תמיד לרצון לפני ,והיה על מצחו תמיד לרצון להם לפני ,6,7,84,84.0,1063,1063.0,0.1212121212121212,0.1666666666666666,6,והיה על מצחו תמיד לרצון לפני,4090000823,6,7
ref-sifra.10.1-01.9.11-ref-sifra.10.1-01.9.16,ref-bible.0102.28.38.17-ref-bible.102.28.38.23,429551,429581,ref-sifra.10.1-01.9.11,ref-sifra.10.1-01.9.16,162652,162686,ref-bible.0102.28.38.17,ref-bible.0102.28.38.23,והיה על מצחו תמיד לרצון לפני ,והיה על מצחו תמיד לרצון להם לפני ,6,7,85,84.0,1064,1064.0,0.1212121212121212,0.1666666666666666,6,והיה על מצחו תמיד לרצון לפני,4090000824,6,7
ref-sifra.10.1-01.12.16-ref-sifra.10.1-01.12.23,ref-bible.0103.16.4.16-ref-bible.103.16.4.23,429940,429978,ref-sifra.10.1-01.12.16,ref-sifra.10.1-01.12.23,225114,225152,ref-bible.0103.16.4.16,ref-bible.0103.16.4.23,בגדי קדש הם ורחץ במים את בשרו ולבשם ,בגדי קדש הם ורחץ במים את בשרו ולבשם ,8,8,878,878.0,1065,1065.0,0.0,0.0,8,בגדי קדש הם ורחץ במים את בשרו ולבשם,4090000825,8,8
ref-sifra.10.1-01.12.24-ref-sifra.10.1-01.12.30,ref-bible.0103.16.4.17-ref-bible.103.16.4.23,429979,430012,ref-sifra.10.1-01.12.24,ref-sifra.10.1-01.12.30,225119,225152,ref-bible.0103.16.4.17,ref-bible.0103.16.4.23,קדש הם ורחץ במים את בשרו ולבשם ,קדש הם ורחץ במים את בשרו ולבשם ,7,7,880,878.0,1066,1066.0,0.0,0.0,7,קדש הם ורחץ במים את בשרו ולבשם,4090000826,7,7
ref-sifra.10.2-00.4.16-ref-sifra.10.2-00.4.22,ref-bible.0303.13.23.3-ref-bible.303.13.24.2,431386,431443,ref-sifra.10.2-00.4.16,ref-sifra.10.2-00.4.22,1304537,1304579,ref-bible.0303.13.23.3,ref-bible.0303.13.24.2,לעונות ולפשעים ולחטאים שעויתי ושפשעתי ושחטאתי לפניך ,עונות וחטאות פשעי וחטאתי הדיעני למה פניך ,7,7,1876,1876.0,1067,1067.0,0.5576923076923077,0.8181818181818181,0,,4090000827,7,7
ref-sifra.10.2-00.4.35-ref-sifra.10.2-00.4.53,ref-bible.0103.16.21.11-ref-bible.0103.16.21.22,431507,431605,ref-sifra.10.2-00.4.35,ref-sifra.10.2-00.4.53,226485,226544,ref-bible.0103.16.21.11,ref-bible.0103.16.21.22,והתודה עליו את כל עונת בני ישראל ואת כל פשעיהם לכל חטאתם,והתודה עליו את כל עונת בני ישראל ואת כל פשעיהם לכל חטאתם,6,6,910,910.0,1069,1069.0,0.0,0.0,12,והתודה עליו את כל עונת בני ישראל ואת כל פשעיהם לכל חטאתם,4090000828,12,12
ref-sifra.10.2-00.4.33-ref-sifra.10.2-00.4.40,ref-bible.0103.16.30.5-ref-bible.103.16.30.12,431496,431537,ref-sifra.10.2-00.4.33,ref-sifra.10.2-00.4.40,227260,227304,ref-bible.0103.16.30.5,ref-bible.0103.16.30.12,עליהם לטהר אתכם מכל חטאתכם לפני ה' תטהרו ,עליכם לטהר אתכם מכל חטאתיכם לפני יהוה תטהרו ,8,8,927,923.0,1068,1068.0,0.1136363636363636,0.3333333333333333,5,לטהר אתכם מכל לפני תטהרו,4090000829,8,8
ref-sifra.10.2-00.4.95-ref-sifra.10.2-00.4.101,ref-bible.0303.13.23.3-ref-bible.303.13.24.2,431832,431889,ref-sifra.10.2-00.4.95,ref-sifra.10.2-00.4.101,1304537,1304579,ref-bible.0303.13.23.3,ref-bible.0303.13.24.2,לחטאים ולעונות ולפשעים שחטאתי ושעויתי ושפשעתי לפניך ,עונות וחטאות פשעי וחטאתי הדיעני למה פניך ,7,7,1877,1876.0,1071,1071.0,0.5192307692307693,0.9166666666666666,0,,4090000830,7,7
ref-sifra.10.2-00.5.9-ref-sifra.10.2-00.5.13,ref-bible.0301.106.6.1-ref-bible.301.106.6.5,431995,432025,ref-sifra.10.2-00.5.9,ref-sifra.10.2-00.5.13,1227244,1227274,ref-bible.0301.106.6.1,ref-bible.0301.106.6.5,חטאנו עם אבותינו העוינו הרשענו ,חטאנו עם אבותינו העוינו הרשענו ,5,5,1860,1860.0,1072,1072.0,0.0,0.0,5,חטאנו עם אבותינו העוינו הרשענו,4090000831,5,5
ref-sifra.10.2-00.5.9-ref-sifra.10.2-00.5.27,ref-bible.0311.9.5.1-ref-bible.0311.9.5.5,431995,432106,ref-sifra.10.2-00.5.9,ref-sifra.10.2-00.5.27,1447335,1447372,ref-bible.0311.9.5.1,ref-bible.0311.9.5.5,חטאנו ועוינו והרשענו הרשענו ומרדנו,חטאנו ועוינו והרשענו הרשענו ומרדנו,5,5,1931,1931.0,1073,1073.0,0.0,0.0,5,חטאנו ועוינו והרשענו הרשענו ומרדנו,4090000832,5,5
ref-sifra.10.2-00.6.4-ref-sifra.10.2-00.6.8,ref-bible.0102.34.7.4-ref-bible.102.34.7.8,432166,432193,ref-sifra.10.2-00.6.4,ref-sifra.10.2-00.6.8,175029,175055,ref-bible.0102.34.7.4,ref-bible.0102.34.7.8,נושא עון ופשע וחטאה ונקה ,נשא עון ופשע וחטאה ונקה ,5,5,141,141.0,1075,1075.0,0.04,0.0,4,עון ופשע וחטאה ונקה,4090000833,5,5
ref-sifra.10.2-00.6.10-ref-sifra.10.2-00.6.21,ref-bible.0103.16.21.11-ref-bible.103.16.21.22,432201,432261,ref-sifra.10.2-00.6.10,ref-sifra.10.2-00.6.21,226485,226544,ref-bible.0103.16.21.11,ref-bible.0103.16.21.22,והתודה עליו את כל עונות בני ישראל ואת כל פשעיהם לכל חטאתם ,והתודה עליו את כל עונת בני ישראל ואת כל פשעיהם לכל חטאתם ,1,6,912,910.0,1077,1075.0,0.0172413793103448,0.0,11,והתודה עליו את כל בני ישראל ואת כל פשעיהם לכל חטאתם,4090000834,12,12
ref-sifra.10.2-00.6.4-ref-sifra.10.2-00.6.11,ref-bible.0301.32.5.6-ref-bible.301.32.5.14,432166,432213,ref-sifra.10.2-00.6.4,ref-sifra.10.2-00.6.11,1171309,1171356,ref-bible.0301.32.5.6,ref-bible.0301.32.5.14,נושא עון ופשע וחטאה ונקה ואומר והתודה עליו ,אמרתי אודה עלי פשעי ליהוה ואתה נשאת עון חטאתי ,8,9,1846,1846.0,1076,1075.0,0.7391304347826086,0.7692307692307692,1,עון,4090000835,8,9
ref-sifra.10.2-02.2.1-ref-sifra.10.2-02.2.7,ref-bible.0103.16.8.1-ref-bible.103.16.8.7,432447,432487,ref-sifra.10.2-02.2.1,ref-sifra.10.2-02.2.7,225326,225363,ref-bible.0103.16.8.1,ref-bible.0103.16.8.7,ונתן אהרן על שני השעירים גורלות גורלות ,ונתן אהרן על שני השעירם גורלות גורל ,7,7,882,882.0,1078,1078.0,0.0769230769230769,0.1428571428571429,5,ונתן אהרן על שני גורלות,4090000836,7,7
ref-sifra.10.2-02.7.26-ref-sifra.10.2-02.7.42,ref-bible.0102.29.36.6-ref-bible.0102.29.37.7,433866,433948,ref-sifra.10.2-02.7.26,ref-sifra.10.2-02.7.42,165758,165847,ref-bible.0102.29.36.6,ref-bible.0102.29.37.7,המזבח בכפרך עליו ומשחת אתו לקדשו שבעת ימים תכפר על המזבח וקדשת אתו,הכפרים וחטאת על המזבח בכפרך עליו ומשחת אתו לקדשו שבעת ימים תכפר על המזבח וקדשת אתו,13,16,117,117.0,1082,1082.0,0.1951219512195122,0.1666666666666666,13,המזבח בכפרך עליו ומשחת אתו לקדשו שבעת ימים תכפר על המזבח וקדשת אתו,4090000837,13,16
ref-sifra.10.2-02.7.23-ref-sifra.10.2-02.7.32,ref-bible.0103.16.15.25-ref-bible.103.16.16.15,433846,433898,ref-sifra.10.2-02.7.23,ref-sifra.10.2-02.7.32,226015,226103,ref-bible.0103.16.15.25,ref-bible.0103.16.16.15,שיכפר שנאמר וכלה מכפר את הקדש ואת אהל מועד ואת ,הכפרת וכפר על הקדש מטמאת בני ישראל ומפשעיהם לכל חטאתם וכן יעשה לאהל מועד השכן אתם ,10,16,897,896.0,1081,1079.0,0.6585365853658537,0.7058823529411764,2,הקדש מועד,4090000838,10,16
ref-sifra.10.2-02.7.18-ref-sifra.10.2-02.7.41,ref-bible.0103.16.17.8-ref-bible.0103.16.18.8,433825,433943,ref-sifra.10.2-02.7.18,ref-sifra.10.2-02.7.41,226149,226249,ref-bible.0103.16.17.8,ref-bible.0103.16.18.8,לכפר בקדש עד צאתו וכפר בעדו ובעד ביתו ובעד כל קהל ישראל ויצא אל המזבח אשר לפני יהוה וכפר עליו,לכפר בקדש עד צאתו וכפר בעדו ובעד ביתו ובעד כל קהל ישראל ויצא אל המזבח אשר לפני יהוה וכפר עליו,13,13,900,900.0,1079,1079.0,0.0,0.0,16,לכפר בקדש עד צאתו וכפר בעדו ובעד ביתו ובעד כל_קהל_ישראל ויצא אל המזבח אשר_לפני_יהוה וכפר עליו,4090000839,20,20
ref-sifra.10.2-03.7.6-ref-sifra.10.2-03.8.5,ref-bible.0103.16.12.6-ref-bible.0103.16.13.6,435220,435268,ref-sifra.10.2-03.7.6,ref-sifra.10.2-03.8.5,225651,225748,ref-bible.0103.16.12.6,ref-bible.0103.16.13.6,מעל המזבח מלפני יהוה ומלא חפניו קטרת סמים דקה והביא מבית לפרכת ונתן את הקטרת על האש לפני,מעל המזבח מלפני יהוה ומלא חפניו קטרת סמים דקה והביא מבית לפרכת ונתן את הקטרת על האש לפני,18,18,886,886.0,1084,1084.0,0.0,0.0,18,מעל המזבח מלפני יהוה ומלא חפניו קטרת סמים דקה והביא מבית לפרכת ונתן את הקטרת על האש לפני,4090000840,18,18
ref-sifra.10.2-03.10.197-ref-sifra.10.2-03.10.206,ref-bible.0103.16.13.8-ref-bible.103.16.13.17,436540,436591,ref-sifra.10.2-03.10.197,ref-sifra.10.2-03.10.206,225754,225804,ref-bible.0103.16.13.8,ref-bible.0103.16.13.17,וכסה ענן הקטרת את הכפורת אשר על העדות ולא ימות ,וכסה ענן הקטרת את הכפרת אשר על העדות ולא ימות ,10,10,889,888.0,1086,1086.0,0.0212765957446808,0.0,9,וכסה ענן הקטרת את אשר על העדות ולא ימות,4090000841,10,10
ref-sifra.10.2-03.10.207-ref-sifra.10.2-03.10.215,ref-bible.0103.16.13.9-ref-bible.103.16.13.17,436592,436637,ref-sifra.10.2-03.10.207,ref-sifra.10.2-03.10.215,225760,225804,ref-bible.0103.16.13.9,ref-bible.0103.16.13.17,ענן הקטרת את הכפורת אשר על העדות ולא ימות ,ענן הקטרת את הכפרת אשר על העדות ולא ימות ,9,9,890,888.0,1087,1087.0,0.0238095238095238,0.0,8,ענן הקטרת את אשר על העדות ולא ימות,4090000842,9,9
ref-sifra.10.2-03.13.3-ref-sifra.10.3-00.1.6,ref-bible.0103.16.14.6-ref-bible.103.16.15.6,436989,437177,ref-sifra.10.2-03.13.3,ref-sifra.10.3-00.1.6,225834,225926,ref-bible.0103.16.14.6,ref-bible.0103.16.15.6,על פני הכפורת קדמה אינו מתכוין להזות לא למעלה ולא למטה אלא כמצליף ולפני הכפורת יזה שבע פעמים ולא שבע טיפים שבע פעמים שיהיה מונה שבע פעמים הרי אחת ושבע ושחט את שעיר החטאת אשר לעם ,על פני הכפרת קדמה ולפני הכפרת יזה שבע פעמים מן הדם באצבעו ושחט את שעיר החטאת אשר לעם ,36,18,891,891.0,1088,1088.0,0.5561797752808989,0.4444444444444444,13,על פני קדמה ולפני יזה שבע פעמים ושחט את שעיר החטאת אשר לעם,4090000843,36,18
ref-sifra.10.3-00.1.33-ref-sifra.10.3-00.1.43,ref-bible.0103.16.33.10-ref-bible.103.16.34.1,437310,437364,ref-sifra.10.3-00.1.33,ref-sifra.10.3-00.1.43,227482,227528,ref-bible.0103.16.33.10,ref-bible.0103.16.34.1,כפרה וכשהוא אומר על הכהנים ועל כל עם הקהל יכפר הוי ,יכפר ועל הכהנים ועל כל עם הקהל יכפר והיתה ,11,9,931,930.0,1089,1089.0,0.3137254901960784,0.4,6,הכהנים ועל כל עם הקהל יכפר,4090000844,11,9
ref-sifra.10.3-00.2.33-ref-sifra.10.3-00.2.39,ref-bible.0103.16.15.13-ref-bible.103.16.15.19,437774,437804,ref-sifra.10.3-00.2.33,ref-sifra.10.3-00.2.39,225957,225987,ref-bible.0103.16.15.13,ref-bible.0103.16.15.19,ועשה את דמו כאשר עשה לדם הפר ,ועשה את דמו כאשר עשה לדם הפר ,1,1,892,892.0,1090,1090.0,0.0,0.0,7,ועשה את דמו כאשר עשה לדם הפר,4090000845,7,7
ref-sifra.10.3-00.2.48-ref-sifra.10.3-00.3.4,ref-bible.0103.16.15.18-ref-bible.103.16.15.23,437841,437889,ref-sifra.10.3-00.2.48,ref-sifra.10.3-00.3.4,225979,226007,ref-bible.0103.16.15.18,ref-bible.0103.16.15.23,דם הפר נכנס בו לפני ולפנים והזה אותו על הכפורת ,לדם הפר והזה אתו על הכפרת ,10,6,895,892.0,1091,1091.0,0.4893617021276595,0.25,3,הפר והזה על,4090000846,10,6
ref-sifra.10.3-00.4.44-ref-sifra.10.3-00.4.54,ref-bible.0103.16.15.13-ref-bible.103.16.15.19,438276,438321,ref-sifra.10.3-00.4.44,ref-sifra.10.3-00.4.54,225957,225987,ref-bible.0103.16.15.13,ref-bible.0103.16.15.19,דם השעיר מדם הפר תל ל ועשה את דמו כאשר עשה ,ועשה את דמו כאשר עשה לדם הפר ,11,1,893,892.0,1092,1092.0,0.6976744186046512,0.2857142857142857,5,ועשה את דמו כאשר עשה,4090000847,11,7
ref-sifra.10.3-00.7.32-ref-sifra.10.3-00.7.38,ref-bible.0103.16.15.13-ref-bible.103.16.15.19,438808,438838,ref-sifra.10.3-00.7.32,ref-sifra.10.3-00.7.38,225957,225987,ref-bible.0103.16.15.13,ref-bible.0103.16.15.19,ועשה את דמו כאשר עשה לדם הפר ,ועשה את דמו כאשר עשה לדם הפר ,1,1,894,892.0,1093,1093.0,0.0,0.0,7,ועשה את דמו כאשר עשה לדם הפר,4090000848,7,7
ref-sifra.10.3-04.1.1-ref-sifra.10.3-04.1.13,ref-bible.0103.16.15.25-ref-bible.103.16.16.13,439022,439098,ref-sifra.10.3-04.1.1,ref-sifra.10.3-04.1.13,226015,226093,ref-bible.0103.16.15.25,ref-bible.0103.16.16.13,וכפר על הקדש מטומאות בני ישראל ומפשעיהם לכל חטאתם וכן יעשה לאוהל מועד ,הכפרת וכפר על הקדש מטמאת בני ישראל ומפשעיהם לכל חטאתם וכן יעשה לאהל מועד ,13,14,896,896.0,1094,1094.0,0.1506849315068493,0.3333333333333333,9,וכפר על הקדש ומפשעיהם לכל חטאתם וכן יעשה מועד,4090000849,13,14
ref-sifra.10.3-04.1.42-ref-sifra.10.3-04.1.57,ref-bible.0103.18.27.9-ref-bible.103.18.28.4,439255,439337,ref-sifra.10.3-04.1.42,ref-sifra.10.3-04.1.57,230355,230399,ref-bible.0103.18.27.9,ref-bible.0103.18.28.4,אשר נעשו לפניכם ולא תטמאו בהם טומאת שפיכות דמים שנאמר ולא תטמא את הארץ אשר אתם ,אשר לפניכם ותטמא הארץ ולא תקיא הארץ אתכם ,11,8,1012,1006.0,1098,1095.0,0.5569620253164557,0.6666666666666667,4,אשר לפניכם ולא הארץ,4090000850,16,8
ref-sifra.10.3-04.1.38-ref-sifra.10.3-04.1.47,ref-bible.0103.18.30.4-ref-bible.103.18.30.13,439226,439285,ref-sifra.10.3-04.1.38,ref-sifra.10.3-04.1.47,230525,230582,ref-bible.0103.18.30.4,ref-bible.0103.18.30.13,לבלתי עשות מחוקות התועבות אשר נעשו לפניכם ולא תטמאו בהם ,לבלתי עשות מחקות התועבת אשר נעשו לפניכם ולא תטמאו בהם ,10,10,1016,1016.0,1095,1095.0,0.0357142857142857,0.0,8,לבלתי עשות אשר נעשו לפניכם ולא תטמאו בהם,4090000851,10,10
ref-sifra.10.3-04.1.42-ref-sifra.10.3-04.1.56,ref-bible.0103.22.5.12-ref-bible.103.22.6.8,439255,439333,ref-sifra.10.3-04.1.42,ref-sifra.10.3-04.1.56,236763,236821,ref-bible.0103.22.5.12,ref-bible.0103.22.6.8,אשר נעשו לפניכם ולא תטמאו בהם טומאת שפיכות דמים שנאמר ולא תטמא את הארץ אשר ,אשר יטמא לו לכל טמאתו נפש אשר תגע בו וטמאה עד הערב ולא ,15,13,1156,1150.0,1097,1095.0,0.6266666666666667,0.8333333333333334,2,אשר אשר,4090000852,15,13
ref-sifra.10.3-04.1.52-ref-sifra.10.3-04.1.63,ref-bible.0104.35.34.1-ref-bible.104.35.34.12,439311,439366,ref-sifra.10.3-04.1.52,ref-sifra.10.3-04.1.63,336068,336120,ref-bible.0104.35.34.1,ref-bible.0104.35.34.12,ולא תטמא את הארץ אשר אתם יושבים בה אשר אני שוכן בתוכה ,ולא תטמא את הארץ אשר אתם ישבים בה אשר אני שכן בתוכה ,7,7,1568,1568.0,1099,1095.0,0.074074074074074,0.2727272727272727,7,ולא תטמא אתם בה אשר אני בתוכה,4090000853,12,12
