baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-d,baseOrder,grp-ref-sifre-n,dam-lev,jac,lcs_len_char,lcs_str_char,lcc_distance,id
ref-sifre-n.1.7.42-ref-sifre-n.1.7.47,ref-sifre-d.255.5.17-ref-sifre-d.255.5.28,4424,4459,ref-sifre-n.1.7.42,ref-sifre-n.1.7.47,248960,249014,ref-sifre-d.255.5.17,ref-sifre-d.255.5.28,מחנה ישראל ומחנה לויה ומחנה שכינה ,למחנה זו מחנה לויה לא יבא אל תוך המחנה זו מחנה שכינה ,6,12,1001,1001.0,0,0.0,0.5283018867924528,0.625,28,מחנה ומחנה לויה ומחנה שכינה ,0.4716981132075472,5060000001
ref-sifre-n.5.1.30-ref-sifre-n.5.1.40,ref-sifre-d.166.1.1-ref-sifre-d.166.1.6,10307,10367,ref-sifre-n.5.1.30,ref-sifre-n.5.1.40,188237,188273,ref-sifre-d.166.1.1,ref-sifre-d.166.1.6,ראשית דגנך תירושך ויצהרך רבי עקיבא אומר_בא_הכתוב_ללמדך שאם ,ראשית דגנך תירושך ויצהרך מלמד שאין ,8,6,805,805.0,1,1.0,0.4576271186440678,0.6,33,ראשית דגנך תירושך ויצהרך מלמד שא ,0.44067796610169496,5060000002
ref-sifre-n.6.1.158-ref-sifre-n.6.1.168,ref-sifre-d.106.3.27-ref-sifre-d.106.3.32,11843,11899,ref-sifre-n.6.1.158,ref-sifre-n.6.1.168,144646,144677,ref-sifre-d.106.3.27,ref-sifre-d.106.3.32,טעון הבאת מקום ונטע רבעי טעון הבאת מקום אם למדתי למעשר ,טעון הבאת מקום ומעשר טעון הבאת ,11,6,600,598.0,2,2.0,0.4727272727272727,0.5,29,טעון הבאת מקום וער טעון הבאת ,0.4727272727272728,5060000003
ref-sifre-n.6.1.213-ref-sifre-n.6.1.244,ref-sifre-d.106.3.26-ref-sifre-d.106.3.35,12114,12285,ref-sifre-n.6.1.213,ref-sifre-n.6.1.244,144641,144690,ref-sifre-d.106.3.26,ref-sifre-d.106.3.35,טעון הבאת מקום ומעשר טעון הבאת מקום מה בכור טעון הבאת מקום ומעשר טעון הבאת מקום,בכור טעון הבאת מקום ומעשר טעון הבאת מקום ומעשר טעון הבאת מקום מה בכור,16,14,599,599.0,3,3.0,0.34177215189873417,0.0,58,טעון הבאת מקום ומעשר טעון הבאת מקום ור טעון הבאת מקום מה ו,0.26582278481012656,5060000004
ref-sifre-n.6.1.286-ref-sifre-n.6.1.295,ref-sifre-d.106.3.26-ref-sifre-d.106.3.32,12501,12553,ref-sifre-n.6.1.286,ref-sifre-n.6.1.295,144641,144677,ref-sifre-d.106.3.26,ref-sifre-d.106.3.32,טעונה הבאת מקום ולא בכורים שאף_על_פי שטעונים הבאת ,בכור טעון הבאת מקום ומעשר טעון הבאת ,8,7,598,598.0,5,5.0,0.58,0.6666666666666667,26,טעו הבאת מקום ועשטעו הבאת ,0.48,5060000005
ref-sifre-n.6.1.301-ref-sifre-n.6.1.307,ref-sifre-d.36.2.76-ref-sifre-d.36.2.82,12577,12611,ref-sifre-n.6.1.301,ref-sifre-n.6.1.307,51438,51476,ref-sifre-d.36.2.76,ref-sifre-d.36.2.82,אלמד דבר מדבר ואדון דבר מדבר אלמד ,אלמוד דבר מדבר ואדון דבר מדבר אלמוד ,7,7,136,101.0,6,6.0,0.05555555555555555,0.0,34,אלמד דבר מדבר ואדון דבר מדבר אלמד ,0.05555555555555558,5060000006
ref-sifre-n.7.1.97-ref-sifre-n.7.1.102,ref-sifre-d.196.2.9-ref-sifre-d.196.2.15,14072,14108,ref-sifre-n.7.1.97,ref-sifre-n.7.1.102,207217,207261,ref-sifre-d.196.2.9,ref-sifre-d.196.2.15,"אלמנה לכ""ג גרושה וחלוצה לכהן הדיוט ",ואלמנה לכהן גדול גרושה וחלוצה לכהן הדיוט ,6,7,911,910.0,7,7.0,0.17073170731707318,0.2857142857142857,34,אלמנה לכג גרושה וחלוצה לכהן הדיוט ,0.1707317073170732,5060000007
ref-sifre-n.7.1.97-ref-sifre-n.7.1.102,ref-sifre-d.215.9.28-ref-sifre-d.215.9.34,14072,14108,ref-sifre-n.7.1.97,ref-sifre-n.7.1.102,217976,218018,ref-sifre-d.215.9.28,ref-sifre-d.215.9.34,"אלמנה לכ""ג גרושה וחלוצה לכהן הדיוט ",אלמנה לכהן גדול גרושה וחלוצה לכהן הדיוט ,6,7,931,931.0,8,7.0,0.15,0.2857142857142857,34,אלמנה לכג גרושה וחלוצה לכהן הדיוט ,0.15000000000000002,5060000008
ref-sifre-n.7.1.97-ref-sifre-n.7.1.102,ref-sifre-d.271.1.35-ref-sifre-d.271.1.41,14072,14108,ref-sifre-n.7.1.97,ref-sifre-n.7.1.102,259653,259699,ref-sifre-d.271.1.35,ref-sifre-d.271.1.41,"אלמנה לכ""ג גרושה וחלוצה לכהן הדיוט ",ואלמנה לכהן גדול וגרושה וחלוצה לכהן הדיוט ,6,7,1071,1070.0,9,7.0,0.19047619047619047,0.2857142857142857,34,אלמנה לכג גרושה וחלוצה לכהן הדיוט ,0.19047619047619047,5060000009
ref-sifre-n.7.3.148-ref-sifre-n.7.3.161,ref-sifre-d.36.4.18-ref-sifre-d.36.4.32,15954,16016,ref-sifre-n.7.3.148,ref-sifre-n.7.3.161,51985,52057,ref-sifre-d.36.4.18,ref-sifre-d.36.4.32,זה בנה אב כל מקום שנאמר עד הרי בכלל שנים עד שיפרוט לך הכתוב ,זה בנה אב בכל מקום שנאמר מזוזות הרי אין בכלל שתים עד שיפרוט לך הכתוב ,14,15,170,170.0,10,10.0,0.17391304347826086,0.3125,57,זה בנה אב כל מקום שנאמר  הרי בכלל שים עד שיפרוט לך הכתוב ,0.17391304347826086,5060000010
ref-sifre-n.7.3.149-ref-sifre-n.7.3.162,ref-sifre-d.148.1.19-ref-sifre-d.148.2.1,15957,16020,ref-sifre-n.7.3.149,ref-sifre-n.7.3.162,177431,177503,ref-sifre-d.148.1.19,ref-sifre-d.148.2.1,בנה אב כל מקום שנאמר עד הרי בכלל שנים עד שיפרוט לך הכתוב אחד ,בנין אב שכל מקום שנאמר ימצא בשנים עדים ובשלשה עדים הכתוב מדבר באחד ,14,13,764,763.0,11,10.0,0.4626865671641791,0.6842105263157895,44,בנ אב כל מקום שנאמר י בשנים עדי ל הכתוב אחד ,0.34328358208955223,5060000011
ref-sifre-n.7.3.299-ref-sifre-n.7.3.321,ref-sifre-d.43.24.43-ref-sifre-d.43.25.12,16731,16835,ref-sifre-n.7.3.299,ref-sifre-n.7.3.321,82463,82519,ref-sifre-d.43.24.43,ref-sifre-d.43.25.12,כאן אף ונאמר להלן אף חרי מה חרי אף האמור להלן,אפו נאמר כאן אף ונאמר להלן אף חרי מה חרי אף האמור להלן,11,13,206,206.0,12,12.0,0.16666666666666666,0.0,45,כאן אף ונאמר להלן אף חרי מה חרי אף האמור להלן,0.16666666666666663,5060000012
ref-sifre-n.7.3.411-ref-sifre-n.7.3.433,ref-sifre-d.43.24.43-ref-sifre-d.43.25.12,17276,17380,ref-sifre-n.7.3.411,ref-sifre-n.7.3.433,82463,82519,ref-sifre-d.43.24.43,ref-sifre-d.43.25.12,כאן אף ונאמר להלן אף חרי מה חרי אף האמור להלן,אפו נאמר כאן אף ונאמר להלן אף חרי מה חרי אף האמור להלן,11,13,207,207.0,14,14.0,0.16666666666666666,0.0,45,כאן אף ונאמר להלן אף חרי מה חרי אף האמור להלן,0.16666666666666663,5060000013
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-sifre-d.36.2.56-ref-sifre-d.36.2.65,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,51347,51394,ref-sifre-d.36.2.56,ref-sifre-d.36.2.65,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן ,10,10,101,101.0,18,18.0,0.2127659574468085,0.33333333333333337,37,נאמר כאן  ונאמר להלן  מה  האמור להלן ,0.21276595744680848,5060000014
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-sifre-d.36.2.102-ref-sifre-d.36.2.111,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,51584,51631,ref-sifre-d.36.2.102,ref-sifre-d.36.2.111,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן ,10,10,140,140.0,19,18.0,0.2127659574468085,0.33333333333333337,37,נאמר כאן  ונאמר להלן  מה  האמור להלן ,0.21276595744680848,5060000015
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-sifre-d.43.25.1-ref-sifre-d.43.25.12,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,82467,82519,ref-sifre-d.43.25.1,ref-sifre-d.43.25.12,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן אף ונאמר להלן אף חרי מה חרי אף האמור להלן ,10,12,223,206.0,20,16.0,0.29411764705882354,0.4285714285714286,39,נאמר כאן  ונאמר להלן ר מה ר האמור להלן ,0.23529411764705888,5060000016
ref-sifre-n.10.1.196-ref-sifre-n.10.1.206,ref-sifre-d.51.2.11-ref-sifre-d.51.2.20,21732,21784,ref-sifre-n.10.1.196,ref-sifre-n.10.1.206,98639,98688,ref-sifre-d.51.2.11,ref-sifre-d.51.2.20,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן כאן ,נאמר כאן יהיה ונאמר להלן יהיה מה יהיה האמור כאן ,11,10,282,279.0,39,16.0,0.35294117647058826,0.19999999999999996,36,נאמר כאן  ונאמר להלן  מה  האמור כאן ,0.2941176470588235,5060000017
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-sifre-d.62.4.5-ref-sifre-d.62.4.18,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,110105,110170,ref-sifre-d.62.4.5,ref-sifre-d.62.4.18,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן לשום את שמו ונאמר להלן ושמו את שמי מה שמי האמור להלן ,10,14,323,320.0,21,16.0,0.41935483870967744,0.4285714285714286,37,נאמר כאן  ונאמר להלן  מה  האמור להלן ,0.4032258064516129,5060000018
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-sifre-d.69.1.2-ref-sifre-d.69.1.11,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,114083,114136,ref-sifre-d.69.1.2,ref-sifre-d.69.1.11,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמרה כאן שמחה ונאמרה להלן שמחה מה שמחה האמורה להלן ,10,10,411,411.0,22,16.0,0.2692307692307692,0.33333333333333337,38,נאמר כאן  ונאמר להלן  מה  האמורה להלן ,0.2692307692307693,5060000019
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-sifre-d.86.6.4-ref-sifre-d.86.6.13,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,131038,131091,ref-sifre-d.86.6.4,ref-sifre-d.86.6.13,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמרה כאן הדחה ונאמרה להלן הדחה מה הדחה האמורה להלן ,10,10,480,477.0,23,16.0,0.2692307692307692,0.33333333333333337,38,נאמר כאן  ונאמר להלן  מה  האמורה להלן ,0.2692307692307693,5060000020
ref-sifre-n.10.1.196-ref-sifre-n.10.1.213,ref-sifre-d.90.2.4-ref-sifre-d.90.2.20,21732,21813,ref-sifre-n.10.1.196,ref-sifre-n.10.1.213,133022,133110,ref-sifre-d.90.2.4,ref-sifre-d.90.2.20,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן כאן עפר על פני המים אף כאן להלן ,נאמר כאן הדחה ונאמר להלן הדחה מה הדחה האמורה להלן כאן בסקילה אף הדחה האמורה כאן להלן ,18,17,530,510.0,50,16.0,0.3411764705882353,0.5454545454545454,58,נאמר כאן  ונאמר להלן  מה  האמורה להלן כאן ל  ה א כאן להלן ,0.3176470588235294,5060000021
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-sifre-d.103.3.7-ref-sifre-d.103.3.16,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,141103,141150,ref-sifre-d.103.3.7,ref-sifre-d.103.3.16,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן נשר ונאמר להלן נשר מה נשר האמור להלן ,10,10,559,559.0,24,16.0,0.14893617021276595,0.33333333333333337,40,נאמר כאן ר ונאמר להלן ר מה ר האמור להלן ,0.14893617021276595,5060000022
ref-sifre-n.10.1.196-ref-sifre-n.10.1.206,ref-sifre-d.103.4.4-ref-sifre-d.103.4.13,21732,21784,ref-sifre-n.10.1.196,ref-sifre-n.10.1.206,141282,141329,ref-sifre-d.103.4.4,ref-sifre-d.103.4.13,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן כאן ,נאמר כאן איה ונאמר להלן איה מה איה האמורה כאן ,11,10,585,585.0,40,16.0,0.27450980392156865,0.19999999999999996,37,נאמר כאן  ונאמר להלן  מה  האמורה כאן ,0.27450980392156865,5060000023
ref-sifre-n.10.1.196-ref-sifre-n.10.1.206,ref-sifre-d.107.18.9-ref-sifre-d.107.18.25,21732,21784,ref-sifre-n.10.1.196,ref-sifre-n.10.1.206,147570,147656,ref-sifre-d.107.18.9,ref-sifre-d.107.18.25,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה כאן להלן שלמים אף שמחה האמורה להלן כאן,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה כאן להלן שלמים אף שמחה האמורה להלן כאן,17,17,611,611.0,41,41.0,0.0,0.0,83,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה כאן להלן שלמים אף שמחה האמורה להלן כאן,0.0,5060000024
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-sifre-d.111.1.12-ref-sifre-d.111.1.21,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,150177,150221,ref-sifre-d.111.1.12,ref-sifre-d.111.1.21,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן קץ ונאמר להלן קץ מה קץ האמור להלן ,10,10,658,658.0,25,16.0,0.2127659574468085,0.33333333333333337,37,נאמר כאן  ונאמר להלן  מה  האמור להלן ,0.21276595744680848,5060000025
ref-sifre-n.10.1.196-ref-sifre-n.10.1.206,ref-sifre-d.117.3.29-ref-sifre-d.117.3.39,21732,21784,ref-sifre-n.10.1.196,ref-sifre-n.10.1.206,154983,155034,ref-sifre-d.117.3.29,ref-sifre-d.117.3.39,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן כאן ,"נאמר כאן בליעל ונאמר להלן בליעל מה להלן ע""ז אף כאן ",11,11,695,693.0,43,16.0,0.47058823529411764,0.5,36,נאמר כאן ע ונאמר להלן ע מה להלן כאן ,0.2941176470588235,5060000026
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-sifre-d.122.3.2-ref-sifre-d.122.3.11,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,159571,159621,ref-sifre-d.122.3.2,ref-sifre-d.122.3.11,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ,10,10,701,701.0,26,16.0,0.2653061224489796,0.33333333333333337,37,נאמר כאן  ונאמר להלן  מה  האמור להלן ,0.24489795918367352,5060000027
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-sifre-d.138.1.6-ref-sifre-d.138.1.15,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,170273,170324,ref-sifre-d.138.1.6,ref-sifre-d.138.1.15,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן ,10,10,734,734.0,27,16.0,0.24,0.33333333333333337,38,נאמר כאן  ונאמר להלן  מה  האמורה להלן ,0.24,5060000028
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-sifre-d.149.4.17-ref-sifre-d.149.4.26,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,179575,179628,ref-sifre-d.149.4.17,ref-sifre-d.149.4.26,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן שעריך ונאמר להלן שעריך מה שעריך האמור להלן ,10,10,768,766.0,28,16.0,0.25,0.33333333333333337,43,נאמר כאן ער ונאמר להלן ער מה ער האמור להלן ,0.17307692307692313,5060000029
ref-sifre-n.10.1.196-ref-sifre-n.10.1.206,ref-sifre-d.190.3.21-ref-sifre-d.190.3.30,21732,21784,ref-sifre-n.10.1.196,ref-sifre-n.10.1.206,201416,201462,ref-sifre-d.190.3.21,ref-sifre-d.190.3.30,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן כאן ,נאמר כאן שני ונאמר להלן שני מה שני האמור כאן ,11,10,827,825.0,44,16.0,0.29411764705882354,0.33333333333333337,36,נאמר כאן  ונאמר להלן  מה  האמור כאן ,0.2941176470588235,5060000030
ref-sifre-n.10.1.184-ref-sifre-n.10.1.202,ref-sifre-d.190.14.62-ref-sifre-d.190.15.15,21668,21763,ref-sifre-n.10.1.184,ref-sifre-n.10.1.202,203014,203113,ref-sifre-d.190.14.62,ref-sifre-d.190.15.15,שלא יביא מתוך קופתו ומן העפר לפי_שהוא_אומר ולקחו לטמא מעפר נאמר כאן עפר ונאמר להלן עפר מה ,ולא כמיתת אחותו מיתתו ומנין שהמבייש משלם ממון נאמר כאן לא_תחוס_עינך ונאמר להלן לא_תחוס_עינך מה ,17,15,837,837.0,17,16.0,0.6526315789473685,0.7619047619047619,51,לא י תו תו ומן שהמ ל ממ נאמר כאן ע ונאמר להלן ע מה ,0.4631578947368421,5060000031
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-sifre-d.194.6.12-ref-sifre-d.194.6.21,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,206415,206462,ref-sifre-d.194.6.12,ref-sifre-d.194.6.21,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן אחר ונאמר להלן אחר מה אחר האמור להלן ,10,10,850,850.0,29,16.0,0.14893617021276595,0.33333333333333337,40,נאמר כאן ר ונאמר להלן ר מה ר האמור להלן ,0.14893617021276595,5060000032
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-sifre-d.195.7.13-ref-sifre-d.195.7.22,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,206965,207012,ref-sifre-d.195.7.13,ref-sifre-d.195.7.22,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן אחר ונאמר להלן אחר מה אחר האמור להלן ,10,10,880,880.0,30,16.0,0.14893617021276595,0.33333333333333337,40,נאמר כאן ר ונאמר להלן ר מה ר האמור להלן ,0.14893617021276595,5060000033
ref-sifre-n.10.1.196-ref-sifre-n.10.1.206,ref-sifre-d.230.3.6-ref-sifre-d.230.3.17,21732,21784,ref-sifre-n.10.1.196,ref-sifre-n.10.1.206,231456,231510,ref-sifre-d.230.3.6,ref-sifre-d.230.3.17,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן כאן ,נאמר כאן קדש ונאמר להלן קדש מה להלן איסור הנאה אף כאן ,11,12,939,938.0,45,16.0,0.35185185185185186,0.5,36,נאמר כאן  ונאמר להלן  מה האור ה כאן ,0.33333333333333337,5060000034
ref-sifre-n.10.1.196-ref-sifre-n.10.1.206,ref-sifre-d.244.4.39-ref-sifre-d.244.4.59,21732,21784,ref-sifre-n.10.1.196,ref-sifre-n.10.1.206,243475,243571,ref-sifre-d.244.4.39,ref-sifre-d.244.4.59,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן כאן ,נאמר כאן אשר_לא_אורשה ונאמר להלן אשר_לא_אורשה מה כאן חמשים אף להלן חמשים ומה להלן שקלים אף כאן ,11,17,979,972.0,46,16.0,0.5578947368421052,0.6,42,נאמר כאן ר ונאמר להלן ר מה  אמוה להלן כאן ,0.5578947368421052,5060000035
ref-sifre-n.10.1.165-ref-sifre-n.10.1.185,ref-sifre-d.249.2.37-ref-sifre-d.249.2.54,21567,21677,ref-sifre-n.10.1.165,ref-sifre-n.10.1.185,245980,246063,ref-sifre-d.249.2.37,ref-sifre-d.249.2.54,עשה בה בית המקדש כמשכן סוטה חמורה דין_הוא_שנעשה בה בית המקדש כמשכן ומה_תלמוד_לומר בקרקע המשכן שלא יביא ,"נשים כאנשים ממזר שלא נאמר בו עד עולם אינו_דין_שלא נעשה בו נשים כאנשים ת""ל לא יבא ",17,16,986,984.0,16,16.0,0.7378640776699029,0.8421052631578947,40,ש י מש מ ו ו דין_שנעשה ב ש כש תל לא יבא ,0.6116504854368932,5060000036
ref-sifre-n.10.1.196-ref-sifre-n.10.1.206,ref-sifre-d.249.5.26-ref-sifre-d.249.5.38,21732,21784,ref-sifre-n.10.1.196,ref-sifre-n.10.1.206,246497,246561,ref-sifre-d.249.5.26,ref-sifre-d.249.5.38,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן כאן ,נאמר כאן דור עשירי ונאמר להלן דור עשירי מה דור עשירי האמור כאן ,11,13,998,987.0,47,16.0,0.4126984126984127,0.4285714285714286,42,נאמר כאן ער ונאמר להלן ער מה ער האמור כאן ,0.33333333333333337,5060000037
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-sifre-d.261.2.25-ref-sifre-d.261.2.34,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,251413,251466,ref-sifre-d.261.2.25,ref-sifre-d.261.2.34,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן ,10,10,1004,1003.0,31,16.0,0.2692307692307692,0.33333333333333337,39,נאמר כאן ע ונאמר להלן ע מה ע האור להלן ,0.25,5060000038
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-sifre-d.264.1.5-ref-sifre-d.264.1.14,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,252869,252916,ref-sifre-d.264.1.5,ref-sifre-d.264.1.14,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן ,10,10,1042,1036.0,32,16.0,0.14893617021276595,0.33333333333333337,40,נאמר כאן ר ונאמר להלן ר מה ר האמור להלן ,0.14893617021276595,5060000039
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-sifre-d.284.6.4-ref-sifre-d.284.6.16,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,268085,268144,ref-sifre-d.284.6.4,ref-sifre-d.284.6.16,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן גר יתום ונאמר להלן גר יתום מה גר יתום האמור להלן ,10,13,1077,1077.0,33,16.0,0.3793103448275862,0.4285714285714286,40,נאמר כאן ר ונאמר להלן ר מה ר האמור להלן ,0.31034482758620685,5060000040
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-sifre-d.285.4.3-ref-sifre-d.285.4.15,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,268747,268806,ref-sifre-d.285.4.3,ref-sifre-d.285.4.15,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן גר יתום ונאמר להלן גר יתום מה גר יתום האמור להלן ,10,13,1108,1104.0,34,16.0,0.3793103448275862,0.4285714285714286,40,נאמר כאן ר ונאמר להלן ר מה ר האמור להלן ,0.31034482758620685,5060000041
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-sifre-d.289.3.11-ref-sifre-d.289.3.25,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,274187,274259,ref-sifre-d.289.3.11,ref-sifre-d.289.3.25,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן שם אחיו ונאמר להלן על שם אחיהם יקראו בנחלתם מה שם האמור להלן ,10,15,1133,1132.0,35,16.0,0.4714285714285714,0.6363636363636364,39,נאמר כאן  ונאמר להלן ער מה  האמור להלן ,0.44285714285714284,5060000042
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-sifre-d.289.9.18-ref-sifre-d.289.9.27,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,274954,274998,ref-sifre-d.289.9.18,ref-sifre-d.289.9.27,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן שם ונאמר להלן שם מה שם האמור להלן ,10,10,1163,1161.0,36,16.0,0.2127659574468085,0.33333333333333337,37,נאמר כאן  ונאמר להלן  מה  האמור להלן ,0.21276595744680848,5060000043
ref-sifre-n.10.1.196-ref-sifre-n.10.1.206,ref-sifre-d.291.4.11-ref-sifre-d.291.4.21,21732,21784,ref-sifre-n.10.1.196,ref-sifre-n.10.1.206,276124,276175,ref-sifre-d.291.4.11,ref-sifre-d.291.4.21,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן כאן ,נאמר כאן רגלו ונאמר להלן רגלו מה להלן ימנית אף כאן ,11,11,1195,1195.0,48,16.0,0.4117647058823529,0.5,36,נאמר כאן ר ונאמר להלן ר מה להלן כאן ,0.2941176470588235,5060000044
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-sifre-d.291.6.2-ref-sifre-d.291.6.12,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,276456,276517,ref-sifre-d.291.6.2,ref-sifre-d.291.6.12,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,ואמרה נאמר כאן ענייה ונאמר להלן ענייה מה ענייה האמורה להלן ,10,11,1200,1200.0,37,16.0,0.3050847457627119,0.33333333333333337,41,נאמר כאן ע ונאמר להלן ע מה ע האמורה להלן ,0.30508474576271183,5060000045
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-sifre-d.302.1.6-ref-sifre-d.302.1.15,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,288148,288192,ref-sifre-d.302.1.6,ref-sifre-d.302.1.15,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן קץ ונאמר להלן קץ מה קץ האמור להלן ,10,10,1235,1235.0,38,38.0,0.2127659574468085,0.33333333333333337,37,נאמר כאן  ונאמר להלן  מה  האמור להלן ,0.21276595744680848,5060000046
ref-sifre-n.10.1.197-ref-sifre-n.10.1.205,ref-sifre-d.302.1.23-ref-sifre-d.302.1.34,21737,21780,ref-sifre-n.10.1.197,ref-sifre-n.10.1.205,288221,288275,ref-sifre-d.302.1.23,ref-sifre-d.302.1.34,כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,מה קץ האמור להלן חג המצות אף כאן חג המצות נאמר להלן ,9,12,1268,1268.0,51,38.0,0.6346153846153846,0.6666666666666667,25,  אמר להלן  ה  אמור להלן ,0.5192307692307692,5060000047
