,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,baseOrder,compOrder,dam-lev,jac
1889,ref-bible.0203.14.2.1-ref-bible.0203.14.2.6,ref-b.2.10.5b.110-ref-b.2.10.5b.115,543221,543256,91014,91019,ref-bible.203.14.2.1,ref-bible.203.14.2.6,2302273,2302306,334283,334288,ref-b.2.10.5b.110,ref-b.2.10.5b.115,ושאול יושב בקצה הגבעה תחת הרמון ,ושאול יושב בגבעה תחת האשל ברמה ,6,6,3033,1889,0.375,0.4285714285714286
1890,ref-bible.0203.22.6.9-ref-bible.0203.22.6.14,ref-b.2.10.5b.110-ref-b.2.10.5b.115,567056,567089,95230,95235,ref-bible.203.22.6.9,ref-bible.203.22.6.14,2302273,2302306,334283,334288,ref-b.2.10.5b.110,ref-b.2.10.5b.115,ושאול יושב בגבעה תחת האשל ברמה ,ושאול יושב בגבעה תחת האשל ברמה ,6,6,3092,1890,0.0,0.0
1891,ref-bible.0210.6.5.1-ref-bible.0210.6.5.7,ref-b.2.10.5b.149-ref-b.2.10.5b.155,1086613,1086650,183548,183553,ref-bible.210.6.5.1,ref-bible.210.6.5.7,2302465,2302502,334310,334315,ref-b.2.10.5b.149,ref-b.2.10.5b.155,על כן חצבתי בנביאים הרגתים באמרי פי ,על כן חצבתי בנביאים הרגתים באמרי פי ,7,7,4913,1891,0.0,0.0
1892,ref-bible.0208.30.10.1-ref-bible.0208.30.10.18,ref-b.2.10.5b.217-ref-b.2.10.5b.237,926234,926324,157122,157139,ref-bible.208.30.10.1,ref-bible.208.30.10.18,2302813,2302916,334363,334381,ref-b.2.10.5b.217,ref-b.2.10.5b.237,ואתה אל תירא עבדי יעקב נאם יהוה ואל תחת ישראל כי הנני מושיעך מרחוק ואת זרעך מארץ שבים ,אני דורש שנאמר ואתה אל תירא עבדי יעקב נאם ה' ואל תחת ישראל כי הנני מושיעך מרחוק ואת זרעך מארץ שבים ,18,21,4431,1892,0.18181818181818182,0.2222222222222222
1893,ref-bible.0208.46.27.1-ref-bible.0208.46.27.16,ref-b.2.10.5b.217-ref-b.2.10.5b.237,963073,963153,162987,163002,ref-bible.208.46.27.1,ref-bible.208.46.27.16,2302813,2302916,334363,334381,ref-b.2.10.5b.217,ref-b.2.10.5b.237,ואתה אל תירא עבדי יעקב ואל תחת ישראל כי הנני מושעך מרחוק ואת זרעך מארץ שבים ,אני דורש שנאמר ואתה אל תירא עבדי יעקב נאם ה' ואל תחת ישראל כי הנני מושיעך מרחוק ואת זרעך מארץ שבים ,16,21,4482,1893,0.23232323232323232,0.2777777777777778
1894,ref-bible.0301.65.11.1-ref-bible.0301.65.11.8,ref-b.2.10.6a.23-ref-b.2.10.6a.30,1195722,1195768,202976,202983,ref-bible.301.65.11.1,ref-bible.301.65.11.8,2303734,2303781,334520,334527,ref-b.2.10.6a.23,ref-b.2.10.6a.30,תלמיה רוה נחת גדודיה ברביבים תמגגנה צמחה תברך ,תלמיה רוה נחת גדודיה ברביבים תמוגגנה צמחה תברך ,8,8,5484,1894,0.02127659574468085,0.0
1895,ref-bible.0211.2.22.14-ref-bible.0211.2.23.18,ref-b.2.10.6a.82-ref-b.2.10.6a.102,1096653,1096769,185406,185425,ref-bible.211.2.22.14,ref-bible.211.2.23.18,2304060,2304174,334572,334591,ref-b.2.10.6a.82,ref-b.2.10.6a.102,וגפן נתנו חילם ובני ציון גילו ושמחו ביהוה אלהיכם כי נתן לכם את המורה לצדקה ויורד לכם גשם מורה ומלקוש בראשון ,גופיה מנלן דכתיב ובני ציון גילו ושמחו בה' אלהיכם כי נתן לכם את המורה לצדקה ויורד לכם גשם מורה ומלקוש בראשון ,21,21,4966,1895,0.1388888888888889,0.2857142857142857
1896,ref-bible.0207.55.10.1-ref-bible.0207.55.10.17,ref-b.2.10.6b.21-ref-b.2.10.6b.37,852620,852706,144644,144657,ref-bible.207.55.10.1,ref-bible.207.55.10.17,2306027,2306113,334837,334850,ref-b.2.10.6b.21,ref-b.2.10.6b.37,כי כאשר ירד הגשם והשלג מן השמים ושמה לא ישוב כי אם הרוה את הארץ והולידה והצמיחה ,כי כאשר ירד הגשם והשלג מן השמים ושמה לא ישוב כי אם הרוה את הארץ והולידה והצמיחה ,17,17,4173,1896,0.0,0.0
1897,ref-bible.0210.6.4.1-ref-bible.0210.6.4.11,ref-b.2.10.6b.106-ref-b.2.10.6b.116,1086545,1086596,183534,183544,ref-bible.210.6.4.1,ref-bible.210.6.4.11,2306447,2306498,334900,334910,ref-b.2.10.6b.106,ref-b.2.10.6b.116,מה אעשה לך אפרים מה אעשה לך יהודה וחסדכם כענן בקר ,מה אעשה לך אפרים מה אעשה לך יהודה וחסדכם כענן בקר ,11,11,4912,1897,0.0,0.0
1899,ref-bible.0212.4.7.1-ref-bible.0212.4.8.7,ref-b.2.10.6b.196-ref-b.2.10.6b.217,1102744,1102912,186368,186400,ref-bible.212.4.7.1,ref-bible.212.4.8.7,2306903,2307010,334973,334993,ref-b.2.10.6b.196,ref-b.2.10.6b.217,וגם אנכי מנעתי מכם את הגשם בעוד שלשה חדשים לקציר והמטרתי על עיר אחת ועל עיר אחת לא אמטיר חלקה אחת תמטר וחלקה אשר לא תמטיר עליה תיבש ונעו שתים שלש ערים אל עיר אחת ,וגם אנכי מנעתי מכם את הגשם בעוד שלשה חדשים לקציר והמטרתי על עיר אחת ועל עיר אחת לא אמטיר חלקה אחת תמטר ,35,22,4980,1899,0.36419753086419754,0.2272727272727273
1900,ref-bible.0105.32.2.1-ref-bible.0105.32.2.6,ref-b.2.10.7a.82-ref-b.2.10.7a.88,405732,405762,67749,67754,ref-bible.105.32.2.1,ref-bible.105.32.2.6,2307965,2308002,335134,335140,ref-b.2.10.7a.82,ref-b.2.10.7a.88,יערף כמטר לקחי תזל כטל אמרתי ,יערף כמטר לקחי וכתיב תזל כטל אמרתי ,6,7,2639,1900,0.17142857142857143,0.1428571428571429
1902,ref-bible.0105.20.19.17-ref-bible.0105.20.19.26,ref-b.2.10.7a.178-ref-b.2.10.7a.192,381398,381442,63737,63746,ref-bible.105.20.19.17,ref-bible.105.20.19.26,2308448,2308516,335212,335224,ref-b.2.10.7a.178,ref-b.2.10.7a.192,כי ממנו תאכל ואתו לא תכרת כי האדם עץ השדה ,השדה וכי אדם עץ שדה הוא אלא משום דכתיב כי ממנו תאכל ואותו לא תכרת ,10,15,2451,1902,0.7272727272727273,0.36363636363636365
1903,ref-bible.0207.19.13.1-ref-bible.0207.19.13.9,ref-b.2.10.7a.314-ref-b.2.10.7a.319,802203,802242,135483,135490,ref-bible.207.19.13.1,ref-bible.207.19.13.9,2309126,2309156,335302,335306,ref-b.2.10.7a.314,ref-b.2.10.7a.319,נואלו שרי צען נשאו שרי נף התעו את מצרים ,נואלו שרי צוען והתעו את מצרים ,9,6,3915,1903,0.3,0.25
1904,ref-bible.0302.5.16.1-ref-bible.0302.5.17.4,ref-b.2.10.7a.401-ref-b.2.10.7a.408,1262209,1262263,215057,215066,ref-bible.302.5.16.1,ref-bible.302.5.17.4,2309557,2309599,335357,335364,ref-b.2.10.7a.401,ref-b.2.10.7a.408,יפוצו מעינתיך חוצה ברחבות פלגי מים יהיו לך לבדך ואין ,יפוצו מעינותיך חוצה וכתיב יהיו לך לבדך אם ,10,8,5880,1904,0.32075471698113206,0.4444444444444444
1905,ref-bible.0302.5.16.1-ref-bible.0302.5.17.3,ref-b.2.10.7a.412-ref-b.2.10.7a.419,1262209,1262257,215057,215065,ref-bible.302.5.16.1,ref-bible.302.5.17.3,2309615,2309656,335368,335374,ref-b.2.10.7a.412,ref-b.2.10.7a.419,יפוצו מעינתיך חוצה ברחבות פלגי מים יהיו לך לבדך ,יפוצו מעינותיך חוצה ואם לאו יהיו לך לבדך ,9,8,5879,1905,0.2916666666666667,0.375
1906,ref-bible.0207.55.1.10-ref-bible.0207.55.1.20,ref-b.2.10.7a.474-ref-b.2.10.7a.484,852043,852101,144542,144552,ref-bible.207.55.1.10,ref-bible.207.55.1.20,2309934,2309989,335405,335415,ref-b.2.10.7a.474,ref-b.2.10.7a.484,לכו שברו ואכלו ולכו שברו בלוא כסף ובלוא מחיר יין וחלב ,לכו שברו ואכלו ולכו שברו בלא כסף ובלא מחיר יין וחלב ,11,11,4170,1906,0.037037037037037035,0.0
1907,ref-bible.0207.45.8.1-ref-bible.0207.45.8.16,ref-b.2.10.7b.14-ref-b.2.10.7b.29,839725,839812,142280,142295,ref-bible.207.45.8.1,ref-bible.207.45.8.16,2310679,2310764,335518,335533,ref-b.2.10.7b.14,ref-b.2.10.7b.29,הרעיפו שמים ממעל ושחקים יזלו צדק תפתח ארץ ויפרו ישע וצדקה תצמיח יחד אני יהוה בראתיו ,הרעיפו שמים ממעל ושחקים יזלו צדק תפתח ארץ ויפרו ישע וצדקה תצמיח יחד אני ה' בראתיו ,16,16,4101,1907,0.03571428571428571,0.06666666666666665
1908,ref-bible.0301.85.2.1-ref-bible.0301.85.3.7,ref-b.2.10.7b.66-ref-b.2.10.7b.78,1213007,1213072,206139,206152,ref-bible.301.85.2.1,ref-bible.301.85.3.7,2310955,2311012,335557,335569,ref-b.2.10.7b.66,ref-b.2.10.7b.78,רצית יהוה ארצך שבת שבות שבית יעקב נשאת עון עמך כסית כל חטאתם סלה ,רצית ה' ארצך שבת שבות יעקב נשאת עון עמך כסית כל חטאתם סלה ,14,13,5569,1908,0.12307692307692308,0.07692307692307687
1909,ref-bible.0205.8.36.1-ref-bible.0205.8.36.5,ref-b.2.10.7b.91-ref-b.2.10.7b.95,669733,669764,113253,113257,ref-bible.205.8.36.1,ref-bible.205.8.36.5,2311078,2311109,335577,335581,ref-b.2.10.7b.91,ref-b.2.10.7b.95,ואתה תשמע השמים וסלחת לחטאת ,ואתה תשמע השמים וסלחת לחטאת ,5,5,3451,1909,0.0,0.0
1910,ref-bible.0313.6.27.1-ref-bible.0313.6.27.5,ref-b.2.10.7b.91-ref-b.2.10.7b.95,1527172,1527203,262123,262127,ref-bible.313.6.27.1,ref-bible.313.6.27.5,2311078,2311109,335577,335581,ref-b.2.10.7b.91,ref-b.2.10.7b.95,ואתה תשמע השמים וסלחת לחטאת ,ואתה תשמע השמים וסלחת לחטאת ,5,5,7011,1910,0.0,0.0
1911,ref-bible.0303.24.19.1-ref-bible.0303.24.19.8,ref-b.2.10.7b.116-ref-b.2.10.7b.123,1316494,1316528,225537,225544,ref-bible.303.24.19.1,ref-bible.303.24.19.8,2311216,2311251,335593,335600,ref-b.2.10.7b.116,ref-b.2.10.7b.123,ציה גם חם יגזלו מימי שלג שאול חטאו ,ציה גם חום יגזלו מימי שלג שאול חטאו ,8,8,6255,1911,0.027777777777777776,0.0
1912,ref-bible.0303.24.19.1-ref-bible.0303.24.19.6,ref-b.2.10.7b.153-ref-b.2.10.7b.158,1316494,1316518,225537,225542,ref-bible.303.24.19.1,ref-bible.303.24.19.6,2311415,2311440,335616,335621,ref-b.2.10.7b.153,ref-b.2.10.7b.158,ציה גם חם יגזלו מימי שלג ,ציה גם חום יגזלו מימי שלג ,6,6,6253,1912,0.038461538461538464,0.0
1913,ref-bible.0302.25.23.1-ref-bible.0302.25.23.8,ref-b.2.10.7b.193-ref-b.2.10.7b.200,1285385,1285426,219587,219594,ref-bible.302.25.23.1,ref-bible.302.25.23.8,2311621,2311662,335643,335650,ref-b.2.10.7b.193,ref-b.2.10.7b.200,רוח צפון תחולל גשם ופנים נזעמים לשון סתר ,רוח צפון תחולל גשם ופנים נזעמים לשון סתר ,8,8,6072,1913,0.0,0.0
1914,ref-bible.0303.37.21.1-ref-bible.0303.37.21.10,ref-b.2.10.7b.342-ref-b.2.10.7b.351,1329263,1329315,228025,228034,ref-bible.303.37.21.1,ref-bible.303.37.21.10,2312371,2312423,335753,335762,ref-b.2.10.7b.342,ref-b.2.10.7b.351,ועתה לא ראו אור בהיר הוא בשחקים ורוח עברה ותטהרם ,ועתה לא ראו אור בהיר הוא בשחקים ורוח עברה ותטהרם ,10,10,6314,1914,0.0,0.0
1915,ref-bible.0208.7.16.3-ref-bible.0208.7.16.14,ref-b.2.10.7b.431-ref-b.2.10.7b.437,881223,881280,149730,149741,ref-bible.208.7.16.3,ref-bible.208.7.16.14,2312835,2312867,335828,335834,ref-b.2.10.7b.431,ref-b.2.10.7b.437,תתפלל בעד העם הזה ואל תשא בעדם רנה ותפלה ואל תפגע בי ,תתפלל בעד העם הזה ואל תפגע בי ,12,7,4300,1915,0.4339622641509434,0.4
1916,ref-bible.0208.11.14.3-ref-bible.0208.11.14.11,ref-b.2.10.8a.132-ref-b.2.10.8a.140,889467,889511,151103,151111,ref-bible.208.11.14.3,ref-bible.208.11.14.11,2314102,2314146,336038,336046,ref-b.2.10.8a.132,ref-b.2.10.8a.140,תתפלל בעד העם הזה ואל תשא בעדם רנה ותפלה ,תתפלל בעד העם הזה ואל תשא בעדם רנה ותפלה ,9,9,4329,1916,0.0,0.0
1917,ref-bible.0208.7.16.3-ref-bible.0208.7.16.14,ref-b.2.10.8a.132-ref-b.2.10.8a.143,881223,881280,149730,149741,ref-bible.208.7.16.3,ref-bible.208.7.16.14,2314102,2314159,336038,336049,ref-b.2.10.8a.132,ref-b.2.10.8a.143,תתפלל בעד העם הזה ואל תשא בעדם רנה ותפלה ואל תפגע בי ,תתפלל בעד העם הזה ואל תשא בעדם רנה ותפלה ואל תפגע בי ,12,12,4301,1917,0.0,0.0
1918,ref-bible.0301.78.36.1-ref-bible.0301.78.38.4,ref-b.2.10.8a.244-ref-b.2.10.8a.263,1207769,1207859,205199,205214,ref-bible.301.78.36.1,ref-bible.301.78.38.4,2314661,2314765,336129,336145,ref-b.2.10.8a.244,ref-b.2.10.8a.263,ויפתוהו בפיהם ובלשונם יכזבו לו ולבם לא נכון עמו ולא נאמנו בבריתו והוא רחום יכפר עון ,ויפתוהו בפיהם ובלשונם יכזבו לו ולבם לא נכון עמו ולא נאמנו בבריתו ואף על פי כן והוא רחום יכפר עון ,16,20,5546,1918,0.13402061855670103,0.1875
1919,ref-bible.0301.85.12.1-ref-bible.0301.85.12.6,ref-b.2.10.8a.282-ref-b.2.10.8a.287,1213384,1213416,206211,206216,ref-bible.301.85.12.1,ref-bible.301.85.12.6,2314858,2314890,336160,336165,ref-b.2.10.8a.282,ref-b.2.10.8a.287,אמת מארץ תצמח וצדק משמים נשקף ,אמת מארץ תצמח וצדק משמים נשקף ,6,6,5570,1919,0.0,0.0
1920,ref-bible.0301.85.12.1-ref-bible.0301.85.12.6,ref-b.2.10.8a.320-ref-b.2.10.8a.325,1213384,1213416,206211,206216,ref-bible.301.85.12.1,ref-bible.301.85.12.6,2315076,2315108,336192,336197,ref-b.2.10.8a.320,ref-b.2.10.8a.325,אמת מארץ תצמח וצדק משמים נשקף ,אמת מארץ תצמח וצדק משמים נשקף ,6,6,5571,1920,0.0,0.0
1921,ref-bible.0207.64.4.1-ref-bible.0207.64.5.3,ref-b.2.10.8a.340-ref-b.2.10.8a.356,862843,862930,146513,146528,ref-bible.207.64.4.1,ref-bible.207.64.5.3,2315178,2315262,336205,336220,ref-b.2.10.8a.340,ref-b.2.10.8a.356,פגעת את שש ועשה צדק בדרכיך יזכרוך הן אתה קצפת ונחטא בהם עולם ונושע ונהי כטמא כלנו ,"פגעת את שש ועושה צדק בדרכיך יזכרוך הן אתה קצפת ונחטא בהם עולם ונושע אמר ריב""ל כל ",17,17,4240,1921,0.14634146341463414,0.2777777777777778
1922,ref-bible.0101.20.17.10-ref-bible.0101.20.18.7,ref-b.2.10.8a.400-ref-b.2.10.8a.408,34472,34519,6046,6055,ref-bible.101.20.17.10,ref-bible.101.20.18.7,2315517,2315554,336254,336262,ref-b.2.10.8a.400,ref-b.2.10.8a.408,אשתו ואמהתיו וילדו כי עצר עצר יהוה בעד כל רחם ,באשה שנאמר כי עצר עצר ה' בעד כל רחם ,10,9,236,1922,0.391304347826087,0.6
1923,ref-bible.0301.65.10.1-ref-bible.0301.65.10.9,ref-b.2.10.8a.453-ref-b.2.10.8a.461,1195652,1195699,202963,202971,ref-bible.301.65.10.1,ref-bible.301.65.10.9,2315818,2315865,336302,336310,ref-b.2.10.8a.453,ref-b.2.10.8a.461,פקדת הארץ ותשקקה רבת תעשרנה פלג אלהים מלא מים ,פקדת הארץ ותשקקה רבת תעשרנה פלג אלהים מלא מים ,9,9,5482,1923,0.0,0.0
1925,ref-bible.0303.37.12.13-ref-bible.0303.37.13.7,ref-b.2.10.8b.24-ref-b.2.10.8b.39,1328966,1329005,227969,227976,ref-bible.303.37.12.13,ref-bible.303.37.13.7,2315978,2316075,336328,336343,ref-b.2.10.8b.24,ref-b.2.10.8b.39,ארצה אם לשבט אם לארצו אם לחסד ימצאהו ,לארצו אם לחסד ימציאהו אם לשבט בהרים ובגבעות אם לחסד ימציאהו לארצו בשדות ובכרמים אם לשבט ,8,16,6310,1925,0.6363636363636364,0.4444444444444444
1926,ref-bible.0301.145.16.1-ref-bible.0301.145.16.7,ref-b.2.10.8b.89-ref-b.2.10.8b.95,1254622,1254654,213664,213669,ref-bible.301.145.16.1,ref-bible.301.145.16.7,2316344,2316376,336383,336388,ref-b.2.10.8b.89,ref-b.2.10.8b.95,פותח את ידך ומשביע לכל חי רצון ,פותח את ידך ומשביע לכל חי רצון ,7,7,5822,1926,0.0,0.0
1927,ref-bible.0309.8.23.1-ref-bible.0309.8.23.5,ref-b.2.10.8b.101-ref-b.2.10.8b.105,1389032,1389063,238758,238762,ref-bible.309.8.23.1,ref-bible.309.8.23.5,2316407,2316438,336394,336398,ref-b.2.10.8b.101,ref-b.2.10.8b.105,ונצומה ונבקשה מאלהינו על זאת ,ונצומה ונבקשה מאלהינו על זאת ,5,5,6612,1927,0.0,0.0
1928,ref-bible.0311.2.18.1-ref-bible.0311.2.18.7,ref-b.2.10.8b.115-ref-b.2.10.8b.121,1427872,1427905,245314,245320,ref-bible.311.2.18.1,ref-bible.311.2.18.7,2316491,2316524,336408,336414,ref-b.2.10.8b.115,ref-b.2.10.8b.121,ורחמין למבעא מן קדם אלה שמיא על ,ורחמין למבעא מן קדם אלה שמיא על ,7,7,6711,1928,0.0,0.0
1929,ref-bible.0311.10.12.1-ref-bible.0311.10.12.19,ref-b.2.10.8b.151-ref-b.2.10.8b.172,1452241,1452339,249645,249661,ref-bible.311.10.12.1,ref-bible.311.10.12.19,2316680,2316792,336440,336457,ref-b.2.10.8b.151,ref-b.2.10.8b.172,ויאמר אלי אל תירא דניאל כי מן היום הראשון אשר נתת את לבך להבין ולהתענות לפני אלהיך נשמעו דבריך ,אמר להו דכתיב ויאמר אלי אל תירא דניאל כי מן היום הראשון אשר נתת את לבך להבין ולהתענות לפני אלהיך נשמעו דבריך ,19,22,6763,1929,0.12844036697247707,0.05555555555555558
1930,ref-bible.0221.3.20.1-ref-bible.0221.3.20.7,ref-b.2.10.8b.216-ref-b.2.10.8b.222,1153247,1153282,195054,195060,ref-bible.221.3.20.1,ref-bible.221.3.20.7,2317028,2317063,336493,336499,ref-b.2.10.8b.216,ref-b.2.10.8b.222,וזרחה לכם יראי שמי שמש צדקה ומרפא ,וזרחה לכם יראי שמי שמש צדקה ומרפא ,7,7,5201,1930,0.0,0.0
1931,ref-bible.0105.28.12.9-ref-bible.0105.28.12.17,ref-b.2.10.8b.235-ref-b.2.10.8b.243,394346,394386,65912,65919,ref-bible.105.28.12.9,ref-bible.105.28.12.17,2317133,2317174,336508,336515,ref-b.2.10.8b.235,ref-b.2.10.8b.243,לתת מטר ארצך בעתו ולברך את כל מעשה ידך ,לתת מטר ארצך בעתו ולברך את כל מעשה ידיך ,9,9,2598,1931,0.025,0.0
1932,ref-bible.0301.126.4.1-ref-bible.0301.126.4.7,ref-b.2.10.8b.343-ref-b.2.10.8b.348,1245324,1245365,212016,212021,ref-bible.301.126.4.1,ref-bible.301.126.4.7,2317699,2317731,336601,336605,ref-b.2.10.8b.343,ref-b.2.10.8b.348,שובה יהוה את שבותנו שביתנו כאפיקים בנגב ,שובה ה' את שביתנו כאפיקים בנגב ,7,6,5769,1932,0.25,0.16666666666666663
1933,ref-bible.0301.65.11.1-ref-bible.0301.65.11.4,ref-b.2.10.8b.368-ref-b.2.10.8b.371,1195722,1195742,202976,202979,ref-bible.301.65.11.1,ref-bible.301.65.11.4,2317840,2317860,336621,336624,ref-b.2.10.8b.368,ref-b.2.10.8b.371,תלמיה רוה נחת גדודיה ,תלמיה רוה נחת גדודיה ,4,4,5483,1933,0.0,0.0
1934,ref-bible.0302.25.14.1-ref-bible.0302.25.14.8,ref-b.2.10.8b.386-ref-b.2.10.8b.393,1285014,1285056,219510,219517,ref-bible.302.25.14.1,ref-bible.302.25.14.8,2317943,2317985,336633,336640,ref-b.2.10.8b.386,ref-b.2.10.8b.393,נשיאים ורוח וגשם אין איש מתהלל במתת שקר ,נשיאים ורוח וגשם אין איש מתהלל במתת שקר ,8,8,6064,1934,0.0,0.0
1935,ref-bible.0221.3.10.1-ref-bible.0221.3.10.29,ref-b.2.10.9a.9-ref-b.2.10.9a.52,1152404,1152545,194907,194930,ref-bible.221.3.10.1,ref-bible.221.3.10.29,2318269,2318475,336684,336713,ref-b.2.10.9a.9,ref-b.2.10.9a.52,הביאו את כל המעשר אל בית האוצר ויהי טרף בביתי ובחנוני נא בזאת אמר יהוה צבאות אם לא אפתח לכם את ארבות השמים והריקתי לכם ברכה עד בלי די ,הביאו את כל המעשר אל בית האוצר ויהי טרף בביתי ובחנוני נא בזאת אמר ה' צבאות אם לא אפתח לכם את ארובות השמים והריקותי לכם ברכה עד בלי די מאי עד בלי די אמר רמי בר חמא אמר רב עד שיבלו שפתותיכם מלומר די ,29,44,5195,1935,0.34517766497461927,0.2592592592592593
1936,ref-bible.0302.19.3.1-ref-bible.0302.19.3.8,ref-b.2.10.9a.75-ref-b.2.10.9a.82,1277151,1277188,217954,217961,ref-bible.302.19.3.1,ref-bible.302.19.3.8,2318593,2318628,336734,336741,ref-b.2.10.9a.75,ref-b.2.10.9a.82,אולת אדם תסלף דרכו ועל יהוה יזעף לבו ,אולת אדם תסלף דרכו ועל ה' יזעף לבו ,8,8,5973,1936,0.08108108108108109,0.125
1937,ref-bible.0101.42.28.9-ref-bible.0101.42.28.20,ref-b.2.10.9a.104-ref-b.2.10.9a.115,87434,87489,15648,15657,ref-bible.101.42.28.9,ref-bible.101.42.28.20,2318737,2318792,336760,336770,ref-b.2.10.9a.104,ref-b.2.10.9a.115,ויצא לבם ויחרדו איש אל אחיו לאמר מה זאת עשה אלהים לנו ,ויצא לבם ויחרדו איש אל אחיו לאמר מה זאת עשה אלהים לנו ,12,12,404,1937,0.0,0.0
1938,ref-bible.0105.28.12.1-ref-bible.0105.28.12.11,ref-b.2.10.9a.143-ref-b.2.10.9a.151,394308,394358,65906,65914,ref-bible.105.28.12.1,ref-bible.105.28.12.11,2318937,2318975,336798,336805,ref-b.2.10.9a.143,ref-b.2.10.9a.151,יפתח יהוה לך את אוצרו הטוב את השמים לתת מטר ארצך ,יפתח ה' לך את אוצרו הטוב לתת מטר ארצך ,11,9,2596,1938,0.24489795918367346,0.19999999999999996
1939,ref-bible.0104.20.1.13-ref-bible.0104.20.2.4,ref-b.2.10.9a.202-ref-b.2.10.9a.210,300106,300148,50523,50530,ref-bible.104.20.1.13,ref-bible.104.20.2.4,2319234,2319279,336851,336858,ref-b.2.10.9a.202,ref-b.2.10.9a.210,ותמת שם מרים ותקבר שם ולא היה מים לעדה ,ותמת שם מרים וכתיב בתריה ולא היה מים לעדה ,9,9,2025,1939,0.16666666666666666,0.375
1940,ref-bible.0104.20.29.1-ref-bible.0104.20.29.6,ref-b.2.10.9a.241-ref-b.2.10.9a.246,302095,302122,50856,50861,ref-bible.104.20.29.1,ref-bible.104.20.29.6,2319450,2319477,336888,336893,ref-b.2.10.9a.241,ref-b.2.10.9a.246,ויראו כל העדה כי גוע אהרן ,ויראו כל העדה כי גוע אהרן ,6,6,2030,1940,0.0,0.0
1941,ref-bible.0220.11.8.1-ref-bible.0220.11.8.6,ref-b.2.10.9a.275-ref-b.2.10.9a.280,1144241,1144272,193525,193529,ref-bible.220.11.8.1,ref-bible.220.11.8.6,2319620,2319653,336918,336922,ref-b.2.10.9a.275,ref-b.2.10.9a.280,ואכחד את שלשת הרעים בירח אחד ,ואכחיד את שלשת הרועים בירח אחד ,6,6,5154,1941,0.06451612903225806,0.0
1942,ref-bible.0220.10.1.1-ref-bible.0220.10.1.15,ref-b.2.10.9b.14-ref-b.2.10.9b.28,1142816,1142892,193278,193292,ref-bible.220.10.1.1,ref-bible.220.10.1.15,2320355,2320427,337035,337049,ref-b.2.10.9b.14,ref-b.2.10.9b.28,שאלו מיהוה מטר בעת מלקוש יהוה עשה חזיזים ומטר גשם יתן להם לאיש עשב בשדה ,שאלו מה' מטר בעת מלקוש ה' עושה חזיזים ומטר גשם יתן להם לאיש עשב בשדה ,15,15,5147,1942,0.09722222222222222,0.0714285714285714
1943,ref-bible.0105.11.14.2-ref-bible.0105.11.15.3,ref-b.2.10.9b.16-ref-b.2.10.9b.28,363757,363830,60830,60841,ref-bible.105.11.14.2,ref-bible.105.11.15.3,2320364,2320427,337037,337049,ref-b.2.10.9b.16,ref-b.2.10.9b.28,מטר ארצכם בעתו יורה ומלקוש ואספת דגנך ותירשך ויצהרך ונתתי עשב בשדך ,מטר בעת מלקוש ה' עושה חזיזים ומטר גשם יתן להם לאיש עשב בשדה ,12,13,2323,1943,0.6417910447761194,0.8636363636363636
1944,ref-bible.0101.2.6.2-ref-bible.0101.2.6.9,ref-b.2.10.9b.211-ref-b.2.10.9b.218,2673,2710,444,449,ref-bible.101.2.6.2,ref-bible.101.2.6.9,2321377,2321414,337206,337211,ref-b.2.10.9b.211,ref-b.2.10.9b.218,יעלה מן הארץ והשקה את כל פני האדמה ,יעלה מן הארץ והשקה את כל פני האדמה ,8,8,24,1944,0.0,0.0
1945,ref-bible.0204.22.12.5-ref-bible.0204.22.12.8,ref-b.2.10.9b.280-ref-b.2.10.9b.283,638854,638872,107910,107913,ref-bible.204.22.12.5,ref-bible.204.22.12.8,2321754,2321772,337258,337261,ref-b.2.10.9b.280,ref-b.2.10.9b.283,חשרת מים עבי שחקים ,חשרת מים עבי שחקים ,4,4,3288,1945,0.0,0.0
1946,ref-bible.0207.40.28.1-ref-bible.0207.40.28.7,ref-b.2.10.9b.314-ref-b.2.10.9b.320,831758,831789,140840,140845,ref-bible.207.40.28.1,ref-bible.207.40.28.7,2321931,2321961,337282,337287,ref-b.2.10.9b.314,ref-b.2.10.9b.320,הלוא ידעת אם לא שמעת אלהי עולם ,הלא ידעת אם לא שמעת אלהי עולם ,7,7,4071,1946,0.03225806451612903,0.0
1947,ref-bible.0301.33.7.1-ref-bible.0301.33.7.7,ref-b.2.10.9b.380-ref-b.2.10.9b.386,1173185,1173220,198768,198774,ref-bible.301.33.7.1,ref-bible.301.33.7.7,2322273,2322311,337334,337340,ref-b.2.10.9b.380,ref-b.2.10.9b.386,כנס כנד מי הים נתן באצרות תהומות ,כונס כנד מי הים נותן באוצרות תהומות ,7,7,5341,1947,0.08333333333333333,0.0
1949,ref-bible.0204.22.12.5-ref-bible.0204.22.12.8,ref-b.2.10.10a.93-ref-b.2.10.10a.97,638854,638872,107910,107913,ref-bible.204.22.12.5,ref-bible.204.22.12.8,2322861,2322886,337417,337421,ref-b.2.10.10a.93,ref-b.2.10.10a.97,חשרת מים עבי שחקים ,שחקים וכתיב חשרת מים עבי ,4,5,3289,1949,0.72,0.25
