,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,compWork
7673,ref-bible.0103.22.13.10-ref-bible.0103.22.13.17,ref-m.03.01.9.6.56-ref-m.03.01.9.6.63,237233,237275,40970,40977,ref-bible.00103.00022.00013.00010,ref-bible.00103.00022.00013.00017,300480,300522,46574,46581,ref-m.00003.00001.00009.00006.00056,ref-m.00003.00001.00009.00006.00063,ושבה אל בית אביה כנעוריה מלחם אביה תאכל ,ושבה אל בית אביה כנעוריה מלחם אביה תאכל ,ref-m
7674,ref-bible.0103.23.4.1-ref-bible.0103.23.4.9,ref-m.02.08.1.9.38-ref-m.02.08.1.9.44,238719,238766,41217,41225,ref-bible.00103.00023.00004.00001,ref-bible.00103.00023.00004.00009,249996,250031,38761,38767,ref-m.00002.00008.00001.00009.00038,ref-m.00002.00008.00001.00009.00044,אלה מועדי יהוה מקראי קדש אשר תקראו אתם במועדם ,אלה מועדי ה' אשר תקראו אותם במועדם ,ref-m
7675,ref-bible.0103.23.4.1-ref-bible.0103.23.4.8,ref-m.02.08.2.9.33-ref-m.02.08.2.9.40,238719,238758,41217,41224,ref-bible.00103.00023.00004.00001,ref-bible.00103.00023.00004.00008,252280,252318,39122,39129,ref-m.00002.00008.00002.00009.00033,ref-m.00002.00008.00002.00009.00040,אלה מועדי יהוה מקראי קדש אשר תקראו אתם ,אלה מועדי ה' מקראי קודש אשר תקראו אתם ,ref-m
7676,ref-bible.0103.23.27.5-ref-bible.0103.23.28.13,ref-m.02.05.3.8.53-ref-m.02.05.3.8.60,240331,240469,41436,41454,ref-bible.00103.00023.00027.00005,ref-bible.00103.00023.00028.00013,217367,217409,33649,33656,ref-m.00002.00005.00003.00008.00053,ref-m.00002.00005.00003.00008.00060,הזה יום הכפרים הוא מקרא_קדש_יהיה_לכם ועניתם את נפשתיכם והקרבתם אשה ליהוה וכל מלאכה_לא_תעשו בעצם_היום_הזה כי יום כפרים הוא לכפר עליכם ,כי ביום הזה יכפר עליכם וגומר והן עונין ,ref-m
7677,ref-bible.0103.24.2.7-ref-bible.0103.24.2.11,ref-m.05.02.8.5.51-ref-m.05.02.8.5.58,241714,241736,41625,41629,ref-bible.00103.00024.00002.00007,ref-bible.00103.00024.00002.00011,670418,670454,104452,104458,ref-m.00005.00002.00008.00005.00051,ref-m.00005.00002.00008.00005.00058,שמן זית זך כתית למאור ,שמן זית זך תלמוד לומר זך כתית למאור ,ref-m
7678,ref-bible.0103.24.6.10-ref-bible.0103.24.7.5,ref-m.05.02.11.5.80-ref-m.05.02.11.5.90,242000,242035,41676,41682,ref-bible.00103.00024.00006.00010,ref-bible.00103.00024.00007.00005,677414,677470,105571,105578,ref-m.00005.00002.00011.00005.00080,ref-m.00005.00002.00011.00005.00090,לפני יהוה ונתת על המערכת לבנה זכה ,הפנים אמרו לו והלא_כבר_נאמר ונתת על המערכת לבונה זכה ,ref-m
7679,ref-bible.0103.25.15.8-ref-bible.0103.25.16.3,ref-m.05.05.9.1.13-ref-m.05.05.9.1.19,244045,244083,42024,42031,ref-bible.00103.00025.00015.00008,ref-bible.00103.00025.00016.00003,735412,735446,114634,114640,ref-m.00005.00005.00009.00001.00013,ref-m.00005.00005.00009.00001.00019,במספר שני תבואת ימכר לך לפי רב השנים ,במספר שני תבואות ימכר לך היתה שנת ,ref-m
7680,ref-bible.0103.27.4.6-ref-bible.0103.27.5.8,ref-m.04.09.5.21.6-ref-m.04.09.5.21.16,250076,250121,43062,43071,ref-bible.00103.00027.00004.00006,ref-bible.00103.00027.00005.00008,616651,616702,96009,96019,ref-m.00004.00009.00005.00021.00006,ref-m.00004.00009.00005.00021.00016,שלשים שקל ואם מבן חמש שנים ועד בן עשרים שנה ,שנים למקרא בן עשר למשנה בן שלש עשרה למצות בן חמש ,ref-m
7681,ref-bible.0103.27.5.1-ref-bible.0103.27.5.10,ref-m.05.05.4.4.54-ref-m.05.05.4.4.73,250086,250132,43064,43073,ref-bible.00103.00027.00005.00001,ref-bible.00103.00027.00005.00010,728237,728342,113455,113474,ref-m.00005.00005.00004.00004.00054,ref-m.00005.00005.00004.00004.00073,ואם מבן חמש שנים ועד בן עשרים שנה והיה ערכך ,בן עשרים נותן כזמן הערך יום שלשים כלמטה ממנו שנת חמש ושנת עשרים כלמטה ממנה שנאמר ואם מבן ששים שנה ,ref-m
7682,ref-bible.0103.27.7.1-ref-bible.0103.27.7.7,ref-m.05.05.4.4.70-ref-m.05.05.4.4.76,250260,250292,43098,43104,ref-bible.00103.00027.00007.00001,ref-bible.00103.00027.00007.00007,728324,728356,113471,113477,ref-m.00005.00005.00004.00004.00070,ref-m.00005.00005.00004.00004.00076,ואם מבן ששים שנה ומעלה אם זכר ,ואם מבן ששים שנה ומעלה אם זכר ,ref-m
7683,ref-bible.0103.27.10.1-ref-bible.0103.27.10.10,ref-m.05.06.1.2.36-ref-m.05.06.1.2.45,250501,250546,43143,43152,ref-bible.00103.00027.00010.00001,ref-bible.00103.00027.00010.00010,738416,738462,115129,115138,ref-m.00005.00006.00001.00002.00036,ref-m.00005.00006.00001.00002.00045,לא יחליפנו ולא ימיר אתו טוב ברע או רע בטוב ,לא יחליפנו ולא ימיר אותו טוב ברע או רע בטוב ,ref-m
7684,ref-bible.0103.27.15.10-ref-bible.0103.27.16.16,ref-m.05.05.3.1.43-ref-m.05.05.3.2.20,250915,251012,43219,43236,ref-bible.00103.00027.00015.00010,ref-bible.00103.00027.00016.00016,726465,726604,113157,113177,ref-m.00005.00005.00003.00001.00043,ref-m.00005.00005.00003.00002.00020,עליו והיה לו ואם משדה אחזתו יקדיש איש ליהוה והיה ערכך לפי זרעו זרע חמר שערים בחמשים שקל כסף ,עלי נותן את שוויו בשדה אחוזה להקל_ולהחמיר_כיצד אחד המקדיש בחולת המחוז ואחד המקדיש בפרדסות סבסטי נותן בזרע חומר שעורים חמשים שקל כסף ,ref-m
7685,ref-bible.0103.27.16.10-ref-bible.0103.27.16.16,ref-m.05.05.7.1.28-ref-m.05.05.7.1.33,250978,251012,43230,43236,ref-bible.00103.00027.00016.00010,ref-bible.00103.00027.00016.00016,731594,731625,114037,114042,ref-m.00005.00005.00007.00001.00028,ref-m.00005.00005.00007.00001.00033,זרעו זרע חמר שערים בחמשים שקל כסף ,בזרע חומר שעורים חמשים שקל כסף ,ref-m
7686,ref-bible.0103.27.20.5-ref-bible.0103.27.22.8,ref-m.05.05.7.5.30-ref-m.05.05.7.5.54,251230,251377,43276,43300,ref-bible.00103.00027.00020.00005,ref-bible.00103.00027.00022.00008,732673,732803,114210,114230,ref-m.00005.00005.00007.00005.00030,ref-m.00005.00005.00007.00005.00054,השדה ואם מכר את השדה לאיש אחר לא יגאל עוד והיה השדה בצאתו ביבל קדש ליהוה כשדה החרם לכהן תהיה אחזתו ואם את שדה מקנתו אשר לא משדה אחזתו ,כשדה אחוזה שנאמר ואם את שדה מקנתו אשר לא משדה אחוזתו שדה שאינה ראויה להיות שדה אחוזה יוצאת זו שהיא ראויה להיות שדה אחוזה שדה ,ref-m
7687,ref-bible.0104.4.19.12-ref-bible.0104.4.20.3,ref-m.03.07.4.10.33-ref-m.03.07.4.11.13,261888,261953,44779,44791,ref-bible.00104.00004.00019.00012,ref-bible.00104.00004.00020.00003,434466,434586,67762,67783,ref-m.00003.00007.00004.00010.00033,ref-m.00003.00007.00004.00011.00013,ובניו יבאו ושמו אותם איש איש על עבדתו ואל משאו ולא יבאו לראות ,ואלו בניה מביא ראיה על הבנים ואינו מביא ראיה על האשה אשה נשאתי במדינת הים הרי היא זו ואלו בניה מביא ראיה על האשה ,ref-m
7688,ref-bible.0104.5.7.15-ref-bible.0104.5.8.18,ref-m.04.01.9.11.13-ref-m.04.01.9.11.33,264366,264468,45115,45133,ref-bible.00104.00005.00007.00015,ref-bible.00104.00005.00008.00018,455765,455878,71126,71145,ref-m.00004.00001.00009.00011.00013,ref-m.00004.00001.00009.00011.00033,אשם לו ואם אין לאיש גאל להשיב האשם אליו האשם המושב ליהוה לכהן מלבד איל הכפרים אשר יכפר בו עליו ,ואשם למזבח שנאמר ואם אין לאיש גואל להשיב האשם אליו האשם המושב לה לכהן מלבד איל הכפורים אשר יכפר בו עליו ,ref-m
7689,ref-bible.0104.5.17.1-ref-bible.0104.5.17.16,ref-m.03.05.2.2.52-ref-m.03.05.2.2.62,265028,265112,45230,45245,ref-bible.00104.00005.00017.00001,ref-bible.00104.00005.00017.00016,387679,387737,60395,60405,ref-m.00003.00005.00002.00002.00052,ref-m.00003.00005.00002.00002.00062,ולקח הכהן מים קדשים בכלי חרש ומן העפר אשר יהיה בקרקע המשכן יקח הכהן ונתן אל ,ומן העפר אשר יהיה בקרקע המשכן יקח הכהן ונתן אל המים ,ref-m
7690,ref-bible.0104.5.19.3-ref-bible.0104.5.21.14,ref-m.03.05.2.3.12-ref-m.03.05.2.3.35,265263,265510,45271,45314,ref-bible.00104.00005.00019.00003,ref-bible.00104.00005.00021.00014,387790,387922,60416,60438,ref-m.00003.00005.00002.00003.00012,ref-m.00003.00005.00002.00003.00035,הכהן ואמר אל האשה אם לא שכב איש אתך ואם לא שטית טמאה תחת אישך הנקי ממי המרים המאררים האלה ואת כי שטית תחת אישך וכי נטמאת ויתן איש בך את שכבתו מבלעדי אישך והשביע הכהן את האשה בשבעת האלה ואמר הכהן לאשה יתן יהוה אותך לאלה ולשבעה ,שכב איש וגומר ואת כי שטית תחת אישך ואינו כותב והשביע הכהן את האשה וכותב יתן ה' אותך לאלה ולשבועה ובאו המים המאררים האלה ,ref-m
