,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,compWork
7345,ref-bible.0102.21.35.9-ref-bible.0102.21.35.19,ref-m.4.1.3.9.46-ref-m.4.1.3.9.58,148439,148492,26121,26128,ref-bible.00102.00021.00035.00009,ref-bible.00102.00021.00035.00019,441585,441649,68829,68838,ref-m.00004.00001.00003.00009.00046,ref-m.00004.00001.00003.00009.00058,ומכרו את השור החי וחצו את כספו וגם את המת יחצון ,ומכרו את השור החי וחצו את כספו ולא קיימת וגם את המת יחצון ,ref-m
7346,ref-bible.0102.21.37.1-ref-bible.0102.21.37.9,ref-m.4.1.7.1.36-ref-m.4.1.7.1.44,148584,148620,26148,26156,ref-bible.00102.00021.00037.00001,ref-bible.00102.00021.00037.00009,449285,449321,70055,70063,ref-m.00004.00001.00007.00001.00036,ref-m.00004.00001.00007.00001.00044,כי יגנב איש שור או שה וטבחו או מכרו ,כי יגנב איש שור או שה וטבחו או מכרו ,ref-m
7347,ref-bible.0102.22.5.1-ref-bible.0102.22.5.16,ref-m.4.1.6.4.63-ref-m.4.1.6.4.78,148921,148998,26215,26229,ref-bible.00102.00022.00005.00001,ref-bible.00102.00022.00005.00016,448206,448285,69885,69899,ref-m.00004.00001.00006.00004.00063,ref-m.00004.00001.00006.00004.00078,כי תצא אש ומצאה קצים ונאכל גדיש או הקמה או השדה שלם ישלם המבער את הבערה ,כי תצא אש ומצאה קוצים ונאכל גדיש או הקמה או השדה שלם ישלם המבעיר את הבערה ,ref-m
7348,ref-bible.0102.22.20.1-ref-bible.0102.22.22.1,ref-m.4.2.4.10.39-ref-m.4.2.4.11.1,149795,149873,26391,26405,ref-bible.00102.00022.00020.00001,ref-bible.00102.00022.00022.00001,469336,469364,73248,73253,ref-m.00004.00002.00004.00010.00039,ref-m.00004.00002.00004.00011.00001,וגר לא תונה ולא תלחצנו כי גרים הייתם בארץ מצרים כל אלמנה ויתום לא תענון אם ,וגר לא תונה ולא תלחצנו אין ,ref-m
7349,ref-bible.0102.22.28.1-ref-bible.0102.22.28.5,ref-m.1.6.3.6.21-ref-m.1.6.3.7.3,150216,150241,26474,26478,ref-bible.00102.00022.00028.00001,ref-bible.00102.00022.00028.00005,72648,72692,11263,11269,ref-m.00001.00006.00003.00006.00021,ref-m.00001.00006.00003.00007.00003,מלאתך ודמעך לא תאחר בכור ,מלאתך ודמעך לא תאחר ומנין שיקדמו הבכורים ,ref-m
7350,ref-bible.0102.23.8.1-ref-bible.0102.23.8.7,ref-m.1.2.8.9.98-ref-m.1.2.8.9.104,150687,150719,26573,26579,ref-bible.00102.00023.00008.00001,ref-bible.00102.00023.00008.00007,24761,24795,3804,3810,ref-m.00001.00002.00008.00009.00098,ref-m.00001.00002.00008.00009.00104,ושחד לא תקח כי השחד יעור פקחים ,ושוחד לא תקח כי השוחד יעור פקחים ,ref-m
7351,ref-bible.0102.23.15.20-ref-bible.0102.23.16.7,ref-m.1.9.4.10.28-ref-m.1.9.4.10.37,151200,151247,26665,26673,ref-bible.00102.00023.00015.00020,ref-bible.00102.00023.00016.00007,115290,115348,17735,17744,ref-m.00001.00009.00004.00010.00028,ref-m.00001.00009.00004.00010.00037,פני ריקם וחג הקציר בכורי מעשיך אשר תזרע בשדה ,מפני הכתוב שבתורה וחג הקציר בכורי מעשיך אשר תזרע בשדה ,ref-m
7352,ref-bible.0102.23.15.20-ref-bible.0102.23.16.7,ref-m.1.11.1.3.34-ref-m.1.11.1.3.43,151200,151247,26665,26673,ref-bible.00102.00023.00015.00020,ref-bible.00102.00023.00016.00007,121894,121952,18733,18742,ref-m.00001.00011.00001.00003.00034,ref-m.00001.00011.00001.00003.00043,פני ריקם וחג הקציר בכורי מעשיך אשר תזרע בשדה ,מפני הכתוב שבתורה וחג הקציר בכורי מעשיך אשר תזרע בשדה ,ref-m
7353,ref-bible.0102.23.19.1-ref-bible.0102.23.19.5,ref-m.1.11.1.9.10-ref-m.1.11.1.9.14,151392,151418,26704,26708,ref-bible.00102.00023.00019.00001,ref-bible.00102.00023.00019.00005,123036,123062,18915,18919,ref-m.00001.00011.00001.00009.00010,ref-m.00001.00011.00001.00009.00014,ראשית בכורי אדמתך תביא בית ,ראשית בכורי אדמתך תביא בית ,ref-m
7354,ref-bible.0102.24.9.1-ref-bible.0102.24.9.8,ref-m.2.8.2.9.85-ref-m.2.8.2.9.92,153025,153075,26976,26983,ref-bible.00102.00024.00009.00001,ref-bible.00102.00024.00009.00008,252787,252837,39145,39152,ref-m.00002.00008.00002.00009.00085,ref-m.00002.00008.00002.00009.00092,ויעל משה ואהרן נדב ואביהוא ושבעים מזקני ישראל ,ויעל משה ואהרן נדב ואביהוא ושבעים מזקני ישראל ,ref-m
